WP4;DRN;campaign;alpha;beta;gamma
3531;France;4;0.850706689;0.014037673;0.864744362
3531;France;5;0.879935405;0.002710842;0.882646248
3733;France;1;0.834042213;0.018573641;0.852615854
3733;France;2;0.781940125;0.052020003;0.833960128
3733;France;3;0.766529452;0.063237074;0.829766526
3733;France;4;0.779729892;0.054643705;0.834373597
3733;France;5;0.837661436;0.019786143;0.857447578
3532;France;1;0.875831568;-0.005416621;0.870414947
3532;France;2;0.84935455;0.009988471;0.859343021
3532;France;3;0.844245605;0.016880277;0.861125882
3532;France;4;0.8501315;0.014307456;0.864438956
3532;France;5;0.879650448;0.002642316;0.882292764
3730;France;1;0.80685952;0.035141406;0.842000925
3730;France;2;0.749703413;0.074544568;0.82424798
3730;France;3;0.734650364;0.08594321;0.820593574
3730;France;4;0.745344833;0.07817927;0.823524103
3730;France;5;0.814623094;0.031794631;0.846417725
3731;France;1;0.80685952;0.035141406;0.842000925
3731;France;2;0.749703413;0.074544568;0.82424798
3731;France;3;0.734650364;0.08594321;0.820593574
3731;France;4;0.745344833;0.07817927;0.823524103
3731;France;5;0.814623094;0.031794631;0.846417725
3533;France;1;0.866188001;-0.001082847;0.865105154
3533;France;2;0.836386843;0.017484601;0.853871444
3533;France;3;0.831801177;0.02344877;0.855249947
3533;France;4;0.838659897;0.019831598;0.858491495
3533;France;5;0.873894328;0.003693275;0.877587603
3727;France;1;0.800834695;0.038931449;0.839766143
3727;France;2;0.741830434;0.080159855;0.821990289
3727;France;3;0.725987986;0.092169671;0.818157658
3727;France;4;0.738062843;0.0832946;0.821357443
3727;France;5;0.810176772;0.034234247;0.844411019
3729;France;1;0.847000696;0.009434822;0.856435518
3729;France;2;0.804311663;0.035930316;0.840241979
3729;France;3;0.776596869;0.055276364;0.831873234
3729;France;4;0.762175276;0.065011283;0.827186558
3729;France;5;0.834114426;0.017364205;0.851478631
3728;France;1;0.84333235;0.011279086;0.854611436
3728;France;2;0.79123927;0.044463621;0.83570289
3728;France;3;0.775083519;0.056195974;0.831279493
3728;France;4;0.785855098;0.048703653;0.83455875
3728;France;5;0.848535463;0.009885183;0.858420647
3534;France;1;0.865273615;-7.35E-04;0.864538462
3534;France;2;0.835386244;0.01791477;0.853301013
3534;France;3;0.829962125;0.024076879;0.854039004
3534;France;4;0.837552942;0.019993066;0.857546008
3534;France;5;0.873834832;0.002866257;0.876701089
3535;France;1;0.860321342;0.001646445;0.861967788
3535;France;2;0.828303189;0.022086636;0.850389825
3535;France;3;0.822621827;0.027979595;0.850601422
3535;France;4;0.830807518;0.023247252;0.854054769
3535;France;5;0.870890998;0.002851322;0.87374232
3536;France;1;0.864085797;-4.73E-04;0.863612733
3536;France;2;0.832577065;0.018963171;0.851540236
3536;France;3;0.826261102;0.024980158;0.85124126
3536;France;4;0.834786949;0.020049409;0.854836358
3536;France;5;0.875071587;-3.81E-04;0.874690187
3537;France;1;0.865423171;-0.001154584;0.864268587
3537;France;2;0.835335618;0.016672256;0.852007873
3537;France;3;0.828635631;0.022450245;0.851085876
3537;France;4;0.837640889;0.01707758;0.85471847
3537;France;5;0.879131628;-0.004635531;0.874496097
3708;France;1;0.855309046;0.004639419;0.859948465
3708;France;2;0.805784897;0.034551915;0.840336812
3708;France;3;0.790377734;0.045534082;0.835911816
3708;France;4;0.799700168;0.039308014;0.839008182
3708;France;5;0.85670135;0.005543465;0.862244814
3538;France;1;0.863169279;1.33E-05;0.863182628
3538;France;2;0.831830683;0.018642685;0.850473369
3538;France;3;0.824951232;0.024351373;0.849302605
3538;France;4;0.83428504;0.018609779;0.852894819
3538;France;5;0.884168795;-0.006797725;0.87737107
3539;France;1;0.863169279;1.33E-05;0.863182628
3539;France;2;0.831830683;0.018642685;0.850473369
3539;France;3;0.824951232;0.024351373;0.849302605
3539;France;4;0.83428504;0.018609779;0.852894819
3539;France;5;0.884168795;-0.006797725;0.87737107
3704;France;1;0.685163487;0.123266931;0.808430418
3704;France;2;0.60247776;0.188238546;0.790716306
3704;France;3;0.618418127;0.174952413;0.793370541
3704;France;4;0.710219857;0.107501412;0.817721269
3704;France;5;0.749808164;0.076237211;0.826045375
3707;France;1;0.860761642;0.001095145;0.861856787
3707;France;2;0.811808171;0.030035048;0.841843219
3707;France;3;0.796442047;0.040807763;0.83724981
3707;France;4;0.805938025;0.034561744;0.840499769
3707;France;5;0.861186483;0.001844999;0.863031482
3705;France;1;0.853977365;0.0044844;0.858461765
3705;France;2;0.802267375;0.03632873;0.838596105
3705;France;3;0.785984811;0.04792888;0.833913691
3705;France;4;0.796516575;0.040810863;0.837327438
3705;France;5;0.854403733;0.004881192;0.859284925
3706;France;1;0.853977365;0.0044844;0.858461765
3706;France;2;0.802267375;0.03632873;0.838596105
3706;France;3;0.785984811;0.04792888;0.833913691
3706;France;4;0.796516575;0.040810863;0.837327438
3706;France;5;0.854403733;0.004881192;0.859284925
3540;France;1;0.860789807;0.001827829;0.862617636
3540;France;2;0.829585117;0.019777923;0.84936304
3540;France;3;0.821030913;0.026111839;0.847142753
3540;France;4;0.83421497;0.017964288;0.852179258
3540;France;5;0.879049717;-0.00649814;0.872551576
3541;France;1;0.860506481;0.001992883;0.862499364
3541;France;2;0.829370757;0.019704263;0.84907502
3541;France;3;0.820842477;0.026008304;0.84685078
3541;France;4;0.823622112;0.027142458;0.85076457
3541;France;5;0.886033301;-0.009867299;0.876166002
3697;France;1;0.837561413;0.013486592;0.851048006
3697;France;2;0.781504591;0.050570515;0.832075106
3697;France;3;0.761010464;0.06545835;0.826468813
3697;France;4;0.774741154;0.055609386;0.830350541
3697;France;5;0.841107341;0.011639216;0.852746556
3698;France;1;0.868080797;-0.001831865;0.866248931
3698;France;2;0.825256255;0.020979042;0.846235297
3698;France;3;0.808804499;0.031750316;0.840554815
3698;France;4;0.819025496;0.025037793;0.844063289
3698;France;5;0.868812195;-0.00245952;0.866352675
3700;France;1;0.882191623;0.012142962;0.894334585
3700;France;2;0.878045738;2.60E-04;0.878306148
3700;France;3;0.876580212;-0.003157973;0.873422239
3700;France;4;0.88023248;-0.004033262;0.876199218
3700;France;5;0.882177503;0.011020249;0.893197752
3699;France;1;0.881395994;0.010101467;0.891497461
3699;France;2;0.873962939;5.23E-04;0.874486416
3699;France;3;0.871041403;-0.001461671;0.869579732
3699;France;4;0.875540618;-0.003005469;0.872535149
3699;France;5;0.881117708;0.009127686;0.890245394
3701;France;1;0.886649768;-0.007472627;0.879177141
3701;France;2;0.859177205;0.001483843;0.860661048
3701;France;3;0.845886881;0.00860176;0.85448864
3701;France;4;0.852692448;0.004889474;0.857581922
3701;France;5;0.885736897;-0.007034499;0.878702398
3542;France;1;0.857056075;0.003993123;0.861049198
3542;France;2;0.823835512;0.02324681;0.847082323
3542;France;3;0.81354829;0.030628526;0.844176816
3542;France;4;0.79892635;0.045480914;0.844407264
3542;France;5;0.875352196;-0.00191987;0.873432326
3543;France;1;0.837924865;0.014253104;0.85217797
3543;France;2;0.819368323;0.026164652;0.845532975
3543;France;3;0.840704758;0.013285724;0.853990483
3543;France;4;0.763407841;0.064722703;0.828130545
3543;France;5;0.913243954;-0.00337743;0.909866524
3658;France;1;0.89071611;-0.010295035;0.880421074
3658;France;2;0.839861254;0.015456361;0.855317615
3658;France;3;0.842815542;0.011604201;0.854419743
3658;France;4;0.810666938;0.033620203;0.84428714
3658;France;5;0.906281032;-0.004695418;0.901585614
3662;France;1;0.89071611;-0.010295035;0.880421074
3662;France;2;0.839861254;0.015456361;0.855317615
3662;France;3;0.842815542;0.011604201;0.854419743
3662;France;4;0.810666938;0.033620203;0.84428714
3662;France;5;0.906281032;-0.004695418;0.901585614
3659;France;1;0.884094385;0.011930248;0.896024633
3659;France;2;0.876840886;0.00970573;0.886546616
3659;France;3;0.877961492;8.88E-05;0.878050268
3659;France;4;0.767941853;0.065377589;0.833319442
3659;France;5;0.883327123;-0.00252525;0.880801874
3660;France;1;0.875959989;0.010354766;0.886314755
3660;France;2;0.854629472;0.010232824;0.864862296
3660;France;3;0.842772982;0.014320906;0.857093888
3660;France;4;0.858743315;0.017597254;0.87634057
3660;France;5;0.900510524;0.00124755;0.901758073
3661;France;1;0.87319076;0.037733292;0.910924052
3661;France;2;0.896575902;0.014810705;0.911386608
3661;France;3;0.898640696;-0.010959305;0.887681391
3661;France;4;0.848054395;0.011707291;0.859761686
3661;France;5;0.87881419;-4.09E-05;0.878773273
3544;France;1;0.855632143;0.006110555;0.861742698
3544;France;2;0.837680685;0.015726032;0.853406718
3544;France;3;0.853212947;0.006311492;0.85952444
3544;France;4;0.805710577;0.035208881;0.840919458
3544;France;5;0.911107293;0.005154354;0.916261647
3545;France;1;0.885905768;-0.005184568;0.8807212
3545;France;2;0.879639836;4.71E-04;0.880111277
3545;France;3;0.833908472;0.018503501;0.852411974
3545;France;4;0.78104074;0.059654116;0.840694855
3545;France;5;0.837540976;0.014662468;0.852203444
3546;France;1;0.872641041;0.00874481;0.881385851
3546;France;2;0.882072116;0.003302258;0.885374374
3546;France;3;0.890740443;-0.003081524;0.887658919
3546;France;4;0.853314365;0.004538427;0.857852793
3546;France;5;0.889957411;0.031412789;0.9213702
3547;France;1;0.884166018;4.62E-04;0.884628489
3547;France;2;0.877684997;-0.003294606;0.874390391
3547;France;3;0.835985149;0.015102034;0.851087184
3547;France;4;0.791249842;0.054761889;0.846011731
3547;France;5;0.853578026;0.006890971;0.860468997
3548;France;1;0.88929247;0.00343928;0.892731749
3548;France;2;0.888629379;-0.0055833;0.883046079
3548;France;3;0.863320753;0.003543413;0.866864166
3548;France;4;0.828425367;0.036006953;0.86443232
3548;France;5;0.869326519;-4.73E-04;0.868853221
3549;France;1;0.885860399;4.04E-04;0.886264012
3549;France;2;0.886707463;-0.005391073;0.88131639
3549;France;3;0.859756792;0.005001213;0.864758005
3549;France;4;0.820989782;0.039286372;0.860276154
3549;France;5;0.863572229;0.001887873;0.865460102
3550;France;1;0.865533688;0.009633568;0.875167256
3550;France;2;0.86294068;0.012406118;0.875346799
3550;France;3;0.829099483;0.019287123;0.848386606
3550;France;4;0.791648953;0.073744407;0.86539336
3550;France;5;0.841263887;0.013878396;0.855142282
3551;France;1;0.889228832;0.002006913;0.891235745
3551;France;2;0.885712124;-0.004855959;0.880856166
3551;France;3;0.857299754;0.005243784;0.862543538
3551;France;4;0.813105648;0.043573795;0.856679443
3551;France;5;0.869968808;6.64E-04;0.870632761
3622;France;1;0.842891804;0.026379105;0.869270909
3622;France;2;0.729055533;0.100002609;0.829058142
3622;France;3;0.709599052;0.110741204;0.820340256
3622;France;4;0.83718842;0.015982272;0.853170692
3622;France;5;0.908581736;0.007223992;0.915805727
3552;France;1;0.884901064;2.75E-04;0.885175697
3552;France;2;0.885890457;-0.004920433;0.880970024
3552;France;3;0.853546762;0.005115853;0.858662616
3552;France;4;0.81688442;0.038910957;0.855795377
3552;France;5;0.870684077;3.05E-04;0.870988949
3553;France;1;0.895712332;0.001046087;0.896758419
3553;France;2;0.883465663;-0.004837251;0.878628411
3553;France;3;0.852893375;0.006147853;0.859041227
3553;France;4;0.810554753;0.043579933;0.854134686
3553;France;5;0.850469994;0.009823531;0.860293525
3612;France;1;0.874488459;0.021219938;0.895708397
3612;France;2;0.869932714;0.00703972;0.876972434
3612;France;3;0.867145189;0.004250996;0.871396185
3612;France;4;0.876368841;0.00805984;0.884428681
3612;France;5;0.854870112;0.051091056;0.905961168
3616;France;1;0.876576401;0.010866124;0.887442525
3616;France;2;0.861674933;0.006501575;0.868176509
3616;France;3;0.850924641;0.009638009;0.860562649
3616;France;4;0.888066574;-0.002494036;0.885572538
3616;France;5;0.869422198;0.043087413;0.912509611
3613;France;1;0.873540084;0.008471066;0.882011151
3613;France;2;0.850664476;0.011423163;0.862087639
3613;France;3;0.836675429;0.017783619;0.854459048
3613;France;4;0.879815846;0.005786261;0.885602107
3613;France;5;0.857135077;0.047936918;0.905071995
3615;France;1;0.853863136;0.011785775;0.865648911
3615;France;2;0.794795598;0.045331584;0.840127182
3615;France;3;0.797584728;0.042738399;0.840323127
3615;France;4;0.882847145;-0.003168428;0.879678717
3615;France;5;0.908451903;-0.004066466;0.904385437
3614;France;1;0.874127148;0.02323925;0.897366398
3614;France;2;0.874741729;0.00656056;0.881302289
3614;France;3;0.874308084;0.0013465;0.875654584
3614;France;4;0.882312816;0.005177825;0.88749064
3614;France;5;0.858875629;0.047323931;0.90619956
3554;France;1;0.888454221;0.00717387;0.895628092
3554;France;2;0.888949827;-0.003788847;0.88516098
3554;France;3;0.864125395;0.002858012;0.866983407
3554;France;4;0.822466504;0.036137218;0.858603722
3554;France;5;0.869356716;0.001997187;0.871353903
3555;France;1;0.888950887;0.001469213;0.8904201
3555;France;2;0.891855699;-0.00543121;0.886424489
3555;France;3;0.875021587;-0.002018532;0.873003055
3555;France;4;0.761031964;0.067188116;0.82822008
3555;France;5;0.873655381;0.014145529;0.88780091
3602;France;1;0.889239273;0.007025984;0.896265257
3602;France;2;0.873147691;9.08E-04;0.874055324
3602;France;3;0.885035257;-0.008015817;0.877019441
3602;France;4;0.814064603;0.030558894;0.844623497
3602;France;5;0.875986278;0.022601539;0.898587817
3610;France;1;0.882278667;0.019307587;0.901586255
3610;France;2;0.854440459;0.00936254;0.863802999
3610;France;3;0.839529121;0.015841792;0.855370913
3610;France;4;0.874815278;0.003862389;0.878677667
3610;France;5;0.865002213;0.036474804;0.901477017
3603;France;1;0.867869433;0.010410515;0.878279948
3603;France;2;0.843988284;0.014631349;0.858619632
3603;France;3;0.828551042;0.022404104;0.850955146
3603;France;4;0.844585736;0.025611398;0.870197134
3603;France;5;0.85452016;0.056094469;0.910614629
3609;France;1;0.860335041;0.009292979;0.869628021
3609;France;2;0.8089945;0.036343037;0.845337537
3609;France;3;0.780275775;0.055066664;0.835342439
3609;France;4;0.851674549;0.00886952;0.860544068
3609;France;5;0.893361594;0.017634744;0.910996338
3604;France;1;0.867040104;0.010346144;0.877386248
3604;France;2;0.840975067;0.016176478;0.857151545
3604;France;3;0.82459857;0.024711673;0.849310243
3604;France;4;0.84900616;0.009191687;0.858197847
3604;France;5;0.893135009;0.014380585;0.907515594
3608;France;1;0.86485634;0.008184248;0.873040588
3608;France;2;0.820726747;0.028412185;0.849138932
3608;France;3;0.795436433;0.044105565;0.839541997
3608;France;4;0.869364717;-5.67E-05;0.86930803
3608;France;5;0.900804306;-0.002638726;0.89816558
3605;France;1;0.868520394;0.012025314;0.880545707
3605;France;2;0.845578712;0.014209685;0.859788397
3605;France;3;0.830594397;0.021196885;0.851791282
3605;France;4;0.87706475;0.005885205;0.882949955
3605;France;5;0.858406675;0.045175673;0.903582348
3607;France;1;0.867883425;0.031480372;0.899363796
3607;France;2;0.874444771;0.010474548;0.884919318
3607;France;3;0.875722937;0.003735374;0.879458311
3607;France;4;0.878899837;0.003567484;0.882467321
3607;France;5;0.863224131;0.039980655;0.903204786
3606;France;1;0.873937626;0.026194426;0.900132052
3606;France;2;0.878050716;0.007420878;0.885471594
3606;France;3;0.877833908;0.001812224;0.879646131
3606;France;4;0.890296373;-0.002831159;0.887465214
3606;France;5;0.871736524;0.046395496;0.918132019
3556;France;1;0.869591895;0.024217852;0.893809748
3556;France;2;0.879765929;0.007550527;0.887316456
3556;France;3;0.882737296;8.53E-04;0.883590457
3556;France;4;0.884717465;-0.006392706;0.878324758
3556;France;5;0.872436337;0.038260974;0.910697311
3557;France;1;0.88313956;0.023852273;0.906991833
3557;France;2;0.872715278;0.035657051;0.908372329
3557;France;3;0.886753011;-0.001993023;0.884759989
3557;France;4;0.715334503;0.170944869;0.886279372
3557;France;5;0.884688855;0.016025964;0.900714819
3558;France;1;0.886073255;0.017023141;0.903096396
3558;France;2;0.880432532;0.026271001;0.906703533
3558;France;3;0.884463028;-0.002843893;0.881619135
3558;France;4;0.798655524;0.064354413;0.863009937
3558;France;5;0.880179566;0.032150499;0.912330064
3559;France;1;0.886590013;0.009771877;0.896361889
3559;France;2;0.88013196;0.020076453;0.900208413
3559;France;3;0.864888492;0.003870014;0.868758506
3559;France;4;0.820464954;0.024054349;0.844519302
3559;France;5;0.881040648;0.019225575;0.900266224
3560;France;1;0.885994307;0.01337261;0.899366917
3560;France;2;0.879342474;0.023175226;0.9025177
3560;France;3;0.875540103;-2.48E-04;0.875292368
3560;France;4;0.849998392;0.007098563;0.857096955
3560;France;5;0.880118788;0.018897775;0.899016563
3561;France;1;0.869664854;0.015983707;0.885648561
3561;France;2;0.876179648;0.007971705;0.884151353
3561;France;3;0.871829143;0.004131362;0.875960505
3561;France;4;0.877968282;0.010069077;0.888037358
3561;France;5;0.858766282;0.04653229;0.905298572
3586;France;1;0.907012406;0.004137436;0.911149842
3586;France;2;0.89754708;-0.003800817;0.893746263
3586;France;3;0.896642936;-0.005045443;0.891597492
3586;France;4;0.875857924;0.005587341;0.881445265
3586;France;5;0.881211775;0.00257718;0.883788955
3594;France;1;0.871333187;0.019343523;0.89067671
3594;France;2;0.865078456;0.007848594;0.872927049
3594;France;3;0.85943049;0.006749837;0.866180327
3594;France;4;0.874548959;0.004332253;0.878881212
3594;France;5;0.860810835;0.040246225;0.90105706
3587;France;1;0.844530068;0.017163862;0.861693931
3587;France;2;0.783804014;0.053876171;0.837680185
3587;France;3;0.751641427;0.076169787;0.827811215
3587;France;4;0.857083813;0.006418708;0.863502521
3587;France;5;0.893567407;0.025960056;0.919527463
3588;France;1;0.868685859;0.017201657;0.885887516
3588;France;2;0.857074661;0.01007558;0.867150241
3588;France;3;0.848538048;0.011687265;0.860225313
3588;France;4;0.854484109;0.008799264;0.863283374
3588;France;5;0.862474857;0.034776216;0.897251073
3592;France;1;0.879304411;0.004549402;0.883853813
3592;France;2;0.847247007;0.014015915;0.861262923
3592;France;3;0.826381964;0.024977844;0.851359809
3592;France;4;0.866845354;0.001950869;0.868796223
3592;France;5;0.888810128;0.0259443;0.914754427
3589;France;1;0.871287184;0.019464929;0.890752112
3589;France;2;0.865436317;0.007717016;0.873153333
3589;France;3;0.859630905;0.006697331;0.866328236
3589;France;4;0.864900296;0.005049011;0.869949307
3589;France;5;0.861024558;0.039921834;0.900946392
3590;France;1;0.871287184;0.019464929;0.890752112
3590;France;2;0.865436317;0.007717016;0.873153333
3590;France;3;0.859630905;0.006697331;0.866328236
3590;France;4;0.864900296;0.005049011;0.869949307
3590;France;5;0.861024558;0.039921834;0.900946392
3593;France;1;0.868796836;0.034277783;0.903074619
3593;France;2;0.877257144;0.012325228;0.889582372
3593;France;3;0.880766204;0.003915088;0.884681292
3593;France;4;0.882808295;0.004549042;0.887357337
3593;France;5;0.86693992;0.041894313;0.908834233
3562;France;1;0.866312955;0.03629087;0.902603825
3562;France;2;0.880515112;0.01111657;0.891631682
3562;France;3;0.885113038;0.002562176;0.887675214
3562;France;4;0.880023426;0.0201879;0.900211326
3562;France;5;0.843105034;0.068901703;0.912006736
3583;France;1;0.892042203;0.008136515;0.900178718
3583;France;2;0.877316227;0.004638378;0.881954605
3583;France;3;0.854235932;0.005329369;0.859565301
3583;France;4;0.86838998;-7.71E-04;0.867618805
3583;France;5;0.889647976;0.002469534;0.89211751
3584;France;1;0.870316904;0.019290673;0.889607577
3584;France;2;0.861714958;0.009348383;0.871063341
3584;France;3;0.854169737;0.009560117;0.863729855
3584;France;4;0.84933997;0.008324929;0.857664899
3584;France;5;0.882894165;0.02558868;0.908482845
3585;France;1;0.865312592;0.041332837;0.906645429
3585;France;2;0.877692669;0.017738629;0.895431298
3585;France;3;0.88393167;0.007388024;0.891319694
3585;France;4;0.873837984;0.028722878;0.902560863
3585;France;5;0.834024457;0.079685016;0.913709473
3563;France;1;0.866082959;0.036389449;0.902472408
3563;France;2;0.879707903;0.01192004;0.891627943
3563;France;3;0.884046777;0.00384404;0.887890817
3563;France;4;0.879059139;0.022957524;0.902016663
3563;France;5;0.839967655;0.072848545;0.9128162
3564;France;1;0.863146335;0.04283506;0.905981395
3564;France;2;0.879646423;0.016923151;0.896569575
3564;France;3;0.885670703;0.007805046;0.893475749
3564;France;4;0.878053157;0.02552322;0.903576377
3564;France;5;0.837435717;0.076972891;0.914408608
3565;France;1;0.861574403;0.044640475;0.906214878
3565;France;2;0.878403068;0.018354041;0.896757109
3565;France;3;0.885353403;0.008250228;0.893603631
3565;France;4;0.877614583;0.02599222;0.903606802
3565;France;5;0.837333623;0.077033778;0.914367401
3566;France;1;0.868033961;0.027177924;0.895211885
3566;France;2;0.870980917;0.009003901;0.879984818
3566;France;3;0.869939717;0.004472826;0.874412544
3566;France;4;0.877091543;0.017072062;0.894163605
3566;France;5;0.842046112;0.067299261;0.909345373
3567;France;1;0.861625478;0.043773505;0.905398982
3567;France;2;0.875619725;0.018935896;0.894555621
3567;France;3;0.881974969;0.008873855;0.890848824
3567;France;4;0.873861607;0.027890013;0.90175162
3567;France;5;0.830796476;0.08197416;0.912770636
3568;France;1;0.841451543;0.064361285;0.905812829
3568;France;2;0.861442291;0.033652762;0.895095053
3568;France;3;0.870956673;0.020016535;0.890973208
3568;France;4;0.872553632;0.020453536;0.893007168
3568;France;5;0.84407602;0.059571827;0.903647847
3569;France;1;0.851413446;0.051266612;0.902680058
3569;France;2;0.864161696;0.025503701;0.889665397
3569;France;3;0.868819654;0.015504935;0.884324589
3569;France;4;0.859226457;0.044680539;0.903906996
3569;France;5;0.812623972;0.100088249;0.912712221
3570;France;1;0.847349492;0.064863511;0.912213003
3570;France;2;0.862215699;0.039523969;0.901739669
3570;France;3;0.870369545;0.027308001;0.897677546
3570;France;4;0.695751373;0.236347775;0.932099148
3570;France;5;0.829521166;0.088795703;0.91831687
3571;France;1;0.879128886;0.01570422;0.894833106
3571;France;2;0.863953135;0.010247915;0.87420105
3571;France;3;0.850116448;0.014380179;0.864496627
3571;France;4;0.878848508;-0.001081163;0.877767345
3571;France;5;0.888832172;0.02738855;0.916220722
3572;France;1;0.840315386;0.068727316;0.909042702
3572;France;2;0.858832384;0.040437989;0.899270373
3572;France;3;0.870755889;0.025206701;0.895962591
3572;France;4;0.871327275;0.026324507;0.897651782
3572;France;5;0.840328704;0.066530735;0.906859439
3573;France;1;0.868697026;0.05472683;0.923423855
3573;France;2;0.877422522;0.048169391;0.925591912
3573;France;3;0.900074534;0.01386205;0.913936583
3573;France;4;0.871593845;0.049970266;0.92156411
3573;France;5;0.887966898;0.038179499;0.926146397
3574;France;1;0.87197697;0.04217036;0.91414733
3574;France;2;0.863753773;0.059572025;0.923325799
3574;France;3;0.89930524;0.006223984;0.905529224
3574;France;4;0.858159291;0.002867707;0.861026998
3574;France;5;0.896255;0.005221654;0.901476653
3580;France;1;0.861353378;0.036899137;0.898252515
3580;France;2;0.868776005;0.019794894;0.888570899
3580;France;3;0.869688114;-0.001702654;0.86798546
3580;France;4;0.811216681;0.034068982;0.845285663
3580;France;5;0.875970089;0.011481338;0.887451427
3575;France;1;0.848556727;0.050268069;0.898824795
3575;France;2;0.863225732;0.022504897;0.885730629
3575;France;3;0.867916198;0.012702042;0.88061824
3575;France;4;0.870942983;0.012332964;0.883275946
3575;France;5;0.851186521;0.045860791;0.897047312
3579;France;1;0.871413381;0.027830883;0.899244264
3579;France;2;0.870807414;0.01094912;0.881756534
3579;France;3;0.867138188;0.007645359;0.874783547
3579;France;4;0.79784667;0.122101772;0.919948443
3579;France;5;0.879138361;0.029756931;0.908895292
3576;France;1;0.86089236;0.030426259;0.891318619
3576;France;2;0.859971167;0.013956574;0.873927741
3576;France;3;0.855528055;0.011411409;0.866939463
3576;France;4;0.853693979;0.005663918;0.859357898
3576;France;5;0.879255186;0.03493021;0.914185397
3578;France;1;0.866074919;0.019976609;0.886051528
3578;France;2;0.850921038;0.014494542;0.86541558
3578;France;3;0.839016852;0.018222871;0.857239723
3578;France;4;0.859755114;0.010073991;0.869829106
3578;France;5;0.88544595;0.003126317;0.888572267
3577;France;1;0.854956994;0.015319943;0.870276936
3577;France;2;0.806353695;0.038884066;0.845237762
3577;France;3;0.777573236;0.057343296;0.834916531
3577;France;4;0.826400808;0.024804725;0.851205533
3577;France;5;0.885475558;0.026237748;0.911713306
3581;France;1;0.862122083;0.0392817;0.901403783
3581;France;2;0.872277065;0.015758437;0.888035502
3581;France;3;0.876664836;0.006596191;0.883261027
3581;France;4;0.879087536;0.006764892;0.885852428
3581;France;5;0.862235498;0.037345668;0.899581166
3582;France;1;0.883973721;0.031095266;0.915068987
3582;France;2;0.887891316;0.029558333;0.917449649
3582;France;3;0.898145718;0.004562106;0.902707824
3582;France;4;0.863586157;0.050302368;0.913888526
3582;France;5;0.904562095;0.010989437;0.915551532
3595;France;1;0.872656672;0.030771281;0.903427953
3595;France;2;0.879528435;0.010663965;0.890192401
3595;France;3;0.881858652;0.003326678;0.88518533
3595;France;4;0.879531787;0.016050397;0.895582184
3595;France;5;0.840564856;0.07254869;0.913113546
3596;France;1;0.794114723;0.047427362;0.841542086
3596;France;2;0.781797844;0.058783876;0.84058172
3596;France;3;0.653166258;0.150482759;0.803649017
3596;France;4;0.773180379;0.059987945;0.833168325
3596;France;5;0.876011973;0.003095016;0.879106989
3597;France;1;0.866593011;0.037471581;0.904064592
3597;France;2;0.876930948;0.01444695;0.891377898
3597;France;3;0.882461524;0.004760476;0.887222
3597;France;4;0.884236218;0.005435164;0.889671382
3597;France;5;0.867824492;0.034916161;0.902740654
3598;France;1;0.870643873;0.019413012;0.890056885
3598;France;2;0.865397544;0.007774236;0.87317178
3598;France;3;0.860650623;0.006192815;0.866843438
3598;France;4;0.877491945;0.011335102;0.888827047
3598;France;5;0.848652437;0.058238644;0.906891081
3599;France;1;0.873711426;0.030962164;0.90467359
3599;France;2;0.878831635;0.02974197;0.908573605
3599;France;3;0.885561773;-0.004906174;0.880655599
3599;France;4;0.834726368;0.02683105;0.861557418
3599;France;5;0.85853336;0.022784517;0.881317877
3600;France;1;0.862134706;0.036925305;0.899060011
3600;France;2;0.869396271;0.014998366;0.884394637
3600;France;3;0.871758273;0.007081932;0.878840205
3600;France;4;0.87597401;2.90E-04;0.876264381
3600;France;5;0.866117478;0.033809352;0.899926831
3601;France;1;0.876003717;0.029345131;0.905348848
3601;France;2;0.883662219;0.009530711;0.89319293
3601;France;3;0.887330468;0.001578757;0.888909225
3601;France;4;0.880147625;0.020173029;0.900320654
3601;France;5;0.84379073;0.069212129;0.913002859
3611;France;1;0.869320909;0.03159905;0.900919959
3611;France;2;0.876815835;0.010429387;0.887245221
3611;France;3;0.880240885;0.002241842;0.882482727
3611;France;4;0.882961372;0.002382044;0.885343417
3611;France;5;0.870191565;0.029375697;0.899567262
3617;France;1;0.875132632;0.016604138;0.89173677
3617;France;2;0.86984033;0.005122997;0.874963326
3617;France;3;0.863060376;7.39E-04;0.863799367
3617;France;4;0.825285255;0.041310046;0.866595301
3617;France;5;0.890949852;0.012211706;0.903161558
3621;France;1;0.865279047;0.038597689;0.903876736
3621;France;2;0.875479864;0.015713275;0.891193138
3621;France;3;0.881834715;0.005271253;0.887105968
3621;France;4;0.883479408;0.006197891;0.889677299
3621;France;5;0.866271637;0.036370531;0.902642168
3618;France;1;0.867341177;0.036399353;0.903740529
3618;France;2;0.876861583;0.014641922;0.891503505
3618;France;3;0.883132877;-0.002478585;0.880654292
3618;France;4;0.882952488;-0.005350195;0.877602293
3618;France;5;0.881575508;0.030958914;0.912534422
3620;France;1;0.849146313;0.057829147;0.90697546
3620;France;2;0.864933245;0.030904824;0.89583807
3620;France;3;0.874636308;0.017493444;0.892129752
3620;France;4;0.876251598;0.018042258;0.894293855
3620;France;5;0.8493494;0.055671948;0.905021348
3619;France;1;0.869922345;0.029989697;0.899912043
3619;France;2;0.87354205;0.028072475;0.901614524
3619;France;3;0.867363812;0.001590278;0.868954089
