campaing,WP4_ID,nep
2,3604,-0.5585753505301889
2,3605,-0.5083076499517971
2,3606,-0.5644198570549946
2,3607,-0.5627790341508224
2,3608,-0.5451731789034763
2,3609,-0.5783022480803344
2,3610,-0.5951012807978354
2,3611,-0.5778965294417161
2,3612,-0.5383909459196727
2,3613,-0.570155696746192
2,3614,-0.6022027202487737
2,3615,-0.6799772428777676
2,3616,-0.5604200636658905
2,3617,-0.5776971315347816
2,3618,-0.6044091321058189
2,3619,-0.6108677322573521
2,3620,-0.6855391909154531
2,3621,-0.6108200089675331
2,3622,-0.5262007002432438
2,3623,-0.5767096457753398
2,3624,-0.6938976572192168
2,3625,-0.7109237143412163
2,3626,-0.5676015344788639
2,3627,-0.6126276749842268
2,3628,-0.7274492276745534
2,3629,-0.5712098064788562
2,3630,-0.591631600412087
2,3631,-0.6313051966719198
2,3632,-0.5457878285750933
2,3633,-0.507018078277824
2,3634,-0.596258650836997
2,3635,-0.4879720951530615
2,3636,-0.540109171844947
2,3637,-0.5033809117910149
2,3638,-0.5593334181379847
2,3639,-0.6255425795464198
2,3640,-0.6260840666322782
2,3641,-0.6173166074890187
2,3642,-0.5529726465916212
2,3643,-0.5852206764268092
2,3644,-0.6201676176149502
2,3645,-0.6411606420502343
2,3646,-0.6080986078666257
2,3647,-0.6075346127556578
2,3648,-0.6588267732044467
2,3649,-0.5280999533595007
2,3650,-0.6053852693993562
2,3651,-0.5051387870401606
2,3652,-0.5703438144322439
2,3653,-0.5982437447137665
2,3654,-0.622390252816884
2,3655,-0.6124165830674587
2,3656,-0.597632041406752
2,3657,-0.6432116299078586
2,3658,-0.49546396300143886
2,3659,-0.5664419077854325
2,3660,-0.6291792138678276
2,3661,-0.6347613997223359
2,3662,-0.5534587090464002
2,3663,-0.5156856050443155
2,3664,-0.5322597377556844
2,3665,-0.6149751845716926
2,3666,-0.6733240100704143
2,3667,-0.7119239709949244
2,3668,-0.7208593865421326
2,3669,-0.6804681450165999
2,3670,-0.6591854218613573
2,3671,-0.7214628328040363
2,3672,-0.7057250101009191
2,3673,-0.5684533884793578
2,3674,-0.5403136569523677
2,3675,-0.5745138529856524
2,3676,-0.5440007798821066
2,3677,-0.5741213518831755
2,3678,-0.6449213709976118
2,3679,-0.5872678611340468
2,3680,-0.612919946537869
2,3681,-0.6187723505938879
2,3682,-0.6392388358984978
2,3683,-0.5656246530196938
2,3684,-0.6408744611417427
2,3685,-0.5896154734870426
2,3686,-0.5884754158872284
2,3687,-0.5672207507030099
2,3688,-0.6112379611452137
2,3689,-0.6070139664645722
2,3690,-0.5838089896726281
2,3691,-0.6131758475679279
2,3692,-0.5040691355648961
2,3693,-0.5456120381978667
2,3694,-0.6019252273014905
2,3695,-0.5614770106569362
2,3696,-0.5575240446282281
2,3697,-0.40654947473481906
2,3698,-0.41405098398902174
2,3699,-0.6204883519531113
2,3700,-0.5478409816299531
2,3701,-0.5311255784620593
2,3702,-0.5301275953833431
2,3703,-0.5141252927225537
2,3704,-0.6437763124228978
2,3705,-0.4929760138674042
2,3706,-0.5332969966984987
2,3707,-0.442977095516154
2,3708,-0.6252213444806028
2,3709,-0.6453126306030718
2,3710,-0.9385569480130507
2,3711,-0.9539484143802427
2,3712,-0.7585241508027806
2,3713,-0.7634178360618858
2,3714,-0.6521346582039647
2,3715,-0.6005980832368023
2,3716,-0.6381435751050781
2,3717,-0.7284597019784912
2,3718,-0.6061216499854389
2,3719,-0.7176306121205329
2,3720,-0.6550803602987132
2,3721,-0.6023006761341062
2,3722,-0.5870310455722424
2,3723,-0.544560651971894
2,3724,-0.7932927941600098
2,3725,-0.5601444213501773
2,3727,-0.45158016599851014
2,3728,-0.3459717975689249
2,3729,-0.5530722499748423
2,3730,-0.530752927642952
2,3731,-0.3133915488174521
2,3733,-0.6089723197029508
2,3734,-0.5741643987197123
2,3735,-0.6042047888810821
2,3736,-0.7235533215160422
2,3737,-0.564883610325875
2,3738,-0.43295159108988684
2,3739,-0.6087507052468953
2,3740,-0.3802099921488415
2,3741,-0.30911283926062916
2,3742,-0.4240864866615494
2,3743,-0.4467404071241692
2,3744,-0.34895884514359554
2,3745,-0.38322810198951307
2,3746,-0.4184575406149269
2,3747,-0.4640088102364978
2,3748,-0.40969609799304135
2,3749,-0.5131070576983545
2,3750,-0.5572533708951931
2,3751,-0.33270756073090846
2,3752,-0.5586104824053754
2,3753,-0.5001700066890582
2,3754,-0.6265760700879668
2,3755,-0.5656641105296185
2,3756,-0.587570397451901
2,3757,-0.6402006922023709
2,3758,-0.628095029935677
2,3759,-0.5600478263142087
2,3760,-0.5623526975776676
2,3761,-0.43587579617521105
2,3762,-0.6208391738829836
2,3763,-1.1184130047721692
2,3764,-0.8953300964274028
2,3765,-0.6411566387135794
2,3766,-0.5732299125369573
2,3767,-0.5416069278620018
2,3768,-0.41215899525347877
2,3769,-0.46913013917129553
2,3770,-0.7184197149726009
2,3771,-0.5743286869909593
2,3772,-0.5585398524183122
2,3773,-0.5325138436041142
2,3775,-0.7798957457720709
2,3776,-0.8618555352094458
2,3777,-0.6411555746855165
2,3778,-0.4624369968948921
2,3779,-0.5744515340540721
2,3780,-0.5702515982108768
2,3781,-0.6318064611549302
2,3782,-0.5279854009149859
2,3783,-0.3467472914513483
2,3784,-0.07382649489069973
2,3785,-0.4338513272488409
2,3786,-0.44721681030034466
2,3787,-0.5055672383316256
2,3788,-0.40968719540335896
2,3789,-0.5257417224684466
2,3790,-0.3765711216753301
2,3791,-0.5803854753553745
2,3792,-0.4362799671746048
2,3793,-0.367543402768832
2,3794,-0.4961738629160422
2,3795,-0.6955428649126739
2,3796,-0.7212161927194014
2,3797,-0.6776411092292711
2,3798,-0.3396582978296745
2,3799,-0.43653499288656183
2,3800,-0.6964262400124811
2,3801,-0.6337044045481237
2,3802,-0.5894078499712296
2,3803,-0.7909087259675166
2,3804,-0.6110139778242779
2,3805,-0.6395330041398642
2,3806,-0.999357376733434
2,3807,-1.0509500628315513
2,3808,-0.7241273100081421
2,3809,-0.5606722045047957
2,3810,-0.6003762036943661
2,3811,-0.5435053373355484
2,3812,-0.4148601578118305
2,3813,-0.4558129330504373
2,3814,-0.5747629430033566
2,3815,-0.7918450698933346
2,3816,-0.6970530380038513
2,3817,-0.9856128740554333
2,3818,-0.8375748408096024
2,3819,-1.089910446236389
2,3820,-0.5915601355102977
2,3821,-0.8982532289951671
2,3822,-1.038140864475949
2,3823,-2.398641026175697
2,3824,-1.5963201008604955
2,3825,-1.1636404593425742
2,3826,-1.042290842119689
2,3827,-0.8294542804305808
2,3828,-0.7269869994441338
2,3829,-0.5422805266944131
2,3830,-0.47522185017895335
2,3831,-0.5882411968324971
2,3832,-0.6655106844960537
2,3833,-1.1299827099515631
2,3834,-1.0127445841868095
2,3835,-1.2728227246156965
2,3836,-1.2448398929012472
2,3837,-1.2932589972242106
2,3838,-1.7819577032942766
2,3839,-1.8207446862046777
2,3840,-1.820808483802123
2,3841,-1.8027377267710383
2,3842,-2.075390608568403
2,3843,-1.958298972706071
2,3844,-2.605831226131846
2,3845,-4.374515675553959
2,3846,-3.637161854353446
2,3847,-2.1483647421467853
2,3848,-1.8439995727951402
2,3849,-1.673242980729506
2,3850,-1.3138970403675243
2,3851,-0.5521361552987761
2,3852,-0.48983664281296335
2,3853,-1.359760142576915
2,3854,-1.1620181472383893
2,3855,-1.5583545007651458
2,3856,-1.1838106657378171
2,3857,-1.150345655911846
2,3858,-1.6482178176108595
2,3859,-1.7000394271967108
2,3860,-1.3493315536211166
2,3861,-1.062368887907798
2,3862,-1.0650436431926975
2,3863,-1.0566417799623706
2,3864,-1.1901980637000262
2,3865,-1.133909259688005
2,3866,-1.1258239774110053
2,3867,-1.2750504171943735
2,3868,-1.2555796297845718
2,3869,-1.726405646808468
2,3870,-1.5203287112183526
2,3871,-1.2039913815009249
2,3872,-1.649409758262027
2,3873,-1.5682261138558664
2,3874,-1.2216977649755498
2,3875,-1.2544013085257535
2,3876,-1.2447791822878915
2,3877,-1.2608942233394467
2,3878,-1.1833217296091745
2,3879,-1.2415510398745095
2,3880,-1.6624209196862518
2,3947,-0.5477649816375711
3,3507,-0.10933267626901186
3,3508,-0.21794619682190447
3,3509,-0.3433532822472546
3,3510,-0.47352367563166975
3,3511,-0.4569582426600919
3,3512,-0.44211783966384743
3,3513,0.030667718433511643
3,3514,0.61840812057577
3,3515,1.0899396353820914
3,3516,1.1007053509478764
3,3517,0.6037128579146991
3,3518,1.1731678219174817
3,3519,1.5414428192988319
3,3520,0.10462259607420041
3,3521,3.9398472385521366
3,3522,2.8810074359914646
3,3523,1.046940694567657
3,3524,2.287521144430656
3,3525,2.373538130290951
3,3526,1.8499445279959514
3,3527,1.9659240373528077
3,3528,1.9291764829333438
3,3529,1.2590549360279801
3,3530,1.8374224181328245
3,3531,2.1186097620155473
3,3532,1.973426815941608
3,3533,1.8545599244681823
3,3534,2.509709331458042
3,3535,0.7892248117352711
3,3536,0.45532927527199635
3,3537,0.4658832575850651
3,3538,0.40598017214267257
3,3539,0.35549322553032797
3,3540,0.7471191248056082
3,3541,0.2854067742311796
3,3542,0.6140204232820259
3,3543,-0.49785510031144364
3,3544,-0.4163191719194283
3,3545,-0.561408557738938
3,3546,-0.67645707077537
3,3547,-0.7175738538517904
3,3548,-0.7125370882371074
3,3549,-0.7570055566613527
3,3550,-0.6448408059241756
3,3551,-0.5937056523129658
3,3552,-0.569940704954822
3,3553,-0.6505920587028043
3,3554,-0.7375364946084174
3,3555,-0.8841880688588004
3,3556,-0.7700755449822791
3,3557,-0.8207100336168613
3,3558,-0.7601622318130168
3,3559,-0.7247501530298047
3,3560,-0.726848073308852
3,3561,-0.6985249185200061
3,3562,-0.7313666885020662
3,3563,-0.8028555669958582
3,3564,-0.6910216856631962
3,3565,-0.6939199614119765
3,3566,-0.4805420579377718
3,3567,-0.6217841962642425
3,3568,-0.575357632956411
3,3569,-0.6628964514628223
3,3570,-0.7552751303553683
3,3571,-0.6928295367573504
3,3572,-0.6727972771439354
3,3573,-0.7105402181601859
3,3574,-0.6413828521122731
3,3575,-0.7249904128793148
3,3576,-0.7771545120009056
3,3577,-0.7150399537290874
3,3578,-0.7123323622898192
3,3579,-0.7038554642442838
3,3580,-0.6823011574222013
3,3581,-0.8826834119344701
3,3582,-0.7459483826926337
3,3583,-0.6841040055806626
3,3584,-0.7746759710573512
3,3585,-0.7304861495792061
3,3586,-0.6514027471190994
3,3587,-0.6842698413128583
3,3588,-0.7218696393066257
3,3589,-0.6732783063317951
3,3590,-0.7438712926804885
3,3592,-0.6872899858470978
3,3593,-0.6217904008676032
3,3594,-0.620326613491522
3,3595,-0.7827889361994649
3,3596,-0.7898480532250287
3,3597,-0.7079819729915127
3,3598,-0.7027393635503798
3,3599,-0.6553308009041795
3,3600,-0.7551859413847778
3,3601,-0.6124013026751224
3,3602,-0.6818106264698862
3,3603,-0.6413891526060151
3,3604,-0.6860440847811096
3,3605,-0.5873845343778583
3,3606,-0.6432299838436997
3,3607,-0.6157493688385621
3,3608,-0.6495665820256523
3,3609,-0.6471869502673457
3,3610,-0.6786109000718297
3,3611,-0.5994739473444319
3,3612,-0.596982291925909
3,3613,-0.6616267400832192
3,3614,-0.7020937505595384
3,3615,-0.7578272040403177
3,3616,-0.6422178409491426
3,3617,-0.6877847887970772
3,3618,-0.7248703464164199
3,3619,-0.7502041689000257
3,3620,-0.7479543427832324
3,3621,-0.6577557704518563
3,3622,-0.5963747706959197
3,3623,-0.7121062740411633
3,3624,-0.8416316916556255
3,3625,-0.8053438518562577
3,3626,-0.6735687937408066
3,3627,-0.7700431559671526
3,3628,-0.7630542655914674
3,3629,-0.686071109987006
3,3630,-0.6780163007456913
3,3631,-0.7325110672681755
3,3632,-0.6014406670171055
3,3633,-0.6027426613410715
3,3634,-0.6881517134537813
3,3635,-0.5327258601646644
3,3636,-0.6200252642904794
3,3637,-0.5736400455479713
3,3638,-0.63597764575415106
3,3639,-0.7093692009980006
3,3640,-0.7473718162682006
3,3641,-0.7535586064134807
3,3642,-0.5838418122560082
3,3643,-0.6843052517929893
3,3644,-0.700157428590332
3,3645,-0.7515646216772279
3,3646,-0.7285968841721371
3,3647,-0.6968138782620924
3,3648,-0.6991999056477812
3,3649,-0.6033868515398346
3,3650,-0.6882101235189331
3,3651,-0.5725591936244527
3,3652,-0.6530193947410005
3,3653,-0.7476066862848574
3,3654,-0.7397328570393538
3,3655,-0.7046131988225229
3,3656,-0.7031928851102314
3,3657,-0.725726725822954
3,3658,-0.6160070306303578
3,3659,-0.6718441379850297
3,3660,-0.733000643195066
3,3661,-0.7182302956079569
3,3662,-0.6624798675251335
3,3663,-0.5498425022452723
3,3664,-0.5505211436638561
3,3665,-0.6662203422210631
3,3666,-0.7495157306802538
3,3667,-0.8748220282496381
3,3668,-0.8731844183546428
3,3669,-0.824301958359266
3,3670,-0.7925458117693273
3,3671,-0.8656728968143858
3,3672,-0.8533984048421787
3,3673,-0.7237272665934998
3,3674,-0.6523420538687721
3,3675,-0.6975183930186634
3,3676,-0.709829511575503
3,3677,-0.6666357863747929
3,3678,-0.7512482487934613
3,3679,-0.6910991087289926
3,3680,-0.7158958214499008
3,3681,-0.6412501553343893
3,3682,-0.713219688559596
3,3683,-0.6750749047520782
3,3684,-0.7446920295384377
3,3685,-0.6815217634056406
3,3686,-0.6497494541662682
3,3687,-0.6643103187125371
3,3688,-0.6722967871097884
3,3689,-0.6532257579984182
3,3690,-0.6283509614776821
3,3691,-0.6064588729408308
3,3692,-0.5352805207074995
3,3693,-0.6183390149401239
3,3694,-0.6988306829042535
3,3695,-0.5966397850649469
3,3696,-0.5971088388554919
3,3697,-0.49489035661216846
3,3698,-0.4799291073936519
3,3699,-0.6850099864781238
3,3700,-0.5843711684645573
3,3701,-0.5616515091108605
3,3702,-0.614199243657302
3,3703,-0.5717621486875902
3,3704,-0.7847922937295255
3,3705,-0.56712336747919
3,3706,-0.5812182439739029
3,3707,-0.5450049850601348
