campaign;DRN;WP4;dem;nep;co2
1;France;3632;0.002718457;-0.514389321;3009.942614
1;France;3633;0.002623256;-0.453650655;3321.09337
1;France;3634;0.002588997;-0.538559517;2739.246574
1;France;3635;0.002025739;-0.44391798;729.9864118
1;France;3636;0.002026972;-0.486949164;5476.812579
1;France;3637;0.002687188;-0.465280687;3408.249597
1;France;3638;0.002640793;-0.512420596;3365.603252
1;France;3639;0.002388339;-0.613395086;5183.318407
1;France;3640;0.002087631;-0.599029166;717.4006915
1;France;3641;0.001913461;-0.583987493;7300.384341
1;France;3642;0.002497965;-0.528180304;6936.180722
1;France;3643;0.002576866;-0.544818008;4199.336276
1;France;3644;0.002675375;-0.604390225;422.2648033
1;France;3645;0.002686399;-0.589074266;2847.385227
1;France;3646;0.001974955;-0.558910153;2858.259578
1;France;3647;0.002636206;-0.553034835;1157.334118
1;France;3648;0.002711808;-0.644367388;759.6393237
1;France;3649;0.002018965;-0.490567226;1755.091185
1;France;3650;0.001961164;-0.583458374;6254.98651
1;France;3651;0.002667862;-0.466542566;4779.566689
1;France;3652;0.002058595;-0.558794225;1040.168078
1;France;3653;0.002482855;-0.556365137;7717.482231
1;France;3654;0.002467738;-0.592490875;6598.504698
1;France;3655;0.002488794;-0.57263374;6454.685057
1;France;3656;0.00210092;-0.571743639;1844.164742
1;France;3657;0.002033344;-0.606118116;3195.498532
1;France;3658;0.002052299;-0.454132613;5907.166707
1;France;3659;0.001976821;-0.537969024;3542.17164
1;France;3660;0.001977715;-0.605969903;1975.748125
1;France;3661;0.002173116;-0.624477448;1079.656953
1;France;3662;0.002037743;-0.511989086;216.709673
1;France;3663;0.002362392;-0.539816147;18586.18713
1;France;3664;0.002374372;-0.527476508;18258.04512
1;France;3665;0.002376658;-0.590034152;10382.84201
1;France;3666;0.002379764;-0.647331876;5026.106672
1;France;3667;0.00196295;-0.675919188;3495.650305
1;France;3668;0.00168191;-0.687105795;768.9072939
1;France;3669;0.001966624;-0.655821764;2998.071187
1;France;3670;0.001947722;-0.625926121;5475.480968
1;France;3671;0.001942714;-0.664729524;2280.490798
1;France;3672;0.002446067;-0.660183785;5369.710769
1;France;3673;0.002022295;-0.53673261;436.2109475
1;France;3674;0.002498637;-0.511383813;8486.965231
1;France;3675;0.002594657;-0.524297179;2440.852669
1;France;3676;0.002026638;-0.482199253;963.1200973
1;France;3677;0.002614085;-0.521021094;5407.359683
1;France;3678;0.002715115;-0.588394942;2845.471734
1;France;3679;0.002758329;-0.545006501;1248.725977
1;France;3680;0.001922039;-0.575085938;555.1804187
1;France;3681;0.002684549;-0.61492445;1762.986273
1;France;3682;0.002736398;-0.607740544;1882.901582
1;France;3683;0.002137078;-0.51862816;936.9734136
1;France;3684;0.002114769;-0.598740538;619.4731161
1;France;3685;0.002671595;-0.556001683;5804.571341
1;France;3686;0.002716314;-0.553100386;2080.836977
1;France;3687;0.002181706;-0.520293433;3895.548801
1;France;3688;0.002689574;-0.606772846;1162.911171
1;France;3689;0.002703462;-0.6130248;1301.37447
1;France;3690;0.002684239;-0.581089431;504.8197152
1;France;3691;0.002670192;-0.640274468;810.958161
1;France;3692;0.002714098;-0.493625916;1819.67141
1;France;3693;0.002637395;-0.511159803;6149.646589
1;France;3694;0.002105182;-0.57154755;2797.436324
1;France;3695;0.002768124;-0.548545662;673.3754821
1;France;3696;0.002690874;-0.560547242;2169.692009
1;France;3697;0.002539702;-0.359995464;2706.902749
1;France;3698;0.002537195;-0.378451896;3869.733866
1;France;3699;0.002699566;-0.607168549;4148.81578
1;France;3700;0.00274688;-0.537715098;2297.369902
1;France;3701;0.002625416;-0.530398715;1036.725701
1;France;3702;0.00260563;-0.425580089;2807.058413
1;France;3703;0.002632872;-0.49955603;2855.467965
1;France;3704;0.002006798;-0.545846453;1044.285766
1;France;3705;0.002574619;-0.453632376;4419.065358
1;France;3706;0.002669666;-0.49006809;3963.638396
1;France;3707;0.002568636;-0.40641522;2229.787866
1;France;3708;0.002673174;-0.598173809;562.3455735
1;France;3709;0.003068507;-0.510897974;5051.404902
1;France;3710;0.002673517;-0.840863753;7532.645047
1;France;3711;0.002709132;-0.88575599;6591.085645
1;France;3712;0.002793173;-0.703840606;7724.432974
1;France;3713;0.003156781;-0.689902163;261.938483
1;France;3714;0.002897458;-0.530096276;11870.29428
1;France;3715;0.00190472;-0.464318674;3182.55606
1;France;3716;0.003103639;-0.569736955;3482.003033
1;France;3717;0.003146724;-0.658845103;3548.537311
1;France;3718;0.003141001;-0.565404867;602.034826
1;France;3719;0.003009724;-0.656025699;3741.757356
1;France;3720;0.002595614;-0.624771951;582.3150426
1;France;3721;0.002673307;-0.595265986;2143.003062
1;France;3722;0.002671171;-0.581503245;2061.29748
1;France;3723;0.002709062;-0.551778583;933.9479303
1;France;3724;0.003107178;-0.700244027;546.6157108
1;France;3725;0.002672689;-0.514544338;1137.892398
1;France;3727;0.003018463;-0.308760388;1438.950925
1;France;3728;0.002705686;-0.324467746;1002.278324
1;France;3729;0.002724856;-0.507236774;902.4224824
1;France;3730;0.00298389;-0.405226987;2309.32265
1;France;3731;0.002583554;-0.261321357;3620.643999
1;France;3733;0.003139408;-0.56610576;1383.412621
1;France;3734;0.003120022;-0.479929915;2873.227354
1;France;3735;0.003138248;-0.531628494;1103.04283
1;France;3736;0.003009576;-0.625936629;5380.539978
1;France;3737;0.002671999;-0.583719066;23257.51398
1;France;3738;0.002371657;-0.46467881;20751.351
1;France;3739;0.002429069;-0.569816697;19365.40177
1;France;3740;0.002427367;-0.37485355;6122.435221
1;France;3741;0.002466003;-0.249784377;3962.426012
1;France;3742;0.00248592;-0.360387222;8550.854233
1;France;3743;0.002165501;-0.391420635;1985.198753
1;France;3744;0.002184728;-0.312123974;8110.028812
1;France;3745;0.002189006;-0.331047257;5126.429806
1;France;3746;0.00265426;-0.40499846;1568.690538
1;France;3747;0.00264747;-0.423563594;5288.307401
1;France;3748;0.002655877;-0.369329844;2135.275508
1;France;3749;0.002563667;-0.469914985;5371.830321
1;France;3750;0.002703517;-0.539509889;4698.149538
1;France;3751;0.002651015;-0.287443466;2304.588222
1;France;3752;0.00246439;-0.550035563;4055.244097
1;France;3753;0.002441251;-0.484841469;8627.585815
1;France;3754;0.002438165;-0.626250411;8552.763789
1;France;3755;0.0025098;-0.546181126;2920.06525
1;France;3756;0.002512886;-0.543898582;8161.584076
1;France;3757;0.002616846;-0.602330735;5737.321123
1;France;3758;0.002709139;-0.639246867;1200.643267
1;France;3759;0.002710662;-0.537430158;1389.388822
1;France;3760;0.002709145;-0.54712996;1984.438068
1;France;3761;0.002604257;-0.357284911;1449.051238
1;France;3762;0.003083979;-0.543919499;2095.524886
1;France;3763;0.002826965;-1.041690905;8263.583255
1;France;3764;0.002823128;-0.811086409;21601.56874
1;France;3765;0.001939209;-0.52834087;4149.378913
1;France;3766;0.002096855;-0.46827594;3628.615617
1;France;3767;0.002629492;-0.45687694;2111.13703
1;France;3768;0.002659807;-0.339346151;3240.855847
1;France;3769;0.00269071;-0.434896892;904.6068227
1;France;3770;0.003075066;-0.671840063;1879.486136
1;France;3771;0.003018931;-0.495305702;1735.064647
1;France;3772;0.002671253;-0.474615526;5899.107959
1;France;3773;0.002592675;-0.522641212;5338.962008
1;France;3775;0.003028996;-0.750122275;3257.579071
1;France;3776;0.002681696;-0.84263012;30057.26845
1;France;3777;0.002740325;-0.647470012;49501.62202
1;France;3778;0.002740606;-0.470440826;25019.37631
1;France;3779;0.002451329;-0.558582494;32374.36935
1;France;3780;0.002414386;-0.547316163;1684.535869
1;France;3781;0.002416801;-0.600631857;3248.915905
1;France;3782;0.002438452;-0.505692159;7034.106533
1;France;3783;0.002411507;-0.329583183;18318.32936
1;France;3784;0.002443261;-0.055283408;12533.63137
1;France;3785;0.002500574;-0.382444666;2967.014125
1;France;3786;0.002500498;-0.387396288;6410.627578
1;France;3787;0.002055531;-0.470847631;2790.904339
1;France;3788;0.002596885;-0.397421621;1103.379965
1;France;3789;0.002576668;-0.484627517;3745.117995
1;France;3790;0.002648468;-0.343565589;2024.235975
1;France;3791;0.002616476;-0.514082756;3512.517715
1;France;3792;0.002553992;-0.348903628;6670.912896
1;France;3793;0.002556918;-0.30981001;3516.504401
1;France;3794;0.002620423;-0.423312071;3528.989948
1;France;3795;0.002747777;-0.582553248;2612.796253
1;France;3796;0.002697272;-0.664764859;1065.930341
1;France;3797;0.002929802;-0.578650165;5670.285742
1;France;3798;0.002205836;-0.295170929;10326.20644
1;France;3799;0.002589041;-0.379329279;4237.144678
1;France;3800;0.002209738;-0.623474124;2092.406002
1;France;3801;0.002222239;-0.523346666;3518.814889
1;France;3802;0.002689587;-0.556354909;684.9717385
1;France;3803;0.003269051;-0.772629233;1766.864506
1;France;3804;0.002121454;-0.605804433;742.4940854
1;France;3805;0.002097311;-0.61872205;1089.913875
1;France;3806;0.00311861;-0.982062878;2919.365625
1;France;3807;0.002899021;-0.990273117;10366.79667
1;France;3808;0.002836646;-0.669165191;15993.6728
1;France;3809;0.002572381;-0.503287054;5550.074416
1;France;3810;0.00260337;-0.571230975;6384.355273
1;France;3811;0.002590612;-0.517907519;4236.573587
1;France;3812;0.002657006;-0.473542331;429.3340601
1;France;3813;0.002692571;-0.474707185;726.2748535
1;France;3814;0.002692841;-0.576813404;1264.779492
1;France;3815;0.003207023;-0.803054873;759.1061717
1;France;3816;0.002035905;-0.580995168;3974.104542
1;France;3817;0.002088326;-0.940886528;938.0354308
1;France;3818;0.002995746;-0.838000885;1744.126818
1;France;3819;0.002816649;-1.106006371;11624.73272
1;France;3820;0.002963418;-0.51725232;6782.873713
1;France;3821;0.002935075;-0.867763358;1552.123462
1;France;3822;0.002998822;-1.057414188;1983.452153
1;France;3823;0.002642441;-2.509182729;31130.00289
1;France;3824;0.002847653;-1.683248345;28254.49439
1;France;3825;0.002887082;-1.111589436;16171.93224
1;France;3826;0.00291593;-0.945869804;14153.3125
1;France;3827;0.002873918;-0.755130077;13679.47333
1;France;3828;0.002565552;-0.680463411;9779.996926
1;France;3829;0.002176004;-0.497147737;7746.038292
1;France;3830;0.002615485;-0.44601469;4882.807787
1;France;3831;0.0021808;-0.600001253;1503.118467
1;France;3832;0.002712186;-0.640906641;1225.090537
1;France;3833;0.0019155;-1.171188405;2197.550872
1;France;3834;0.003224231;-1.041518321;827.8328656
1;France;3835;0.001976801;-1.31979419;2206.127366
1;France;3836;0.002608819;-1.280157646;5281.332495
1;France;3837;0.002621522;-1.347794451;4065.962677
1;France;3838;0.002130359;-1.742900571;7293.648016
1;France;3839;0.002161376;-1.785331751;8726.420107
1;France;3840;0.002172353;-1.787849096;8804.599501
1;France;3841;0.002186049;-1.772059036;7308.836847
1;France;3842;0.002239258;-2.019112173;14189.37114
1;France;3843;0.00243462;-1.943789725;11237.36762
1;France;3844;0.002439211;-2.67220451;9684.920194
1;France;3845;0.001871354;-4.431502562;7283.380136
1;France;3846;0.001883065;-3.686865464;8150.426632
1;France;3847;0.002603955;-2.263376604;10907.03035
1;France;3848;0.002776952;-1.821957836;12332.84969
1;France;3849;0.002914697;-1.696344995;10065.74253
1;France;3850;0.002939887;-1.139299421;8066.809368
1;France;3851;0.002643898;-0.497532109;4622.857439
1;France;3852;0.002711726;-0.460170018;774.1636597
1;France;3853;0.002091564;-1.390377028;2231.942961
1;France;3854;0.002725074;-1.245552022;2876.582394
1;France;3855;0.002039709;-1.623359365;5526.033596
1;France;3856;0.002731885;-1.26543882;3512.460431
1;France;3857;0.002023585;-1.241433152;2958.4632
1;France;3858;0.001956781;-1.667482776;3478.443559
1;France;3859;0.001985761;-1.731374565;3634.889648
1;France;3860;0.001915287;-1.379381482;3317.77225
1;France;3861;0.002713892;-1.127216397;3663.307127
1;France;3862;0.002795827;-1.128250514;3002.827655
1;France;3863;0.003012454;-1.080493114;645.2525648
1;France;3864;0.00288604;-1.216714601;3219.597229
1;France;3865;0.002905494;-1.144686507;1505.071251
1;France;3866;0.002115871;-1.150772471;1974.311729
1;France;3867;0.002922301;-1.304802897;987.9423179
1;France;3868;0.001973073;-1.302719326;3788.570458
1;France;3869;0.002081864;-1.666318367;4791.141828
1;France;3870;0.002158456;-1.465099315;7734.965393
1;France;3871;0.002158675;-1.192640976;7995.298206
1;France;3872;0.002152897;-1.648457379;4432.404434
1;France;3873;0.002152706;-1.571625515;3216.144876
1;France;3874;0.002624369;-1.280932242;6245.031997
1;France;3875;0.002621875;-1.337665927;4523.731326
1;France;3876;0.002617882;-1.284382236;5136.261511
1;France;3877;0.002660004;-1.309774237;3749.852242
1;France;3878;0.002123418;-1.194804815;1695.804313
1;France;3879;0.00204601;-1.26581909;994.6888856
1;France;3880;0.002614547;-1.756141596;4164.766217
1;France;3947;0.002660351;-0.523957191;95.17301129
2;France;3507;0.002391323;0.052013721;14214.35475
2;France;3508;0.002133616;0.631498636;33895.6073
2;France;3509;0.002125475;0.554143295;36290.21062
2;France;3510;0.00212736;0.544577808;42941.57282
2;France;3511;0.002129098;0.715549991;48132.00768
2;France;3512;0.002133064;0.759506319;47229.39849
2;France;3513;0.002152026;1.228837459;50281.2606
2;France;3514;0.002209223;2.316217003;32733.46327
2;France;3515;0.002430478;2.748419686;11072.44009
2;France;3516;0.002518523;1.896732952;53690.93433
2;France;3517;0.002571042;1.204299596;45675.25082
2;France;3518;0.002439867;1.830017822;36322.19668
2;France;3519;0.002420772;3.618168022;19873.8017
2;France;3520;0.00279522;1.559331458;500.987424
2;France;3521;0.002455576;6.268115737;43131.05648
2;France;3522;0.002416839;3.247887909;35932.43273
2;France;3523;0.002424425;3.610179444;1293.15218
2;France;3524;0.002404541;2.810287521;14479.65796
2;France;3525;0.002414552;4.258101115;29695.21603
2;France;3526;0.002392548;3.727225291;11153.00936
2;France;3527;0.002420355;2.250107956;51309.04484
2;France;3528;0.002417241;2.068574715;9673.331938
2;France;3529;0.002406566;1.298155403;14929.22534
2;France;3530;0.002427237;1.962873181;5364.60924
2;France;3531;0.002410021;2.064607869;2345.134585
2;France;3532;0.002406823;2.144371961;45756.73532
2;France;3533;0.002417144;2.950891612;7820.718586
2;France;3534;0.002439456;2.261451342;28926.21862
2;France;3535;0.002548761;1.067070776;10765.88407
2;France;3536;0.00242274;0.516116111;22260.39102
2;France;3537;0.002124559;0.4599627;23025.28925
2;France;3538;0.002142078;0.422822554;23539.4941
2;France;3539;0.002147304;0.378145622;24221.32481
2;France;3540;0.002179096;0.730690769;4742.818704
2;France;3541;0.002118284;0.35264866;28850.06539
2;France;3542;0.002144842;0.628521474;8967.429716
2;France;3543;0.00227328;-0.389225904;9453.637692
2;France;3544;0.002288563;-0.275571264;19287.45171
2;France;3545;0.001776151;-0.443730438;1220.695001
2;France;3546;0.002296894;-0.54603392;17476.43418
2;France;3547;0.001760536;-0.526028878;741.4097316
2;France;3548;0.001767749;-0.538251023;1474.77659
2;France;3549;0.001767482;-0.537704988;1807.881076
2;France;3550;0.001982299;-0.545220446;2576.661934
2;France;3551;0.001759061;-0.502023201;4004.081778
2;France;3552;0.001757184;-0.492261875;5448.360764
2;France;3553;0.001697719;-0.561366103;1076.73658
2;France;3554;0.00178338;-0.586013944;3802.399583
2;France;3555;0.002012672;-0.649578498;2125.067524
2;France;3556;0.002178667;-0.68035713;2541.317648
2;France;3557;0.002205023;-0.663317166;786.6775462
2;France;3558;0.002171552;-0.595509194;2918.169548
2;France;3559;0.002086381;-0.587403971;5803.872768
2;France;3560;0.002215285;-0.597733886;2844.901845
2;France;3561;0.002275206;-0.622719752;4358.425744
2;France;3562;0.002312055;-0.653251425;6884.933893
2;France;3563;0.002325784;-0.703145021;1821.578727
2;France;3564;0.002334902;-0.609236836;4348.831452
2;France;3565;0.002346155;-0.610154885;12193.63107
2;France;3566;0.002505066;-0.437515302;4426.534482
2;France;3567;0.002536107;-0.471248686;9491.521168
2;France;3568;0.002626385;-0.476717333;6399.648825
2;France;3569;0.002636422;-0.552788862;5059.357265
2;France;3570;0.001957636;-0.644320628;262.1160632
2;France;3571;0.001850677;-0.588445833;693.7244525
2;France;3572;0.002665188;-0.589884254;803.3594021
2;France;3573;0.002164773;-0.621612227;937.3341477
2;France;3574;0.001973114;-0.442040429;7181.046572
2;France;3575;0.002526045;-0.589542666;1154.290766
2;France;3576;0.00212429;-0.631617465;2018.539893
2;France;3577;0.002107135;-0.579619383;2133.889134
2;France;3578;0.002121602;-0.585657985;2361.060882
2;France;3579;0.001990315;-0.592923326;2043.031102
2;France;3580;0.00201427;-0.607161905;768.9981631
2;France;3581;0.002539405;-0.796952267;1378.863452
2;France;3582;0.002189632;-0.574782253;2898.245069
2;France;3583;0.002009303;-0.569623178;4985.096405
2;France;3584;0.002020652;-0.648827338;3455.91997
2;France;3585;0.00253675;-0.653507871;1790.036747
2;France;3586;0.001952766;-0.500609371;1627.570685
2;France;3587;0.002398987;-0.580400306;1507.93781
2;France;3588;0.002514207;-0.618669075;563.5206917
2;France;3589;0.002494752;-0.583370356;3574.49316
2;France;3590;0.002576535;-0.647024713;586.7679287
2;France;3592;0.002512112;-0.607589683;832.1440027
2;France;3593;0.002633187;-0.557852806;854.0925584
2;France;3594;0.002530576;-0.555587289;1745.181366
2;France;3595;0.002513569;-0.67635319;3147.264992
2;France;3596;0.002073208;-0.651516151;654.2907819
2;France;3597;0.002550338;-0.648327519;1351.610657
2;France;3598;0.002516857;-0.600672792;1999.440569
2;France;3599;0.002123363;-0.517699886;1750.880866
2;France;3600;0.002607096;-0.644768127;2123.221889
2;France;3601;0.002523361;-0.56181083;2194.984129
2;France;3602;0.002082673;-0.500248701;4065.591653
2;France;3603;0.002128125;-0.504682401;1424.077473
2;France;3604;0.002118728;-0.558575351;1729.032938
2;France;3605;0.002430175;-0.50830765;1709.20946
2;France;3606;0.002496719;-0.564419857;2252.195066
2;France;3607;0.002546449;-0.562779034;702.2996632
2;France;3608;0.001975163;-0.545173179;1174.7791
2;France;3609;0.002516344;-0.578302248;784.1425943
2;France;3610;0.002520229;-0.595101281;1288.788219
2;France;3611;0.00250935;-0.577896529;3431.402263
2;France;3612;0.002294691;-0.538390946;1711.498952
2;France;3613;0.00246276;-0.570155697;1040.458246
2;France;3614;0.002495665;-0.60220272;3033.117324
2;France;3615;0.001969826;-0.679977243;550.3734118
2;France;3616;0.002436923;-0.560420064;2930.136359
2;France;3617;0.001964452;-0.577697132;2645.913364
2;France;3618;0.002106709;-0.604409132;2180.988764
2;France;3619;0.002121391;-0.610867732;1057.517822
2;France;3620;0.002430953;-0.685539191;890.503038
2;France;3621;0.002533253;-0.610820009;1432.028552
2;France;3622;0.001986262;-0.5262007;1932.724563
2;France;3623;0.001985506;-0.576709646;7075.069532
2;France;3624;0.002083658;-0.693897657;3585.816149
2;France;3625;0.002461147;-0.710923714;968.6711105
2;France;3626;0.00207229;-0.567601534;1972.580991
2;France;3627;0.002129363;-0.612627675;1719.137169
2;France;3628;0.002531812;-0.727449228;787.5417619
2;France;3629;0.002446921;-0.571209806;3705.311758
2;France;3630;0.002109921;-0.5916316;3359.019814
2;France;3631;0.002428783;-0.631305197;2490.854507
2;France;3632;0.002558318;-0.545787829;2261.531279
2;France;3633;0.002442348;-0.507018078;2743.492228
2;France;3634;0.002448592;-0.596258651;2192.535751
2;France;3635;0.002062584;-0.487972095;702.717164
2;France;3636;0.002065921;-0.540109172;5301.918933
2;France;3637;0.002478046;-0.503380912;2664.576656
2;France;3638;0.002440431;-0.559333418;3229.056334
2;France;3639;0.002199276;-0.62554258;4688.595606
2;France;3640;0.002103371;-0.626084067;734.4870476
2;France;3641;0.001945364;-0.617316607;6658.289878
2;France;3642;0.002337047;-0.552972647;6156.949266
2;France;3643;0.002409973;-0.585220676;3588.267011
2;France;3644;0.002459297;-0.620167618;342.3859707
2;France;3645;0.00246931;-0.641160642;2268.573355
2;France;3646;0.001924428;-0.608098608;2467.338609
2;France;3647;0.00258141;-0.607534613;868.9242013
2;France;3648;0.002527142;-0.658826773;596.9871696
2;France;3649;0.002066687;-0.528099953;1582.078098
2;France;3650;0.001918317;-0.605385269;5477.446404
2;France;3651;0.002434535;-0.505138787;4137.292818
2;France;3652;0.00198323;-0.570343814;944.9462009
2;France;3653;0.002328501;-0.598243745;6933.580885
2;France;3654;0.002504345;-0.622390253;5350.384722
2;France;3655;0.002435199;-0.612416583;5016.340523
2;France;3656;0.00196855;-0.597632041;1669.664773
2;France;3657;0.002024455;-0.64321163;2933.78121
2;France;3658;0.002042352;-0.495463963;6146.972344
2;France;3659;0.001954162;-0.566441908;3254.38262
2;France;3660;0.001976894;-0.629179214;1955.296415
2;France;3661;0.002200165;-0.6347614;1497.521394
2;France;3662;0.001993088;-0.553458709;229.6177938
2;France;3663;0.002173752;-0.515685605;17233.06035
2;France;3664;0.002154508;-0.532259738;17495.55912
2;France;3665;0.00222105;-0.614975185;9737.292689
2;France;3666;0.002224469;-0.67332401;4686.380056
2;France;3667;0.001995268;-0.711923971;2897.102438
2;France;3668;0.001750018;-0.720859387;632.3803355
2;France;3669;0.0019739;-0.680468145;2349.308007
2;France;3670;0.00195302;-0.659185422;5103.250575
2;France;3671;0.001953863;-0.721462833;2118.04816
2;France;3672;0.00224984;-0.70572501;5005.123274
2;France;3673;0.002099666;-0.568453388;442.2295903
2;France;3674;0.00226353;-0.540313657;7473.329191
2;France;3675;0.002335744;-0.574513853;2150.093167
