campaign;DRN;WP4;dem;nep;co2
2;France;3676;0.002011957;-0.54400078;1036.814431
2;France;3677;0.002354806;-0.574121352;4566.121185
2;France;3678;0.002483192;-0.644921371;2356.813078
2;France;3679;0.00252434;-0.587267861;1012.954009
2;France;3680;0.001931245;-0.612919947;494.3211987
2;France;3681;0.002492995;-0.618772351;1432.202931
2;France;3682;0.00252892;-0.639238836;1556.369051
2;France;3683;0.002147705;-0.565624653;919.9706396
2;France;3684;0.002056236;-0.640874461;558.7240455
2;France;3685;0.00245487;-0.589615473;5115.817384
2;France;3686;0.002459494;-0.588475416;1988.723922
2;France;3687;0.002093074;-0.567220751;3771.847369
2;France;3688;0.002480729;-0.611237961;927.2594309
2;France;3689;0.002534102;-0.607013966;997.3014424
2;France;3690;0.002500844;-0.58380899;405.7150414
2;France;3691;0.002519302;-0.613175848;685.4947996
2;France;3692;0.002529938;-0.504069136;1405.216502
2;France;3693;0.002492702;-0.545612038;5208.759167
2;France;3694;0.001949299;-0.601925227;2409.657409
2;France;3695;0.002583306;-0.561477011;554.4472602
2;France;3696;0.00244519;-0.557524045;1731.820163
2;France;3697;0.002473384;-0.406549475;2611.274037
2;France;3698;0.002435073;-0.414050984;3391.563254
2;France;3699;0.002514593;-0.620488352;3340.017039
2;France;3700;0.002563446;-0.547840982;2055.282119
2;France;3701;0.002477868;-0.531125578;868.6158804
2;France;3702;0.002455239;-0.530127595;2919.832951
2;France;3703;0.002444154;-0.514125293;2420.440474
2;France;3704;0.001844551;-0.643776312;826.2378444
2;France;3705;0.002400589;-0.492976014;3748.230637
2;France;3706;0.002502189;-0.533296997;3016.898633
2;France;3707;0.002436593;-0.442977096;1859.50961
2;France;3708;0.00243374;-0.625221344;550.2016926
2;France;3709;0.002835126;-0.645312631;5431.80976
2;France;3710;0.002636684;-0.938556948;8501.584023
2;France;3711;0.002623655;-0.953948414;7457.371967
2;France;3712;0.002687074;-0.758524151;8594.695725
2;France;3713;0.002882756;-0.763417836;249.3888169
2;France;3714;0.00281703;-0.652134658;12013.04105
2;France;3715;0.001821466;-0.600598083;2662.764941
2;France;3716;0.002895514;-0.638143575;3722.991646
2;France;3717;0.002959445;-0.728459702;3752.679998
2;France;3718;0.002866406;-0.60612165;599.8518088
2;France;3719;0.002889308;-0.717630612;3972.094553
2;France;3720;0.002480044;-0.65508036;576.4339899
2;France;3721;0.002488033;-0.602300676;1925.754188
2;France;3722;0.002499746;-0.587031046;1813.173415
2;France;3723;0.002547588;-0.544560652;1008.470082
2;France;3724;0.002845911;-0.793292794;546.6103341
2;France;3725;0.002477146;-0.560144421;1127.26401
2;France;3727;0.002875632;-0.451580166;1413.71262
2;France;3728;0.00246429;-0.345971798;977.4555442
2;France;3729;0.002462869;-0.55307225;866.9738385
2;France;3730;0.002829493;-0.530752928;2433.033987
2;France;3731;0.002451455;-0.313391549;3678.256859
2;France;3733;0.002947884;-0.60897232;1413.621411
2;France;3734;0.002913693;-0.574164399;3111.507114
2;France;3735;0.002953638;-0.604204789;1164.198013
2;France;3736;0.002836847;-0.723553322;5578.600046
2;France;3737;0.002567789;-0.56488361;26313.53707
2;France;3738;0.002229749;-0.432951591;23667.69711
2;France;3739;0.002365918;-0.608750705;21798.32704
2;France;3740;0.002443258;-0.380209992;7081.527866
2;France;3741;0.002421132;-0.309112839;4389.240256
2;France;3742;0.002419794;-0.424086487;9202.591754
2;France;3743;0.002006697;-0.446740407;1610.087171
2;France;3744;0.001997263;-0.348958845;6551.597817
2;France;3745;0.00200206;-0.383228102;4301.508728
2;France;3746;0.002481793;-0.418457541;1460.672208
2;France;3747;0.002465585;-0.46400881;4630.88233
2;France;3748;0.002489498;-0.409696098;2297.82446
2;France;3749;0.002491899;-0.513107058;5817.77796
2;France;3750;0.002550467;-0.557253371;4835.669766
2;France;3751;0.002532996;-0.332707561;2408.360323
2;France;3752;0.002278594;-0.558610482;4396.448183
2;France;3753;0.002327575;-0.500170007;9217.080634
2;France;3754;0.002315508;-0.62657607;8696.384868
2;France;3755;0.002330353;-0.565664111;2800.035954
2;France;3756;0.002366074;-0.587570397;7244.657684
2;France;3757;0.002478177;-0.640200692;5321.452325
2;France;3758;0.002526289;-0.62809503;851.7991283
2;France;3759;0.002525368;-0.560047826;1134.706645
2;France;3760;0.002512728;-0.562352698;1876.076371
2;France;3761;0.002464078;-0.435875796;1479.296409
2;France;3762;0.002885785;-0.620839174;2060.139194
2;France;3763;0.002760445;-1.118413005;7577.58948
2;France;3764;0.002757361;-0.895330096;20310.33402
2;France;3765;0.001907134;-0.641156639;3770.940926
2;France;3766;0.002030594;-0.573229913;3261.784199
2;France;3767;0.002455755;-0.541606928;2112.145958
2;France;3768;0.002517405;-0.412158995;3425.337591
2;France;3769;0.002514434;-0.469130139;895.5040967
2;France;3770;0.00283561;-0.718419715;1793.960419
2;France;3771;0.002870152;-0.574328687;1623.77432
2;France;3772;0.002494356;-0.558539852;5964.484075
2;France;3773;0.002491418;-0.532513844;5640.615349
2;France;3775;0.002829792;-0.779895746;3186.269228
2;France;3776;0.002598291;-0.861855535;31047.23752
2;France;3777;0.002666859;-0.641155575;48501.601
2;France;3778;0.002646677;-0.462436997;26656.93115
2;France;3779;0.002291366;-0.574451534;31802.39693
2;France;3780;0.002287389;-0.570251598;1791.303891
2;France;3781;0.002289418;-0.631806461;3476.827425
2;France;3782;0.00233123;-0.527985401;7694.147726
2;France;3783;0.002353575;-0.346747291;20666.51189
2;France;3784;0.002413096;-0.073826495;14431.06838
2;France;3785;0.002416741;-0.433851327;2972.488888
2;France;3786;0.002407304;-0.44721681;6279.137339
2;France;3787;0.001918649;-0.505567238;2288.090764
2;France;3788;0.002463617;-0.409687195;1087.202149
2;France;3789;0.002451366;-0.525741722;3767.356977
2;France;3790;0.002516181;-0.376571122;2033.609305
2;France;3791;0.002445279;-0.580385475;3588.684646
2;France;3792;0.002417729;-0.436279967;7051.789712
2;France;3793;0.002453949;-0.367543403;3623.877967
2;France;3794;0.002472519;-0.496173863;3713.481316
2;France;3795;0.002498528;-0.695542865;2654.513756
2;France;3796;0.002621284;-0.721216193;1168.595984
2;France;3797;0.002819818;-0.677641109;5760.324804
2;France;3798;0.002092839;-0.339658298;8934.107759
2;France;3799;0.002456087;-0.436534993;4618.025748
2;France;3800;0.002062553;-0.69642624;1882.696829
2;France;3801;0.00216265;-0.633704405;3175.690468
2;France;3802;0.002474399;-0.58940785;683.0519491
2;France;3803;0.00297166;-0.790908726;1713.622596
2;France;3804;0.001944305;-0.611013978;618.9844534
2;France;3805;0.001903192;-0.639533004;943.894306
2;France;3806;0.002953102;-0.999357377;2932.826757
2;France;3807;0.002773579;-1.050950063;9957.483469
2;France;3808;0.002760243;-0.72412731;16044.63246
2;France;3809;0.002456693;-0.560672205;5516.657608
2;France;3810;0.002473603;-0.600376204;6557.16492
2;France;3811;0.002507853;-0.543505337;4325.088848
2;France;3812;0.002468394;-0.414860158;412.3238816
2;France;3813;0.002502223;-0.455812933;725.6278518
2;France;3814;0.002504079;-0.574762943;1228.596066
2;France;3815;0.002951082;-0.79184507;736.319751
2;France;3816;0.001884187;-0.697053038;3624.629005
2;France;3817;0.001884789;-0.985612874;806.9533818
2;France;3818;0.002921484;-0.837574841;1682.025702
2;France;3819;0.002810718;-1.089910446;11723.82701
2;France;3820;0.002894158;-0.591560136;6710.541273
2;France;3821;0.002899756;-0.898253229;1528.131541
2;France;3822;0.002864634;-1.038140864;2007.20902
2;France;3823;0.002690854;-2.398641026;32482.1871
2;France;3824;0.002823664;-1.596320101;26791.78313
2;France;3825;0.002864118;-1.163640459;15815.94977
2;France;3826;0.002900931;-1.042290842;14267.70212
2;France;3827;0.002775474;-0.82945428;13741.43922
2;France;3828;0.002403151;-0.726986999;9879.878308
2;France;3829;0.002064566;-0.542280527;6683.807127
2;France;3830;0.002492099;-0.47522185;5083.815816
2;France;3831;0.001961227;-0.588241197;1288.416461
2;France;3832;0.00245583;-0.665510684;1192.643589
2;France;3833;0.001862675;-1.12998271;1948.132449
2;France;3834;0.003002739;-1.012744584;828.9567321
2;France;3835;0.001925489;-1.272822725;2406.433594
2;France;3836;0.002563936;-1.244839893;5277.549671
2;France;3837;0.002574353;-1.293258997;4068.890186
2;France;3838;0.002081581;-1.781957703;7400.425395
2;France;3839;0.002030932;-1.820744686;8791.197637
2;France;3840;0.002033522;-1.820808484;8880.723466
2;France;3841;0.002005648;-1.802737727;7589.655769
2;France;3842;0.002058372;-2.075390609;14639.24785
2;France;3843;0.002409627;-1.958298973;12676.03737
2;France;3844;0.002404257;-2.605831226;10539.33669
2;France;3845;0.001775113;-4.374515676;8031.879664
2;France;3846;0.001776117;-3.637161854;8856.640954
2;France;3847;0.00250866;-2.148364742;11954.86294
2;France;3848;0.002708292;-1.843999573;13065.19954
2;France;3849;0.002758976;-1.673242981;10322.29616
2;France;3850;0.002909922;-1.31389704;8363.356022
2;France;3851;0.002494126;-0.552136155;4828.228655
2;France;3852;0.002592278;-0.489836643;777.8936249
2;France;3853;0.001923261;-1.359760143;2196.316889
2;France;3854;0.002664362;-1.162018147;2937.603771
2;France;3855;0.001876219;-1.558354501;6185.052547
2;France;3856;0.002840424;-1.183810666;3539.419513
2;France;3857;0.001855386;-1.150345656;2938.139648
2;France;3858;0.001814643;-1.648217818;3814.351884
2;France;3859;0.001821748;-1.700039427;4136.527054
2;France;3860;0.001831251;-1.349331554;3743.518379
2;France;3861;0.002685023;-1.062368888;3722.976822
2;France;3862;0.002704397;-1.065043643;3028.897732
2;France;3863;0.002900503;-1.05664178;673.4926032
2;France;3864;0.0028395;-1.190198064;3218.814863
2;France;3865;0.002949108;-1.13390926;1523.749593
2;France;3866;0.001893604;-1.125823977;1943.817524
2;France;3867;0.002948294;-1.275050417;1007.743015
2;France;3868;0.001948842;-1.25557963;4092.961279
2;France;3869;0.001888932;-1.726405647;4614.582948
2;France;3870;0.001981075;-1.520328711;7724.17718
2;France;3871;0.001978808;-1.203991382;8147.10786
2;France;3872;0.002037718;-1.649409758;4811.863564
2;France;3873;0.002041843;-1.568226114;3623.090437
2;France;3874;0.00253565;-1.221697765;6087.881766
2;France;3875;0.002516115;-1.254401309;4350.481729
2;France;3876;0.002617829;-1.244779182;5027.463745
2;France;3877;0.002616629;-1.260894223;3704.122555
2;France;3878;0.001886383;-1.18332173;1621.278663
2;France;3879;0.001861614;-1.24155104;961.473997
2;France;3880;0.002719706;-1.66242092;4231.78267
2;France;3947;0.002499347;-0.547764982;94.66067525
3;France;3507;0.00232444;-0.109332676;25852.5529
3;France;3508;0.002083408;-0.217946197;57727.27522
3;France;3509;0.002103095;-0.343353282;55117.20336
3;France;3510;0.002100879;-0.473523676;64050.2769
3;France;3511;0.002100131;-0.456958243;71922.61066
3;France;3512;0.002097496;-0.44211784;69589.44787
3;France;3513;0.002104752;0.030667718;67189.3394
3;France;3514;0.002153838;0.618408121;38376.44999
3;France;3515;0.002790004;1.089939635;12727.72574
3;France;3516;0.002831115;1.100705351;60609.8335
3;France;3517;0.002712514;0.603712858;55939.61625
3;France;3518;0.002706051;1.173167822;41561.39873
3;France;3519;0.002597454;1.541442819;24655.32811
3;France;3520;0.002877253;0.104622596;794.015473
3;France;3521;0.002722888;3.939847239;53437.03001
3;France;3522;0.002678771;2.881007436;38605.73431
3;France;3523;0.002678724;1.046940695;1475.354979
3;France;3524;0.002675169;2.287521144;16636.69016
3;France;3525;0.002673084;2.37353813;32387.10464
3;France;3526;0.002578831;1.849944528;12517.17763
3;France;3527;0.002658927;1.965924037;48906.80406
3;France;3528;0.002628535;1.929176483;10238.93735
3;France;3529;0.002645396;1.259054936;14501.15454
3;France;3530;0.002631135;1.837422418;5698.992317
3;France;3531;0.002638814;2.118609762;2372.100988
3;France;3532;0.002646953;1.973426816;44910.20088
3;France;3533;0.002707031;1.854559924;8548.784054
3;France;3534;0.002674267;2.509709331;31396.16173
3;France;3535;0.002680252;0.789224812;11122.90738
3;France;3536;0.002578692;0.455329275;22868.71536
3;France;3537;0.002350099;0.465883258;23491.82403
3;France;3538;0.002375507;0.405980172;23945.98147
3;France;3539;0.00239956;0.355493226;24544.03757
3;France;3540;0.002398172;0.747119125;4310.008262
3;France;3541;0.002368398;0.285406774;29701.38271
3;France;3542;0.002381338;0.614020423;9315.987613
3;France;3543;0.002100037;-0.4978551;9816.343204
3;France;3544;0.002094229;-0.416319172;19574.63024
3;France;3545;0.001761788;-0.561408558;1039.752287
3;France;3546;0.002079092;-0.676457071;17612.3319
3;France;3547;0.00173104;-0.717573854;632.4575246
3;France;3548;0.00173256;-0.712537088;1168.095592
3;France;3549;0.00173196;-0.757005557;1581.841757
3;France;3550;0.001889252;-0.644840806;2151.499583
3;France;3551;0.001719276;-0.593705652;3574.006862
3;France;3552;0.001718088;-0.569940705;4967.873254
3;France;3553;0.001680891;-0.650592059;982.2535148
3;France;3554;0.001700299;-0.737536495;3523.878906
3;France;3555;0.001840108;-0.884188069;2251.466276
3;France;3556;0.002384992;-0.770075545;2487.54098
3;France;3557;0.00190138;-0.820710034;824.6710455
3;France;3558;0.001884324;-0.760162232;3152.407126
3;France;3559;0.001845229;-0.724750153;6373.407395
3;France;3560;0.001898051;-0.726848073;2989.762059
3;France;3561;0.002375197;-0.698524919;4348.420461
3;France;3562;0.002346791;-0.731366689;6914.212925
3;France;3563;0.002330384;-0.802855567;1822.394958
3;France;3564;0.002325987;-0.691021686;3893.855939
3;France;3565;0.002303613;-0.693919961;12222.10359
3;France;3566;0.002426388;-0.480542058;4166.231312
3;France;3567;0.002464878;-0.621784196;8976.376674
3;France;3568;0.002496849;-0.575357633;5757.362369
3;France;3569;0.00261774;-0.662896451;4273.003403
3;France;3570;0.001716112;-0.75527513;188.0076849
3;France;3571;0.001710674;-0.692829537;576.5251853
3;France;3572;0.002552379;-0.672797277;626.5026584
3;France;3573;0.001932888;-0.710540218;598.3459046
3;France;3574;0.001730475;-0.641382852;6086.327419
3;France;3575;0.002436802;-0.724990413;950.0574315
3;France;3576;0.001934584;-0.777154512;1956.489962
3;France;3577;0.001848943;-0.715039954;2090.792852
3;France;3578;0.001883411;-0.712332362;2173.932177
3;France;3579;0.001724077;-0.703855464;1498.260726
3;France;3580;0.00179274;-0.682301157;718.1131743
3;France;3581;0.002478028;-0.882683412;1012.311289
3;France;3582;0.001932095;-0.745948383;1874.280798
3;France;3583;0.001844608;-0.684104006;5173.397722
3;France;3584;0.001853705;-0.774675971;3357.031532
3;France;3585;0.002518476;-0.73048615;1501.767241
3;France;3586;0.001818712;-0.651402747;1732.591688
3;France;3587;0.002314587;-0.684269841;1331.130868
3;France;3588;0.00247196;-0.721869639;519.2776121
3;France;3589;0.002485122;-0.673278306;3130.613498
3;France;3590;0.002488248;-0.743871293;455.5591282
3;France;3592;0.00250671;-0.687289986;670.4014801
3;France;3593;0.002499677;-0.621790401;757.824742
3;France;3594;0.002505225;-0.620326613;1610.263544
3;France;3595;0.002486045;-0.782788936;2396.66181
3;France;3596;0.001843747;-0.789848053;439.8104175
3;France;3597;0.002526009;-0.707981973;1010.039185
3;France;3598;0.002503241;-0.702739364;1703.104011
3;France;3599;0.001917833;-0.655330801;1195.590038
3;France;3600;0.0025946;-0.755185941;1547.814034
3;France;3601;0.002518576;-0.612401303;1801.331274
3;France;3602;0.001848669;-0.681810626;4881.762706
3;France;3603;0.001881978;-0.641389153;1484.393933
3;France;3604;0.00186757;-0.686044085;1791.987878
3;France;3605;0.002404503;-0.587384534;1577.67013
3;France;3606;0.002500316;-0.643229984;1975.759454
3;France;3607;0.002517454;-0.615749369;590.161397
3;France;3608;0.001757454;-0.649566582;1100.682433
3;France;3609;0.002509284;-0.64718695;654.7617862
3;France;3610;0.00248802;-0.6786109;1123.981201
3;France;3611;0.002522582;-0.599473947;3061.032509
3;France;3612;0.002323462;-0.596982292;1586.850486
3;France;3613;0.002529843;-0.66162674;938.3514545
3;France;3614;0.00255397;-0.702093751;2559.898312
3;France;3615;0.001752645;-0.757827204;389.4362178
3;France;3616;0.002462766;-0.642217841;2573.473159
3;France;3617;0.00173197;-0.687784789;2463.054437
3;France;3618;0.001818518;-0.724870346;1959.345366
3;France;3619;0.001894708;-0.750204169;789.1901702
3;France;3620;0.002476205;-0.747954343;599.8846082
3;France;3621;0.002520893;-0.65775577;1166.318124
3;France;3622;0.001831591;-0.596374771;1912.187018
3;France;3623;0.00182365;-0.712106274;8980.472589
3;France;3624;0.001836777;-0.841631692;3407.448089
3;France;3625;0.002491925;-0.805343852;821.1019462
3;France;3626;0.001925171;-0.673568794;1317.406632
3;France;3627;0.001929927;-0.770043156;1139.953287
3;France;3628;0.002513746;-0.763054266;692.8165912
3;France;3629;0.002447009;-0.68607111;3630.810471
3;France;3630;0.001842522;-0.678016301;3068.799041
3;France;3631;0.002404421;-0.732511067;1756.322186
3;France;3632;0.002552498;-0.601440667;2002.291817
3;France;3633;0.00242399;-0.602742661;2466.688837
3;France;3634;0.002418494;-0.688151713;1843.188752
3;France;3635;0.00192685;-0.53272586;777.930403
3;France;3636;0.00191913;-0.620025264;5809.811723
3;France;3637;0.002505122;-0.573640046;2401.840016
3;France;3638;0.002487441;-0.635977646;2881.993647
3;France;3639;0.002368924;-0.709369201;4658.418284
3;France;3640;0.001851461;-0.747371816;601.4260415
3;France;3641;0.001758036;-0.753558606;6196.207529
3;France;3642;0.00244812;-0.583841812;5363.279627
3;France;3643;0.002481472;-0.684305252;3328.172233
3;France;3644;0.002504514;-0.700157429;287.4615352
3;France;3645;0.002514328;-0.751564622;1886.842062
3;France;3646;0.001724001;-0.728596884;2008.842854
3;France;3647;0.002519691;-0.696813878;612.7224409
3;France;3648;0.002510059;-0.699199906;469.1314963
3;France;3649;0.001905337;-0.603386852;1485.940292
3;France;3650;0.00173992;-0.688210124;5389.187021
3;France;3651;0.002505865;-0.572559194;3659.503253
3;France;3652;0.001852459;-0.653019395;534.3997602
3;France;3653;0.00244534;-0.747606686;6499.007582
3;France;3654;0.002492965;-0.739732857;5188.75149
3;France;3655;0.00201263;-0.704613199;3781.027397
3;France;3656;0.001772139;-0.703192885;1355.783933
3;France;3657;0.001801231;-0.725726726;2766.995809
3;France;3658;0.001861283;-0.616007031;6366.336716
3;France;3659;0.001846191;-0.671844138;3649.468657
3;France;3660;0.001809763;-0.733000643;1883.17
3;France;3661;0.002012201;-0.718230296;1637.572905
3;France;3662;0.001788378;-0.662479868;243.3837156
3;France;3663;0.002378608;-0.549842502;18283.83206
3;France;3664;0.002380501;-0.550521144;18638.25774
3;France;3665;0.002379044;-0.666220342;9117.297073
3;France;3666;0.002379673;-0.749515731;4949.018007
3;France;3667;0.001892423;-0.874822028;3552.462484
3;France;3668;0.001696125;-0.873184418;750.6874945
3;France;3669;0.001848629;-0.824301958;2717.183146
3;France;3670;0.00183226;-0.792545812;5715.868825
3;France;3671;0.00182749;-0.865672897;2237.66459
3;France;3672;0.002359427;-0.853398405;5064.034743
3;France;3673;0.001922848;-0.723727267;439.9281029
3;France;3674;0.002316179;-0.652342054;7229.832462
3;France;3675;0.002301722;-0.697518393;1913.835512
3;France;3676;0.001898792;-0.709829512;1152.499497
3;France;3677;0.002308195;-0.666635786;3967.971611
3;France;3678;0.002508227;-0.751248249;1971.809333
3;France;3679;0.00254619;-0.691099109;880.321769
3;France;3680;0.001820574;-0.715895821;470.1201771
3;France;3681;0.002536665;-0.641250155;1228.90984
3;France;3682;0.002532771;-0.713219689;1344.14619
3;France;3683;0.001933241;-0.675074905;957.5805141
3;France;3684;0.001837141;-0.74469203;618.8709303
3;France;3685;0.002514609;-0.681521763;4521.618249
3;France;3686;0.002492608;-0.649749454;1815.843403
3;France;3687;0.001842205;-0.664310319;3844.617483
3;France;3688;0.002527924;-0.672296787;721.6933801
3;France;3689;0.002529177;-0.653225758;821.243962
3;France;3690;0.002516345;-0.628350961;368.2747244
3;France;3691;0.002512186;-0.606458873;604.2826156
3;France;3692;0.002517028;-0.535280521;1336.880385
3;France;3693;0.002522403;-0.618339015;5325.489235
3;France;3694;0.001707218;-0.698830683;2080.916302
3;France;3695;0.002558778;-0.596639785;504.0858945
3;France;3696;0.002523077;-0.597108839;1557.164202
3;France;3697;0.002504299;-0.494890357;2680.083787
3;France;3698;0.002519577;-0.479929107;3445.035461
3;France;3699;0.00254117;-0.685009986;2935.580912
3;France;3700;0.002493114;-0.584371168;1776.444961
3;France;3701;0.002456223;-0.561651509;751.5629569
3;France;3702;0.002446578;-0.614199244;3172.976554
3;France;3703;0.002502737;-0.571762149;2225.501798
3;France;3704;0.001723924;-0.784792294;746.8289205
3;France;3705;0.002464817;-0.567123367;3367.862731
3;France;3706;0.002489668;-0.581218244;2539.311086
3;France;3707;0.002445208;-0.545004985;1612.301664
3;France;3708;0.002519556;-0.736416378;467.106242
3;France;3709;0.002887718;-0.751802047;5106.011047
3;France;3710;0.002772317;-1.120894347;7645.758481
3;France;3711;0.002772989;-1.128444546;6746.628819
3;France;3712;0.002803099;-0.861100403;7218.603357
3;France;3713;0.002928886;-0.839967144;247.8017522
3;France;3714;0.002862637;-0.812303529;10110.87047
3;France;3715;0.001717655;-0.699482245;2572.452455
3;France;3716;0.002799769;-0.720801784;3490.964612
3;France;3717;0.00285714;-0.803801454;3521.484798
3;France;3718;0.00278765;-0.71120781;509.261102
3;France;3719;0.002971918;-0.777481506;4025.437721
3;France;3720;0.002533019;-0.703706773;548.985221
3;France;3721;0.002517776;-0.640678754;1716.416936
3;France;3722;0.002520154;-0.621397177;1652.62946
3;France;3723;0.002505096;-0.591805138;942.2983967
3;France;3724;0.002900911;-0.937224939;504.0572407
3;France;3725;0.002579705;-0.656197967;1029.172351
3;France;3727;0.002896641;-0.556606766;1282.56627
3;France;3728;0.002558739;-0.432929778;847.7348952
3;France;3729;0.00255701;-0.671401587;757.7733336
3;France;3730;0.002911804;-0.645195099;2473.006153
3;France;3731;0.002422026;-0.381301501;3502.201268
3;France;3733;0.002950324;-0.666742479;1254.280803
3;France;3734;0.002913405;-0.653054133;2884.024643
3;France;3735;0.002954152;-0.700841783;1039.058848
3;France;3736;0.002882519;-0.808166603;4936.650891
3;France;3737;0.002618784;-0.589314195;25994.24986
3;France;3738;0.002354765;-0.499693794;23915.85675
3;France;3739;0.002445068;-0.691296207;19993.53778
3;France;3740;0.002420714;-0.419535498;6742.785037
3;France;3741;0.002456;-0.398197786;4078.063808
3;France;3742;0.002462165;-0.565141745;8449.472086
3;France;3743;0.001825232;-0.562870924;1680.396679
3;France;3744;0.001824506;-0.448285006;6591.691861
3;France;3745;0.001803583;-0.483214156;4445.443974
3;France;3746;0.002505223;-0.481650192;1286.869327
3;France;3747;0.002500883;-0.555353275;4129.704317
3;France;3748;0.002502029;-0.501611781;2198.49264
3;France;3749;0.002487834;-0.587623759;5638.584292
3;France;3750;0.002513353;-0.615046381;4456.891254
3;France;3751;0.002532395;-0.38859826;2157.996172
3;France;3752;0.00236883;-0.629762276;4167.726632
3;France;3753;0.002413894;-0.564402471;9060.349391
3;France;3754;0.002328944;-0.693909219;8554.104644
3;France;3755;0.00233518;-0.645460318;2750.554992
3;France;3756;0.002323165;-0.68561297;6909.403076
3;France;3757;0.002384794;-0.70017683;4729.432875
3;France;3758;0.002507403;-0.667752652;784.737349
3;France;3759;0.002540322;-0.634476493;1037.51595
3;France;3760;0.002540185;-0.610463944;1745.734727
3;France;3761;0.002448289;-0.516779281;1354.021473
3;France;3762;0.002869765;-0.650211825;1779.771898
3;France;3763;0.002837455;-1.189635537;6713.112282
3;France;3764;0.002901061;-1.009273165;15220.57311
3;France;3765;0.001827283;-0.779418686;5271.314415
3;France;3766;0.001837835;-0.636191405;3442.586902
3;France;3767;0.002506381;-0.587844777;2098.212587
3;France;3768;0.002572582;-0.456893519;3157.360393
3;France;3769;0.002561755;-0.511780887;826.1896236
3;France;3770;0.002865969;-0.705875295;1549.707007
3;France;3771;0.002931144;-0.606043946;1615.29432
3;France;3772;0.002552365;-0.592339158;5611.262419
3;France;3773;0.002576887;-0.553754564;5002.010932
3;France;3775;0.002863576;-0.740671039;2893.218808
3;France;3776;0.002665373;-0.89855104;29259.84805
3;France;3777;0.0027285;-0.696436877;35982.80679
3;France;3778;0.002791294;-0.507808054;23625.99233
3;France;3779;0.002413579;-0.650788812;24528.40034
3;France;3780;0.002424742;-0.63070167;1647.543213
3;France;3781;0.002424787;-0.70665528;3198.082446
3;France;3782;0.002443439;-0.627179111;7085.610773
3;France;3783;0.002467417;-0.40625796;18092.2139
3;France;3784;0.002531665;-0.091130639;12576.05969
3;France;3785;0.002581894;-0.57802704;2692.119657
3;France;3786;0.002485136;-0.537774563;5631.357439
3;France;3787;0.001751423;-0.595470991;2096.166858
3;France;3788;0.002489095;-0.470531267;896.9763904
3;France;3789;0.00247429;-0.626500488;3500.280489
3;France;3790;0.00250846;-0.447157681;1790.501231
3;France;3791;0.002555119;-0.62011678;3447.139748
3;France;3792;0.002555683;-0.530437077;6732.887093
3;France;3793;0.002477168;-0.450530015;3321.705255
3;France;3794;0.002424744;-0.595511937;3490.191467
3;France;3795;0.002577781;-0.754877499;2554.968803
3;France;3796;0.002760244;-0.833797788;976.7585173
3;France;3797;0.002911869;-0.802844699;4749.774965
3;France;3798;0.00185856;-0.382278989;9120.499912
3;France;3799;0.002606778;-0.489338364;4500.573683
3;France;3800;0.001852684;-0.803562329;2188.552596
3;France;3801;0.001976824;-0.733317273;3417.123678
3;France;3802;0.002544458;-0.644444868;588.0396027
3;France;3803;0.002950087;-0.784814257;1609.292039
3;France;3804;0.001719405;-0.591055769;716.949391
3;France;3805;0.00172188;-0.632760401;1112.952719
3;France;3806;0.003074687;-0.935863743;2715.197136
3;France;3807;0.002876549;-1.120044923;9268.850322
3;France;3808;0.002889032;-0.819863185;13274.61467
3;France;3809;0.002577341;-0.595386721;4873.862129
3;France;3810;0.002580448;-0.646608058;6322.132409
3;France;3811;0.002480149;-0.604718946;3763.324899
3;France;3812;0.002559387;-0.398972014;421.7523819
3;France;3813;0.002566221;-0.437699796;657.4364
3;France;3814;0.002560057;-0.585390351;1084.977319
3;France;3815;0.002887618;-0.753400526;741.8964194
3;France;3816;0.001713705;-0.64729899;4307.79841
3;France;3817;0.001708644;-0.92665131;902.5945304
3;France;3818;0.003146375;-0.763509879;1618.089628
3;France;3819;0.003162647;-0.988784456;12358.08651
3;France;3820;0.003028512;-0.60729327;6668.920004
3;France;3821;0.003166957;-0.868228976;1380.289355
3;France;3822;0.003149718;-0.926125144;1835.509789
3;France;3823;0.003096703;-2.513580256;33541.43854
3;France;3824;0.003150582;-1.709731627;25525.24925
3;France;3825;0.003131364;-1.194947526;17124.46517
3;France;3826;0.002999273;-1.148838905;15758.76874
3;France;3827;0.00301035;-0.925267829;13241.82915
3;France;3828;0.002520164;-0.790921632;9071.729306
3;France;3829;0.001848228;-0.62820082;7180.377107
3;France;3830;0.002574535;-0.510995266;4328.585531
3;France;3831;0.001722981;-0.571771894;1417.068616
3;France;3832;0.002522235;-0.707090924;1243.382725
3;France;3833;0.001759854;-0.964084584;2893.622644
3;France;3834;0.003178945;-0.801225396;762.4939961
3;France;3835;0.001886688;-1.098203975;2356.274342
3;France;3836;0.002873677;-1.204578357;5028.908198
3;France;3837;0.002864187;-1.24746134;3734.717373
3;France;3838;0.001974298;-1.806310366;13666.89638
3;France;3839;0.001864386;-1.845246793;15735.35605
3;France;3840;0.001867589;-1.829388834;15584.39151
3;France;3841;0.001862796;-1.830104331;13334.45982
3;France;3842;0.001905145;-2.025008847;25089.425
3;France;3843;0.0027149;-1.979241447;13582.64741
3;France;3844;0.002576338;-2.76578912;11001.74583
3;France;3845;0.001738794;-4.303907385;11622.19653
3;France;3846;0.00173624;-3.526670643;11701.42484
