campaing,ID,dem
1,3507,0.0022856884133941697
1,3508,0.002128268857635824
1,3509,0.002158578386846349
1,3510,0.002160698630414247
1,3511,0.0021669691981645
1,3512,0.00217569604229618
1,3513,0.0022491664114559196
1,3514,0.002268200988109165
1,3515,0.0023874893979639665
1,3516,0.0024327519042719598
1,3517,0.002475326309064499
1,3518,0.002490120013890054
1,3519,0.002466973929302056
1,3520,0.0028750899054034926
1,3521,0.0025389746262712808
1,3522,0.002541658001936718
1,3523,0.00254397535887853
1,3524,0.0025427512513219066
1,3525,0.0025468926361272553
1,3526,0.0025260724595762936
1,3527,0.0025492828806527547
1,3528,0.002531769890335885
1,3529,0.0024762168601059845
1,3530,0.0024702018081137114
1,3531,0.0024808810832530745
1,3532,0.002485297334428792
1,3533,0.0024742273495774246
1,3534,0.002487734234259875
1,3535,0.0025057939398689948
1,3536,0.002506052406303233
1,3537,0.0022195458847564602
1,3538,0.0022853375632832258
1,3539,0.0022687783887637854
1,3540,0.0022654089951871198
1,3541,0.002268842057585414
1,3542,0.0022779996240050297
1,3543,0.002276384548464751
1,3544,0.0022715491350723334
1,3545,0.001703637680811117
1,3546,0.0023078830574511447
1,3547,0.0016843149412953061
1,3548,0.0016942886266849166
1,3549,0.0016943603012503949
1,3550,0.0019694157529912115
1,3551,0.0016860033968334011
1,3552,0.0016854330716465143
1,3553,0.0016393452810352222
1,3554,0.0017171263033425334
1,3555,0.002022260344082339
1,3556,0.0024290734185290434
1,3557,0.0022412626630496056
1,3558,0.0022035550601484303
1,3559,0.002123699069181117
1,3560,0.0022518216067022936
1,3561,0.002428842924676342
1,3562,0.0024632754902462763
1,3563,0.002488500844269239
1,3564,0.0025003040684177104
1,3565,0.002533250631190205
1,3566,0.0025390657343625734
1,3567,0.002551925227445134
1,3568,0.0024738523023918827
1,3569,0.0024872677000655806
1,3570,0.0020399068648987743
1,3571,0.0018503186827506068
1,3572,0.0026239655549682196
1,3573,0.0021761643142737723
1,3574,0.0019837154343860493
1,3575,0.002530373183990384
1,3576,0.002088708737866262
1,3577,0.002180502579377512
1,3578,0.002135100591212444
1,3579,0.002103659490364656
1,3580,0.0021088219475953462
1,3581,0.002594408760397011
1,3582,0.0021915571572968602
1,3583,0.001996677752045544
1,3584,0.0019830980000551716
1,3585,0.0026108681699184336
1,3586,0.0019603163195833963
1,3587,0.0025845196079168904
1,3588,0.00268463737386375
1,3589,0.0027340818455620455
1,3590,0.002621187276086848
1,3592,0.0026908337052207153
1,3593,0.002821482782231581
1,3594,0.0026924961714227566
1,3595,0.0025633018253602776
1,3596,0.0020851262671948605
1,3597,0.002735531276901693
1,3598,0.002691686974658336
1,3599,0.0021101859769370236
1,3600,0.002589625820309833
1,3601,0.0027304287551838044
1,3602,0.0021016516917933834
1,3603,0.002109241958542587
1,3604,0.00211553252676358
1,3605,0.0026238560460018962
1,3606,0.002737819827587571
1,3607,0.0027239172635335172
1,3608,0.0021267646406597637
1,3609,0.0026928786238247797
1,3610,0.0027290768647856914
1,3611,0.0027010903930292113
1,3612,0.00250178506231386
1,3613,0.0026813000151935484
1,3614,0.0027098675887915727
1,3615,0.0019904255514450226
1,3616,0.0026459572189386662
1,3617,0.0019921791805503925
1,3618,0.002205572110405872
1,3619,0.0021217084636919892
1,3620,0.0026206531774902457
1,3621,0.0027431948666710062
1,3622,0.0019344262446971481
1,3623,0.002025064201951784
1,3624,0.0021417313363132112
1,3625,0.002744619753144537
1,3626,0.0021032613825954453
1,3627,0.002152381500790298
1,3628,0.002762079585865396
1,3629,0.0026256138048858938
1,3630,0.002204598103859914
1,3631,0.0024831643938471645
1,3632,0.0027184569346044947
1,3633,0.002623255602428018
1,3634,0.0025889969934720708
1,3635,0.0020257392996981343
1,3636,0.0020269715967304956
1,3637,0.0026871877314179654
1,3638,0.002640793400219228
1,3639,0.002388338532850045
1,3640,0.002087631213839151
1,3641,0.0019134614254690031
1,3642,0.002497964781059903
1,3643,0.0025768655012437585
1,3644,0.0026753746890561536
1,3645,0.0026863986048329415
1,3646,0.001974955064561182
1,3647,0.0026362060898303757
1,3648,0.0027118076814061213
1,3649,0.0020189649271681468
1,3650,0.0019611635161410554
1,3651,0.0026678617386220677
1,3652,0.002058594776606074
1,3653,0.0024828548677355167
1,3654,0.0024677379681948084
1,3655,0.0024887935292521824
1,3656,0.002100920170665458
1,3657,0.0020333439825268
1,3658,0.002052299318580178
1,3659,0.0019768207940802788
1,3660,0.001977714544566728
1,3661,0.0021731155244840154
1,3662,0.0020377434591232835
1,3663,0.0023623919936626597
1,3664,0.002374371790663615
1,3665,0.002376658064541697
1,3666,0.002379764273157362
1,3667,0.0019629503615322653
1,3668,0.0016819102796284706
1,3669,0.0019666241705586012
1,3670,0.001947722182152078
1,3671,0.001942714270769092
1,3672,0.0024460671162337966
1,3673,0.0020222953890841437
1,3674,0.002498636925927079
1,3675,0.00259465651560399
1,3676,0.0020266378802396724
1,3677,0.0026140850753563656
1,3678,0.0027151147652293003
1,3679,0.002758329100171159
1,3680,0.0019220391204145522
1,3681,0.0026845492620549936
1,3682,0.0027363984798261854
1,3683,0.002137078353573648
1,3684,0.0021147692136307557
1,3685,0.0026715953160563514
1,3686,0.0027163141117847716
1,3687,0.0021817064157254418
1,3688,0.00268957393642902
1,3689,0.002703462314664497
1,3690,0.002684238724297189
1,3691,0.002670192443073708
1,3692,0.0027140977359880573
1,3693,0.002637394681588101
1,3694,0.0021051822033195063
1,3695,0.0027681240368662803
1,3696,0.0026908743047535178
1,3697,0.0025397019187024888
1,3698,0.002537194878445309
1,3699,0.0026995661417447713
1,3700,0.0027468801306207054
1,3701,0.002625416499958833
1,3702,0.0026056296576941105
1,3703,0.0026328719674762672
1,3704,0.0020067977275548617
1,3705,0.002574618692306154
1,3706,0.0026696657929087303
1,3707,0.0025686361886590324
1,3708,0.002673173839155455
1,3709,0.0030685067643347703
1,3710,0.0026735167282747126
1,3711,0.0027091321653522397
1,3712,0.002793173333374766
1,3713,0.003156780721970664
1,3714,0.0028974582909915615
1,3715,0.0019047202293340675
1,3716,0.0031036388403874113
1,3717,0.0031467237131353404
1,3718,0.003141001439533042
1,3719,0.0030097244361486654
1,3720,0.002595613752714385
1,3721,0.0026733069294755554
1,3722,0.002671170757477213
1,3723,0.002709062360024678
1,3724,0.0031071778517646224
1,3725,0.002672689281532884
1,3727,0.003018462848902343
1,3728,0.002705685952154982
1,3729,0.0027248555309092167
1,3730,0.002983890447625158
1,3731,0.0025835541476031715
1,3733,0.003139407507918479
1,3734,0.00312002160332092
1,3735,0.0031382476940383626
1,3736,0.003009575919304002
1,3737,0.0026719987441212512
1,3738,0.0023716565120899193
1,3739,0.0024290688053266664
1,3740,0.002427366916554613
1,3741,0.0024660034077700157
1,3742,0.0024859200383953095
1,3743,0.002165500679363613
1,3744,0.0021847282193858185
1,3745,0.0021890057427910556
1,3746,0.0026542596273086234
1,3747,0.0026474699866619105
1,3748,0.0026558769199330513
1,3749,0.002563666836985007
1,3750,0.0027035166703249084
1,3751,0.0026510149433683705
1,3752,0.0024643897120312495
1,3753,0.0024412509810577063
1,3754,0.0024381647193557664
1,3755,0.0025097995981444685
1,3756,0.0025128859102040773
1,3757,0.0026168458257820252
1,3758,0.0027091387171944417
1,3759,0.002710661571023538
1,3760,0.0027091453950720368
1,3761,0.002604257083112373
1,3762,0.003083979442973124
1,3763,0.0028269645244930054
1,3764,0.0028231275800566584
1,3765,0.0019392086217516332
1,3766,0.002096855396094741
1,3767,0.0026294916523872
1,3768,0.0026598069463227903
1,3769,0.0026907102867600023
1,3770,0.0030750663479872033
1,3771,0.003018930730002376
1,3772,0.002671252748592759
1,3773,0.002592675186552411
1,3775,0.0030289960456587367
1,3776,0.0026816958514394107
1,3777,0.0027403251277921463
1,3778,0.002740606068615964
1,3779,0.002451328650601059
1,3780,0.0024143863410748343
1,3781,0.002416801308677662
1,3782,0.002438451861683384
1,3783,0.00241150732199448
1,3784,0.0024432613921378356
1,3785,0.002500574284938895
1,3786,0.002500498170523069
1,3787,0.002055531183426233
1,3788,0.002596884985968702
1,3789,0.0025766684128917545
1,3790,0.002648467849582256
1,3791,0.00261647558451246
1,3792,0.002553992483835594
1,3793,0.002556918480063579
1,3794,0.0026204232579460853
1,3795,0.0027477769836974524
1,3796,0.002697272422392939
1,3797,0.002929802399136334
1,3798,0.002205836044021842
1,3799,0.00258904095976072
1,3800,0.0022097377889104567
1,3801,0.0022222392218689702
1,3802,0.00268958710870674
1,3803,0.0032690510065369904
1,3804,0.0021214543938960786
1,3805,0.0020973106563604094
1,3806,0.0031186096753282387
1,3807,0.0028990206800128247
1,3808,0.002836645503233415
1,3809,0.0025723813395829866
1,3810,0.002603369558205972
1,3811,0.0025906117233242664
1,3812,0.002657005674025013
1,3813,0.002692571462157787
1,3814,0.0026928407426904228
1,3815,0.0032070231832865303
1,3816,0.0020359046439572008
1,3817,0.00208832583048102
1,3818,0.002995746220803516
1,3819,0.002816648678045514
1,3820,0.0029634178607189495
1,3821,0.00293507488720641
1,3822,0.0029988215131345666
1,3823,0.0026424407167048797
1,3824,0.002847653089152157
1,3825,0.002887082350925195
1,3826,0.002915930116039113
1,3827,0.0028739184465051506
1,3828,0.0025655515288065976
1,3829,0.0021760044423535705
1,3830,0.0026154851212463457
1,3831,0.0021807998463244196
1,3832,0.0027121863763113234
1,3833,0.001915500414755619
1,3834,0.0032242307318358972
1,3835,0.0019768014779568276
1,3836,0.0026088186782975233
1,3837,0.002621521605382097
1,3838,0.0021303594334053434
1,3839,0.00216137590124411
1,3840,0.002172352857966516
1,3841,0.0021860494346517237
1,3842,0.0022392578641602387
1,3843,0.0024346204907478002
1,3844,0.0024392109013716
1,3845,0.0018713544571362752
1,3846,0.0018830650774695847
1,3847,0.0026039547294105544
1,3848,0.0027769522458789583
1,3849,0.0029146967078531494
1,3850,0.0029398872485471403
1,3851,0.0026438979326112305
1,3852,0.002711726159657591
1,3853,0.002091563814948279
1,3854,0.0027250738401045226
1,3855,0.002039709282253133
1,3856,0.0027318845572146286
1,3857,0.0020235851822090816
1,3858,0.0019567812962306644
1,3859,0.0019857614815475934
1,3860,0.0019152865283979586
1,3861,0.00271389249540784
1,3862,0.002795826618171594
1,3863,0.0030124535652050434
1,3864,0.0028860400545234087
1,3865,0.0029054937287893473
1,3866,0.002115871361710185
1,3867,0.0029223010944676845
1,3868,0.00197307293970715
1,3869,0.002081863593409921
1,3870,0.0021584562728759384
1,3871,0.002158674660844341
1,3872,0.0021528968692748015
1,3873,0.0021527057125579614
1,3874,0.0026243685671058013
1,3875,0.002621875132939112
1,3876,0.0026178816109783142
1,3877,0.002660003681846061
1,3878,0.002123418458321454
1,3879,0.0020460098703674423
1,3880,0.00261454683866391
1,3947,0.002660351100068678
2,3507,0.00239132309641742
2,3508,0.0021336155341994682
2,3509,0.002125474571979046
2,3510,0.00212736018274888
2,3511,0.0021290979281323595
2,3512,0.0021330641254012385
2,3513,0.0021520258446736016
2,3514,0.0022092227338235274
2,3515,0.002430477955539144
2,3516,0.002518522970499298
2,3517,0.002571042386831149
2,3518,0.002439867465059231
2,3519,0.0024207718319321104
2,3520,0.002795220184981722
2,3521,0.00245557614251329
2,3522,0.0024168389366209984
2,3523,0.0024244247752428947
2,3524,0.0024045407256942306
2,3525,0.002414551507096865
2,3526,0.002392547672973851
2,3527,0.0024203550971830137
2,3528,0.0024172406034387727
2,3529,0.0024065664158969317
2,3530,0.002427236644416654
2,3531,0.002410020750468617
2,3532,0.0024068230114777257
2,3533,0.0024171435571441113
2,3534,0.0024394557360203862
2,3535,0.002548761339157563
2,3536,0.0024227398104114443
2,3537,0.002124559135467435
2,3538,0.002142077898045762
2,3539,0.0021473040996110087
2,3540,0.002179095621054831
2,3541,0.0021182838060725723
2,3542,0.002144841690903823
2,3543,0.0022732801524333775
2,3544,0.0022885626641560306
2,3545,0.0017761510058969035
2,3546,0.0022968940360268853
2,3547,0.001760536234567043
2,3548,0.0017677489010997772
2,3549,0.0017674819468390809
2,3550,0.001982299419480888
2,3551,0.0017590607611289593
2,3552,0.0017571841148771182
2,3553,0.0016977189637717442
2,3554,0.0017833802758581213
2,3555,0.002012672125496397
2,3556,0.0021786672880020233
2,3557,0.0022050232826545642
2,3558,0.0021715518873302786
2,3559,0.0020863809340256295
2,3560,0.0022152846240834786
2,3561,0.0022752057323292755
2,3562,0.0023120554112549354
2,3563,0.0023257841878317094
2,3564,0.002334902272495011
2,3565,0.0023461546621862056
2,3566,0.0025050659417539473
2,3567,0.0025361070344778703
2,3568,0.0026263847697576056
2,3569,0.002636421723158053
2,3570,0.001957635816912733
2,3571,0.0018506770944042342
2,3572,0.002665188168414318
2,3573,0.0021647734954956207
2,3574,0.001973114247472843
2,3575,0.002526045293781264
2,3576,0.0021242900883732476
2,3577,0.002107134648700487
2,3578,0.002121601750561745
2,3579,0.001990315461777146
2,3580,0.0020142696102234954
2,3581,0.00253940509856678
2,3582,0.002189631851331052
2,3583,0.0020093026576109584
2,3584,0.00202065158752574
2,3585,0.0025367499679941623
2,3586,0.001952765960670601
2,3587,0.0023989869850424214
2,3588,0.0025142065557175464
2,3589,0.002494751853252481
2,3590,0.0025765354957470515
2,3592,0.002512112102416298
2,3593,0.0026331867701615574
2,3594,0.002530575696139526
2,3595,0.0025135687404230023
2,3596,0.00207320778827366
2,3597,0.0025503378882869732
2,3598,0.0025168567104585757
2,3599,0.0021233628717122334
2,3600,0.002607095702573141
2,3601,0.0025233605778540295
2,3602,0.0020826734463877945
2,3603,0.002128124668634837
2,3604,0.0021187279736871118
2,3605,0.002430175145721271
2,3606,0.0024967191230135495
2,3607,0.0025464485850655956
2,3608,0.0019751631361370407
2,3609,0.0025163438403365745
2,3610,0.0025202286114750297
2,3611,0.0025093500822380484
2,3612,0.0022946907556406397
2,3613,0.0024627595800974906
2,3614,0.002495665128989466
2,3615,0.001969825890640376
2,3616,0.00243692339325548
2,3617,0.0019644523728114247
2,3618,0.0021067094638097666
2,3619,0.0021213907903934437
2,3620,0.0024309531230870263
2,3621,0.0025332529955341037
2,3622,0.001986262405140216
2,3623,0.0019855063247652314
2,3624,0.0020836584309705717
2,3625,0.002461146817488792
2,3626,0.002072290424445781
2,3627,0.0021293626871060163
2,3628,0.0025318121419849356
2,3629,0.002446920755155031
2,3630,0.002109921113516105
2,3631,0.0024287825837657428
2,3632,0.0025583184170346208
2,3633,0.0024423478532170965
2,3634,0.0024485924244619242
2,3635,0.0020625842749214455
2,3636,0.002065920812352064
2,3637,0.002478045756518019
2,3638,0.002440430757551899
2,3639,0.0021992762141900997
2,3640,0.0021033706858859637
2,3641,0.0019453641309085505
2,3642,0.002337046549589511
2,3643,0.0024099730934687793
2,3644,0.0024592965214381987
2,3645,0.0024693096800908975
2,3646,0.0019244279699910623
2,3647,0.002581409867210086
2,3648,0.0025271424902774124
2,3649,0.0020666870173296865
2,3650,0.0019183174285472278
2,3651,0.0024345353796112945
2,3652,0.001983230126447036
2,3653,0.0023285006129706645
2,3654,0.002504345132262409
2,3655,0.0024351986915895265
2,3656,0.00196855008334006
2,3657,0.0020244551262142765
2,3658,0.0020423518860404016
2,3659,0.0019541621700409108
2,3660,0.001976893809907075
2,3661,0.0022001650363071504
2,3662,0.0019930879176497038
2,3663,0.0021737521990358895
2,3664,0.002154508463010944
2,3665,0.002221049968842737
2,3666,0.002224468791425165
2,3667,0.0019952681461475118
2,3668,0.00175001806698142
2,3669,0.001973900074942743
2,3670,0.0019530200554179274
2,3671,0.0019538632509174267
2,3672,0.0022498397536347614
2,3673,0.0020996659402099053
2,3674,0.002263530233975569
2,3675,0.0023357442813951293
2,3676,0.0020119574396208735
2,3677,0.0023548062451487235
2,3678,0.002483192486871402
2,3679,0.0025243398148262408
2,3680,0.0019312445704366718
2,3681,0.0024929954263691215
2,3682,0.0025289196127256516
2,3683,0.00214770545044933
2,3684,0.002056235533189735
2,3685,0.002454869753540762
2,3686,0.0024594943960919496
2,3687,0.0020930738184994475
2,3688,0.002480729129289303
2,3689,0.0025341019406092164
2,3690,0.002500844274430558
2,3691,0.0025193023954478526
2,3692,0.0025299381164572044
2,3693,0.002492701923372252
2,3694,0.0019492987496827806
2,3695,0.002583306358235867
2,3696,0.0024451898004833337
2,3697,0.0024733842766000336
2,3698,0.0024350734815867373
2,3699,0.002514593208256255
2,3700,0.0025634458499041502
2,3701,0.0024778678565789054
2,3702,0.0024552387988429412
2,3703,0.00244415415644457
2,3704,0.0018445505038894188
2,3705,0.0024005893934149706
2,3706,0.0025021888296135222
2,3707,0.002436593231964511
2,3708,0.0024337398215653495
2,3709,0.0028351255640651062
2,3710,0.0026366838521913087
2,3711,0.0026236548320265206
2,3712,0.0026870743130060835
2,3713,0.002882756179279831
2,3714,0.0028170301015463138
2,3715,0.001821466228509009
2,3716,0.0028955138953599387
2,3717,0.002959444865813218
2,3718,0.0028664056478041947
2,3719,0.0028893078977513596
2,3720,0.0024800436898454706
2,3721,0.0024880328723989906
2,3722,0.0024997457286875485
2,3723,0.0025475879166337347
2,3724,0.0028459109079909247
2,3725,0.0024771455015057185
2,3727,0.0028756315627471115
2,3728,0.0024642903877632482
2,3729,0.0024628686119326174
2,3730,0.002829493247617833
2,3731,0.0024514551427581147
2,3733,0.0029478838773642885
2,3734,0.002913693464052939
2,3735,0.002953638303746318
2,3736,0.00283684655856737
2,3737,0.0025677886855960284
2,3738,0.00222974912219599
2,3739,0.0023659178915936695
2,3740,0.0024432576935741086
2,3741,0.002421131905607169
2,3742,0.0024197941226254487
2,3743,0.00200669675796225
2,3744,0.001997262610047202
2,3745,0.002002059572156883
2,3746,0.002481792565601137
2,3747,0.0024655846683509777
2,3748,0.002489498497040613
2,3749,0.002491898560285801
2,3750,0.002550467069539058
2,3751,0.0025329958486234793
2,3752,0.002278594145031487
2,3753,0.0023275749431722944
2,3754,0.002315508350585036
2,3755,0.002330353317376912
2,3756,0.0023660742065984264
2,3757,0.002478176682059079
2,3758,0.002526289327991047
2,3759,0.002525368096182556
2,3760,0.002512728212453798
2,3761,0.002464077701158487
2,3762,0.002885785329296236
2,3763,0.0027604447577242604
2,3764,0.002757361355666839
2,3765,0.0019071338557124827
2,3766,0.0020305944324222574
2,3767,0.0024557545896393205
2,3768,0.0025174052580264204
2,3769,0.0025144335297300293
2,3770,0.0028356103382548444
2,3771,0.0028701518421535436
2,3772,0.0024943560072204483
2,3773,0.0024914177247811623
2,3775,0.002829792374706905
2,3776,0.002598291062918153
2,3777,0.002666858897330559
2,3778,0.0026466774515810595
2,3779,0.002291365950344411
2,3780,0.0022873887440247676
2,3781,0.0022894179192804987
2,3782,0.0023312296455665865
2,3783,0.0023535747034034212
2,3784,0.0024130958007932924
2,3785,0.00241674116529778
2,3786,0.0024073037730142867
2,3787,0.001918649303874316
2,3788,0.0024636168070833885
2,3789,0.0024513655397390465
2,3790,0.0025161812309196932
