WP4,campaign,rich,simp,FD,FR,pu
3507,1,23.272111428571428,14.095866729543069,0.28867700308459665,1.990641858209982e-5,103507
3507,2,25.13681865079366,14.568457231604912,0.30222024645804535,2.0210885731805223e-5,203507
3507,3,25.394286984126982,14.803421514148054,0.3020036802165504,2.0412783096482313e-5,303507
3507,4,23.331245317460322,11.745393725919435,0.2546868461280097,1.851695589293104e-5,403507
3507,5,23.44585392857143,11.317619381548765,0.23613100050062716,1.922195730335095e-5,503507
3507,6,24.16482555555556,12.688129823287102,0.2514284597301975,2.0059777363795366e-5,603507
3508,1,22.467313730158725,13.474067007045138,0.2879171425106687,1.9440241573769577e-5,103508
3508,2,24.350946904761912,14.153766741109612,0.3110469423380803,1.9643950263297722e-5,203508
3508,3,24.279779603174603,14.191999735788947,0.30862137236126014,1.940996999920631e-5,303508
3508,4,22.747524285714285,10.943296648101109,0.2527642945587082,1.8442927382892445e-5,403508
3508,5,22.601926031746036,10.594695275527682,0.23550956507473192,1.9056794860175606e-5,503508
3508,6,23.143160000000005,11.414926063918779,0.25127233717539343,1.9910936556834124e-5,603508
3509,1,22.467313730158725,13.474067007045138,0.2879171425106687,1.9440241573769577e-5,103509
3509,2,24.350946904761912,14.153766741109612,0.3110469423380803,1.9643950263297722e-5,203509
3509,3,24.279779603174603,14.191999735788947,0.30862137236126014,1.940996999920631e-5,303509
3509,4,22.747524285714285,10.943296648101109,0.2527642945587082,1.8442927382892445e-5,403509
3509,5,22.601926031746036,10.594695275527682,0.23550956507473192,1.9056794860175606e-5,503509
3509,6,23.143160000000005,11.414926063918779,0.25127233717539343,1.9910936556834124e-5,603509
3510,1,22.394765158730156,13.462323427045366,0.2852383453837029,1.9349391444290943e-5,103510
3510,2,24.4011180952381,14.067056423929628,0.3062813355214403,1.9866631889487027e-5,203510
3510,3,24.3657796031746,13.944398051491369,0.30306286618162226,1.9886071183111183e-5,303510
3510,4,22.756482804232803,11.02282276663197,0.25399109712131385,1.8573281334697688e-5,403510
3510,5,22.79733158730159,10.636939671849522,0.23588477927224408,1.9111983953900397e-5,503510
3510,6,22.862600634920643,11.35382292719739,0.2513446637157186,1.9616294040046072e-5,603510
3511,1,22.296756428571424,13.425685108156076,0.2852815638639722,1.8989823055629453e-5,103511
3511,2,24.448369285714293,14.140881275771008,0.30617350915742514,1.9809106020046535e-5,203511
3511,3,24.371762619047622,13.718787815218361,0.2942584066832865,1.9896070307680234e-5,303511
3511,4,22.641790105820107,10.87542928238044,0.25124710281989093,1.8532870743882472e-5,403511
3511,5,22.543289920634926,10.555238424603758,0.23600475960452322,1.8964943396241687e-5,503511
3511,6,22.71347666666667,11.332222376964875,0.2516643268194783,1.942038595850447e-5,603511
3512,1,22.296756428571424,13.425685108156076,0.2852815638639722,1.8989823055629453e-5,103512
3512,2,24.448369285714293,14.140881275771008,0.30617350915742514,1.9809106020046535e-5,203512
3512,3,24.371762619047622,13.718787815218361,0.2942584066832865,1.9896070307680234e-5,303512
3512,4,22.641790105820107,10.87542928238044,0.25124710281989093,1.8532870743882472e-5,403512
3512,5,22.543289920634926,10.555238424603758,0.23600475960452322,1.8964943396241687e-5,503512
3512,6,22.71347666666667,11.332222376964875,0.2516643268194783,1.942038595850447e-5,603512
3513,1,22.81341511544011,13.702441956074379,0.2845066446777935,2.031510502041248e-5,103513
3513,2,25.102073528138543,14.169504659329839,0.3020090752051911,2.1326996016138905e-5,203513
3513,3,25.06287479797981,13.494275213556806,0.288746803078123,2.1359453055635742e-5,303513
3513,4,23.588232972582983,11.56772078315181,0.2484495849441844,2.0554242152094285e-5,403513
3513,5,23.547066226551234,11.114938621727266,0.2364530887019286,2.0625926605242445e-5,503513
3513,6,23.658178051948052,11.912552779473605,0.25192312188511545,2.0862305052031898e-5,603513
3514,1,23.05909416305916,13.70218303979889,0.2858817505163604,2.022069646885086e-5,103514
3514,2,25.78635662337664,14.695304131697702,0.30880104186956525,2.1725896428606827e-5,203514
3514,3,25.867870512265526,14.300007017840194,0.30446089221908224,2.178106850564221e-5,303514
3514,4,24.008793766233772,11.612595235217993,0.2536946639829164,2.0697553241028864e-5,403514
3514,5,23.774371861471867,11.09863136702743,0.2366325259748216,2.081383464892302e-5,503514
3514,6,23.920470115440118,11.817546202456935,0.25252778868085785,2.126237099435759e-5,603514
3515,1,25.110857806637803,15.920953514540926,0.3040046419344554,2.1964051420858858e-5,103515
3515,2,28.2337155844156,16.541399547357145,0.3076460259948265,2.394376444984623e-5,203515
3515,3,28.43241891774893,16.43553147830017,0.30587359586610424,2.4430407878857735e-5,303515
3515,4,27.27924569023569,14.666848421468954,0.2772489239365263,2.4131108420657133e-5,403515
3515,5,27.215373596681104,15.024242829866793,0.25459714264759475,2.359942902759869e-5,503515
3515,6,28.138819473304473,16.893845747370683,0.2652841255452945,2.4769373695078337e-5,603515
3516,1,26.426823997113992,17.482806008858617,0.3032164992267499,2.3746028221984197e-5,103516
3516,2,30.392845663780676,18.85112208815959,0.30614310742919315,2.655118823337481e-5,203516
3516,3,30.584156219336236,18.838616368419736,0.30547292896528316,2.7395610095535504e-5,303516
3516,4,29.104713994709,17.145479533653045,0.28753551413688405,2.5518824507413596e-5,403516
3516,5,27.63478263708514,15.604549186684224,0.2624053948852635,2.4079525031902422e-5,503516
3516,6,28.048056767676773,16.86832767333778,0.2677012585428446,2.4447952460748013e-5,603516
3517,1,26.154262647907643,17.390575998199328,0.30230498165560005,2.306398047987712e-5,103517
3517,2,30.15979574314575,18.779207205429827,0.30528910706708684,2.6252126465487366e-5,203517
