"WP4","campaign","flo_sl","pu"
3595,2,0.063638387,1
3596,2,0.008825597,1
3597,2,0.017447822,1
3598,2,0.022989061,1
3599,2,0.006705699,1
3600,2,0.016135903,1
3601,2,0.045516331,1
3602,2,0.02880886,1
3603,2,0.010602824,1
3604,2,0.057033225,1
3605,2,0.018456775,1
3606,2,0.099594398,1
3607,2,0.090710091,1
3608,2,0.129662285,1
3609,2,0.069150733,1
3610,2,0.064984114,1
3611,2,0.026202494,1
3612,2,0.10951635,1
3613,2,0.044878876,1
3614,2,0.036125337,1
3615,2,0.092931367,1
3616,2,0.066979578,1
3617,2,0.068225372,1
3618,2,0.042205869,1
3619,2,0.026294463,1
3620,2,0.025973364,1
3621,2,0.048110052,1
3622,2,0.067927581,1
3623,2,0.07174381,1
3624,2,0.060584327,1
3625,2,0.015993524,1
3626,2,0.088735322,1
3627,2,0.054921285,1
3628,2,0.06975479,1
3629,2,0.034519967,1
3630,2,0.058844307,1
3631,2,0.055486741,1
3632,2,0.062788949,1
3633,2,0.015884011,1
3634,2,0.065781622,1
3635,2,0.082702902,1
3636,2,0.026860893,1
3637,2,0.046502614,1
3638,2,0.015011853,1
3639,2,0.092529909,1
3640,2,0.006521874,1
3641,2,0.095078353,1
3642,2,0.140174025,1
3643,2,0.073779567,1
3644,2,0.276275239,1
3645,2,0.056274965,1
3646,2,0.010368118,1
3647,2,0.012700075,1
3648,2,0.089929976,1
3649,2,0.120922433,1
3650,2,0.161107046,1
3651,2,0.058640609,1
3652,2,0.122947105,1
3653,2,0.029716709,1
3654,2,0.150740254,1
3655,2,0.064055704,1
3656,2,0.096309134,1
3657,2,0.124081147,1
3658,2,0.138022674,1
3659,2,0.115194625,1
3660,2,0.07585985,1
3661,2,0.046108826,1
3662,2,0.414312662,1
3663,2,0.306938231,1
3664,2,0.163725546,1
3665,2,0.229717942,1
3666,2,0.198028542,1
3667,2,0.169314352,1
3668,2,0.075593505,1
3669,2,0.155183032,1
3670,2,0.177379774,1
3671,2,0.081474807,1
3672,2,0.018558113,1
3673,2,0,1
3674,2,0.063389368,1
3675,2,0.069963113,1
3676,2,0.044067412,1
3677,2,0.035555731,1
3678,2,0.025325092,1
3679,2,0.070262171,1
3680,2,0.061388272,1
3681,2,0.097355469,1
3682,2,0.050153645,1
3683,2,0.038358666,1
3684,2,0,1
3685,2,0.031937345,1
3686,2,0.042056688,1
3687,2,0.14002527,1
3688,2,0.132816694,1
3689,2,0.07749839,1
3690,2,0.132703264,1
3691,2,0.147829955,1
3692,2,0.10677499,1
3693,2,0.165624952,1
3694,2,0.181860602,1
3695,2,0.148467859,1
3696,2,0.069419049,1
3697,2,0.649978727,1
3698,2,0.513545885,1
3699,2,0.168452112,1
3700,2,0.150418076,1
3701,2,0.199794743,1
3702,2,0.429307421,1
3703,2,0.146773372,1
3704,2,0.332172936,1
3705,2,0.488655338,1
3706,2,0.167474211,1
3707,2,0.436268009,1
3708,2,0.549564606,1
3709,2,0.346095905,1
3710,2,0.498831757,1
3711,2,0.662044895,1
3712,2,0.883262033,1
3713,2,0.367779502,1
3714,2,0.553828599,1
3715,2,0.711260867,1
3716,2,0.106165949,1
3717,2,0.129074369,1
3718,2,0.236631254,1
3719,2,0.233453589,1
3720,2,0.006765302,1
3721,2,0.154714491,1
3722,2,0.20432081,1
3723,2,0.08940413,1
3724,2,0.468972573,1
3725,2,0.215249672,1
3727,2,0.537979841,1
3728,2,0.365272352,1
3729,2,0.374496683,1
3730,2,0.62631665,1
3731,2,0.37413597,1
3733,2,0.372384016,1
3734,2,0.328245851,1
3735,2,0.400795192,1
3736,2,0.480641363,1
3737,2,0.379864105,1
3738,2,0.482735548,1
3739,2,0.607110108,1
3740,2,0.520059305,1
3741,2,0.432554208,1
3742,2,0.360844814,1
3743,2,0.47596296,1
3744,2,0.352356452,1
3745,2,0.24649302,1
3746,2,0.307178614,1
3747,2,0.199235213,1
3748,2,0.393711696,1
3749,2,0.101298903,1
3750,2,0.120104104,1
3751,2,0.183666057,1
3752,2,0.700539182,1
3753,2,0.387470466,1
3754,2,0.085022804,1
3755,2,0.101070021,1
3756,2,0.073853807,1
3757,2,0.069584287,1
3758,2,0.088434425,1
3759,2,0.185026557,1
3760,2,0.089856683,1
3761,2,0.385638254,1
3762,2,0.327092202,1
3763,2,0.288451725,1
3764,2,0.355432725,1
3765,2,0.325718154,1
3766,2,0.277642216,1
3767,2,0.228875588,1
3768,2,0.28378381,1
3769,2,0.234262573,1
3770,2,0.291136923,1
3771,2,0.410149361,1
3772,2,0.196583935,1
3773,2,0.171414326,1
3775,2,0.293384808,1
3776,2,0.348174038,1
3777,2,0.364443584,1
3778,2,0.380556978,1
3779,2,0.399276317,1
3780,2,0.371846441,1
3781,2,0.403575379,1
3782,2,0.424971579,1
3783,2,0.498060041,1
3784,2,0.334722129,1
3785,2,0.299653071,1
3786,2,0.293830286,1
3787,2,0.118387296,1
3788,2,0.246485017,1
3789,2,0.095403901,1
3790,2,0.218923332,1
3791,2,0.238162768,1
3792,2,0.414410919,1
3793,2,0.204489807,1
3794,2,0.317351106,1
3795,2,0.205961884,1
3796,2,0.2444074,1
3797,2,0.204783152,1
3798,2,0.321561855,1
3799,2,0.233451169,1
3800,2,0.203869996,1
3801,2,0.265649621,1
3802,2,0.209668054,1
3803,2,0.148816293,1
3804,2,0.219664758,1
3805,2,0.171029273,1
3806,2,0.222890776,1
3807,2,0.261571244,1
3808,2,0.25242026,1
3809,2,0.193473114,1
3810,2,0.260574287,1
3811,2,0.271996355,1
3812,2,0.208456854,1
3813,2,0.18748245,1
3814,2,0.137964374,1
3815,2,0.12766273,1
3816,2,0.201132906,1
3817,2,0.167658654,1
3818,2,0.187962345,1
3819,2,0.087276146,1
3820,2,0.15798121,1
3821,2,0.078408059,1
3822,2,0.004105727,1
3823,2,0.079415828,1
3824,2,0.090043065,1
3825,2,0.16048894,1
3826,2,0.166998758,1
3827,2,0.189775228,1
3828,2,0.215211046,1
3829,2,0.145702751,1
3830,2,0.168244161,1
3831,2,0.110377687,1
3832,2,0.080571643,1
3833,2,0.03476707,1
3834,2,0.045397375,1
3835,2,7.3e-05,1
3836,2,0.000315,1
3837,2,0.000411,1
3838,2,0.004766372,1
3839,2,0.003357805,1
3840,2,0.004048074,1
3841,2,0.003781647,1
3842,2,0.003211353,1
3843,2,0.015959848,1
3844,2,0.003572004,1
3845,2,0.001734369,1
3846,2,0.000828,1
3847,2,0.027491776,1
3848,2,0.052056214,1
3849,2,0.060059667,1
3850,2,0.068249389,1
3851,2,0.121917945,1
3852,2,0.061231857,1
3853,2,0.093240147,1
3854,2,0.003043334,1
3855,2,0.004223852,1
3856,2,0.00207011,1
3857,2,0.003091081,1
3858,2,0.006148501,1
3859,2,0.000243,1
3860,2,0.000235,1
3861,2,0.000293,1
3862,2,0.014199015,1
3863,2,0.00011,1
3864,2,0.000429,1
3865,2,0.001249808,1
3866,2,0.002315809,1
3867,2,0.009357326,1
3868,2,0.003751732,1
3869,2,0.003147241,1
3870,2,0.003613798,1
3871,2,0.002110537,1
3872,2,0.001263198,1
3873,2,0.00531675,1
3874,2,0.003682213,1
3875,2,0.013082221,1
3876,2,0.000823,1
3877,2,0.000244,1
3878,2,0.003604365,1
3879,2,0.001185443,1
3880,2,0.00450139,1
3947,2,0.797114122,1
3507,3,0.003881082,1
3508,3,0.001971225,1
3509,3,0.001945135,1
3510,3,0.000655,1
3511,3,0.000601,1
3512,3,0.001559583,1
3513,3,0.047824245,1
3514,3,0.064383147,1
3515,3,0.008013526,1
3516,3,0.114220793,1
3517,3,0.195009183,1
3518,3,0.194686269,1
3519,3,0.035593669,1
3520,3,0.003777355,1
3521,3,0.218000905,1
3522,3,0.33935107,1
3523,3,0.147288533,1
3524,3,0.278826236,1
3525,3,0.369605136,1
3526,3,0.254419738,1
3527,3,0.555140869,1
3528,3,0.653909486,1
3529,3,0.502683413,1
3530,3,0.629348893,1
3531,3,0.556987591,1
3532,3,0.49826828,1
3533,3,0.466517517,1
3534,3,0.647394313,1
3535,3,0.66532457,1
3536,3,0.503770869,1
3537,3,0.582725593,1
3538,3,0.797114122,1
3539,3,0.604046945,1
3540,3,1,1
3541,3,0.695377475,1
3542,3,0.710303728,1
3543,3,0.587338806,1
3544,3,0.337939034,1
3545,3,0.101010377,1
3546,3,0.061468361,1
3547,3,0.012825953,1
3548,3,0.046373761,1
3549,3,0.018405,1
3550,3,0.082150759,1
3551,3,0.147439396,1
3552,3,0.169275695,1
3553,3,0.086266146,1
3554,3,0.026045986,1
3555,3,0.012043433,1
3556,3,0,1
3557,3,0.007683285,1
3558,3,0.021749356,1
3559,3,0.028905158,1
3560,3,0.032330605,1
3561,3,0.067590364,1
3562,3,0.031212751,1
3563,3,0,1
3564,3,0.048878366,1
3565,3,0.099305301,1
3566,3,0.238545254,1
3567,3,0.089263439,1
3568,3,0.179285878,1
3569,3,0.08506814,1
3570,3,0.055703518,1
3571,3,0.035901977,1
3572,3,0.05136632,1
3573,3,0.114432442,1
3574,3,0.058470777,1
3575,3,0.05082693,1
3576,3,0.010121116,1
3577,3,0.013618491,1
3578,3,0.019749909,1
3579,3,0.028999624,1
3580,3,0.113092575,1
3581,3,0.050807183,1
3582,3,0.021489891,1
3583,3,0.016161286,1
3584,3,0.031810505,1
3585,3,0.133438674,1
3586,3,0.014742442,1
3587,3,0.005535094,1
3588,3,0.042990402,1
3589,3,0.098630811,1
3590,3,0.053508097,1
3592,3,0.11650594,1
3593,3,0.011832722,1
3594,3,0.088711401,1
3595,3,0.063638387,1
3596,3,0.008825597,1
3597,3,0.017447822,1
3598,3,0.022989061,1
3599,3,0.006705699,1
3600,3,0.016135903,1
3601,3,0.045516331,1
3602,3,0.02880886,1
3603,3,0.010602824,1
3604,3,0.057033225,1
3605,3,0.018456775,1
3606,3,0.099594398,1
3607,3,0.090710091,1
3608,3,0.129662285,1
3609,3,0.069150733,1
3610,3,0.064984114,1
3611,3,0.026202494,1
3612,3,0.10951635,1
3613,3,0.044878876,1
3614,3,0.036125337,1
3615,3,0.092931367,1
3616,3,0.066979578,1
3617,3,0.068225372,1
3618,3,0.042205869,1
3619,3,0.026294463,1
3620,3,0.025973364,1
3621,3,0.048110052,1
3622,3,0.067927581,1
3623,3,0.07174381,1
3624,3,0.060584327,1
3625,3,0.015993524,1
3626,3,0.088735322,1
3627,3,0.054921285,1
3628,3,0.06975479,1
3629,3,0.034519967,1
3630,3,0.058844307,1
3631,3,0.055486741,1
3632,3,0.062788949,1
3633,3,0.015884011,1
3634,3,0.065781622,1
3635,3,0.082702902,1
3636,3,0.026860893,1
3637,3,0.046502614,1
3638,3,0.015011853,1
3639,3,0.092529909,1
3640,3,0.006521874,1
3641,3,0.095078353,1
3642,3,0.140174025,1
3643,3,0.073779567,1
3644,3,0.276275239,1
3645,3,0.056274965,1
3646,3,0.010368118,1
3647,3,0.012700075,1
3648,3,0.089929976,1
3649,3,0.120922433,1
3650,3,0.161107046,1
3651,3,0.058640609,1
3652,3,0.122947105,1
3653,3,0.029716709,1
3654,3,0.150740254,1
3655,3,0.064055704,1
3656,3,0.096309134,1
3657,3,0.124081147,1
3658,3,0.138022674,1
3659,3,0.115194625,1
3660,3,0.07585985,1
3661,3,0.046108826,1
3662,3,0.414312662,1
3663,3,0.306938231,1
3664,3,0.163725546,1
3665,3,0.229717942,1
3666,3,0.198028542,1
3667,3,0.169314352,1
3668,3,0.075593505,1
3669,3,0.155183032,1
3670,3,0.177379774,1
3671,3,0.081474807,1
3672,3,0.018558113,1
3673,3,0,1
3674,3,0.063389368,1
3675,3,0.069963113,1
3676,3,0.044067412,1
3677,3,0.035555731,1
3678,3,0.025325092,1
3679,3,0.070262171,1
3680,3,0.061388272,1
3681,3,0.097355469,1
3682,3,0.050153645,1
3683,3,0.038358666,1
3684,3,0,1
3685,3,0.031937345,1
3686,3,0.042056688,1
3687,3,0.14002527,1
3688,3,0.132816694,1
3689,3,0.07749839,1
3690,3,0.132703264,1
3691,3,0.147829955,1
3692,3,0.10677499,1
3693,3,0.165624952,1
3694,3,0.181860602,1
3695,3,0.148467859,1
3696,3,0.069419049,1
3697,3,0.649978727,1
3698,3,0.513545885,1
3699,3,0.168452112,1
3700,3,0.150418076,1
3701,3,0.199794743,1
3702,3,0.429307421,1
3703,3,0.146773372,1
3704,3,0.332172936,1
3705,3,0.488655338,1
3706,3,0.167474211,1
3707,3,0.436268009,1
3708,3,0.549564606,1
3709,3,0.346095905,1
3710,3,0.498831757,1
3711,3,0.662044895,1
3712,3,0.883262033,1
3713,3,0.367779502,1
3714,3,0.553828599,1
3715,3,0.711260867,1
3716,3,0.106165949,1
3717,3,0.129074369,1
3718,3,0.236631254,1
3719,3,0.233453589,1
3720,3,0.006765302,1
3721,3,0.154714491,1
3722,3,0.20432081,1
3723,3,0.08940413,1
3724,3,0.468972573,1
3725,3,0.215249672,1
3727,3,0.537979841,1
3728,3,0.365272352,1
3729,3,0.374496683,1
3730,3,0.62631665,1
3731,3,0.37413597,1
3733,3,0.372384016,1
3734,3,0.328245851,1
3735,3,0.400795192,1
3736,3,0.480641363,1
3737,3,0.379864105,1
3738,3,0.482735548,1
3739,3,0.607110108,1
3740,3,0.520059305,1
3741,3,0.432554208,1
3742,3,0.360844814,1
3743,3,0.47596296,1
3744,3,0.352356452,1
3745,3,0.24649302,1
3746,3,0.307178614,1
3747,3,0.199235213,1
3748,3,0.393711696,1
3749,3,0.101298903,1
3750,3,0.120104104,1
3751,3,0.183666057,1
3752,3,0.700539182,1
3753,3,0.387470466,1
3754,3,0.085022804,1
3755,3,0.101070021,1
3756,3,0.073853807,1
3757,3,0.069584287,1
3758,3,0.088434425,1
3759,3,0.185026557,1
3760,3,0.089856683,1
3761,3,0.385638254,1
3762,3,0.327092202,1
3763,3,0.288451725,1
3764,3,0.355432725,1
3765,3,0.325718154,1
3766,3,0.277642216,1
3767,3,0.228875588,1
3768,3,0.28378381,1
3769,3,0.234262573,1
3770,3,0.291136923,1
3771,3,0.410149361,1
3772,3,0.196583935,1
3773,3,0.171414326,1
3775,3,0.293384808,1
3776,3,0.348174038,1
3777,3,0.364443584,1
3778,3,0.380556978,1
3779,3,0.399276317,1
3780,3,0.371846441,1
3781,3,0.403575379,1
3782,3,0.424971579,1
3783,3,0.498060041,1
3784,3,0.334722129,1
3785,3,0.299653071,1
3786,3,0.293830286,1
3787,3,0.118387296,1
3788,3,0.246485017,1
3789,3,0.095403901,1
3790,3,0.218923332,1
3791,3,0.238162768,1
3792,3,0.414410919,1
3793,3,0.204489807,1
3794,3,0.317351106,1
3795,3,0.205961884,1
3796,3,0.2444074,1
3797,3,0.204783152,1
3798,3,0.321561855,1
3799,3,0.233451169,1
3800,3,0.203869996,1
3801,3,0.265649621,1
3802,3,0.209668054,1
3803,3,0.148816293,1
3804,3,0.219664758,1
3805,3,0.171029273,1
3806,3,0.222890776,1
3807,3,0.261571244,1
3808,3,0.25242026,1
3809,3,0.193473114,1
3810,3,0.260574287,1
3811,3,0.271996355,1
3812,3,0.208456854,1
3813,3,0.18748245,1
3814,3,0.137964374,1
3815,3,0.12766273,1
3816,3,0.201132906,1
3817,3,0.167658654,1
3818,3,0.187962345,1
3819,3,0.087276146,1
3820,3,0.15798121,1
3821,3,0.078408059,1
3822,3,0.004105727,1
3823,3,0.079415828,1
3824,3,0.090043065,1
3825,3,0.16048894,1
3826,3,0.166998758,1
3827,3,0.189775228,1
3828,3,0.215211046,1
3829,3,0.145702751,1
3830,3,0.168244161,1
3831,3,0.110377687,1
3832,3,0.080571643,1
3833,3,0.03476707,1
3834,3,0.045397375,1
3835,3,7.3e-05,1
3836,3,0.000315,1
3837,3,0.000411,1
3838,3,0.004766372,1
3839,3,0.003357805,1
3840,3,0.004048074,1
3841,3,0.003781647,1
3842,3,0.003211353,1
3843,3,0.015959848,1
3844,3,0.003572004,1
3845,3,0.001734369,1
3846,3,0.000828,1
3847,3,0.027491776,1
