WP4,campaign,co2,pu
3507,1,14317.956136933333,103507
3508,1,34395.921836533336,103508
3509,1,33397.1279224,103509
3510,1,38731.673236,103510
3511,1,43542.130719466666,103511
3512,1,42577.01840293333,103512
3513,1,45690.7120924,103513
3514,1,30029.3875632,103514
3515,1,10127.071773146667,103515
3516,1,52075.72396533333,103516
3517,1,47026.9263204,103517
3518,1,37687.12922053333,103518
3519,1,19975.7667664,103519
3520,1,515.5497864106667,103520
3521,1,44992.76042186667,103521
3522,1,37024.229912266666,103522
3523,1,1266.5495445066667,103523
3524,1,14237.260412266667,103524
3525,1,29802.309158533335,103525
3526,1,11246.73153888,103526
3527,1,51005.95133413334,103527
3528,1,9339.3502386,103528
3529,1,14725.611441066667,103529
3530,1,5144.68477312,103530
3531,1,2305.090214773333,103531
3532,1,45202.86040386667,103532
3533,1,7590.615981946667,103533
3534,1,27797.977498266668,103534
3535,1,10270.561532586667,103535
3536,1,21124.3268244,103536
3537,1,21891.716848666667,103537
3538,1,22218.3239716,103538
3539,1,22854.82775,103539
3540,1,4609.956249413333,103540
3541,1,32160.970888,103541
3542,1,9172.786816013333,103542
3543,1,9888.539332226666,103543
3544,1,20138.212858933333,103544
3545,1,1507.447939088,103545
3546,1,18681.589830666668,103546
3547,1,837.2049809534667,103547
3548,1,1657.8143765213333,103548
3549,1,2045.4856684973333,103549
3550,1,3569.79572092,103550
3551,1,4683.768980948,103551
3552,1,6344.343041653333,103552
3553,1,1109.1700025333334,103553
3554,1,4231.636944696,103554
3555,1,2703.5369501626665,103555
3556,1,2698.3938287733336,103556
3557,1,818.4407039690667,103557
3558,1,3103.368044184,103558
3559,1,6169.220299261333,103559
3560,1,2891.485990088,103560
3561,1,4594.56433468,103561
3562,1,7793.37369232,103562
3563,1,2076.3724967733333,103563
3564,1,4861.178197586667,103564
3565,1,13730.713228933333,103565
3566,1,5539.2532358,103566
3567,1,12548.362714160001,103567
3568,1,8990.270093853333,103568
3569,1,6658.6225901866665,103569
3570,1,294.5031543306667,103570
3571,1,781.0296434933333,103571
3572,1,1147.1289146986667,103572
3573,1,1146.5515651618666,103573
3574,1,7231.4888333,103574
3575,1,1477.3985160933332,103575
3576,1,2090.0865446666667,103576
3577,1,2170.7553233466665,103577
3578,1,2410.5390445733333,103578
3579,1,2331.132611728,103579
3580,1,894.914260636,103580
3581,1,1983.50069068,103581
3582,1,3345.916183736,103582
3583,1,4653.925162458667,103583
3584,1,3512.0708102266667,103584
3585,1,2157.5139279466666,103585
3586,1,1713.7651263080002,103586
3587,1,1748.7574903733334,103587
3588,1,654.7017468013333,103588
3589,1,4115.94507504,103589
3590,1,675.2961907826667,103590
3592,1,1002.597372016,103592
3593,1,945.20170462,103593
3594,1,2105.9563113333334,103594
3595,1,4100.005064226667,103595
3596,1,795.4582458168,103596
3597,1,1714.8136977066667,103597
3598,1,2367.6066740533333,103598
3599,1,2124.1319931066664,103599
3600,1,2923.7625877066666,103600
3601,1,2633.6736667733335,103601
3602,1,4007.623085418667,103602
3603,1,1459.94421576,103603
3604,1,1769.8196405466667,103604
3605,1,1936.7792196133332,103605
3606,1,2541.0027364266666,103606
3607,1,825.30520422,103607
3608,1,1318.5033952226668,103608
3609,1,939.033415296,103609
3610,1,1407.993326384,103610
3611,1,4054.738140653333,103611
3612,1,1987.1930246,103612
3613,1,1187.8280369866666,103613
3614,1,3641.15858272,103614
3615,1,626.93644022,103615
3616,1,3455.66613612,103616
3617,1,2942.1072779466667,103617
3618,1,2475.2139436266666,103618
3619,1,1303.1233448466667,103619
3620,1,1298.0344076266667,103620
3621,1,1701.238427,103621
3622,1,1856.9854855666667,103622
3623,1,8158.317704721067,103623
3624,1,3654.7527551466665,103624
3625,1,1175.4693730253334,103625
3626,1,2399.700421232,103626
3627,1,2017.5811490746667,103627
3628,1,840.5072474213333,103628
3629,1,4338.805241293333,103629
3630,1,3826.5029754133334,103630
3631,1,3333.8590233466666,103631
3632,1,3009.942613973333,103632
3633,1,3321.0933695466665,103633
3634,1,2739.246573746667,103634
3635,1,729.9864117813333,103635
3636,1,5476.812579053333,103636
3637,1,3408.2495972,103637
3638,1,3365.6032517466665,103638
3639,1,5183.31840664,103639
3640,1,717.4006914533334,103640
3641,1,7300.384340541334,103641
3642,1,6936.180722453333,103642
3643,1,4199.336275893334,103643
3644,1,422.26480326666666,103644
3645,1,2847.3852272,103645
3646,1,2858.2595780266665,103646
3647,1,1157.3341183693333,103647
3648,1,759.6393237213333,103648
3649,1,1755.0911847066666,103649
3650,1,6254.986510146667,103650
3651,1,4779.56668896,103651
3652,1,1040.1680779584,103652
3653,1,7717.482231426667,103653
3654,1,6598.504698266666,103654
3655,1,6454.685057306667,103655
3656,1,1844.1647415066666,103656
3657,1,3195.4985321733334,103657
3658,1,5907.166707188,103658
3659,1,3542.171639816,103659
3660,1,1975.7481245866666,103660
3661,1,1079.6569527869333,103661
3662,1,216.7096729532,103662
3663,1,18586.187133866668,103663
3664,1,18258.0451164,103664
3665,1,10382.842011253333,103665
3666,1,5026.10667212,103666
3667,1,3495.65030516,103667
3668,1,768.90729394,103668
3669,1,2998.071187464,103669
3670,1,5475.480967653333,103670
3671,1,2280.490797736,103671
3672,1,5369.710769493333,103672
3673,1,436.2109475224,103673
3674,1,8486.965230813334,103674
3675,1,2440.8526689186665,103675
3676,1,963.1200972535734,103676
3677,1,5407.359683066667,103677
3678,1,2845.4717336133335,103678
3679,1,1248.72597728,103679
3680,1,555.1804186986667,103680
3681,1,1762.9862727866666,103681
3682,1,1882.90158196,103682
3683,1,936.9734136,103683
3684,1,619.4731161066667,103684
3685,1,5804.571340813333,103685
3686,1,2080.8369769333335,103686
3687,1,3895.548801106667,103687
3688,1,1162.9111712866666,103688
3689,1,1301.3744703466666,103689
3690,1,504.81971523066665,103690
3691,1,810.9581610133333,103691
3692,1,1819.6714096933333,103692
3693,1,6149.646588813333,103693
3694,1,2797.4363244666665,103694
3695,1,673.3754820826666,103695
3696,1,2169.6920090133335,103696
3697,1,2706.9027490666667,103697
3698,1,3869.7338658266667,103698
3699,1,4148.815779786667,103699
3700,1,2297.3699022533333,103700
3701,1,1036.7257010493333,103701
3702,1,2807.05841272,103702
3703,1,2855.467965226667,103703
3704,1,1044.2857663666666,103704
3705,1,4419.065357973333,103705
3706,1,3963.6383956,103706
3707,1,2229.787865853333,103707
3708,1,562.3455735093333,103708
3709,1,5051.404902373333,103709
3710,1,7532.64504696,103710
3711,1,6591.085644893334,103711
3712,1,7724.4329742,103712
3713,1,261.93848298666666,103713
3714,1,11870.294279746668,103714
3715,1,3182.55605952,103715
3716,1,3482.0030328933335,103716
3717,1,3548.537311466667,103717
3718,1,602.0348259906666,103718
3719,1,3741.75735604,103719
3720,1,582.3150426333333,103720
3721,1,2143.0030621866667,103721
3722,1,2061.29748,103722
3723,1,933.9479303293333,103723
3724,1,546.6157107506666,103724
3725,1,1137.8923982133333,103725
3727,1,1438.9509248533334,103727
3728,1,1002.2783237546666,103728
3729,1,902.4224824453333,103729
3730,1,2309.3226496533334,103730
3731,1,3620.64399936,103731
3733,1,1383.4126206133333,103733
3734,1,2873.22735396,103734
3735,1,1103.0428300653334,103735
3736,1,5380.53997788,103736
3737,1,23257.5139752,103737
3738,1,20751.35099626667,103738
3739,1,19365.401774,103739
3740,1,6122.435221306667,103740
3741,1,3962.4260122933333,103741
3742,1,8550.8542328,103742
3743,1,1985.19875296,103743
3744,1,8110.028812093334,103744
3745,1,5126.42980572,103745
3746,1,1568.6905375066667,103746
3747,1,5288.30740112,103747
3748,1,2135.27550836,103748
3749,1,5371.830320786667,103749
3750,1,4698.149538266666,103750
3751,1,2304.58822184,103751
3752,1,4055.244097253333,103752
3753,1,8627.585815386667,103753
3754,1,8552.763788786666,103754
3755,1,2920.065250466667,103755
3756,1,8161.5840760266665,103756
3757,1,5737.32112292,103757
3758,1,1200.643267136,103758
3759,1,1389.38882224,103759
3760,1,1984.4380684133332,103760
3761,1,1449.0512379733334,103761
3762,1,2095.5248864,103762
3763,1,8263.583255253334,103763
3764,1,21601.568736933332,103764
3765,1,4149.3789131466665,103765
3766,1,3628.61561708,103766
3767,1,2111.137029666667,103767
3768,1,3240.8558469866666,103768
3769,1,904.60682274,103769
3770,1,1879.48613576,103770
3771,1,1735.0646468533334,103771
3772,1,5899.107958573333,103772
3773,1,5338.962008253333,103773
3775,1,3257.57907148,103775
3776,1,30057.268452666667,103776
3777,1,49501.62201573333,103777
3778,1,25019.376305866666,103778
3779,1,32374.3693484,103779
3780,1,1684.5358689466666,103780
3781,1,3248.91590476,103781
3782,1,7034.106533293333,103782
3783,1,18318.329359066665,103783
3784,1,12533.6313684,103784
3785,1,2967.0141245866666,103785
3786,1,6410.6275775466665,103786
3787,1,2790.904338773333,103787
3788,1,1103.3799649093332,103788
3789,1,3745.117994853333,103789
3790,1,2024.2359746,103790
3791,1,3512.5177149866668,103791
3792,1,6670.912895813333,103792
3793,1,3516.5044012,103793
3794,1,3528.9899482,103794
3795,1,2612.7962531333333,103795
3796,1,1065.930340852,103796
3797,1,5670.285741733333,103797
3798,1,10326.206441426666,103798
3799,1,4237.144678226667,103799
3800,1,2092.406001786667,103800
3801,1,3518.81488908,103801
3802,1,684.9717385493333,103802
3803,1,1766.86450588,103803
3804,1,742.4940853533333,103804
3805,1,1089.9138745893333,103805
3806,1,2919.36562472,103806
3807,1,10366.796674906667,103807
3808,1,15993.672796266666,103808
3809,1,5550.07441644,103809
3810,1,6384.355272973334,103810
3811,1,4236.57358664,103811
3812,1,429.3340600573333,103812
