WP4,campaign,value,value_sd,pu
829,1,22306.634212660465,261.5600882249442,100829
830,1,22380.879212366497,168.77115610564806,100830
831,1,19524.349594605363,408.3013266643985,100831
832,1,15929.548466347142,377.0685260987452,100832
833,1,12515.821002855299,281.2258295903566,100833
834,1,25455.67657709159,746.2365916022435,100834
835,1,23000.21703578331,847.6687275226357,100835
836,1,21008.41774564557,823.003123236259,100836
837,1,20820.737096098095,723.1605139357516,100837
838,1,21273.967136315507,639.4221662965372,100838
839,1,12731.341547369255,375.82890281171404,100839
840,1,801.8857579579948,23.98493808211959,100840
841,1,10638.105160405441,334.62737114940415,100841
842,1,5619.058576794205,193.83795503180767,100842
843,1,18261.632748494525,549.2546205872815,100843
844,1,21207.55054401648,963.2329535752411,100844
845,1,6427.900889220148,334.14877198323387,100845
846,1,3520.0231645676026,165.83956593497453,100846
847,1,11111.015870414696,534.9242280366639,100847
848,1,8048.815683422362,398.34315259937546,100848
849,1,3974.6977755415496,173.0204062334756,100849
850,1,1610.726597292728,95.70459413170003,100850
851,1,6575.62489468565,227.8744746133966,100851
852,1,6030.2811995253915,322.06463133472334,100852
853,1,5644.942441074992,250.81175785823032,100853
854,1,4888.470903244013,222.32580738691996,100854
855,1,3794.8766754859034,245.96456566448228,100855
856,1,4060.075093786451,200.29097353291988,100856
857,1,3805.2629654634798,333.7392734916097,100857
859,1,404.03698938036166,18.520855628037573,100859
860,1,1174.5641060165499,103.21903658994522,100860
861,1,1019.4442950256638,112.38331240725354,100861
862,1,545.3659559627083,16.060813033737784,100862
863,1,608.8830707515519,19.14518096963376,100863
864,1,1418.1699563295238,103.96746631523841,100864
865,1,7528.1160958865985,561.453931598913,100865
866,1,6285.467283901777,472.69755347255654,100866
867,1,4249.636594582916,178.2710075058971,100867
868,1,2560.916829496877,177.32513132510655,100868
869,1,2883.8149363334232,293.0928827986322,100869
870,1,2260.9324895168284,303.54683308163305,100870
871,1,2591.388452619045,133.94227377500735,100871
872,1,2349.524340646405,163.1368544907599,100872
873,1,309.15708387420403,8.992018987272575,100873
874,1,6760.0952809376895,226.18046478701484,100874
875,1,3499.0091242710137,167.36563709965253,100875
876,1,6738.007930360347,288.28748688178763,100876
877,1,3499.0510159185706,173.61236300450418,100877
878,1,2139.132928447369,120.37132433526607,100878
879,1,1682.9258879354238,107.21490262614361,100879
880,1,2038.5786686250578,106.29854244644488,100880
881,1,1523.527421685223,72.56203820301417,100881
882,1,526.7276712957065,21.393936412700377,100882
883,1,1373.9096170231276,61.311051726162056,100883
884,1,841.698870977575,34.241631585168015,100884
885,1,2983.8161501382674,190.69214012529721,100885
886,1,3745.4271673452367,190.54332043490686,100886
887,1,2922.3352315571515,186.0145308842831,100887
888,1,520.3294789509779,17.7331764950608,100888
889,1,4337.653495960811,116.35302202018899,100889
890,1,3738.5546558899496,137.99660093070094,100890
891,1,3223.2972615880853,142.85307165355522,100891
892,1,1473.9523483897267,74.28135689281947,100892
893,1,1858.8293283834175,108.2033455713626,100893
894,1,1291.8717510623678,62.21185161529932,100894
895,1,708.3478947646272,28.88233383720374,100895
896,1,241.68771608402042,8.031320922021594,100896
897,1,520.4260592713591,21.18225722577507,100897
898,1,864.6324595343666,29.492224604806964,100898
899,1,2236.6213807019026,93.3503006249564,100899
900,1,765.4951301631514,28.519771315301412,100900
901,1,1255.7926055356602,79.19531871086464,100901
902,1,5517.891672908917,198.84089900779588,100902
903,1,5166.285572673276,195.5874222998018,100903
904,1,5836.558599861885,198.97386326873973,100904
905,1,2312.401836853026,116.69172794270268,100905
906,1,1476.6894149079658,52.14652899132737,100906
907,1,1414.9300406446896,51.90918516564435,100907
908,1,955.5576202634794,64.45850206859795,100908
909,1,635.9631619556785,13.342081014132866,100909
910,1,2654.239540720084,100.84925944688281,100910
911,1,6621.560005735957,387.6310170903781,100911
912,1,5042.643132897272,175.12349523213777,100912
913,1,4298.787563558894,216.99262321460836,100913
914,1,3545.966320616003,169.29384340990754,100914
915,1,1641.4672894549822,67.97495432499235,100915
916,1,2107.827822922478,79.84430222996374,100916
917,1,2078.9380624930604,76.8644263937587,100917
918,1,1030.1658653667603,37.494093566235094,100918
919,1,65.86598810433158,5.373447836743254,100919
920,1,404.64541155934677,16.258511387807257,100920
921,1,72.91732461247051,4.180692544875059,100921
922,1,489.3864614934253,8.034209939612659,100922
923,1,1105.8768034434079,35.36580041516697,100923
924,1,2458.399048611748,76.2589112142079,100924
925,1,5246.511731085248,220.67333434849627,100925
926,1,3779.046570741421,259.71808232294893,100926
927,1,2596.2211648967673,249.50883120805423,100927
928,1,4725.345905889499,358.74280815759727,100928
929,1,3262.986420545186,486.0145856668673,100929
930,1,178.65529272506876,22.949238192400365,100930
931,1,1926.3035186513603,61.35032222977295,100931
932,1,3938.1967563135336,136.6073733579697,100932
933,1,2123.0337014728266,100.02460427051766,100933
