id,id_down,STcon
103507,100029,0.801202742305499
103838,103507,0.980740740740741
103839,103838,0.981934731934732
103840,103839,0.981934731934732
103868,103840,0.982741474346228
103841,103840,0.98263951738234
103842,103841,0.982945736434108
103843,103842,0.983018568967514
103844,103843,0.983055478373623
103855,103844,0.984371184371184
103856,103855,0.983101807190173
103857,103855,0.98310502283105
103845,103844,0.983072853072853
103846,103845,0.983072853072853
103854,103846,0.984976525821596
103847,103846,0.984387242531305
103853,103847,0.930350485472832
103848,103847,0.985777777777778
103849,103848,0.985777777777778
103850,103849,0.985777777777778
103851,103850,0.98712318541661
103852,103850,0.983899228635137
103858,103843,0.983040935672515
103865,103858,0.983060109289618
103859,103858,0.984440122256182
103860,103859,0.984601949992389
103863,103860,0.985380810484418
103861,103860,0.986027397260274
103862,103861,0.986027397260274
103864,103859,0.983084429210322
103866,103842,0.984609692933777
103867,103841,0.982919880480856
103869,103838,0.982051282051282
103880,103869,0.982446311858077
103870,103869,0.823188405797102
103871,103870,0.823188405797102
103872,103871,0.860418984056359
103878,103872,0.873737373737374
103873,103872,0.864516129032258
103874,103873,0.9548802946593
103875,103874,0.9548802946593
103876,103873,0.654421768707483
103877,103876,0.654421768707483
103879,103871,0.846633744855967
103508,103507,0.866666666666666
103509,103508,0.866666666666666
103836,103509,0.908771929824561
103837,103836,0.908771929824561
103510,103509,0.880903744937456
103835,103510,0.81078431372549
103511,103510,0.928571428571428
103512,103511,0.928571428571428
103513,103512,0.818367346938776
103822,103513,0.901612903225806
103514,103513,0.918918918918919
103515,103514,0.966187348363808
103819,103515,0.945454545454545
103820,103819,0.945454545454545
103516,103515,0.948152947080682
103818,103516,0.946411483253588
103517,103516,0.961598201512365
103518,103517,0.906365767237226
103519,103518,0.957679241637946
103521,103520,0.953846153846154
103805,103521,0.902453189231983
103522,103521,0.925588448790109
103523,103522,0.957971014492754
103524,103523,0.957971014492754
103771,103524,0.962456636126985
103772,103771,0.962456636126985
103773,103772,0.962456636126985
103525,103524,0.912886894413885
103763,103525,0.956587204445222
103770,103763,0.96030534351145
103764,103763,0.96131386861313906
103767,103764,0.852319800843067
103769,103767,0.96681156104629
103768,103767,0.962237762237762
103765,103764,0.72273496361439
103766,103765,0.694430863593938
103526,103525,0.960629921259843
103527,103526,0.86549436795995
103737,103527,0.962350119904077
103738,103737,0.963908045977012
103739,103738,0.965187094735074
103751,103739,0.963616557734205
103740,103739,0.965795206971678
103749,103740,0.967290388947485
103750,103749,0.967893660531697
103741,103740,0.966871000925355
103742,103741,0.968088244407262
103743,103742,0.971086556169429
103744,103743,0.969480241177445
103745,103744,0.969480241177445
103746,103743,0.967027027027027
103747,103742,0.970763500931099
103748,103741,0.967893660531697
103752,103738,0.964399092970522
103761,103752,0.966640980416793
103753,103752,0.94122610292388
103754,103753,0.94122610292388
103760,103754,0.968472751466763
103755,103754,0.968644686016336
103756,103755,0.941005291005291
103757,103756,0.956036036036036
103758,103756,0.956030897207368
103759,103755,0.929041467731168
103528,103527,0.962368774777534
103736,103528,0.963448275862069
103529,103528,0.893468826184081
103530,103529,0.76167290886392
103531,103530,0.960367637998189
103733,103531,0.970337738619677
103532,103531,0.766910866910867
103730,103532,0.968263473053892
103731,103730,0.968263473053892
103533,103532,0.96339355465786
103727,103533,0.968988879384089
103729,103727,0.767749699157641
103728,103727,0.965594725396166
103534,103533,0.964705882352941
103535,103534,0.971126572908956
103536,103535,0.971351351351351
103537,103536,0.967878787878788
103708,103537,0.968343706247254
103538,103537,0.969011725293132
103539,103538,0.969011725293132
103704,103539,0.953077207488824
103707,103704,0.941916389197188
103705,103704,0.970266040688576
103706,103705,0.970266040688576
103540,103539,0.969252040294568
103541,103540,0.938345864661654
103697,103541,0.988278388278388
103698,103697,0.98714859437751
103700,103698,0.970981564524166
103699,103698,0.972103004291845
103701,103697,0.970453934998657
103542,103541,0.970588235294118
103543,103542,0.97085201793722
103658,103543,0.857583911408393
103662,103543,0.857583911408393
103659,103658,0.691213389121339
103660,103659,0.690534979423868
103661,103659,0.686583679114799
103544,103543,0.819125634203202
103545,103544,0.699674886516992
103546,103545,0.814608198818725
103547,103546,0.637775814822667
103548,103547,0.638394445282743
103549,103548,0.639530685920578
103550,103549,0.644215274854696
103551,103550,0.637485380116959
103622,103551,0.641176470588235
103552,103551,0.638705845672225
103553,103552,0.636577030055291
103612,103553,0.643939726144656
103616,103612,0.649298813376483
103613,103612,0.650426469925112
103615,103613,0.653780617678381
103614,103613,0.651554126473741
103554,103553,0.63792349726776
103555,103554,0.641371918542337
103602,103555,0.642852636322668
103610,103602,0.64779452056281
103603,103602,0.651848535365564
103609,103603,0.656443861948449
103604,103603,0.659214501510574
103608,103604,0.667256637168142
103605,103604,0.662772000930467
103607,103605,0.667256637168142
103606,103605,0.665281899109792
103556,103555,0.64481225412631
103557,103556,0.640637135825991
103558,103557,0.641793313069909
103559,103558,0.641741741741742
103560,103559,0.643002915451895
103561,103560,0.649414909691901
103586,103561,0.641408450704225
103594,103586,0.650413223140496
103587,103586,0.646518105849582
103588,103587,0.650413223140496
103592,103588,0.653591877869434
103589,103588,0.65609756097561
103590,103589,0.65609756097561
103593,103587,0.648476454293629
103562,103561,0.653505521144295
103583,103562,0.653249767873723
103584,103583,0.657300275482094
103585,103583,0.655401662049861
103563,103562,0.656081708449396
103564,103563,0.655799086757991
103565,103564,0.660447970158048
103566,103565,0.663181411974978
103567,103566,0.666753246753247
103568,103567,0.672400740429468
103569,103568,0.679247995299971
103570,103569,0.686308068459658
103571,103569,0.68424768202546
103572,103567,0.671304654643795
103573,103566,0.660689087497385
103574,103565,0.652328922868657
103580,103574,0.662700421940928
103575,103574,0.661842153294467
103579,103575,0.667747298420615
103576,103575,0.665240767746402
103578,103576,0.667747298420615
103577,103576,0.667747298420615
103581,103564,0.66136567834681
103582,103563,0.655841080663304
103595,103560,0.650235784237695
103596,103559,0.643939393939394
103597,103558,0.64491440080564
103598,103557,0.644036697247706
103599,103598,0.644763343403827
103600,103598,0.646200607902736
103601,103556,0.648904340428672
103611,103554,0.641368078175896
103617,103552,0.640291806958474
103621,103617,0.649726775956284
103618,103617,0.647008816495077
103620,103618,0.652008686210641
103619,103618,0.645602605863192
103623,103550,0.64457146005965
103624,103623,0.648780487804878
103625,103623,0.65121107266436
103626,103549,0.64288256227758
103627,103626,0.64288256227758
103628,103548,0.64422422022422
103629,103547,0.643645469911948
