WP4,campaign,flo_rip,pu
3595,2,0.03305785123966942,203595
3596,2,0,203596
3597,2,0.02295684113911845,203597
3598,2,0.03305785123966942,203598
3599,2,0.03305785123966942,203599
3600,2,0.02295684113911845,203600
3601,2,0.014692378328374653,203601
3602,2,0.03305785123966942,203602
3603,2,0.058769513315702473,203603
3604,2,0.07438016528925619,203604
3605,2,0.04499540863112947,203605
3606,2,0.07438016528925619,203606
3607,2,0.07438016528925619,203607
3608,2,0.07438016528925619,203608
3609,2,0.07438016528925619,203609
3610,2,0.058769513315702473,203610
3611,2,0.02295684113911845,203611
3612,2,0.04499540863112947,203612
3613,2,0.04499540863112947,203613
3614,2,0.058769513315702473,203614
3615,2,0.04499540863112947,203615
3616,2,0.04499540863112947,203616
3617,2,0.014692378328374653,203617
3618,2,0.02295684113911845,203618
3619,2,0.03305785123966942,203619
3620,2,0.02295684113911845,203620
3621,2,0.014692378328374653,203621
3622,2,0.008264462809917356,203622
3623,2,0.02295684113911845,203623
3624,2,0.04499540863112947,203624
3625,2,0.02295684113911845,203625
3626,2,0.03305785123966942,203626
3627,2,0.03305785123966942,203627
3628,2,0.014692378328374653,203628
3629,2,0.02295684113911845,203629
3630,2,0.014692378328374653,203630
3631,2,0.02295684113911845,203631
3632,2,0.03305785123966942,203632
3633,2,0.014692378328374653,203633
3634,2,0.014692378328374653,203634
3635,2,0.014692378328374653,203635
3636,2,0.014692378328374653,203636
3637,2,0.02295684113911845,203637
3638,2,0.008264462809917356,203638
3639,2,0.02295684113911845,203639
3640,2,0.03305785123966942,203640
3641,2,0.03305785123966942,203641
3642,2,0.058769513315702473,203642
3643,2,0.058769513315702473,203643
3644,2,0.07438016528925619,203644
3645,2,0.07438016528925619,203645
3646,2,0.058769513315702473,203646
3647,2,0.058769513315702473,203647
3648,2,0.17998163452837462,203648
3649,2,0.1111111111121212,203649
3650,2,0.091827364553719,203650
3651,2,0.014692378328374653,203651
3652,2,0,203652
3653,2,0.014692378328374653,203653
3654,2,0.02295684113911845,203654
3655,2,0.02295684113911845,203655
3656,2,0.03305785123966942,203656
3657,2,0.03305785123966942,203657
3658,2,0.02295684113911845,203658
3659,2,0.02295684113911845,203659
3660,2,0.04499540863112947,203660
3661,2,0.014692378328374653,203661
3662,2,0.02295684113911845,203662
3663,2,0.04499540863112947,203663
3664,2,0.04499540863112947,203664
3665,2,0.058769513315702473,203665
3666,2,0.04499540863112947,203666
3667,2,0.058769513315702473,203667
3668,2,0.058769513315702473,203668
3669,2,0.058769513315702473,203669
3670,2,0.058769513315702473,203670
3671,2,0.07438016528925619,203671
3672,2,0.07438016528925619,203672
3673,2,0.07438016528925619,203673
3674,2,0.07438016528925619,203674
3675,2,0.07438016528925619,203675
3676,2,0.07438016528925619,203676
3677,2,0.091827364553719,203677
3678,2,0.058769513315702473,203678
3679,2,0.07438016528925619,203679
3680,2,0.091827364553719,203680
3681,2,0.091827364553719,203681
3682,2,0.07438016528925619,203682
3683,2,0.07438016528925619,203683
3684,2,0.07438016528925619,203684
3685,2,0.07438016528925619,203685
3686,2,0.058769513315702473,203686
3687,2,0.091827364553719,203687
3688,2,0.058769513315702473,203688
3689,2,0.091827364553719,203689
3690,2,0.07438016528925619,203690
3691,2,0.091827364553719,203691
3692,2,0.091827364553719,203692
3693,2,0.3673094582203856,203693
3694,2,0.3314967860404958,203694
3695,2,0.4857667584961432,203695
3696,2,0.1111111111121212,203696
3697,2,0.1111111111121212,203697
3698,2,0.1111111111121212,203698
3699,2,0.07438016528925619,203699
3700,2,0.07438016528925619,203700
3701,2,0.07438016528925619,203701
3702,2,0.1111111111121212,203702
3703,2,0.1111111111121212,203703
3704,2,0.07438016528925619,203704
3705,2,0.07438016528925619,203705
3706,2,0.07438016528925619,203706
3707,2,0.07438016528925619,203707
3708,2,0.20661157024793386,203708
3709,2,0.091827364553719,203709
3710,2,0.15518824609614323,203710
3711,2,0.15518824609614323,203711
3712,2,0.15518824609614323,203712
3713,2,0.1111111111121212,203713
3714,2,0.15518824609614323,203714
3715,2,0.15518824609614323,203715
3716,2,0.058769513315702473,203716
3717,2,0.20661157024793386,203717
3718,2,0.1111111111121212,203718
3719,2,0.1322314049586777,203719
3720,2,0.23507805325840217,203720
3721,2,0.23507805325840217,203721
3722,2,0.23507805325840217,203722
3723,2,0.07438016528925619,203723
3724,2,0.1322314049586777,203724
3725,2,0.1322314049586777,203725
3727,2,0.1322314049586777,203727
3728,2,0.1322314049586777,203728
3729,2,0.1322314049586777,203729
3730,2,0.1322314049586777,203730
3731,2,0.1322314049586777,203731
3733,2,0.1111111111121212,203733
3734,2,0.1111111111121212,203734
3735,2,0.1322314049586777,203735
3736,2,0.1322314049586777,203736
3737,2,0.1322314049586777,203737
3738,2,0.1322314049586777,203738
3739,2,0.1111111111121212,203739
3740,2,0.07438016528925619,203740
3741,2,0.1322314049586777,203741
3742,2,0.17998163452837462,203742
3743,2,0.17998163452837462,203743
3744,2,0.15518824609614323,203744
3745,2,0.15518824609614323,203745
3746,2,0.1322314049586777,203746
3747,2,0.091827364553719,203747
3748,2,0.1111111111121212,203748
3749,2,0.04499540863112947,203749
3750,2,0.07438016528925619,203750
3751,2,0.091827364553719,203751
3752,2,0.07438016528925619,203752
3753,2,0.091827364553719,203753
3754,2,0.091827364553719,203754
3755,2,0.091827364553719,203755
3756,2,0.07438016528925619,203756
3757,2,0.15518824609614323,203757
3758,2,0.07438016528925619,203758
3759,2,0.1111111111121212,203759
3760,2,0.04499540863112947,203760
3761,2,0.07438016528925619,203761
3762,2,0.20661157024793386,203762
3763,2,0.17998163452837462,203763
3764,2,0.17998163452837462,203764
3765,2,0.26538108356446277,203765
3766,2,0.20661157024793386,203766
3767,2,0.1322314049586777,203767
3768,2,0.15518824609614323,203768
3769,2,0.07438016528925619,203769
3770,2,0.07438016528925619,203770
3771,2,0.07438016528925619,203771
3772,2,0.07438016528925619,203772
3773,2,0.07438016528925619,203773
3775,2,0.04499540863112947,203775
3776,2,0.15518824609614323,203776
3777,2,0.15518824609614323,203777
3778,2,0.15518824609614323,203778
3779,2,0.15518824609614323,203779
3780,2,0.1322314049586777,203780
3781,2,0.1322314049586777,203781
3782,2,0.1322314049586777,203782
3783,2,0.1322314049586777,203783
3784,2,0.1322314049586777,203784
3785,2,0.1322314049586777,203785
3786,2,0.15518824609614323,203786
3787,2,0.3314967860404958,203787
3788,2,0.1322314049586777,203788
3789,2,0.07438016528925619,203789
3790,2,0.1322314049586777,203790
3791,2,0.29752066115702475,203791
3792,2,0.20661157024793386,203792
3793,2,0.20661157024793386,203793
3794,2,0.1111111111121212,203794
3795,2,0.40495867768595034,203795
3796,2,0,203796
3797,2,0.1322314049586777,203797
3798,2,0.1322314049586777,203798
3799,2,0.1322314049586777,203799
3800,2,0.1322314049586777,203800
3801,2,0.1322314049586777,203801
3802,2,0.1111111111121212,203802
3803,2,0.20661157024793386,203803
3804,2,0.04499540863112947,203804
3805,2,0.058769513315702473,203805
3806,2,0,203806
3807,2,0.23507805325840217,203807
3808,2,0.23507805325840217,203808
3809,2,0.23507805325840217,203809
3810,2,0.23507805325840217,203810
3811,2,0.20661157024793386,203811
3812,2,0.26538108356446277,203812
3813,2,0.15518824609614323,203813
3814,2,0.20661157024793386,203814
3815,2,0.3314967860404958,203815
3816,2,0.20661157024793386,203816
3817,2,0,203817
3818,2,0.29752066115702475,203818
3819,2,0.5289256198347108,203819
3820,2,0.5289256198347108,203820
3821,2,0,203821
3822,2,0,203822
3823,2,0.29752066115702475,203823
3824,2,0.26538108356446277,203824
3825,2,0.26538108356446277,203825
3826,2,0.23507805325840217,203826
3827,2,0.20661157024793386,203827
3828,2,0.26538108356446277,203828
3829,2,0.29752066115702475,203829
3830,2,0.23507805325840217,203830
3831,2,0.44444444444242415,203831
3832,2,0.1322314049586777,203832
3833,2,0.7722681359071625,203833
3834,2,0.1111111111121212,203834
3835,2,0,203835
3836,2,0.07438016528925619,203836
3837,2,0.07438016528925619,203837
3838,2,0.17998163452837462,203838
3839,2,0.17998163452837462,203839
3840,2,0.17998163452837462,203840
3841,2,0.23507805325840217,203841
3842,2,0.29752066115702475,203842
3843,2,0.3673094582203856,203843
3844,2,0.3314967860404958,203844
3845,2,0.3673094582203856,203845
3846,2,0.3673094582203856,203846
3847,2,0.29752066115702475,203847
3848,2,0.26538108356446277,203848
3849,2,0.26538108356446277,203849
3850,2,0.26538108356446277,203850
3851,2,0.20661157024793386,203851
3852,2,0.20661157024793386,203852
3853,2,0.26538108356446277,203853
3854,2,0.091827364553719,203854
3855,2,0.07438016528925619,203855
3856,2,0.07438016528925619,203856
3857,2,0.058769513315702473,203857
3858,2,0.3314967860404958,203858
3859,2,0.719926538105785,203859
3860,2,1,203860
3861,2,1,203861
3862,2,1,203862
3863,2,0.03305785123966942,203863
3864,2,0.26538108356446277,203864
3865,2,0.15518824609614323,203865
3866,2,0.091827364553719,203866
3867,2,0.008264462809917356,203867
3868,2,0.07438016528925619,203868
3869,2,0.07438016528925619,203869
3870,2,0.1111111111121212,203870
3871,2,0.1111111111121212,203871
3872,2,0.17998163452837462,203872
3873,2,0.20661157024793386,203873
3874,2,0.40495867768595034,203874
3875,2,0.40495867768595034,203875
3876,2,0.1322314049586777,203876
3877,2,0.1322314049586777,203877
3878,2,0.1322314049586777,203878
3879,2,0.07438016528925619,203879
3880,2,0.03305785123966942,203880
3947,2,0.03305785123966942,203947
3507,3,0.23507805325840217,303507
3508,3,0.20661157024793386,303508
3509,3,0.20661157024793386,303509
3510,3,0.17998163452837462,303510
3511,3,0.1322314049586777,303511
3512,3,0.1322314049586777,303512
3513,3,0.1111111111121212,303513
3514,3,0.15518824609614323,303514
3515,3,0.1111111111121212,303515
3516,3,0.1111111111121212,303516
3517,3,0.091827364553719,303517
3518,3,0.091827364553719,303518
3519,3,0.091827364553719,303519
3520,3,0.23507805325840217,303520
3521,3,0.07438016528925619,303521
3522,3,0.07438016528925619,303522
3523,3,0.07438016528925619,303523
3524,3,0.07438016528925619,303524
3525,3,0.058769513315702473,303525
3526,3,0.058769513315702473,303526
3527,3,0.058769513315702473,303527
3528,3,0.03305785123966942,303528
3529,3,0.03305785123966942,303529
3530,3,0.03305785123966942,303530
3531,3,0.03305785123966942,303531
3532,3,0.03305785123966942,303532
3533,3,0.03305785123966942,303533
3534,3,0.03305785123966942,303534
3535,3,0.03305785123966942,303535
3536,3,0.03305785123966942,303536
3537,3,0.03305785123966942,303537
3538,3,0.03305785123966942,303538
3539,3,0.03305785123966942,303539
3540,3,0.014692378328374653,303540
3541,3,0.014692378328374653,303541
3542,3,0.02295684113911845,303542
3543,3,0.014692378328374653,303543
3544,3,0.014692378328374653,303544
3545,3,0.014692378328374653,303545
3546,3,0.014692378328374653,303546
3547,3,0.014692378328374653,303547
3548,3,0.014692378328374653,303548
3549,3,0.014692378328374653,303549
3550,3,0.014692378328374653,303550
3551,3,0.02295684113911845,303551
3552,3,0.02295684113911845,303552
3553,3,0.02295684113911845,303553
3554,3,0.02295684113911845,303554
3555,3,0.02295684113911845,303555
3556,3,0.02295684113911845,303556
3557,3,0.02295684113911845,303557
3558,3,0.02295684113911845,303558
3559,3,0.03305785123966942,303559
3560,3,0.04499540863112947,303560
3561,3,0.04499540863112947,303561
3562,3,0.04499540863112947,303562
3563,3,0.04499540863112947,303563
3564,3,0.04499540863112947,303564
3565,3,0.04499540863112947,303565
3566,3,0.058769513315702473,303566
3567,3,0.091827364553719,303567
3568,3,0.1111111111121212,303568
3569,3,0.1111111111121212,303569
3570,3,0.1111111111121212,303570
3571,3,0.1111111111121212,303571
3572,3,0.04499540863112947,303572
3573,3,0.04499540863112947,303573
3574,3,0.04499540863112947,303574
3575,3,0.091827364553719,303575
3576,3,0.058769513315702473,303576
3577,3,0.07438016528925619,303577
3578,3,0.058769513315702473,303578
3579,3,0.04499540863112947,303579
3580,3,0.04499540863112947,303580
3581,3,0.04499540863112947,303581
3582,3,0.02295684113911845,303582
3583,3,0.03305785123966942,303583
3584,3,0.091827364553719,303584
3585,3,0.04499540863112947,303585
3586,3,0.091827364553719,303586
3587,3,0.091827364553719,303587
3588,3,0.1111111111121212,303588
3589,3,0.1111111111121212,303589
3590,3,0.1111111111121212,303590
3592,3,0.1111111111121212,303592
3593,3,0.058769513315702473,303593
3594,3,0.1322314049586777,303594
3595,3,0.03305785123966942,303595
3596,3,0,303596
3597,3,0.02295684113911845,303597
