id1,id2,bound
100830,100829,1
100830,200830,1
100831,100829,1
100831,100830,1
100831,200831,1
100832,100829,1
100832,100830,1
100832,100831,1
100832,200832,1
100833,100829,1
100833,100830,1
100833,100831,1
100833,100832,1
100833,200833,1
100834,100829,1
100834,100830,1
100834,100831,1
100834,100832,1
100834,100833,1
100834,200834,1
100835,100829,1
100835,100830,1
100835,100831,1
100835,100832,1
100835,100833,1
100835,100834,1
100835,200835,1
100836,100829,0.6833
100836,100830,0.6833
100836,100831,0.6833
100836,100832,0.6833
100836,100833,0.6833
100836,100834,0.6833
100836,100835,0.6833
100836,200836,0.825
100837,100830,0.6833
100837,100831,0.6833
100837,100832,0.6833
100837,100833,0.6833
100837,100834,0.6833
100837,100835,0.6833
100837,100836,1
100837,200837,1
100838,100831,0.6833
100838,100832,0.6833
100838,100833,0.6833
100838,100834,0.6833
100838,100835,0.6833
100838,100836,1
100838,100837,1
100838,200838,1
100839,100832,0.6833
100839,100833,0.6833
100839,100834,0.6833
100839,100835,0.6833
100839,100836,1
100839,100837,1
100839,100838,1
100839,200839,1
100840,100832,0.6833
100840,100833,0.6833
100840,100834,0.6833
100840,100835,0.6833
100840,100836,1
100840,100837,1
100840,100838,1
100840,100839,1
100840,200840,1
100841,100833,0
100841,100834,0
100841,100835,0
100841,100836,0
100841,100837,0
100841,100838,0
100841,100839,0
100841,100840,0
100841,200841,0
100842,100834,0
100842,100835,0
100842,100836,0
100842,100837,0
100842,100838,0
100842,100839,0
100842,100840,0
100842,100841,1
100842,200842,1
100843,100834,0
100843,100835,0
100843,100836,0
100843,100837,0
100843,100838,0
100843,100839,0
100843,100840,0
100843,100841,1
100843,100842,1
100843,200843,1
100844,100836,0
100844,100837,0
100844,100838,0
100844,100839,0
100844,100840,0
100844,100841,1
100844,100842,1
100844,100843,1
100844,200844,1
100845,100836,0
100845,100837,0
100845,100838,0
100845,100839,0
100845,100840,0
100845,100841,1
100845,100842,1
100845,100843,1
100845,100844,1
