WP4,campaign,co2,pu
3542,5,26.023274023112094,503542
3542,6,30.343536462339266,603542
3543,1,26.403130088133267,103543
3543,2,26.74754192491958,203543
3543,3,22.069470624644758,303543
3543,4,47.11181523669628,403543
3543,5,6.63298153210375,503543
3543,6,24.82574061946046,603543
3544,1,26.494229604604918,103544
3544,2,26.676371168264886,203544
3544,3,22.081573815117956,303544
3544,4,46.50624241795556,403544
3544,5,5.023897573358763,503544
3544,6,23.31384937432405,603544
3545,1,15.950041908624417,103545
3545,2,16.895547871882798,203545
3545,3,10.364269872947997,303545
3545,4,32.564426690439234,403545
3545,5,2.113233523501209,503545
3545,6,15.56044191869796,603545
3546,1,23.787567204744825,103546
3546,2,23.93328999310131,203546
3546,3,16.00494333578657,303546
3546,4,32.18946615774536,403546
3546,5,5.9583905476893255,503546
3546,6,22.893400410260778,603546
3547,1,13.362770348645752,103547
3547,2,11.029184651545947,203547
3547,3,8.989177063490228,303547
3547,4,31.866625864921186,403547
3547,5,2.083641389477286,503547
3547,6,9.532621980542071,603547
3548,1,14.330627604988862,103548
3548,2,12.756552465649023,203548
3548,3,9.477741306175833,303548
3548,4,31.89580821887148,403548
3548,5,2.0929831412105178,503548
3548,6,9.81741261765112,603548
3549,1,12.056325962901123,103549
3549,2,10.399302745938463,203549
3549,3,8.747382553874516,303549
3549,4,32.36238928800665,403549
3549,5,2.003507541049535,503549
3549,6,7.245863768862156,603549
3550,1,24.3417268935739,103550
3550,2,24.364194336772982,203550
3550,3,13.806113189939538,303550
3550,4,32.33645645383038,403550
3550,5,3.1725432654931796,503550
3550,6,21.850919312136384,603550
3551,1,11.604074562874157,103551
3551,2,10.749888243888035,203551
3551,3,8.723482821828132,303551
3551,4,31.6262133264175,403551
3551,5,1.9317626888017467,503551
3551,6,8.513891077808859,603551
3552,1,11.707093022267603,103552
3552,2,10.721723988072972,203552
3552,3,8.7755833824061,303552
3552,4,31.64333835932315,403552
3552,5,1.8514121681567537,503552
3552,6,8.682219873076066,603552
3553,1,11.080876793506306,103553
3553,2,9.650242025604657,203553
3553,3,8.849847702052182,303553
3553,4,31.9731714677147,403553
3553,5,1.8970160742925257,503553
3553,6,3.7638785054699877,603553
3554,1,11.421738361663824,103554
3554,2,8.845754222296858,203554
3554,3,8.813851704364662,303554
3554,4,31.896901367714904,403554
3554,5,1.8641642937357354,503554
3554,6,4.713586439401999,603554
3555,1,12.607345407927252,103555
3555,2,13.359729646272553,203555
3555,3,9.366425853647085,303555
3555,4,31.674587722639423,403555
3555,5,2.0697277676484447,503555
3555,6,12.456559304618603,603555
3556,1,24.09988541721774,103556
3556,2,23.336974159507385,203556
3556,3,18.07526419973349,303556
3556,4,26.932781400002227,403556
3556,5,7.147254066155438,503556
3556,6,23.289709754200366,603556
3557,1,13.109543569128725,103557
3557,2,10.540562771187169,203557
3557,3,9.018914105638713,303557
3557,4,26.665069386083978,403557
3557,5,3.1645208945565084,503557
3557,6,16.791693920362178,603557
3558,1,13.02041542188278,103558
3558,2,10.510817609071413,203558
3558,3,8.458708761784056,303558
3558,4,26.2663705479862,403558
3558,5,3.5440451735513734,503558
3558,6,16.844603793949425,603558
3559,1,13.538322774910498,103559
3559,2,9.637985703679378,203559
3559,3,8.7616056165691,303559
3559,4,26.911838204271707,403559
3559,5,4.3303833905305265,503559
3559,6,16.90135522724044,603559
3560,1,13.080158046275109,103560
3560,2,9.665021120098434,203560
3560,3,8.755447983666487,303560
3560,4,24.631709780890077,403560
3560,5,4.453988633764025,503560
3560,6,17.042381686019073,603560
3561,1,20.979072444539344,103561
3561,2,17.857946305521246,203561
3561,3,17.998078143343978,303561
3561,4,24.70739469168015,403561
3561,5,7.8075830965546675,503561
3561,6,23.49888351647723,603561
3562,1,31.64770930505143,103562
3562,2,30.973809939914837,203562
3562,3,25.94092265663005,303562
3562,4,23.34909905358385,403562
3562,5,11.366958055506036,503562
3562,6,29.947614254699253,603562
3563,1,32.44460627093653,103563
3563,2,31.661087469725196,203563
3563,3,26.394167718251055,303563
3563,4,22.3081785443413,403563
3563,5,11.058569195487454,503563
3563,6,30.75297865008012,603563
3564,1,26.78796715530283,103564
3564,2,26.051935756048913,203564
3564,3,20.964648010048812,303564
3564,4,21.447149843914268,403564
3564,5,9.83850371824192,503564
3564,6,25.59059843330823,603564
3565,1,32.46124000171889,103565
3565,2,31.404369656115882,203565
3565,3,25.91161021504834,303565
3565,4,21.329627673529078,403565
3565,5,11.961403560666469,503565
3565,6,30.858099294470986,603565
3566,1,26.929715774379016,103566
3566,2,26.2282185104388,203566
3566,3,21.579920636396004,303566
3566,4,22.588367195437755,403566
3566,5,12.765889021683815,503566
3566,6,25.921482478542945,603566
3567,1,30.66183796550439,103567
3567,2,30.64766164853198,203567
3567,3,26.626637533087766,303567
3567,4,21.796509250741998,403567
3567,5,13.245494810355481,503567
3567,6,30.298690820742458,603567
3568,1,43.05716020275954,103568
3568,2,33.57533146533363,203568
3568,3,26.092319178209216,303568
3568,4,38.92719308545032,403568
3568,5,21.76797046536581,503568
3568,6,33.77296557074298,603568
3569,1,33.10847461648642,103569
3569,2,29.772141974283308,203569
3569,3,24.256127840198253,303569
3569,4,30.21409682222338,403569
3569,5,17.16648907994632,503569
3569,6,27.87466713380577,603569
3570,1,33.63832438908139,103570
3570,2,33.74664902866921,203570
3570,3,26.190458984917726,303570
3570,4,20.595258461691756,403570
3570,5,9.53524026840396,503570
3570,6,22.13820926686543,603570
3571,1,37.63547444542615,103571
3571,2,35.62390603194694,203571
3571,3,24.861389625805927,303571
3571,4,28.96238865393906,403571
3571,5,17.047916636462347,503571
3571,6,34.937441993559894,603571
3572,1,40.733119515717554,103572
3572,2,35.57781381295104,203572
3572,3,22.35667021205493,303572
3572,4,32.24945482022185,403572
3572,5,19.050742659159972,503572
3572,6,31.616974323682932,603572
3573,1,25.855132313359483,103573
3573,2,16.404456693321798,203573
3573,3,7.402741909355472,303573
3573,4,18.420428107999584,403573
3573,5,2.41619595095728,503573
3573,6,5.582202448687484,603573
3574,1,18.558887030497406,103574
3574,2,11.664105172490757,203574
3574,3,9.462268317485123,303574
3574,4,22.436234694874535,403574
3574,5,8.998030067160153,503574
3574,6,23.44486145003258,603574
3575,1,66.41034917781988,103575
3575,2,55.764568706759405,203575
3575,3,43.592644794235525,303575
3575,4,48.77812519727558,403575
3575,5,35.467737199996485,503575
3575,6,50.54426364297319,603575
3576,1,48.09203935587367,103576
3576,2,41.5557133451273,203576
3576,3,29.833618367971543,303576
3576,4,41.11445906732696,403576
3576,5,22.019572567466383,503576
3576,6,33.74239779507055,603576
3577,1,52.834116598364915,103577
3577,2,48.44777632335595,203577
3577,3,32.75571655371643,303577
3577,4,41.28083081467172,403577
3577,5,23.308252787891945,503577
3577,6,36.85205865106811,603577
3578,1,52.796363043414175,103578
3578,2,47.9586597833955,203578
3578,3,34.39055910836582,303578
3578,4,40.1946457482143,403578
3578,5,28.232737141317806,503578
3578,6,40.61367632250037,603578
3579,1,26.366538259930753,103579
3579,2,26.695712837030804,203579
3579,3,21.420132398008615,303579
3579,4,21.585295339874413,403579
3579,5,4.38447705775423,503579
3579,6,14.4155474036847,603579
3580,1,45.04971064192107,103580
3580,2,39.99225345775707,203580
3580,3,30.768068255591295,303580
3580,4,38.62375709957651,403580
3580,5,25.245173215935736,503580
3580,6,33.50697457549997,603580
3581,1,53.532584153078076,103581
3581,2,49.876243520111956,203581
3581,3,29.340118661103595,303581
3581,4,37.18976331082992,403581
3581,5,20.106472636048313,503581
3581,6,35.405132986282155,603581
3582,1,18.891925334375202,103582
3582,2,12.850207902358981,203582
3582,3,9.69301717907009,303582
3582,4,23.514297482178502,403582
3582,5,4.969483972252659,503582
3582,6,6.958156796914299,603582
3583,1,30.26938373431311,103583
3583,2,31.17790604365583,203583
3583,3,27.092315724492543,303583
3583,4,51.31763668912072,403583
3583,5,10.667162094904974,503583
3583,6,27.396092392261085,603583
3584,1,38.89908118517156,103584
3584,2,37.464141531395185,203584
3584,3,28.642317929737004,303584
3584,4,35.984889923983644,403584
3584,5,22.48340264743375,503584
3584,6,30.753098060267984,603584
3585,1,39.71321323272728,103585
3585,2,41.58786514665297,203585
3585,3,37.01976729959721,303585
3585,4,51.669077866417865,403585
3585,5,20.986654835779962,503585
3585,6,41.4752983133079,603585
3586,1,14.181744592275887,103586
3586,2,18.91402943193475,203586
3586,3,18.815712440525328,303586
3586,4,60.92939872007466,403586
3586,5,6.4603159161652775,503586
3586,6,7.66642409886931,603586
3587,1,47.11867116269141,103587
3587,2,44.068995424323646,203587
3587,3,38.172258490854134,303587
3587,4,47.53630670732569,403587
3587,5,29.653782253015404,503587
3587,6,41.22719567325264,603587
3588,1,34.051646116988636,103588
3588,2,31.184037823873215,203588
3588,3,26.537061389347222,303588
3588,4,37.986092884664416,403588
3588,5,19.733435806000237,503588
3588,6,26.880958886222405,603588
3589,1,34.36073152278789,103589
3589,2,31.914885249233663,203589
3589,3,26.552733384789875,303589
3589,4,34.373621853556386,403589
3589,5,20.633571207119566,503589
3589,6,28.11922955426838,603589
3590,1,37.97199049557429,103590
3590,2,36.53337263688163,203590
3590,3,26.191946643734354,303590
3590,4,31.52199323136328,403590
3590,5,21.970831464967723,503590
3590,6,29.38205363542936,603590
3592,1,37.37966333309831,103592
3592,2,35.388170768920965,203592
3592,3,28.017196591799912,303592
3592,4,34.851777530097145,403592
3592,5,19.75381884660016,503592
3592,6,30.921660873587108,603592
3593,1,39.90058240546224,103593
3593,2,38.59052339010156,203593
3593,3,32.672312207087835,303593
3593,4,34.42272717335794,403593
3593,5,26.323166617612106,503593
3593,6,33.574855981630776,603593
3594,1,35.50045170731356,103594
3594,2,33.287271510344524,203594
3594,3,26.754927586739647,303594
3594,4,38.060809992571706,403594
3594,5,21.434961421761955,503594
3594,6,28.57808122412231,603594
3595,1,37.216497934546716,103595
3595,2,39.141526761351365,203595
3595,3,36.264116515596584,303595
3595,4,23.89194560633686,403595
3595,5,18.370127139197137,503595
3595,6,39.20685430685016,603595
3596,1,51.017016951724194,103596
3596,2,50.00448443007738,203596
3596,3,37.26576611426385,303596
3596,4,35.24719648572685,403596
3596,5,22.53196564027236,503596
3596,6,28.504534231614024,603596
3597,1,42.4218227480421,103597
3597,2,41.168081156098054,203597
3597,3,27.73966630213208,303597
3597,4,36.19282833694104,403597
3597,5,19.873660139940704,503597
3597,6,32.919624790464255,603597
3598,1,35.62519329140548,103598
3598,2,35.612731257650104,203598
3598,3,30.9706227139524,303598
3598,4,24.574777802943736,403598
3598,5,11.965196910319161,503598
3598,6,35.743953885135156,603598
3599,1,37.61926272043441,103599
3599,2,37.10375505205222,203599
3599,3,21.046874522321218,303599
3599,4,33.7149605947535,403599
3599,5,21.23143726759435,503599
3599,6,20.41750071156761,603599
3600,1,47.75010501680789,103600
3600,2,41.71349006574153,203600
3600,3,25.03608508126207,303600
3600,4,37.66223680845893,403600
3600,5,20.453826983172043,503600
3600,6,31.86782142684345,603600
3601,1,38.42002248127227,103601
3601,2,39.950296655732885,203601
3601,3,36.17078378807595,303601
3601,4,53.0150228914723,403601
3601,5,18.211905758728278,503601
3601,6,39.95551783525577,603601
3602,1,21.612763824562812,103602
3602,2,30.749741884995238,203602
3602,3,26.251428775273638,303602
3602,4,69.87289023515294,403602
3602,5,8.787212725361726,503602
3602,6,15.55683254395992,603602
3603,1,34.94501860084648,103603
3603,2,32.68833164976183,203603
3603,3,31.70401782032001,303603
3603,4,53.21772475772289,403603
3603,5,18.90399918217347,503603
3603,6,30.126465681361466,603603
3604,1,33.39237405263631,103604
3604,2,31.397764447860723,203604
3604,3,30.089567225435097,303604
3604,4,49.81323664843453,403604
3604,5,19.85788146692139,503604
3604,6,28.602975101711543,603604
3605,1,36.72412705589517,103605
3605,2,33.94952348535695,203605
3605,3,30.177869341456443,303605
3605,4,41.86769245615895,403605
3605,5,24.73127512649625,503605
3605,6,30.157465023969436,603605
3606,1,38.2460896495721,103606
3606,2,37.979919018220954,203606
3606,3,34.24730711752851,303606
3606,4,39.76862321518496,403606
3606,5,20.14017873795171,503606
3606,6,35.17230822198049,603606
3607,1,36.52151398327674,103607
3607,2,33.90357175350672,203607
3607,3,27.400265789026637,303607
3607,4,33.86347247001848,403607
3607,5,22.376664937866042,503607
3607,6,29.592766660995217,603607
3608,1,37.13452161981472,103608
3608,2,36.58360662122843,203608
3608,3,30.803848265075768,303608
3608,4,45.445175814892295,403608
3608,5,19.658672907284526,503608
3608,6,32.99867990124717,603608
3609,1,36.81944467117856,103609
3609,2,34.47572207007312,203609
3609,3,27.764137234676348,303609
3609,4,38.63920152512502,403609
3609,5,20.308746058232305,503609
3609,6,30.27985448878203,603609
3610,1,37.13591026199609,103610
3610,2,36.84751884682271,203610
3610,3,32.687414355223645,303610
3610,4,41.9644455009976,403610
3610,5,23.09253566647184,503610
3610,6,33.009859737928494,603610
3611,1,40.8607298869901,103611
3611,2,39.42025681213423,203611
3611,3,30.990027233542982,303611
3611,4,47.560610292537525,403611
3611,5,23.80191509111694,503611
3611,6,33.8305465032506,603611
3612,1,36.751614086076486,103612
3612,2,36.52177206443571,203612
3612,3,33.50453481864825,303612
3612,4,63.93450331026938,403612
3612,5,13.772087295919778,503612
3612,6,36.413084819840975,603612
3613,1,34.76987493180745,103613
3613,2,33.89729619985886,203613
3613,3,28.79505123749771,303613
3613,4,35.5299519553718,403613
3613,5,16.429435121993237,503613
3613,6,29.422178399883972,603613
3614,1,40.201213859081335,103614
3614,2,38.40233188816589,203614
3614,3,29.57284856930653,303614
3614,4,38.34777738856113,403614
3614,5,22.826884929170017,503614
3614,6,31.72883534792221,603614
3615,1,40.92281662333653,103615
3615,2,40.34402487481385,203615
3615,3,30.632558774084533,303615
3615,4,28.45153788659765,403615
3615,5,14.73796095036475,503615
3615,6,36.518966701503885,603615
3616,1,34.21906267659084,103616
3616,2,32.57605559982427,203616
3616,3,29.129944139168156,303616
3616,4,38.234368370027084,403616
3616,5,19.503029062910006,503616
3616,6,29.88920899249389,603616
3617,1,42.172669085843594,103617
3617,2,42.19175261991826,203617
3617,3,34.21102992425786,303617
3617,4,32.34398611636091,403617
3617,5,13.494866366481606,503617
3617,6,42.49601104094597,603617
3618,1,25.612093975746397,103618
3618,2,26.238637875704956,203618
3618,3,21.457579035769044,303618
3618,4,23.062877297506226,403618
3618,5,9.814275929104825,503618
3618,6,26.14057117054839,603618
3619,1,43.22543309349636,103619
3619,2,41.99484832011325,203619
3619,3,24.117869883436253,303619
3619,4,36.313836802558065,403619
3619,5,19.989057627049853,503619
3619,6,27.57236631317057,603619
3620,1,49.56614785984135,103620
3620,2,43.689696327709996,203620
3620,3,24.342125706350508,303620
3620,4,34.276194114523534,403620
3620,5,19.585480313612603,503620
3620,6,34.24389849560062,603620
3621,1,43.345969906973494,103621
3621,2,42.34409193022982,203621
3621,3,30.91985985134736,303621
3621,4,40.51494648453248,403621
3621,5,25.17188868328315,503621
3621,6,35.87063096145384,603621
3622,1,39.42630720197867,103622
3622,2,39.72462007221199,203622
3622,3,34.490020766578205,303622
3622,4,57.53488416954866,403622
3622,5,19.289233547577766,503622
3622,6,32.17075314573653,603622
3623,1,54.02966825579702,103623
3623,2,56.80427037285932,203623
3623,3,39.32582232235202,303623
3623,4,27.691756788140104,403623
3623,5,7.069161028425534,503623
3623,6,25.34680760907363,603623
3624,1,46.936159205075754,103624
3624,2,45.58965893523188,203624
3624,3,34.51899501118611,303624
3624,4,36.66875198588565,403624
3624,5,17.823906388494763,503624
3624,6,34.663501951782706,603624
3625,1,48.99719633801968,103625
3625,2,45.65336516971277,203625
3625,3,34.36059931739457,303625
3625,4,41.10937523725968,403625
3625,5,24.692065980011932,503625
3625,6,38.5749076882406,603625
3626,1,18.98814654288728,103626
3626,2,12.5570791192759,203626
3626,3,8.016992646364113,303626
3626,4,26.69527827048566,403626
3626,5,2.515711631509405,503626
3626,6,6.607231856380114,603626
3627,1,25.14830786297386,103627
3627,2,16.61426542416109,203627
3627,3,10.17167969892568,303627
3627,4,24.812096398448475,403627
3627,5,6.204069492857382,503627
3627,6,9.384047038088326,603627
3628,1,45.477913761068734,103628
3628,2,46.19300016946163,203628
3628,3,41.66764979956885,303628
3628,4,81.32957015942688,403628
3628,5,26.78294905282474,503628
3628,6,43.49851267181824,603628
3629,1,34.70602925114568,103629
3629,2,33.849990259726226,203629
3629,3,27.595453168963356,303629
3629,4,28.387598805072734,403629
3629,5,11.2955943667634,503629
3629,6,34.15573184996262,603629
3630,1,33.525137540955384,103630
3630,2,31.594518335613557,203630
3630,3,26.84531021383316,303630
3630,4,42.61006634767006,403630
3630,5,16.12556150260415,503630
3630,6,27.31921742928028,603630
3631,1,44.065602622856616,103631
3631,2,40.674872310373345,203631
3631,3,24.815770894234113,303631
3631,4,40.07219991525662,403631
3631,5,21.336537786738443,503631
3631,6,39.046698744469516,603631
3632,1,35.289439334846136,103632
3632,2,31.97923088742718,203632
3632,3,23.58790343531601,303632
3632,4,39.56266039456088,403632
3632,5,19.640034749920453,503632
3632,6,27.083174433208733,603632
3633,1,28.42049975645454,103633
3633,2,29.257686340507483,203633
3633,3,28.233501147756222,303633
3633,4,67.85532148160073,403633
3633,5,8.458471678926598,503633
3633,6,27.920823379584434,603633
3634,1,26.6207487015008,103634
3634,2,27.388407468055874,203634
3634,3,24.78352685007242,303634
3634,4,28.074205911328214,403634
3634,5,6.1421485309154065,503634
3634,6,26.024916159508177,603634
3635,1,37.5606821700805,103635
3635,2,37.58579206322267,203635
3635,3,35.037985646676226,303635
3635,4,80.02023668453984,403635
3635,5,14.737777753192628,503635
3635,6,37.35505998193999,603635
3636,1,39.89299940152449,103636
3636,2,40.794601462582435,203636
3636,3,37.18216548501216,303636
3636,4,79.70483826837575,403636
3636,5,15.463978175543431,503636
3636,6,41.29507580547992,603636
3637,1,35.705383104490764,103637
3637,2,32.4471436351656,203637
3637,3,25.204014061532625,303637
3637,4,36.593283307364146,403637
3637,5,20.776613937509232,503637
3637,6,28.037618025120235,603637
3638,1,38.61880778378048,103638
3638,2,40.17937615944582,203638
3638,3,38.99515514751651,303638
3638,4,98.07609407015677,403638
3638,5,15.036776228106909,503638
3638,6,36.44566974479062,603638
3639,1,37.02254124401151,103639
3639,2,36.52889986803356,203639
3639,3,29.596013466557597,303639
3639,4,32.58515496393504,403639
3639,5,10.495368156735445,503639
3639,6,34.99443023603439,603639
3640,1,28.188894200177582,103640
3640,2,21.737590203483407,203640
3640,3,19.648913179435247,303640
3640,4,46.7604604090424,403640
3640,5,10.473716123097216,503640
3640,6,26.910806193362454,603640
3641,1,18.466202408905684,103641
3641,2,14.249949745059858,203641
3641,3,12.977794481877892,303641
3641,4,49.762970334542814,403641
3641,5,6.440248430116933,503641
3641,6,20.98691243350061,603641
3642,1,65.54522040402068,103642
3642,2,60.365609270952426,203642
3642,3,50.61863626394809,303642
3642,4,57.01677025920527,403642
3642,5,36.16137637639794,503642
3642,6,55.59382960863587,603642
3643,1,38.548219937130895,103643
3643,2,34.45910843333492,203643
3643,3,30.532004971722934,303643
3643,4,45.12501704419594,403643
3643,5,19.54670819755303,503643
3643,6,30.244817932579508,603643
3644,1,37.99671653211817,103644
3644,2,35.13376104689685,203644
3644,3,26.431023267562495,303644
3644,4,42.16062310408752,403644
3644,5,18.05535381870747,503644
3644,6,28.262505464486946,603644
3645,1,40.99523946250383,103645
3645,2,37.18170458819649,203645
3645,3,27.31187586179697,303645
3645,4,42.93117546600857,403645
3645,5,18.898466166984043,503645
3645,6,30.499412592844894,603645
3646,1,47.657305357798904,103646
3646,2,46.510158083685795,203646
3646,3,30.210756098121934,303646
3646,4,42.18791582474052,403646
3646,5,21.523093740187527,503646
3646,6,36.18467663015393,603646
3647,1,47.0571720402081,103647
3647,2,45.846847443805586,203647
3647,3,27.466518123101732,303647
3647,4,34.785680316868095,403647
3647,5,20.674703050842332,503647
3647,6,37.0671037285412,603647
3648,1,36.36492890601532,103648
3648,2,32.537480957681254,203648
3648,3,23.27317256153005,303648
3648,4,31.548138088166915,403648
3648,5,18.30658564176268,503648
3648,6,27.222202654231907,603648
3649,1,35.110568331959854,103649
3649,2,36.0459839208915,203649
3649,3,31.93070644047674,303649
3649,4,65.8078882522459,403649
3649,5,14.38744042134816,503649
3649,6,34.99797719179616,603649
3650,1,33.40891508488569,103650
3650,2,33.79948668239268,203650
3650,3,30.402956453829326,303650
3650,4,41.84680944297965,403650
3650,5,13.4633991672994,503650
3650,6,32.44053930554156,603650
3651,1,38.849876714689344,103651
3651,2,36.474471357114126,203651
3651,3,30.19738635021085,303651
3651,4,40.078094154100235,403651
3651,5,24.07784313625722,503651
3651,6,32.14890616999204,603651
3652,1,28.75689738120527,103652
3652,2,18.31876846959996,203652
3652,3,8.445529816232348,303652
3652,4,28.64803586366704,403652
3652,5,4.122935755832289,503652
3652,6,11.61222604867855,603652
3653,1,34.234417507291255,103653
3653,2,33.843253662626516,203653
