WP4,campaign,dem,pu
3538,3,0.0023767489806833146,303538
3538,4,0.0025245580392896398,403538
3538,5,0.002168481296847315,503538
3538,6,0.00234605576999012,603538
3539,1,0.00226915560271692,103539
3539,2,0.002017882805635015,203539
3539,3,0.002388811612027995,303539
3539,4,0.002500920853661845,403539
3539,5,0.00215780865088417,503539
3539,6,0.002407639822183675,603539
3540,1,0.00226793788063421,103540
3540,2,0.0020537835936875453,203540
3540,3,0.002388828162572645,303540
3540,4,0.002500081843674925,403540
3540,5,0.002168447356831785,503540
3540,6,0.00234693179020777,603540
3541,1,0.002263797268462015,103541
3541,2,0.001990649893023325,203541
3541,3,0.002371533618030805,303541
3541,4,0.0024262726557194346,403541
3541,5,0.00218882352069465,503541
3541,6,0.0023782509899341053,603541
3542,1,0.002283604116588035,103542
3542,2,0.002017881833874175,203542
3542,3,0.002389475492083155,303542
3542,4,0.002501614737345695,403542
3542,5,0.002225509655110605,503542
3542,6,0.00251771604535345,603542
3543,1,0.00154440121538154,103543
3543,2,0.0016551139526926849,203543
3543,3,0.001713374858347475,303543
3543,4,0.0015734711220155551,403543
3543,5,0.0016265085099293,503543
3543,6,0.00152761280799091,603543
3544,1,0.001568920758198415,103544
3544,2,0.00168077688378156,203544
3544,3,0.00172618526635001,303544
3544,4,0.001596423262237385,403544
3544,5,0.0016462894185518,503544
3544,6,0.00156132185413066,603544
3545,1,0.00152657316605869,103545
3545,2,0.0016408554811694052,203545
3545,3,0.00171733936882128,303545
3545,4,0.001607591173431695,403545
3545,5,0.0017066007603093749,503545
3545,6,0.001517261840960195,603545
3546,1,0.00153507021347657,103546
3546,2,0.00163186780002594,203546
3546,3,0.00169483904111907,303546
3546,4,0.0015960021160422249,403546
3546,5,0.0016283409617772649,503546
3546,6,0.001422816946486415,603546
3547,1,0.001535863899569825,103547
3547,2,0.00164132903124926,203547
3547,3,0.00169432554126388,303547
3547,4,0.001638091646123625,403547
3547,5,0.00164077406739468,503547
3547,6,0.00141460242845815,603547
3548,1,0.001560216809296135,103548
3548,2,0.0016612877183156951,203548
3548,3,0.001716376239500085,303548
3548,4,0.001641704576342605,403548
3548,5,0.00166616311455418,503548
3548,6,0.001438857359135845,603548
3549,1,0.00154534246548262,103549
3549,2,0.0016525906711707251,203549
3549,3,0.001698216506601865,303549
3549,4,0.001634300291855085,403549
3549,5,0.00164991041598378,503549
3549,6,0.0014224243664188048,603549
3550,1,0.001526688834708195,103550
3550,2,0.0016144530131505749,203550
3550,3,0.0016798732644045448,303550
3550,4,0.001598330798436305,403550
3550,5,0.00162771593535606,503550
3550,6,0.0014053295741935901,603550
3551,1,0.0015661991357737801,103551
3551,2,0.0016737781874525451,203551
3551,3,0.00172018412346858,303551
3551,4,0.0016449553275878549,403551
3551,5,0.0016550465147787152,503551
3551,6,0.0013835910742184148,603551
3552,1,0.001568958169485085,103552
3552,2,0.001670796229669445,203552
3552,3,0.0017241749738144399,303552
3552,4,0.0016593153381056001,403552
3552,5,0.0016866078882466651,503552
3552,6,0.00138400186760796,603552
3553,1,0.001521082516208245,103553
3553,2,0.00161413226485359,203553
3553,3,0.00163949591096098,303553
3553,4,0.00159750284101536,403553
3553,5,0.001609538510162785,503553
3553,6,0.00133872342395044,603553
3554,1,0.00156497412161662,103554
3554,2,0.00174491944923912,203554
3554,3,0.001688816777535755,303554
3554,4,0.001635618249028165,403554
3554,5,0.00166986354585815,503554
3554,6,0.00138008946834673,603554
3555,1,0.001553370386750995,103555
3555,2,0.001743314845230395,203555
3555,3,0.00170699442673843,303555
3555,4,0.0016342737387290448,403555
3555,5,0.001661331448257375,503555
3555,6,0.001374279721516465,603555
3556,1,0.0017138863679160752,103556
3556,2,0.00186913658576973,203556
3556,3,0.00175973216430509,303556
3556,4,0.00166423969395485,403556
3556,5,0.00176487702233184,503556
3556,6,0.001506948789411685,603556
3557,1,0.00157262624681532,103557
3557,2,0.001765642908019975,203557
3557,3,0.00170718418292685,303557
3557,4,0.0016691070864485,403557
3557,5,0.001680504906151615,503557
3557,6,0.00138470870062153,603557
3558,1,0.00163681797314604,103558
3558,2,0.00182617584655805,203558
3558,3,0.0017429690691936552,303558
3558,4,0.0016866257124567852,403558
3558,5,0.001703631305616525,503558
3558,6,0.001445755745817625,603558
3559,1,0.001663929698136555,103559
3559,2,0.00184622847280751,203559
3559,3,0.0017555299106040301,303559
3559,4,0.00167835027427062,403559
3559,5,0.001726294885007835,503559
3559,6,0.00147102702567321,603559
3560,1,0.00166291101539342,103560
3560,2,0.00184560958667726,203560
3560,3,0.001748069426340865,303560
3560,4,0.001672227976558425,403560
3560,5,0.00172134790285678,503560
3560,6,0.00146898727642578,603560
3561,1,0.00179746383552386,103561
3561,2,0.00195256022635257,203561
3561,3,0.00179839952114548,303561
3561,4,0.001690436862054105,403561
3561,5,0.00179749567734383,503561
3561,6,0.001584238803622155,603561
3562,1,0.001764480596328365,103562
3562,2,0.0018925410629774349,203562
3562,3,0.001749313584030105,303562
3562,4,0.00170418269491513,403562
3562,5,0.001764313702634085,503562
3562,6,0.0015502125374520451,603562
3563,1,0.00170240248827991,103563
3563,2,0.00184059907129955,203563
3563,3,0.00171393533465026,303563
3563,4,0.00168138428192467,403563
3563,5,0.001757620943467555,503563
3563,6,0.001488974848086285,603563
3564,1,0.001748233496640515,103564
3564,2,0.001888829626575945,203564
3564,3,0.00173021861111849,303564
3564,4,0.001671314883546235,403564
3564,5,0.00178279411669193,503564
3564,6,0.0015297479750979752,603564
3565,1,0.00169718396443561,103565
3565,2,0.0018161558558255,203565
3565,3,0.001697548036240685,303565
3565,4,0.001669505993921455,403565
3565,5,0.0017411449116794902,503565
3565,6,0.0014818205191246751,603565
3566,1,0.00192016998960431,103566
3566,2,0.0020381857184248097,203566
3566,3,0.0017678116373707501,303566
3566,4,0.00169234807119627,403566
3566,5,0.00163354245202441,503566
3566,6,0.00169778522945132,603566
3567,1,0.00172817717541735,103567
3567,2,0.00184449452206879,203567
3567,3,0.0016908071371942099,303567
3567,4,0.00165022501401043,403567
3567,5,0.001379950295889745,503567
3567,6,0.00152546361947677,603567
3568,1,0.002339711923377775,103568
3568,2,0.00232338389546169,203568
3568,3,0.00252459552095784,303568
3568,4,0.002604450599310585,403568
3568,5,0.0016935372400534,503568
3568,6,0.0022313402360710248,603568
3569,1,0.0021205612213879,103569
3569,2,0.002212609221010895,203569
3569,3,0.0022226349028084402,303569
3569,4,0.00218519531009364,403569
3569,5,0.00156000599030398,503569
3569,6,0.00189644582193463,603569
3570,1,0.001987052928130285,103570
3570,2,0.0021009351542707697,203570
3570,3,0.0017664516885634298,303570
3570,4,0.00160441018901813,403570
3570,5,0.001494976768760305,503570
3570,6,0.001565592479330145,603570
3571,1,0.00227230790673048,103571
3571,2,0.0025248112422061753,203571
3571,3,0.0023204968920453152,303571
3571,4,0.002248426494491125,403571
3571,5,0.00167066233148236,503571
3571,6,0.0021002319345469903,603571
3572,1,0.0025502661067182903,103572
3572,2,0.00267471479235128,203572
3572,3,0.0025753811747718652,303572
3572,4,0.002720377779555425,403572
3572,5,0.001787122663980375,503572
3572,6,0.002264543350650705,603572
3573,1,0.001801512685228585,103573
3573,2,0.002028079581018925,203573
3573,3,0.001793840636498375,303573
3573,4,0.001667950943284245,403573
3573,5,0.001495981235434515,503573
3573,6,0.00162335572077191,603573
3574,1,0.0017330661603181048,103574
3574,2,0.001888036212638715,203574
3574,3,0.001719148717760095,303574
3574,4,0.00174668433327193,403574
3574,5,0.0016947195789232248,503574
3574,6,0.001533579934797595,603574
3575,1,0.0024008210918305,103575
3575,2,0.002276957173921845,203575
3575,3,0.00244122478302552,303575
3575,4,0.00271693670216635,403575
3575,5,0.00171710202413828,503575
3575,6,0.002101840011447155,603575
3576,1,0.00243966002514703,103576
3576,2,0.002416365586118915,203576
3576,3,0.002401549969056125,303576
3576,4,0.002706239598090525,403576
3576,5,0.0017256391615524751,503576
3576,6,0.0020956631793409147,603576
3577,1,0.00250580908861383,103577
3577,2,0.002511439657903815,203577
3577,3,0.002398602119076945,303577
3577,4,0.00286085151789954,403577
3577,5,0.00173061610790205,503577
3577,6,0.002078969345156625,603577
3578,1,0.00249960882500162,103578
3578,2,0.00254061679603242,203578
3578,3,0.0024167537034748146,303578
3578,4,0.002822966494695975,403578
3578,5,0.001736602427398145,503578
3578,6,0.002077310474188295,603578
3579,1,0.00173970826106052,103579
3579,2,0.0019519508629222801,203579
3579,3,0.001657433327412815,303579
3579,4,0.0015077605767939602,403579
3579,5,0.00138654942363433,503579
3579,6,0.001356087784441165,603579
3580,1,0.00259012435332072,103580
3580,2,0.002659450386866155,203580
3580,3,0.0025286831182142746,303580
3580,4,0.002748945783065245,403580
3580,5,0.00178866551536147,503580
3580,6,0.002162692402896895,603580
3581,1,0.0025311457231747053,103581
3581,2,0.00258804133155208,203581
3581,3,0.0024704121462181053,303581
3581,4,0.0027938031397043853,403581
3581,5,0.0016969395354816202,503581
3581,6,0.0022770061759762802,603581
3582,1,0.001770452010721045,103582
3582,2,0.00201131950188769,203582
3582,3,0.0017688044373806102,303582
3582,4,0.001608451673249515,403582
3582,5,0.00145804885487014,503582
3582,6,0.001489665542170575,603582
3583,1,0.00185024025887536,103583
3583,2,0.00197707576363591,203583
3583,3,0.001760022801487325,303583
3583,4,0.0017393035957938801,403583
3583,5,0.00195846251892923,503583
3583,6,0.00166488004378385,603583
3584,1,0.002497416461633835,103584
3584,2,0.002500189043838685,203584
3584,3,0.002387599268222565,303584
3584,4,0.0028264885816968854,403584
3584,5,0.0016111655286523848,503584
3584,6,0.00218223277763519,603584
3585,1,0.00177358153425559,103585
3585,2,0.00191995476893624,203585
3585,3,0.001726209482977255,303585
3585,4,0.001600774286116675,403585
3585,5,0.00158218266774242,503585
3585,6,0.001579522094501075,603585
3586,1,0.00162370140067658,103586
3586,2,0.00177968427744462,203586
3586,3,0.0016705843563993299,303586
3586,4,0.00171716583655506,403586
3586,5,0.001753955458093375,503586
3586,6,0.001436071950248525,603586
3587,1,0.002389489652992675,103587
3587,2,0.002190731414079225,203587
3587,3,0.002231243120009535,303587
3587,4,0.0024391396010756752,403587
3587,5,0.00207986621030452,503587
3587,6,0.00201865283151665,603587
3588,1,0.00254932005770758,103588
3588,2,0.00239220603772836,203588
3588,3,0.0023963161619163552,303588
3588,4,0.00280276391232284,403588
3588,5,0.00216108107853417,503588
3588,6,0.00211502840875193,603588
3589,1,0.002643920439632085,103589
3589,2,0.00239928785463998,203589
3589,3,0.00240360219909305,303589
3589,4,0.002824382248451315,403589
3589,5,0.00164730273241714,503589
3589,6,0.00213338785075559,603589
3590,1,0.00250656440938264,103590
3590,2,0.00250138938242579,203590
3590,3,0.002420515034721515,303590
3590,4,0.00282585332025723,403590
3590,5,0.00170659441412947,503590
3590,6,0.002274072767969095,603590
3592,1,0.002580680576045555,103592
3592,2,0.00253353500518085,203592
3592,3,0.00235055883813201,303592
3592,4,0.002554612931831025,403592
3592,5,0.002062493804411625,503592
3592,6,0.002062203622521965,603592
3593,1,0.0027917439014661146,103593
3593,2,0.00272410680621781,203593
3593,3,0.002489241761994095,303593
3593,4,0.00285060992583524,403593
3593,5,0.002200710406293045,503593
3593,6,0.002176310631846005,603593
3594,1,0.0026751602132864547,103594
3594,2,0.00251233216224519,203594
3594,3,0.00244140917916993,303594
3594,4,0.002807615356034205,403594
3594,5,0.002002895764145345,503594
3594,6,0.00207880705774234,603594
3595,1,0.0017734083127976552,103595
3595,2,0.001921093101375095,203595
3595,3,0.00172961915697068,303595
3595,4,0.001620196534616825,403595
3595,5,0.00159015686067344,503595
3595,6,0.00158176406323312,603595
3596,1,0.002541224473304585,103596
3596,2,0.002426891707327965,203596
3596,3,0.00234905392442637,303596
3596,4,0.002546844413858265,403596
3596,5,0.0021409970845287047,503596
3596,6,0.00202817515333555,603596
3597,1,0.002691222289906085,103597
3597,2,0.0025742157329226847,203597
3597,3,0.0024869243731447752,303597
3597,4,0.00278702940748119,403597
3597,5,0.00199296673701191,503597
3597,6,0.002144562372916425,603597
3598,1,0.00171710353766274,103598
3598,2,0.00184586792229695,203598
3598,3,0.0017218467897402,303598
3598,4,0.001601076776928225,403598
3598,5,0.001666785963479445,503598
3598,6,0.00153059222662771,603598
3599,1,0.002322179139970215,103599
3599,2,0.0023722646773206,203599
3599,3,0.0022541391672492852,303599
3599,4,0.002312772877387005,403599
3599,5,0.001674772095476445,503599
3599,6,0.0020552478705578,603599
3600,1,0.00247072179288494,103600
3600,2,0.00253261024492452,203600
3600,3,0.00253627040516195,303600
3600,4,0.0027369020935857,403600
3600,5,0.00165884024094433,503600
3600,6,0.0022013431293711246,603600
3601,1,0.0017613209582867649,103601
3601,2,0.0018979492889158551,203601
3601,3,0.00169672463507855,303601
3601,4,0.001536755190156275,403601
3601,5,0.00162978616220423,503601
3601,6,0.00156365145320186,603601
3602,1,0.001721392104635355,103602
3602,2,0.0018645775863357352,203602
3602,3,0.0017246990808848948,303602
3602,4,0.00169853210903638,403602
3602,5,0.0018009205704777802,503602
3602,6,0.001527904589579195,603602
3603,1,0.0022743344575177453,103603
3603,2,0.0020893521090493547,203603
3603,3,0.0021539615508191353,303603
3603,4,0.0022896414120948698,403603
3603,5,0.00201901503253684,503603
3603,6,0.0019495562761708651,603603
3604,1,0.00235872091916965,103604
3604,2,0.0021678382976633,203604
3604,3,0.0022083927625600698,303604
3604,4,0.00237528315506764,403604
3604,5,0.00208831970482121,503604
3604,6,0.002000011048073925,603604
3605,1,0.0026078975272045,103605
3605,2,0.002365034661300905,203605
3605,3,0.00238992309250601,303605
3605,4,0.00277662682764087,403605
3605,5,0.0021854241550057,503605
3605,6,0.00210945068469119,603605
3606,1,0.00230391364207502,103606
3606,2,0.0022317647335292,203606
3606,3,0.0021355505902434747,303606
3606,4,0.0023402586214512,403606
3606,5,0.00217865709418404,503606
3606,6,0.00190341798837919,603606
3607,1,0.0027176661419430603,103607
3607,2,0.002610387417255865,203607
3607,3,0.0024899324549115852,303607
3607,4,0.002811242246239075,403607
3607,5,0.002377118088707125,503607
3607,6,0.002135494477407325,603607
3608,1,0.002452399802985175,103608
3608,2,0.00237714346212078,203608
3608,3,0.00223190295118144,303608
3608,4,0.0023865640134217497,403608
3608,5,0.00185308372860468,503608
3608,6,0.002020496789289325,603608
3609,1,0.002626835220777485,103609
3609,2,0.00255103612825878,203609
3609,3,0.00239838819531553,303609
3609,4,0.0026479466310629952,403609
3609,5,0.00208270244950496,503609
3609,6,0.00206436547357732,603609
3610,1,0.002469012294751145,103610
3610,2,0.002381714143327845,203610
3610,3,0.0022183935780459947,303610
3610,4,0.002501297644275935,403610
3610,5,0.002251654523201455,503610
3610,6,0.0020090909954948053,603610
3611,1,0.002663034920827715,103611
3611,2,0.0025220453206831446,203611
3611,3,0.0024825057444686598,303611
3611,4,0.002803417485108075,403611
3611,5,0.00166476549564355,503611
3611,6,0.00205636242772844,603611
3612,1,0.0017054023173155,103612
3612,2,0.00182369271438602,203612
3612,3,0.0016972425129182,303612
3612,4,0.00167280466419061,403612
3612,5,0.001766347598644145,503612
3612,6,0.0015165261936230402,603612
3613,1,0.00245852453832725,103613
3613,2,0.002298071183785475,203613
3613,3,0.002270941518530325,303613
3613,4,0.00252266107275013,403613
3613,5,0.0023173238095446098,503613
3613,6,0.0020112797436056,603613
3614,1,0.002657639255481715,103614
3614,2,0.002409504781459655,203614
3614,3,0.0024232439154616703,303614
3614,4,0.002811930927751285,403614
3614,5,0.00198830444015563,503614
3614,6,0.002054106910167495,603614
3615,1,0.00221311223212437,103615
3615,2,0.00225233762417368,203615
3615,3,0.0019284765938696051,303615
3615,4,0.0018503563496181951,403615
3615,5,0.00197608493498496,503615
3615,6,0.0019194162347118049,603615
3616,1,0.00247284226182993,103616
3616,2,0.00229443776989729,203616
3616,3,0.002234184508518515,303616
3616,4,0.002531238100080645,403616
3616,5,0.00234905112890888,503616
3616,6,0.002000021746965485,603616
3617,1,0.001721239453539885,103617
3617,2,0.001845153315858195,203617
3617,3,0.00170839278291589,303617
3617,4,0.001518809445436555,403617
3617,5,0.0016526818511050198,503617
3617,6,0.00153245207085771,603617
3618,1,0.001765080792522275,103618
3618,2,0.00188933702540185,203618
3618,3,0.00172341921410189,303618
3618,4,0.001533120158375605,403618
3618,5,0.0016499726996735149,503618
3618,6,0.00156829600466258,603618
3619,1,0.0025100567525429248,103619
3619,2,0.0025539393577025697,203619
3619,3,0.002232540685113705,303619
3619,4,0.00272510327559989,403619
3619,5,0.00178068588520438,503619
3619,6,0.002077164414524245,603619
3620,1,0.002577285029682165,103620
3620,2,0.0027560150657601947,203620
3620,3,0.00229643162650653,303620
3620,4,0.002780948134872005,403620
3620,5,0.001814901024263585,503620
3620,6,0.002170477762163525,603620
3621,1,0.002701988158674455,103621
3621,2,0.0025669437806067853,203621
3621,3,0.002474280512980725,303621
3621,4,0.002794977387536335,403621
3621,5,0.001737685010436425,503621
3621,6,0.00210826448366906,603621
3622,1,0.00220146952299925,103622
3622,2,0.00218336794560325,203622
3622,3,0.001975864438387945,303622
3622,4,0.001928856222716675,403622
3622,5,0.0021314481651358,503622
3622,6,0.00193013102881851,603622
3623,1,0.0015814314798654099,103623
3623,2,0.00163696007612145,203623
3623,3,0.00167475841850483,303623
3623,4,0.00167503606302932,403623
3623,5,0.001726657751253425,503623
3623,6,0.001421705636207375,603623
3624,1,0.0025927617303604248,103624
3624,2,0.00238159464624082,203624
3624,3,0.002360869433309415,303624
3624,4,0.002671177519876885,403624
3624,5,0.00211510462278341,503624
3624,6,0.00208686518384005,603624
3625,1,0.00265955609152226,103625
3625,2,0.0023881150913550447,203625
3625,3,0.00237482923583856,303625
3625,4,0.00281425111011936,403625
3625,5,0.002231790674825365,503625
3625,6,0.00214807989894094,603625
3626,1,0.00177633505387934,103626
3626,2,0.0018390454298297101,203626
3626,3,0.00180773963673615,303626
3626,4,0.00167926375443469,403626
3626,5,0.00177743803113815,503626
3626,6,0.001613898283334355,603626
3627,1,0.0017737107395267401,103627
3627,2,0.001980073045293905,203627
3627,3,0.00181123291764542,303627
3627,4,0.0016830680795946302,403627
3627,5,0.001544994168007955,503627
3627,6,0.00161362007847535,603627
3628,1,0.002066573430572125,103628
3628,2,0.0020980964482665053,203628
3628,3,0.001952780269762785,303628
3628,4,0.00195228748996265,403628
3628,5,0.00168342928243034,503628
3628,6,0.0017424529595310352,603628
3629,1,0.00173204148625454,103629
3629,2,0.0017595349693838198,203629
3629,3,0.00170394436931049,303629
3629,4,0.0015457350779634,403629
3629,5,0.0017008752443604899,503629
3629,6,0.0015430727039876901,603629
3630,1,0.002419688405835155,103630
3630,2,0.00234808659010072,203630
3630,3,0.0023301553811043,303630
3630,4,0.002525367126466605,403630
3630,5,0.0016194101572206202,503630
3630,6,0.0020446365058246,603630
3631,1,0.0023326284388111547,103631
3631,2,0.002623351773681475,203631
3631,3,0.0022053224763038653,303631
3631,4,0.00263571391150488,403631
3631,5,0.001770376365692405,503631
3631,6,0.00222203804712421,603631
3632,1,0.00267573757689063,103632
3632,2,0.0024651354493064152,203632
3632,3,0.002463258921728305,303632
3632,4,0.00280164902062282,403632
3632,5,0.001638640270260345,503632
3632,6,0.0020678164534026398,603632
3633,1,0.00165806286267904,103633
3633,2,0.00170578123880999,203633
3633,3,0.00169426989331009,303633
3633,4,0.001658537515176395,403633
3633,5,0.001785063376951875,503633
3633,6,0.0014892045997199049,603633
3634,1,0.0016580959670288399,103634
3634,2,0.001800710698482325,203634
3634,3,0.001703216967802435,303634
3634,4,0.00168222764249174,403634
3634,5,0.00156581607271118,503634
3634,6,0.00147829414724907,603634
3635,1,0.00164319319180941,103635
3635,2,0.0016848603612475,203635
3635,3,0.0017082372476533,303635
3635,4,0.001661627537995895,403635
3635,5,0.001852245496288325,503635
3635,6,0.001652430030474965,603635
3636,1,0.0016444291885820798,103636
3636,2,0.0016770038289120799,203636
3636,3,0.001705397776351215,303636
3636,4,0.001681304246799505,403636
3636,5,0.001786055815641385,503636
3636,6,0.001553220525002935,603636
3637,1,0.002628423134595715,103637
3637,2,0.002432187137634045,203637
3637,3,0.0024019850614572253,303637
3637,4,0.0028424023554501146,403637
3637,5,0.001763503453398235,503637
3637,6,0.00203250816669719,603637
3638,1,0.00166559713048327,103638
3638,2,0.001733848245223185,203638
3638,3,0.0016863773809366852,303638
3638,4,0.00165390137401159,403638
3638,5,0.00172943388428559,503638
3638,6,0.001557566841247795,603638
3639,1,0.0016096523860773498,103639
3639,2,0.0016983895208710202,203639
3639,3,0.001685706200099685,303639
3639,4,0.001632106199864275,403639
3639,5,0.001752615805024485,503639
3639,6,0.0014113261583516999,603639
3640,1,0.0018374635916589,103640
3640,2,0.0018892816137600701,203640
3640,3,0.001754725742575505,303640
3640,4,0.0016789532182336399,403640
3640,5,0.0018532098637213598,503640
3640,6,0.0016119727503835098,603640
3641,1,0.00169914028832371,103641
3641,2,0.001767412162033005,203641
3641,3,0.0017185365220507552,303641
3641,4,0.001695030352018035,403641
3641,5,0.001793143388144805,503641
3641,6,0.001571120104137215,603641
3642,1,0.002401099917735725,103642
3642,2,0.001985319813919095,203642
3642,3,0.00242469948112699,303642
3642,4,0.00283604086025598,403642
3642,5,0.00183400331363334,503642
