"date"	"value"
1960-01-01	-2.98598583870968
1960-02-01	1.47948986206897
1960-03-01	6.22660641935484
1960-04-01	10.3700661333333
1960-05-01	14.4455593870968
1960-06-01	19.8446325333333
1960-07-01	19.3478846451613
1960-08-01	20.7828539354839
1960-09-01	15.9892998333333
1960-10-01	13.0892334516129
1960-11-01	7.9395973
1960-12-01	4.35783580645161
1961-01-01	-0.428066419354839
1961-02-01	3.003911
1961-03-01	8.0807324516129
1961-04-01	14.0622905333333
1961-05-01	14.263459483871
1961-06-01	20.1931585
1961-07-01	20.9206288709677
1961-08-01	21.4153052903226
1961-09-01	19.1923071666667
1961-10-01	13.5446298064516
1961-11-01	6.76941393333333
1961-12-01	0.26526264516129
1962-01-01	1.15214125806452
1962-02-01	0.237382714285714
1962-03-01	1.12015658064516
1962-04-01	11.6273071666667
1962-05-01	15.2406273225806
1962-06-01	17.8968092
1962-07-01	19.1836333548387
1962-08-01	22.4286962903226
1962-09-01	16.1785423333333
1962-10-01	11.9876838064516
1962-11-01	5.4824178
1962-12-01	-4.10425829032258
1963-01-01	-7.26147774193548
1963-02-01	-5.03678592857143
1963-03-01	2.94948616129032
1963-04-01	11.3372164
1963-05-01	15.9209338709677
1963-06-01	20.7130311
1963-07-01	23.8154629032258
1963-08-01	22.4712352258065
1963-09-01	17.5080975
1963-10-01	10.9563965483871
1963-11-01	10.6840881666667
1963-12-01	-3.92116287096774
1964-01-01	-6.97503880645161
1964-02-01	-0.0142408620689655
1964-03-01	3.55096283870968
1964-04-01	11.2815696666667
1964-05-01	14.9383056451613
1964-06-01	21.2372542333333
1964-07-01	20.649810516129
1964-08-01	19.2925108387097
1964-09-01	16.5678734666667
1964-10-01	11.661951483871
1964-11-01	7.15168653333333
1964-12-01	0.0275047096774193
1965-01-01	-0.0622621290322581
1965-02-01	-2.44702
1965-03-01	5.75639141935484
1965-04-01	9.23377653333333
1965-05-01	14.0529840645161
1965-06-01	18.9767228
1965-07-01	20.6526793870968
1965-08-01	19.1507438387097
1965-09-01	17.4685073333333
1965-10-01	10.7375883870968
1965-11-01	3.86666203333333
1965-12-01	2.87496841935484
1966-01-01	-4.12173119354839
1966-02-01	6.75743514285714
1966-03-01	5.39051567741936
1966-04-01	12.4968827666667
1966-05-01	15.7203393225806
1966-06-01	19.1061165666667
1966-07-01	19.9072636129032
1966-08-01	19.9400900645161
1966-09-01	17.3391714666667
1966-10-01	15.9502189354839
1966-11-01	5.27532706666667
1966-12-01	1.79752074193548
1967-01-01	-3.4179964516129
1967-02-01	2.44379053571429
1967-03-01	7.26047041935484
1967-04-01	10.055522
1967-05-01	15.5852775483871
1967-06-01	18.2000410333333
1967-07-01	22.459407
1967-08-01	21.3214624193548
1967-09-01	18.4819576666667
1967-10-01	13.3848370967742
1967-11-01	6.00477226666667
1967-12-01	-0.750295129032258
1968-01-01	-2.14910219354839
1968-02-01	3.38996579310345
1968-03-01	6.05338190322581
1968-04-01	12.9635293333333
1968-05-01	17.2759886129032
1968-06-01	19.9102881
1968-07-01	21.1016962258065
1968-08-01	19.216266
1968-09-01	16.1238601333333
1968-10-01	11.3108291612903
1968-11-01	7.18696586666667
1968-12-01	-0.665906483870968
1969-01-01	-3.05434709677419
1969-02-01	-0.521198821428571
1969-03-01	4.14564780645161
1969-04-01	9.8496094
1969-05-01	17.780067483871
1969-06-01	17.9678321666667
1969-07-01	20.8067002903226
1969-08-01	19.4781632903226
1969-09-01	16.9790730333333
1969-10-01	11.3370321612903
1969-11-01	8.6449053
1969-12-01	-3.34302809677419
1970-01-01	-2.35121522580645
1970-02-01	0.376980142857143
1970-03-01	4.55812022580645
1970-04-01	9.98595883333333
1970-05-01	13.5786025806452
1970-06-01	20.0603971
1970-07-01	20.5362291290323
1970-08-01	20.5538580645161
1970-09-01	16.3126521333333
1970-10-01	10.3019842903226
1970-11-01	8.316358
1970-12-01	0.98932335483871
1971-01-01	-1.65799812903226
1971-02-01	2.94503807142857
1971-03-01	2.73373396774194
1971-04-01	11.4932111
1971-05-01	17.5088689354839
1971-06-01	18.7351148
1971-07-01	21.8661673548387
1971-08-01	22.3840890967742
1971-09-01	14.8122222333333
1971-10-01	10.202681
1971-11-01	4.8435823
1971-12-01	2.45348903225806
1972-01-01	-0.551249290322581
1972-02-01	3.55953655172414
1972-03-01	7.63931625806452
1972-04-01	11.2328575
1972-05-01	15.4385979354839
1972-06-01	19.9356229333333
1972-07-01	20.7660199354839
1972-08-01	19.1779872903226
1972-09-01	13.5443129666667
1972-10-01	8.82878616129032
1972-11-01	6.14660116666667
1972-12-01	1.452191
1973-01-01	-0.576734193548387
1973-02-01	2.17815646428571
1973-03-01	4.86447203225806
1973-04-01	8.56932153333333
1973-05-01	16.6711761290323
1973-06-01	18.8870766
1973-07-01	20.8744344516129
1973-08-01	20.9077994193548
1973-09-01	17.6103030666667
1973-10-01	9.94442890322581
1973-11-01	2.75109953333333
1973-12-01	-0.516725129032258
1974-01-01	1.30365774193548
1974-02-01	5.40736667857143
1974-03-01	7.72382341935484
1974-04-01	10.0414734333333
1974-05-01	13.9025249354839
1974-06-01	17.1624369
1974-07-01	19.692772
1974-08-01	21.8042110322581
1974-09-01	16.5759069333333
1974-10-01	7.33548035483871
1974-11-01	5.77991943333333
1974-12-01	3.18131883870968
1975-01-01	2.82186283870968
1975-02-01	1.45101078571429
1975-03-01	7.83529896774194
1975-04-01	10.1951161
1975-05-01	16.9703988709677
1975-06-01	18.2560931
1975-07-01	20.363904
1975-08-01	19.6581582258065
1975-09-01	18.6335353
