WP4,campaign,co2,pu
3621,6,1394.034016737748,603621
3622,1,1889.26259290175,103622
3622,2,1714.001128055283,203622
3622,3,1337.7167997205238,303622
3622,4,2767.6650650975434,403622
3622,5,767.9965745118584,503622
3622,6,1866.3378412749607,603622
3623,1,7538.680597736013,103623
3623,2,6647.042624898556,203623
3623,3,4826.192306179883,303623
3623,4,5036.696366297399,403623
3623,5,319.1890810694104,503623
3623,6,6371.81525401715,603623
3624,1,3476.1001009969123,103624
3624,2,3246.3043179049555,203624
3624,3,2216.5179261928097,303624
3624,4,2623.4755507921795,403624
3624,5,1555.8415580781016,503624
3624,6,2536.008903796181,603624
3625,1,1175.4906564734638,103625
3625,2,1084.1934483334685,203625
3625,3,798.1514127131733,303625
3625,4,863.2855237528273,403625
3625,5,541.8533894106965,503625
3625,6,903.297094684447,603625
3626,1,1016.6985360250437,103626
3626,2,1045.6306076922344,203626
3626,3,588.7770464440284,303626
3626,4,2454.206265922793,403626
3626,5,147.2459466592179,503626
3626,6,1588.1932888046274,603626
3627,1,938.373021246273,103627
3627,2,904.8828318402944,203627
3627,3,483.75709437937746,303627
3627,4,1443.2775343078174,403627
3627,5,291.5022472413241,503627
3627,6,1358.5416357257009,603627
3628,1,849.6795049635786,103628
3628,2,848.4747561388488,203628
3628,3,708.8017964642779,303628
3628,4,1615.0039864690425,403628
3628,5,381.97476484673524,503628
3628,6,832.8971961045356,603628
3629,1,3404.2429646880673,103629
3629,2,3376.912873490316,203629
3629,3,2149.771860039911,303629
3629,4,2876.6147577464462,403629
3629,5,551.1390109721007,503629
3629,6,3510.9856096426774,603629
3630,1,4717.477919908852,103630
3630,2,4286.872846012659,203630
3630,3,3486.139446930577,303630
3630,4,6454.058940832736,403630
3630,5,2471.959098338012,503630
3630,6,3638.958343658125,603630
3631,1,3363.5442236839876,103631
3631,2,3058.4606666074724,203631
3631,3,1809.3033291132942,303631
3631,4,2944.898394002853,403631
3631,5,1616.697365343925,503631
3631,6,2922.0239218472657,603631
3632,1,3024.099363875151,103632
3632,2,2688.6152100057843,203632
3632,3,1980.9651144330176,303632
3632,4,3278.7411076703484,403632
3632,5,1651.4922625020267,503632
3632,6,2292.5106567115026,603632
3633,1,2570.6011382702245,103633
3633,2,2371.631487459323,203633
3633,3,2069.216777987551,303633
3633,4,6087.20282620901,403633
3633,5,689.6862871561507,503633
3633,6,2281.3483267097763,603633
3634,1,1895.987595417002,103634
3634,2,1719.8195229617572,203634
3634,3,1180.3151803425362,303634
3634,4,2009.268665298544,403634
3634,5,367.3088718820766,503634
3634,6,1665.1665158307455,603634
3635,1,608.9712876720548,103635
3635,2,585.2301180784584,203635
3635,3,579.2208960457639,303635
3635,4,1536.8052338046562,403635
3635,5,248.12946546190994,503635
3635,6,639.5232155637734,603635
3636,1,4470.146317991785,103636
3636,2,4207.18825579318,203636
3636,3,3988.0218139290064,303636
3636,4,10106.96260803907,403636
3636,5,1631.064175332466,503636
3636,6,4575.41728928792,603636
3637,1,3445.333820898317,103637
3637,2,3081.0095959957,203637
3637,3,2378.928755892649,303637
3637,4,3360.918856638557,403637
3637,5,1963.9122200676416,503637
3637,6,2694.1080478660288,603637
3638,1,3615.137587374704,103638
3638,2,3339.165462290851,203638
3638,3,2931.9849970072205,303638
3638,4,7216.162845831882,403638
3638,5,1244.8568151098448,503638
3638,6,3299.9095676269317,603638
3639,1,5002.996875275083,103639
3639,2,5000.42183760628,203639
3639,3,2776.4537911183193,303639
3639,4,4429.420748362329,403639
3639,5,827.0531539045566,503639
3639,6,5268.187149621654,603639
3640,1,612.4712896532344,103640
3640,2,504.6947531374467,203640
3640,3,382.37356633698516,303640
3640,4,1068.7972477286844,403640
3640,5,122.54369351648927,503640
3640,6,641.4738709265883,603640
3641,1,3872.851339952703,103641
3641,2,4603.752065530392,203641
3641,3,3731.905149301545,303641
3641,4,13076.25120833112,403641
3641,5,1428.023728120063,503641
3641,6,6531.6729481148595,603641
3642,1,7018.08109951428,103642
3642,2,6551.411334254998,203642
3642,3,5098.312582753491,303642
3642,4,6346.777176616182,403642
3642,5,4266.84244258235,503642
3642,6,6544.087900048658,603642
3643,1,4190.823052925942,103643
3643,2,3735.9194895211167,203643
3643,3,3179.0903900555018,303643
3643,4,4967.862232634866,403643
3643,5,2039.1408789603015,503643
3643,6,3433.3996319969006,603643
3644,1,421.4565360051155,103644
3644,2,387.4758698987033,203644
3644,3,280.8108190182652,303644
3644,4,455.28861166657487,403644
3644,5,207.5245793152672,503644
3644,6,323.29802753834696,603644
3645,1,2887.3728241806493,103645
3645,2,2589.3576840924316,203645
3645,3,1823.098124754562,303645
3645,4,2919.2460444158482,403645
3645,5,1372.5003071772753,503645
3645,6,2180.877055535701,603645
3646,1,3790.522472570153,103646
3646,2,3637.2041976202454,203646
3646,3,2180.117568449283,303646
3646,4,3216.1413170667092,403646
3646,5,1721.1733018208174,503646
3646,6,2932.8940301232415,603646
3647,1,1160.318776809871,103647
3647,2,1111.87216181934,203647
3647,3,603.5296783698636,303647
3647,4,831.413928640923,403647
3647,5,514.31218308054315,503647
3647,6,899.8035617593503,603647
3648,1,780.4514061660682,103648
3648,2,690.2463110808236,203648
3648,3,472.0517385515391,303648
3648,4,653.9556054997643,403648
3648,5,397.87144274433854,503648
3648,6,578.7240284380517,603648
3649,1,1859.2711441580655,103649
3649,2,1793.5532288073127,203649
3649,3,1286.789269573951,303649
3649,4,2605.0591430098843,403649
3649,5,613.1577130063131,503649
3649,6,1739.2131327614134,603649
3650,1,5400.4032610084505,103650
