WP4,campaign,value,value_sd,pu
1671,1,0.31091316339955255,3.7203218641605816e-4,101671
1672,1,0.31182082041511466,3.0319074161294754e-4,101672
1673,1,0.30981737708950696,3.6510825999998086e-4,101673
1674,1,0.3094563777171212,5.622179855859335e-4,101674
1675,1,0.30926702363135655,5.388560507866714e-4,101675
1676,1,0.30926702363135655,5.388560507866714e-4,101676
1677,1,0.3099917818914086,4.897232662965622e-4,101677
1678,1,0.309548663949398,4.997946807856325e-4,101678
1679,1,0.3096697706108143,5.339906378681659e-4,101679
1680,1,0.3099912757980487,5.607874087952582e-4,101680
1681,1,0.3103722551820686,5.585001460597458e-4,101681
1682,1,0.31088684700896113,5.981094559920815e-4,101682
1683,1,0.31126978566134034,6.353889409339476e-4,101683
1684,1,0.31161389482619484,8.13503358680094e-4,101684
1685,1,0.31137748980637764,8.457370028322655e-4,101685
1686,1,0.31145193198227705,9.10506917090338e-4,101686
1687,1,0.3116842874101162,8.964406602939904e-4,101687
1688,1,0.31165967014485635,8.739739345865627e-4,101688
1689,1,0.3119396304473084,8.160528025891924e-4,101689
1690,1,0.31193737721013015,8.149732830247981e-4,101690
1691,1,0.3119189875001318,7.420464241118687e-4,101691
1692,1,0.3119939283508198,7.789262291299355e-4,101692
1693,1,0.31193628366521664,7.379715678220611e-4,101693
1694,1,0.31433625099471685,7.135641155170897e-4,101694
1695,1,0.31433625099471685,7.135641155170897e-4,101695
1696,1,0.31433625099471685,7.135641155170897e-4,101696
1697,1,0.31364167241572466,6.645345859325922e-4,101697
1698,1,0.31348142041769994,7.03373651441021e-4,101698
1699,1,0.31127165909817095,6.217871288321958e-4,101699
1700,1,0.31424809224592337,7.903790768106048e-4,101700
1701,1,0.3141399709293566,8.568279725284149e-4,101701
1702,1,0.31377231648673576,8.158760736356426e-4,101702
1703,1,0.31607947680099935,0.0010781061009199169,101703
1704,1,0.31533426361180994,0.0011669811626756395,101704
1705,1,0.3146748997519168,0.001189031303472062,101705
1706,1,0.31520975756067315,0.0011541063828251887,101706
1707,1,0.31555023680939004,0.0015153669728965175,101707
1708,1,0.31146360919659216,0.001662051284106688,101708
1709,1,0.3106328198086818,0.0013275097018152415,101709
1710,1,0.31088111867967144,6.82125271630244e-4,101710
1711,1,0.3072407580419343,8.544759142690606e-4,101711
1712,1,0.303800650254898,0.005854832632899291,101712
1713,1,0.303800650254898,0.005854832632899291,101713
1714,1,0.29457120392350583,0.0035964384485865264,101714
1715,1,0.3069173019408488,7.995350861419238e-4,101715
1716,1,0.30747827733542793,9.38503447266594e-4,101716
1717,1,0.30747827733542793,9.38503447266594e-4,101717
1718,1,0.2946475990485929,0.0032948853573020447,101718
1719,1,0.2954895147479706,0.0037897024150302045,101719
1720,1,0.308676569246931,8.76843800280844e-4,101720
1721,1,0.30844561338866305,0.001032766701307011,101721
1722,1,0.30069213092312,0.0013453203069702263,101722
1723,1,0.3014745831988948,0.004481466400589708,101723
1724,1,0.30776056058177537,0.006073572343128642,101724
1725,1,0.3092865595154966,8.423027191544429e-4,101725
1726,1,0.3038774228672465,8.216387195660568e-4,101726
1727,1,0.3091360901729314,9.287894947385317e-4,101727
1728,1,0.29580655440535186,0.00463647442060489,101728
1729,1,0.29580655440535186,0.00463647442060489,101729
1730,1,0.29580655440535186,0.00463647442060489,101730
1731,1,0.30073797521163326,0.0014108047804425765,101731
1732,1,0.2983532556219639,0.005905010711173496,101732
1733,1,0.30941687183629474,8.936536295971446e-4,101733
1734,1,0.29276102233277407,0.006411049323699578,101734
1735,1,0.3089641232768501,8.853252694669638e-4,101735
1736,1,0.30957445605666956,9.626482942358053e-4,101736
1737,1,0.3034564110610497,5.700415669005273e-4,101737
1738,1,0.29276102233277407,0.006411049323699578,101738
1740,1,0.31127165909817095,6.217871288321958e-4,101740
1741,1,0.3051512491115695,7.856876827234885e-4,101741
1742,1,0.3051512491115695,7.856876827234885e-4,101742
1743,1,0.3051512491115695,7.856876827234885e-4,101743
1744,1,0.3051512491115695,7.856876827234885e-4,101744
1745,1,0.3051512491115695,7.856876827234885e-4,101745
1746,1,0.3051512491115695,7.856876827234885e-4,101746
1747,1,0.3051512491115695,7.856876827234885e-4,101747
1748,1,0.2900293040050665,0.0056581802666089065,101748
1749,1,0.2900293040050665,0.0056581802666089065,101749
1750,1,0.30819399645206325,0.0011110940542587429,101750
1751,1,0.3071069263997313,0.003976918422729207,101751
1752,1,0.29098844201450663,0.0038601070176533525,101752
1753,1,0.2900293040050665,0.0056581802666089065,101753
1754,1,0.2900293040050665,0.0056581802666089065,101754
1755,1,0.2900293040050665,0.0056581802666089065,101755
1756,1,0.30261023519076347,0.0022146305023843516,101756
1757,1,0.30829535965293364,7.710812443678644e-4,101757
1758,1,0.30829535965293364,7.710812443678644e-4,101758
1759,1,0.30829535965293364,7.710812443678644e-4,101759
1760,1,0.30829535965293364,7.710812443678644e-4,101760
1761,1,0.30420709979469984,7.862250774403159e-4,101761
1762,1,0.30228514647769467,0.00686002393442665,101762
1763,1,0.30228514647769467,0.00686002393442665,101763
1764,1,0.30228514647769467,0.00686002393442665,101764
1765,1,0.30228514647769467,0.00686002393442665,101765
1766,1,0.30228514647769467,0.00686002393442665,101766
1767,1,0.30228514647769467,0.00686002393442665,101767
1770,1,0.29513977991636864,0.0030772202226485783,101770
1771,1,0.29513977991636864,0.0030772202226485783,101771
1772,1,0.29852213020213253,0.0036237555342616694,101772
1773,1,0.3157407593346002,7.635476292380076e-4,101773
1774,1,0.3157407593346002,7.635476292380076e-4,101774
1775,1,0.3157407593346002,7.635476292380076e-4,101775
1776,1,0.3158638290060835,9.171770613675847e-4,101776
1777,1,0.31531900189140877,0.001010863271710689,101777
1778,1,0.31529947454987106,0.0010855100036423141,101778
1779,1,0.3158526996596524,0.001360806102559582,101779
1780,1,0.31477238541810815,0.001528944231333319,101780
1781,1,0.31477238541810815,0.001528944231333319,101781
1782,1,0.31477238541810815,0.001528944231333319,101782
1783,1,0.31477238541810815,0.001528944231333319,101783
1784,1,0.31477238541810815,0.001528944231333319,101784
1785,1,0.3114991267594425,0.0016268931038912033,101785
1786,1,0.30776714812738687,6.258616389512093e-4,101786
1787,1,0.29614738103014215,0.005753674225724008,101787
1788,1,0.29614738103014215,0.005753674225724008,101788
1789,1,0.29614738103014215,0.005753674225724008,101789
1790,1,0.30829051098150745,9.293683921856393e-4,101790
1791,1,0.30829051098150745,9.293683921856393e-4,101791
1792,1,0.30829051098150745,9.293683921856393e-4,101792
1793,1,0.30829051098150745,9.293683921856393e-4,101793
1794,1,0.30829051098150745,9.293683921856393e-4,101794
1795,1,0.30829051098150745,9.293683921856393e-4,101795
1796,1,0.30829051098150745,9.293683921856393e-4,101796
1797,1,0.30288980095165796,8.789680108151137e-4,101797
1798,1,0.30761204564587336,8.466475272108911e-4,101798
1799,1,0.30761204564587336,8.466475272108911e-4,101799
1800,1,0.30761204564587336,8.466475272108911e-4,101800
1801,1,0.30761204564587336,8.466475272108911e-4,101801
1802,1,0.3029836316436572,0.00643473632684166,101802
1803,1,0.300961831884659,8.056181885907625e-4,101803
1804,1,0.3083241307226907,9.219449334670448e-4,101804
1805,1,0.30886869015872465,8.579387204675197e-4,101805
1806,1,0.3086633432638317,7.768106090947367e-4,101806
1807,1,0.2959518937300324,0.007945066589902312,101807
1808,1,0.2959518937300324,0.007945066589902312,101808
1809,1,0.2959518937300324,0.007945066589902312,101809
1810,1,0.2946921942060275,0.002883925842481406,101810
1811,1,0.301253863102955,0.00613953419910933,101811
1812,1,0.3040344479171622,8.085301098164886e-4,101812
1813,1,0.3092945817819953,7.760432026025506e-4,101813
1814,1,0.2945020480166627,0.0028035043346255803,101814
1815,1,0.2945020480166627,0.0028035043346255803,101815
1816,1,0.2905653219683398,0.004269193817860725,101816
1817,1,0.2892108430476831,0.005313935387938202,101817
1818,1,0.2905653219683398,0.004269193817860725,101818
1819,1,0.2905653219683398,0.004269193817860725,101819
1820,1,0.301608114653498,0.007622896741106651,101820
1821,1,0.2920904963017317,0.0038052741199414973,101821
1822,1,0.2920904963017317,0.0038052741199414973,101822
1823,1,0.2920904963017317,0.0038052741199414973,101823
1824,1,0.295894579530324,0.004018648716428269,101824
1825,1,0.295894579530324,0.004018648716428269,101825
1826,1,0.295894579530324,0.004018648716428269,101826
1827,1,0.3079903893874221,0.005062159346078071,101827
1828,1,0.3091616832914563,9.402627813127834e-4,101828
1829,1,0.3083198790151921,8.093882452832701e-4,101829
1830,1,0.2952289926113763,0.0036971395961234734,101830
1831,1,0.310913489541084,0.001326788198331331,101831
1832,1,0.2956606967569342,0.005454801076160244,101832
1833,1,0.30382383881021024,8.959082124108285e-4,101833
1834,1,0.30955234433626416,8.596293570565554e-4,101834
1835,1,0.3056004944473218,0.006250041425922974,101835
1836,1,0.2953626599016028,0.004041486293134163,101836
1837,1,0.29381868398407557,0.004130242342866604,101837
1838,1,0.2956606967569342,0.005454801076160244,101838
1839,1,0.30841400357897786,8.263311384911058e-4,101839
1840,1,0.308431613591697,8.509986682635804e-4,101840
1841,1,0.29263012854639325,0.0032877594850516723,101841
1842,1,0.30947877247055516,8.909857416107095e-4,101842
1843,1,0.30553424577399735,0.006774449737015304,101843
1844,1,0.30921247515946776,9.349968456313259e-4,101844
1845,1,0.30921247515946776,9.349968456313259e-4,101845
1846,1,0.30921247515946776,9.349968456313259e-4,101846
1847,1,0.30921247515946776,9.349968456313259e-4,101847
1848,1,0.297297196813079,0.007071862658984703,101848
1849,1,0.2861883260791296,0.004830591777041276,101849
1850,1,0.2861883260791296,0.004830591777041276,101850
1851,1,0.2949058235005182,0.004131666621027613,101851
1852,1,0.2955192642014449,0.005430541482021116,101852
1853,1,0.30937442753503014,9.87485996095623e-4,101853
1854,1,0.2977694144464306,0.00545318281242687,101854
1855,1,0.29587832537622777,0.004618278804559998,101855
1856,1,0.31135879820994755,8.222583269326129e-4,101856
1857,1,0.31210286472023535,8.664817999875658e-4,101857
1858,1,0.3132292211633185,8.298160652345141e-4,101858
1859,1,0.3132292211633185,8.298160652345141e-4,101859
1860,1,0.31206813956655227,8.937916283601654e-4,101860
1861,1,0.31212672315507517,8.668287322377093e-4,101861
1862,1,0.31261909302204155,8.610968449988572e-4,101862
1863,1,0.3138259095678602,7.829716235519631e-4,101863
1864,1,0.3137770809716101,7.875446818264213e-4,101864
1865,1,0.3138088959782021,8.95377760875672e-4,101865
1866,1,0.3131911998511572,8.492062701758014e-4,101866
1867,1,0.3142242259097896,7.964005158856512e-4,101867
1868,1,0.31665257773540534,7.392166363802524e-4,101868
1869,1,0.31659114960733864,7.481214028314974e-4,101869
1870,1,0.3179440491774504,9.361610349857969e-4,101870
1871,1,0.31789533890766825,0.001080719429819237,101871
1872,1,0.3178371971653275,0.0011060154083180906,101872
1873,1,0.3172320274953277,0.0013195718204691224,101873
1874,1,0.3168333687885734,0.0013124581393140708,101874
1875,1,0.3168333687885734,0.0013124581393140708,101875
1876,1,0.3131050408637103,3.983842988701318e-4,101876
1877,1,0.3131050408637103,3.983842988701318e-4,101877
1878,1,0.290630572560603,0.005151790907920956,101878
1879,1,0.3136198642261222,0.001377586242253212,101879
1880,1,0.30993512241044363,5.060663350427389e-4,101880
1881,1,0.30993512241044363,5.060663350427389e-4,101881
1882,1,0.2911451445783134,0.0036825584581910236,101882
1883,1,0.3109846453090056,0.0010953816899865203,101883
1884,1,0.3109846453090056,0.0010953816899865203,101884
1885,1,0.30080898796918687,3.542082079473582e-4,101885
1886,1,0.30080898796918687,3.542082079473582e-4,101886
1887,1,0.30080898796918687,3.542082079473582e-4,101887
1894,1,0.2911451445783134,0.0036825584581910236,101894
1895,1,0.2911451445783134,0.0036825584581910236,101895
1896,1,0.2911451445783134,0.0036825584581910236,101896
1897,1,0.2911451445783134,0.0036825584581910236,101897
1898,1,0.2911451445783134,0.0036825584581910236,101898
1899,1,0.2911451445783134,0.0036825584581910236,101899
1903,1,0.3047968995742433,0.006377818088768277,101903
1904,1,0.3047968995742433,0.006377818088768277,101904
1905,1,0.2960714048542534,0.0032815708452435997,101905
1906,1,0.2960714048542534,0.0032815708452435997,101906
1907,1,0.3085436182797814,9.018562193348214e-4,101907
1908,1,0.29710639656026167,0.0038239973836926323,101908
1909,1,0.29710639656026167,0.0038239973836926323,101909
1910,1,0.29878455728511955,0.004365616012272806,101910
1911,1,0.29583557875997485,0.0027229692883656976,101911
1912,1,0.29710639656026167,0.0038239973836926323,101912
1913,1,0.29778850583439015,0.0055899742904033075,101913
1914,1,0.29778850583439015,0.0055899742904033075,101914
1915,1,0.29778850583439015,0.0055899742904033075,101915
1916,1,0.29778850583439015,0.0055899742904033075,101916
1918,1,0.2934683929804248,0.004821023116731094,101918
1919,1,0.2934683929804248,0.004821023116731094,101919
1920,1,0.2934683929804248,0.004821023116731094,101920
1921,1,0.2934683929804248,0.004821023116731094,101921
1922,1,0.2934683929804248,0.004821023116731094,101922
1923,1,0.2934683929804248,0.004821023116731094,101923
1924,1,0.2934683929804248,0.004821023116731094,101924
1925,1,0.2934683929804248,0.004821023116731094,101925
1931,1,0.30017997927725937,0.002210733440213405,101931
1932,1,0.30017997927725937,0.002210733440213405,101932
1934,1,0.2935458204842823,0.003427894428500674,101934
1935,1,0.30507586508859275,8.321778124419585e-4,101935
1936,1,0.3080823920061185,7.261680386481876e-4,101936
1937,1,0.295479543286972,0.004065334596060037,101937
1938,1,0.295479543286972,0.004065334596060037,101938
1939,1,0.295479543286972,0.004065334596060037,101939
1940,1,0.295479543286972,0.004065334596060037,101940
1945,1,0.29546097400146804,0.004051063382362546,101945
1946,1,0.29546097400146804,0.004051063382362546,101946
1947,1,0.29546097400146804,0.004051063382362546,101947
1948,1,0.30841859336568506,7.911433247854438e-4,101948
1949,1,0.30841859336568506,7.911433247854438e-4,101949
1950,1,0.31108319979095883,6.814596119469508e-4,101950
1951,1,0.2970090557550606,0.0039852842037414555,101951
1952,1,0.29501787487354714,0.00312564997764913,101952
1953,1,0.30834120271207394,0.0010057350135170805,101953
1954,1,0.30834120271207394,0.0010057350135170805,101954
1955,1,0.2940908311474202,0.003466875769201963,101955
1956,1,0.2940908311474202,0.003466875769201963,101956
1957,1,0.3115964601308809,0.001442174706437496,101957
1958,1,0.30499111741180285,9.309622958360897e-4,101958
1959,1,0.30499111741180285,9.309622958360897e-4,101959
1960,1,0.30499111741180285,9.309622958360897e-4,101960
1961,1,0.30499111741180285,9.309622958360897e-4,101961
1962,1,0.30499111741180285,9.309622958360897e-4,101962
