WP4,campaign,rich,simp,FD,FR,pu
3507,1,23.07428388888889,13.828727201340488,0.29694995555052445,1.9269387832889723e-5,103507
3507,2,24.500811111111126,13.762484338775106,0.3035645648625832,1.9440907266202314e-5,203507
3507,3,24.856622777777783,14.078253166651033,0.3040751701096428,1.9846222878929016e-5,303507
3507,4,24.133855793650802,12.204653473201708,0.26478648734614546,1.937879435283059e-5,403507
3507,5,24.00761178571429,12.453361504755128,0.2436456506079381,1.9663292796117756e-5,503507
3507,6,24.19014182539683,12.077721813502311,0.25072056557497124,2.0306945619162596e-5,603507
3508,1,23.72136650793651,14.597674071577874,0.2943714766549199,2.0452149082415317e-5,103508
3508,2,25.298572063492077,14.493410171562406,0.3010347011208096,2.0729582800258822e-5,203508
3508,3,25.485698730158727,14.907713035318533,0.3005487637034106,2.0808198700518632e-5,303508
3508,4,23.122043148148148,11.01680518426277,0.27049407046545576,1.8760196111751286e-5,403508
3508,5,23.233209841269844,10.991142444407165,0.24236868490047841,1.9598831318943396e-5,503508
3508,6,23.817926746031752,11.909993833252095,0.2501537279805913,2.031865863001675e-5,603508
3509,1,23.72136650793651,14.597674071577874,0.2943714766549199,2.0452149082415317e-5,103509
3509,2,25.298572063492077,14.493410171562406,0.3010347011208096,2.0729582800258822e-5,203509
3509,3,25.485698730158727,14.907713035318533,0.3005487637034106,2.0808198700518632e-5,303509
3509,4,23.122043148148148,11.01680518426277,0.27049407046545576,1.8760196111751286e-5,403509
3509,5,23.233209841269844,10.991142444407165,0.24236868490047841,1.9598831318943396e-5,503509
3509,6,23.817926746031752,11.909993833252095,0.2501537279805913,2.031865863001675e-5,603509
3510,1,23.67359722222222,14.82917900184434,0.29609499259807914,2.0335577976157786e-5,103510
3510,2,25.27624134920636,14.802308473015742,0.3030296432723199,2.073102137701959e-5,203510
3510,3,25.446138015873014,15.108172318542048,0.30281020787294743,2.0967391100604198e-5,303510
3510,4,23.310298492063495,11.540344397379732,0.26669699752146314,1.9067119868031593e-5,403510
3510,5,23.784953412698417,11.78148555646776,0.24395175258481688,1.9943799499049343e-5,503510
3510,6,24.238323888888893,12.742109734350139,0.25223908741808015,2.048160251100638e-5,603510
3511,1,23.792916111111108,14.873719694181297,0.2966976922216823,2.0301067144756434e-5,103511
3511,2,25.563814682539693,14.895834340939462,0.30384646306438257,2.1069855706932346e-5,203511
3511,3,25.725181349206355,15.085027274917302,0.3034538830287064,2.1238014827584553e-5,303511
3511,4,23.49881896825397,11.57097396781611,0.2673875587291714,1.9254094925802688e-5,403511
3511,5,23.834316349206354,11.793492433489737,0.24509727477324542,2.0003987352807825e-5,503511
3511,6,24.214517222222224,12.76068980101622,0.252710977151655,2.0447207197398066e-5,603511
3512,1,23.792916111111108,14.873719694181297,0.2966976922216823,2.0301067144756434e-5,103512
3512,2,25.563814682539693,14.895834340939462,0.30384646306438257,2.1069855706932346e-5,203512
3512,3,25.725181349206355,15.085027274917302,0.3034538830287064,2.1238014827584553e-5,303512
3512,4,23.49881896825397,11.57097396781611,0.2673875587291714,1.9254094925802688e-5,403512
3512,5,23.834316349206354,11.793492433489737,0.24509727477324542,2.0003987352807825e-5,503512
3512,6,24.214517222222224,12.76068980101622,0.252710977151655,2.0447207197398066e-5,603512
3513,1,24.348843419913422,15.303777318112186,0.29758446282925044,2.1445206880847714e-5,103513
3513,2,26.48775281385283,15.450952688430156,0.3072246176981102,2.2457039111224352e-5,203513
3513,3,26.789999480519487,15.334170339528814,0.30634178772292314,2.260182120553598e-5,303513
3513,4,24.713211452621458,12.199739805186537,0.2529911154153094,2.1637186850381074e-5,403513
3513,5,25.17579264069264,12.633527323247305,0.2403130817670416,2.1998638871255122e-5,503513
3513,6,25.763218917748915,14.035763767203916,0.246922133376312,2.2541541306279223e-5,603513
3514,1,25.047848766233766,15.331575138096317,0.2984291022803558,2.2068781801928293e-5,103514
3514,2,27.50236749639251,15.613023288345783,0.3046302075064679,2.3532870754761614e-5,203514
3514,3,27.948911782106787,15.725582162051163,0.30787435262651447,2.3939534203008332e-5,303514
3514,4,25.54844865079366,12.829702678431538,0.2734770072936204,2.1939586732078854e-5,403514
3514,5,25.810316020923526,13.416118382696562,0.2475104588800261,2.264439711833958e-5,503514
3514,6,26.382493600288605,14.486690029028656,0.25493750535981197,2.3191731402652736e-5,603514
3515,1,26.60963621933622,17.624259565982282,0.30971737261043963,2.3623187995690965e-5,103515
3515,2,29.784132886002894,18.51329651352331,0.31094680778541944,2.524198238629747e-5,203515
3515,3,30.35404463203464,18.52134189782958,0.31103722589477123,2.6260885420482717e-5,303515
3515,4,30.174310978835983,18.30986875805786,0.29596755228087196,2.717581141509403e-5,403515
3515,5,28.98672665223666,17.484194371494667,0.27091825098620126,2.5388623219815857e-5,503515
3515,6,29.565438520923525,18.766117462672387,0.2780196627538897,2.5902028697841602e-5,603515
3516,1,26.407790663780663,17.9401480837723,0.30959472083827533,2.300135815670182e-5,103516
3516,2,29.998304949494955,19.293904463638636,0.30947892750621764,2.5341742123433276e-5,203516
3516,3,30.48479550505051,19.340854592179536,0.30964441889284017,2.6379949737981787e-5,303516
3516,4,29.648128039923044,17.402947748564014,0.300757911065653,2.61886755523793e-5,403516
3516,5,29.20207974386725,17.737623742462908,0.2791069897886297,2.5360019467907888e-5,503516
3516,6,29.88963938672439,19.392200650460737,0.2833678238903074,2.5846300264154662e-5,603516
3517,1,26.34438145021645,16.865963222776234,0.3092174205176239,2.284965085210003e-5,103517
3517,2,29.917286132756143,17.923240240208408,0.30925408179269737,2.5444410997212394e-5,203517
3517,3,30.528490101010114,17.997789778571413,0.3090517458417434,2.6638623185258576e-5,303517
3517,4,29.330726500721507,16.425680327112776,0.29690114959063246,2.5360339639521034e-5,403517
3517,5,30.62719493867245,19.309785591332265,0.2818837040124774,2.649399196192919e-5,503517
3517,6,31.063841608946607,20.089980189817396,0.2856664888713854,2.691768187257929e-5,603517
3518,1,26.343722344877346,16.917841778353957,0.3092615069343658,2.253409276006883e-5,103518
3518,2,30.01355020202021,18.01057227636898,0.3091918370766486,2.5227442985706007e-5,203518
3518,3,30.591101313131322,18.111061193747528,0.30932337164646867,2.645307167072975e-5,303518
3518,4,29.2757854906205,16.51652499496442,0.2969615058046754,2.489627793245714e-5,403518
3518,5,30.622715609668116,19.412941755781517,0.2818651484534878,2.613488884051388e-5,503518
3518,6,31.048460613275616,20.24085204878847,0.28533214991949013,2.6554099878497837e-5,603518
3519,1,25.945649574314576,16.895240470028405,0.3099407019555596,2.218968912247594e-5,103519
3519,2,29.414587828282833,17.878702575143116,0.309711714336087,2.4740915577829136e-5,203519
3519,3,29.958317272727278,17.866694107498784,0.3093384488810007,2.583692456415507e-5,303519
3519,4,29.325214208014213,17.220145386653133,0.2974142370727173,2.515181710241041e-5,403519
3519,5,29.947012370962376,18.751702531175102,0.28065958352740256,2.5763047970732845e-5,503519
3519,6,30.689344373959372,20.02544843794689,0.28499742512862103,2.6296430106454576e-5,603519
3520,1,30.66984109719661,21.87852838717579,0.3126707918118115,2.7277453454060518e-5,103520
3520,2,34.84304177796748,24.823811373178817,0.3105872319627389,3.038982629979438e-5,203520
3520,3,34.52145088950954,24.57070817424934,0.3100330783638778,2.963754042341639e-5,303520
3520,4,32.106381124372724,21.96593094907721,0.30895658350353894,2.6358294645654074e-5,403520
