WP4,campaign,temp_beta,pu
3590,2,0.0696227356682392,203590
3593,2,0.0666482632853957,203593
3562,2,0.044345123216091,203562
3583,2,0.0691363919739462,203583
3584,2,0.0683900715736417,203584
3585,2,0.0587888296611844,203585
3563,2,0.0466621232224879,203563
3564,2,0.0526297884131978,203564
3565,2,0.0458750706047557,203565
3566,2,0.0560342281933411,203566
3567,2,0.0444436774939734,203567
3568,2,0.0384255020000166,203568
3569,2,0.060597942516021,203569
3570,2,0.0848721087412317,203570
3571,2,0.0755570840258913,203571
3572,2,0.0550744429554048,203572
3573,2,0.0882102400936093,203573
3574,2,0.0795569625859075,203574
3580,2,0.0856180302088408,203580
3575,2,0.0458051769111564,203575
3579,2,0.0863601679436828,203579
3576,2,0.0759432528565312,203576
3578,2,0.0610621056013361,203578
3577,2,0.0813533379733582,203577
3581,2,0.0627734998878018,203581
3582,2,0.0796495467153536,203582
3595,2,0.068016381114788,203595
3596,2,0.0830639160104276,203596
3597,2,0.0621454339602981,203597
3598,2,0.0737221924269679,203598
3599,2,0.0952293814043933,203599
3600,2,0.06353391064944,203600
3601,2,0.0747480717687734,203601
3611,2,0.0601304980864107,203611
3617,2,0.10234593975487,203617
3621,2,0.0650901992378017,203621
3618,2,0.0806180200609843,203618
3620,2,0.0571849358348713,203620
3619,2,0.0874743727536848,203619
3623,2,0.0952948787956768,203623
3624,2,0.0970450139189596,203624
3625,2,0.0757403797364833,203625
3626,2,0.0912124760427605,203626
3627,2,0.0912124760427605,203627
3628,2,0.0904728402793141,203628
3629,2,0.0619953267153376,203629
3630,2,0.0946338029426158,203630
3631,2,0.0498865813246432,203631
3632,2,0.0601304980864107,203632
3633,2,0.087757313574918,203633
3634,2,0.087757313574918,203634
3638,2,0.0847670326652649,203638
3635,2,0.0924047124532457,203635
3636,2,0.0924047124532457,203636
3637,2,0.0713344190359445,203637
3639,2,0.0607363789040209,203639
3640,2,0.0668154670021394,203640
3652,2,0.087149646308057993,203652
3641,2,0.111936331665994,203641
3642,2,0.0580613863978269,203642
3650,2,0.0949096870804746,203650
3643,2,0.065027124904574,203643
3649,2,0.0895123694257445,203649
3644,2,0.0531785955977155,203644
3648,2,0.0601760328209593,203648
3645,2,0.064348002934439,203645
3647,2,0.0555040798985374,203647
3646,2,0.101797091149186,203646
3651,2,0.0600571535321029,203651
3653,2,0.0542000720100362,203653
3654,2,0.0558683330982061,203654
3655,2,0.0421977117056146,203655
3656,2,0.0946309000009408,203656
3657,2,0.0780294962569218,203657
3663,2,0.0615807158804951,203663
3664,2,0.0416786764699245,203664
3665,2,0.0439813944827619,203665
3693,2,0.0505892572034927,203693
3694,2,0.0695524817792044,203694
3695,2,0.0743749279637053,203695
3666,2,0.0468565263839027,203666
3667,2,0.0877400380220628,203667
3691,2,0.0611084709752619,203691
3668,2,0.102583291221668,203668
3690,2,0.0615213251052048,203690
3669,2,0.106010698414442,203669
3689,2,0.062951368613975,203689
3670,2,0.127816638680583,203670
3671,2,0.118057390883955,203671
3672,2,0.109352341303945,203672
3673,2,0.110975376216973,203673
3674,2,0.0785046415749004,203674
3675,2,0.0556851299968323,203675
3679,2,0.0658835924624571,203679
3676,2,0.120611252182415,203676
3677,2,0.0558206260913343,203677
3678,2,0.0582977092375038,203678
3680,2,0.0924065728215709,203680
3681,2,0.0596994458410282,203681
3682,2,0.0786304923111032,203682
3683,2,0.0930798684996219,203683
3687,2,0.0891471336448652,203687
3684,2,0.0837170639728,203684
3686,2,0.0977570220375744,203686
3685,2,0.110913152227261,203685
3688,2,0.0611084709752619,203688
3692,2,0.062951368613975,203692
3696,2,0.0653896696011056,203696
3702,2,0.0851544983336143,203702
3703,2,0.0851544983336143,203703
3947,2,0.0768721584110706,203947
3709,2,0.0858428573706688,203709
3710,2,0.0827175015851245,203710
3724,2,0.0740874941889722,203724
3725,2,0.0740874941889722,203725
3711,2,0.0757363745163026,203711
3712,2,0.0758655050631488,203712
3713,2,0.0729548979582261,203713
3718,2,0.0729548979582261,203718
3717,2,0.0645828953143341,203717
3714,2,0.0819996504789126,203714
3716,2,0.0774466205320593,203716
3715,2,0.100772211757546,203715
3719,2,0.0742881036326357,203719
3720,2,0.0708958260775966,203720
3721,2,0.0542825189149509,203721
3722,2,0.0630316924560521,203722
3723,2,0.0705415488342586,203723
3734,2,0.0592163145112399,203734
3735,2,0.0784449187668159,203735
3762,2,0.0709592566406346,203762
3775,2,0.0622638838469487,203775
3776,2,0.076033679514119,203776
3804,2,0.0583696998591491,203804
3777,2,0.0668764777799792,203777
3796,2,0.0756414545990155,203796
3803,2,0.0751659094227879,203803
3797,2,0.088777306921783,203797
3800,2,0.0903790986046538,203800
3801,2,0.0876025226348775,203801
3802,2,0.084484426496391,203802
3798,2,0.088126935240635,203798
3799,2,0.0774457323748342,203799
3778,2,0.0624642833188456,203778
3779,2,0.0624642833188456,203779
3795,2,0.0720161922807523,203795
3780,2,0.0627681660080625,203780
3794,2,0.0765942619066617,203794
3781,2,0.0607965476074403,203781
3792,2,0.075236847087473,203792
3793,2,0.075236847087473,203793
3782,2,0.0606528065893672,203782
3791,2,0.0851765432170579,203791
3783,2,0.0648646044657594,203783
3784,2,0.0727286798546989,203784
3785,2,0.0779412168380444,203785
3786,2,0.0734147506619098,203786
3787,2,0.0928646896592631,203787
3788,2,0.0696929676905596,203788
3789,2,0.0608064516529743,203789
3790,2,0.0696359071767081,203790
3806,2,0.0706451342329399,203806
3520,2,0.0608424995416774,203520
3807,2,0.0608424995416774,203807
3815,2,0.0749699035738425,203815
3808,2,0.0774928042592706,203808
3814,2,0.0783924917577584,203814
3809,2,0.0629714339750567,203809
3813,2,0.0778913148087102,203813
3810,2,0.0900115443789606,203810
3812,2,0.0720995149966156,203812
3811,2,0.0803987169382639,203811
3816,2,0.140891250927174,203816
3817,2,0.114096645824072,203817
3821,2,0.0654126273586859,203821
3823,2,0.0715379371115075,203823
3834,2,0.0637983811141091,203834
3824,2,0.0586207369519892,203824
3833,2,0.157401082737938,203833
3825,2,0.0627867256227851,203825
3826,2,0.0673346616507253,203826
3827,2,0.0758340488983399,203827
3832,2,0.0686127220230729,203832
3828,2,0.0816863781350935,203828
3829,2,0.104614181609837,203829
3831,2,0.0863309661429847,203831
3830,2,0.0998855901213759,203830
3869,2,0.111147177160939,203869
3507,3,0.151673455973907,303507
3838,3,0.098461069529618,303838
3839,3,0.104452132260771,303839
3840,3,0.104452132260771,303840
3868,3,0.0887546923522876,303868
3841,3,0.105445070773174,303841
3842,3,0.102986524933987,303842
3843,3,0.106409764067368,303843
3844,3,0.102727106326219,303844
3855,3,0.0843849244518589,303855
3856,3,0.0657860772732522,303856
3857,3,0.0950167763846417,303857
3845,3,0.0703232169298946,303845
3846,3,0.0703232169298946,303846
3854,3,0.0864734157877235,303854
3847,3,0.087330342206702,303847
3853,3,0.124310159134506,303853
3848,3,0.0613540458515529,303848
3849,3,0.0613540458515529,303849
3850,3,0.0613540458515529,303850
3851,3,0.0740223068390164,303851
3852,3,0.0749450928027779,303852
3858,3,0.113344311713027,303858
3865,3,0.0755134213703674,303865
3859,3,0.114857057071827,303859
3860,3,0.110380041534866,303860
3863,3,0.107989361220401,303863
3861,3,0.111606820786365,303861
3862,3,0.111606820786365,303862
3864,3,0.0804027278782969,303864
3866,3,0.110568887592899,303866
3867,3,0.0919061750269354,303867
3880,3,0.0656761928408682,303880
3870,3,0.111147177160939,303870
3871,3,0.111147177160939,303871
3872,3,0.0976674259867416,303872
3878,3,0.10154828119167,303878
3873,3,0.0980517210500111,303873
3874,3,0.0924223607721491,303874
3875,3,0.0924223607721491,303875
3876,3,0.0846905891532481,303876
3877,3,0.0846905891532481,303877
3879,3,0.102317576176844,303879
3508,3,0.135729599924623,303508
3509,3,0.135729599924623,303509
3836,3,0.0764877071814715,303836
3837,3,0.0764877071814715,303837
3510,3,0.136077675890585,303510
3835,3,0.0795808129494071,303835
3511,3,0.133070751122442,303511
3512,3,0.133070751122442,303512
3513,3,0.120789890580532,303513
3822,3,0.0652665180002956,303822
3514,3,0.134688847008974,303514
3515,3,0.135528027009094,303515
3819,3,0.0698074736233595,303819
3820,3,0.0698074736233595,303820
3516,3,0.125523787418513,303516
3818,3,0.0638674050546641,303818
3517,3,0.113134146846215,303517
3518,3,0.124445201822369,303518
3519,3,0.123814409265967,303519
3521,3,0.105923804074512,303521
3805,3,0.0796469372079375,303805
3522,3,0.112745555212079,303522
3523,3,0.0936352646793997,303523
3524,3,0.0936352646793997,303524
3771,3,0.0682975603806607,303771
3772,3,0.0682975603806607,303772
3773,3,0.0682975603806607,303773
3525,3,0.0932201759927011,303525
3763,3,0.0798865134793563,303763
3770,3,0.071763736020269,303770
3764,3,0.0722383665829128,303764
3767,3,0.0736002242661232,303767
3769,3,0.08547835134982,303769
3768,3,0.0767683475324442,303768
3765,3,0.171856218033496,303765
3766,3,0.102540643862697,303766
3526,3,0.0968913928027435,303526
3527,3,0.0976547258073062,303527
3737,3,0.0774144058170158,303737
3738,3,0.068597031058641,303738
3739,3,0.0676086700479832,303739
3751,3,0.0812594313123151,303751
3740,3,0.0689724718966412,303740
3749,3,0.0683185310883742,303749
3750,3,0.0682522802148609,303750
3741,3,0.0799436882906141,303741
3742,3,0.0899764080621689,303742
