WP4,campaign,alpha,beta,gamma,pu
3525,6,0.892796483752944,-0.00583556521527514,0.886960918537669,603525
3763,1,0.761417296473388,0.0722790356088581,0.833696332082246,103763
3763,2,0.699353947769197,0.119522194751671,0.818876142520868,203763
3763,3,0.687934950014381,0.128858007523671,0.816792957538052,303763
3763,4,0.700759534630907,0.118886066664132,0.819645601295039,403763
3763,5,0.778031611679634,0.0615216941644134,0.839553305844047,503763
3763,6,0.786411293520713,0.0541345002156951,0.840545793736408,603763
3770,1,0.821990184061978,0.0306869740096813,0.852677158071659,103770
3770,2,0.774781352660986,0.0631287392942731,0.837910091955259,203770
3770,3,0.746945517617587,0.0838763751614193,0.830821892779006,303770
3770,4,0.732137983199521,0.0944281168021111,0.826566100001632,403770
3770,5,0.80811101127573,0.040354481892744,0.848465493168474,503770
3770,6,0.824150312121961,0.0285473284884027,0.852697640610364,603770
3764,1,0.781747437986251,0.0569447490329519,0.838692187019203,103764
3764,2,0.729318618972414,0.096153298048177,0.825471917020591,203764
3764,3,0.697480454936981,0.12105221301529,0.818532667952271,303764
3764,4,0.681752549875021,0.133060156674813,0.814812706549833,403764
3764,5,0.767826765484882,0.0673298347673818,0.835156600252264,503764
3764,6,0.780376213281826,0.0579979727669501,0.838374186048776,603764
3767,1,0.819681531341191,0.0306221631547604,0.850303694495952,103767
3767,2,0.770779414634996,0.0650669136840641,0.83584632831906,203767
3767,3,0.739473657644084,0.0887215781574692,0.828195235801553,303767
3767,4,0.724700200608241,0.0995726176387484,0.824272818246989,403767
3767,5,0.804641036101806,0.0410681724968481,0.845709208598654,503767
3767,6,0.820053197602729,0.0302245558608038,0.850277753463532,603767
3769,1,0.860381782099281,0.00497330212865525,0.86535508422793594,103769
3769,2,0.82080392254335,0.0294380376115139,0.850241960154864,203769
3769,3,0.794357720490387,0.0482619096524456,0.842619630142832,303769
3769,4,0.780046067661701,0.0580016696291224,0.838047737290823,403769
3769,5,0.847467859624518,0.0127101782382233,0.860178037862742,503769
3769,6,0.86208322655376,0.00391773948276451,0.866000966036525,603769
3768,1,0.860463231445165,0.00469800616667387,0.865161237611838,103768
3768,2,0.822255450405656,0.0283579451945313,0.850613395600188,203768
3768,3,0.793647191414629,0.0485975373860578,0.842244728800686,303768
3768,4,0.778087445248856,0.0592880924774824,0.837375537726338,403768
3768,5,0.846588029762433,0.0129536695444306,0.859541699306864,503768
3768,6,0.86063448977602,0.00463674750207021,0.86527123727809,603768
3765,1,0.790566959181682,0.0529274231873795,0.843494382369062,103765
3765,2,0.72291957141341,0.145000327745648,0.867919899159058,203765
3765,3,0.746001615475222,0.0843804903656676,0.83038210584089,303765
3765,4,0.471045253505415,0.306367204989588,0.777412458495003,403765
3765,5,0.680511108536667,0.13584666070263,0.816357769239297,503765
3765,6,0.737231253918186,0.109902984071576,0.847134237989762,603765
3766,1,0.820366780987999,0.032157840886212,0.852524621874211,103766
3766,2,0.753298884054902,0.0793276155120242,0.832626499566926,203766
3766,3,0.765924241549682,0.0704251165802701,0.836349358129952,303766
3766,4,0.752384498655719,0.0947607068142947,0.847145205470014,403766
3766,5,0.881498656551166,0.0108215119785427,0.892320168529708,503766
3766,6,0.878539476129265,0.00274759046120882,0.881287066590474,603766
3526,1,0.886324841924963,-0.00557721248317817,0.880747629441784,103526
3526,2,0.86075770811991,0.0092626659883694,0.87002037410828,203526
3526,3,0.853035720304889,0.0201083032518737,0.873144023556762,303526
3526,4,0.857308196494133,0.0189496920299592,0.876257888524092,403526
3526,5,0.879500768323804,0.0110440173134191,0.890544785637223,503526
3526,6,0.891262842132375,-0.00561636614619343,0.885646475986181,603526
3527,1,0.884445378551232,-0.00495399184266637,0.879491386708566,103527
3527,2,0.859400110183186,0.00965734383445337,0.869057454017639,203527
3527,3,0.851955882374882,0.0198438119112464,0.871799694286128,303527
3527,4,0.856314348452798,0.0185468135105253,0.874861161963323,403527
3527,5,0.879866095616889,0.00916866411731139,0.8890347597342,503527
3527,6,0.890653095439692,-0.00618045499560463,0.884472640444088,603527
3737,1,0.772511201844222,0.0639372470768157,0.836448448921038,103737
3737,2,0.714798113319311,0.107850227914109,0.82264834123342,203737
3737,3,0.705356917533414,0.115809025626148,0.821165943159562,303737
3737,4,0.71780674254259,0.106271201783949,0.824077944326539,403737
3737,5,0.789162131550819,0.0537259015656399,0.842888033116459,503737
3737,6,0.797525392258113,0.0462179595050479,0.843743351763161,603737
3738,1,0.798401598974588,0.0440072073321652,0.842408806306753,103738
3738,2,0.739144848731094,0.0884041490227963,0.82754899775389,203738
3738,3,0.725186366089279,0.0997240530426902,0.824910419131969,303738
3738,4,0.73702575718373,0.0906540580686439,0.827679815252373,403738
3738,5,0.811505528138328,0.035975469127838,0.847480997266166,503738
3738,6,0.82219327040884,0.0279873323371371,0.850180602745977,603738
3739,1,0.816216759133521,0.0319079764054089,0.84812473553893,103739
3739,2,0.758142426875468,0.0740368112550501,0.832179238130518,203739
3739,3,0.741967490331248,0.0867745041490522,0.8287419944803,303739
3739,4,0.753690110130337,0.0779090998255838,0.83159920995592,403739
3739,5,0.825692393000568,0.0265254590990894,0.852217852099657,503739
3739,6,0.837780387649628,0.0179198512653025,0.85570023891493,603739
3751,1,0.869589314165023,-3.27662404840352e-4,0.869261651760182,103751
3751,2,0.83573619456419,0.0192083129613321,0.854944507525522,203751
3751,3,0.807039004906899,0.0388087108839069,0.845847715790806,303751
3751,4,0.792827641249094,0.0484219657976397,0.841249607046733,403751
3751,5,0.856260586240023,0.00690933532447083,0.863169921564494,503751
3751,6,0.869287230447364,3.25307351726714e-4,0.869612537799091,603751
3740,1,0.837173247388174,0.0177568843583777,0.854930131746552,103740
3740,2,0.782789427215726,0.0553246905662993,0.838114117782025,203740
3740,3,0.764079090741869,0.0695971619513619,0.833676252693231,303740
3740,4,0.775224554835839,0.0613214087472922,0.836545963583131,403740
3740,5,0.842717756587413,0.0145763780739169,0.85729413466133,503740
3740,6,0.853540022325496,0.00847131968578847,0.862011342011285,603740
3749,1,0.87550235952935,-0.00281693576148125,0.872685423767869,103749
3749,2,0.83820819928717,0.0172978588244076,0.855506058111577,203749
3749,3,0.821923438954306,0.0282579959564731,0.850181434910779,303749
3749,4,0.831408064248316,0.0220917275216787,0.853499791769995,403749
3749,5,0.876638580062732,-0.00303746481833563,0.873601115244397,503749
3749,6,0.88202446096332,-0.00344305794001548,0.878581403023304,603749
3750,1,0.883143949318606,0.00322978365559652,0.886373732974202,103750
3750,2,0.865976979456262,0.00367348248809612,0.869650461944358,203750
3750,3,0.857817584162418,0.00687780472490417,0.864695388887322,303750
3750,4,0.862992750328061,0.0042642783437565,0.867257028671817,403750
3750,5,0.887300225985101,-0.0010464822949312,0.88625374369017,503750
3750,6,0.881740821536166,0.0145742250089503,0.896315046545116,603750
3741,1,0.857110458350514,0.00624829049641744,0.863358748846931,103741
3741,2,0.809602885143714,0.0362165200781147,0.845819405221828,203741
3741,3,0.792196041313695,0.0489239950095498,0.841120036323245,303741
3741,4,0.803116910975763,0.0411526132915981,0.844269524267361,403741
3741,5,0.86184724895514,0.00364369156469239,0.865490940519832,503741
3741,6,0.868766653893246,0.00165139342376193,0.870418047317008,603741
3742,1,0.841663350059159,0.0157443517244765,0.857407701783635,103742
3742,2,0.782603379628132,0.0559996709099582,0.83860305053809,203742
3742,3,0.759489825120571,0.0731055450488013,0.832595370169373,303742
3742,4,0.834268708570469,0.020377218791098,0.854645927361567,403742
3742,5,0.887619338767678,-0.00327796081916772,0.88434137794851,503742
3742,6,0.884507202796302,0.00274442710359196,0.887251629899894,603742
3743,1,0.861877067142645,0.0038882583915548,0.8657653255342,103743
3743,2,0.813113705640224,0.0334084511636199,0.846522156803844,203743
3743,3,0.796297672817758,0.0453612441866995,0.841658917004457,303743
3743,4,0.768641626745464,0.0656673958724324,0.834309022617897,403743
3743,5,0.89102796489351,-0.00499703773640057,0.886030927157109,503743
3743,6,0.886249893129341,-0.00173425708736701,0.884515636041974,603743
3744,1,0.87839307486779294,-0.0029059507374508,0.875487124130342,103744
3744,2,0.842244234745163,0.014937757608106,0.857181992353269,203744
3744,3,0.828153121723886,0.0240565189756936,0.85220964069958,303744
3744,4,0.840254461422091,0.0225690106787171,0.862823472100808,403744
3744,5,0.882374747180059,-0.00589571590620104,0.876479031273858,503744
3744,6,0.860684629183169,0.013320157309571,0.87400478649274,603744
3745,1,0.87839307486779294,-0.0029059507374508,0.875487124130342,103745
3745,2,0.842244234745163,0.014937757608106,0.857181992353269,203745
3745,3,0.828153121723886,0.0240565189756936,0.85220964069958,303745
3745,4,0.840254461422091,0.0225690106787171,0.862823472100808,403745
3745,5,0.882374747180059,-0.00589571590620104,0.876479031273858,503745
3745,6,0.860684629183169,0.013320157309571,0.87400478649274,603745
3746,1,0.886453355546537,-0.00443392419443546,0.882019431352101,103746
3746,2,0.867946742727976,4.09438967993122e-4,0.86835618169597,203746
3746,3,0.848767323979553,0.0111573460323465,0.8599246700119,303746
3746,4,0.83529441479541,0.0192525791495931,0.854546993945004,403746
3746,5,0.878332847847481,-0.00291433464631173,0.875418513201169,503746
3746,6,0.883462487310303,-0.00105776995138906,0.882404717358914,603746
3747,1,0.8872586970877,-0.00502629162989441,0.882232405457806,103747
3747,2,0.862067721087566,0.00348216749563549,0.865549888583202,203747
3747,3,0.850404151537239,0.0101221747108623,0.860526326248102,303747
3747,4,0.856979712992607,0.00643345545303631,0.863413168445643,403747
3747,5,0.886590974416481,-0.00470303458541552,0.881887939831066,503747
3747,6,0.887740258111617,-2.06696879978108e-4,0.887533561231639,603747
3748,1,0.751469513147558,0.0883241220207224,0.83979363516828,103748
3748,2,0.666385800637977,0.151416021938511,0.817801822576488,203748
3748,3,0.624363632984388,0.183459412224624,0.807823045209012,303748
3748,4,0.787045420072352,0.0545563428755662,0.841601762947918,403748
3748,5,0.898747908579393,-0.00139850718670988,0.897349401392683,503748
3748,6,0.902414234250623,0.00704243104246062,0.909456665293084,603748
3752,1,0.821237354244363,0.0287220313732035,0.849959385617567,103752
3752,2,0.763488669394293,0.0701416287772903,0.833630298171583,203752
3752,3,0.747204798714421,0.0828533173543245,0.830058116068746,303752
3752,4,0.758862053867527,0.0740996728152142,0.832961726682741,403752
3752,5,0.829762538405086,0.024079779835123,0.853842318240209,503752
3752,6,0.841818973450825,0.0154202924523312,0.857239265903156,603752
3761,1,0.858314443812179,0.00585860129798168,0.864173045110161,103761
3761,2,0.809306165990875,0.0368267677651088,0.846132933755984,203761
3761,3,0.792234393965693,0.0493505286194535,0.841584922585146,303761
3761,4,0.802827801384967,0.0420488877502014,0.844876689135169,403761
3761,5,0.859472274217663,0.00611634292343825,0.865588617141101,503761
3761,6,0.872485660142008,-0.00141519715094163,0.871070462991066,603761
3753,1,0.836989415170627,0.0182006508998457,0.855190066070473,103753
3753,2,0.78195292787818,0.0562891378200473,0.838242065698227,203753
3753,3,0.7649717777244,0.0693141951844877,0.834285972908888,303753
3753,4,0.776133717705021,0.0611009308505778,0.837234648555599,403753
3753,5,0.842578116297764,0.0154044463290906,0.857982562626855,503753
3753,6,0.854440211841798,0.00776067356668505,0.862200885408483,603753
3754,1,0.836989415170627,0.0182006508998457,0.855190066070473,103754
3754,2,0.78195292787818,0.0562891378200473,0.838242065698227,203754
3754,3,0.7649717777244,0.0693141951844877,0.834285972908888,303754
3754,4,0.776133717705021,0.0611009308505778,0.837234648555599,403754
3754,5,0.842578116297764,0.0154044463290906,0.857982562626855,503754
3754,6,0.854440211841798,0.00776067356668505,0.862200885408483,603754
3760,1,0.871823092386671,0.00341392306912405,0.875237015455795,103760
3760,2,0.832045330016492,0.022884027619702,0.854929357636194,203760
3760,3,0.813033833732445,0.0350105724022558,0.848044406134701,303760
3760,4,0.850296306393019,0.0101381261751778,0.860434432568197,403760
3760,5,0.891527194079069,0.0136947556468888,0.905221949725958,503760
3760,6,0.87668753129145,0.0271721340413623,0.903859665332813,603760
3755,1,0.873808597005965,0.00938212414549741,0.883190721151462,103755
3755,2,0.859288460766416,0.00813027813696506,0.867418738903381,203755
3755,3,0.851314044418246,0.0111470012377475,0.862461045655994,303755
3755,4,0.851768548735734,0.00912378227232999,0.860892331008064,403755
3755,5,0.879971584999598,0.0042563139548911,0.88422789895448894,503755
3755,6,0.86716249404306,0.0162367649379302,0.88339925898099,603755
3756,1,0.875036972537753,0.0113879120272445,0.886424884564998,103756
3756,2,0.864649472614885,0.00628125713688457,0.87093072975177,203756
3756,3,0.858998758241771,0.00722058850176782,0.866219346743539,303756
3756,4,0.863476668045875,0.00508484419687189,0.868561512242747,403756
3756,5,0.876077765148647,0.00964538601326399,0.885723151161911,503756
3756,6,0.866024145610316,0.0248687068383825,0.890892852448699,603756
3757,1,0.871218112239329,0.0171411426529298,0.888359254892259,103757
3757,2,0.861717607952071,0.0101671456838446,0.871884753635916,203757
3757,3,0.855611169808091,0.0106461606647083,0.866257330472799,303757
3757,4,0.859997263017751,0.0086471895063133,0.868644452524065,403757
3757,5,0.86165616929139,0.0372180738494534,0.898874243140844,503757
3757,6,0.84208542706819,0.0589700590534258,0.901055486121615,603757
3758,1,0.86650017301002,0.0343213982005867,0.900821571210607,103758
3758,2,0.874688811353167,0.0141188779484926,0.88880768930166,203758
3758,3,0.880445755401645,0.00510084117363175,0.885546596575277,303758
3758,4,0.881672819632205,0.00580268311154836,0.887475502743754,403758
3758,5,0.866855123903775,0.0327958736568844,0.899650997560659,503758
3758,6,0.848427715193766,0.054546725446052,0.902974440639818,603758
3759,1,0.878144732214484,0.00245594306182497,0.880600675276309,103759
3759,2,0.849023844430083,0.0127548079593719,0.861778652389455,203759
3759,3,0.856121685225321,0.00837942232145623,0.864501107546777,303759
3759,4,0.843932482047698,0.013747817493346,0.857680299541044,403759
3759,5,0.890207032349731,0.0142739539488238,0.904480986298555,503759
3759,6,0.872733453733128,0.029142917266929,0.901876371000057,603759
3528,1,0.875801090210585,-0.00144791729806646,0.874353172912519,103528
3528,2,0.8494389879772,0.0156230990364931,0.865062087013693,203528
3528,3,0.843270829922617,0.0242656629189697,0.867536492841586,303528
3528,4,0.848782282460333,0.0220878730939589,0.870870155554292,403528
3528,5,0.875247071628373,0.0110171468436597,0.886264218472033,503528
3528,6,0.886794642805836,-0.00442381530970305,0.882370827496133,603528
3736,1,0.81611564728858,0.0345678566222413,0.850683503910821,103736
3736,2,0.760325393783559,0.0735501066494527,0.833875500433012,203736
3736,3,0.744370559662952,0.0858520469880592,0.830222606651011,303736
3736,4,0.756059091810232,0.0773128600490698,0.833371951859302,403736
3736,5,0.822163277856477,0.0324744546138915,0.854637732470369,503736
3736,6,0.837316532122951,0.0203015804439968,0.857618112566948,603736
3529,1,0.88109585657669,-0.00440465105215255,0.876691205524537,103529
3529,2,0.856394738903556,0.010563962052066,0.866958700955622,203529
3529,3,0.850954590685196,0.0181630093584137,0.86911760004361,303529
3529,4,0.856492166088231,0.0157215446632841,0.872213710751515,403529
3529,5,0.883526649487846,0.00474778972608345,0.888274439213929,503529
3529,6,0.892602532287701,-0.0080410336968014,0.884561498590899,603529
3530,1,0.875920840608574,-0.00195780646607468,0.873963034142499,103530
3530,2,0.848908092332126,0.0152475557035933,0.86415564803572,203530
3530,3,0.843564725402408,0.022755870582643,0.866320595985051,303530
3530,4,0.849697026138089,0.0198340131738715,0.86953103931196,403530
3530,5,0.878545340801406,0.00735596724110107,0.885901308042507,503530
3530,6,0.888057225682511,-0.00605053880511025,0.882006686877401,603530
3531,1,0.876324595050507,-0.00226616186648201,0.874058433184025,103531
3531,2,0.849803621700288,0.0144298961351979,0.864233517835486,203531
3531,3,0.844875429266521,0.0216021013457341,0.866477530612255,303531
3531,4,0.850706688729809,0.0188383597210425,0.869545048450851,403531
3531,5,0.879935405362958,0.00612909887288658,0.886064504235844,503531
3531,6,0.888973376659514,-0.00667587552100918,0.882297501138505,603531
3733,1,0.834042213314507,0.0232969320992669,0.857339145413774,103733
3733,2,0.781940125333593,0.0581150202580156,0.840055145591608,203733
3733,3,0.766529452207131,0.0697662142091575,0.836295666416289,303733
3733,4,0.779729891836038,0.0609063319380162,0.840636223774054,403733
3733,5,0.837661435579173,0.0244253138892132,0.862086749468386,503733
3733,6,0.853724934306416,0.0110178286192753,0.864742762925691,603733
3532,1,0.87583156820164,-0.00206023379190066,0.87377133440974,103532
3532,2,0.849354550481011,0.0147092697004612,0.864063820181472,203532
3532,3,0.844245605149358,0.0219085564272002,0.866154161576558,303532
3532,4,0.850131499835827,0.0191257505349754,0.869257250370802,403532
3532,5,0.879650447581964,0.00607333429826358,0.885723781880228,503532
3532,6,0.888680358681342,-0.00661716673453892,0.882063191946803,603532
3730,1,0.806859519506308,0.0405909653489372,0.847450484855245,103730
3730,2,0.749703412786968,0.0812967478090813,0.83100016059605,203730
3730,3,0.734650364076446,0.093071911178486,0.827722275254932,303730
3730,4,0.74534483267984,0.0851120923668149,0.830456925046655,403730
3730,5,0.814623094019292,0.0371320999243396,0.851755193943632,503730
3730,6,0.828772404997243,0.0256022666339895,0.854374671631233,603730
3731,1,0.806859519506308,0.0405909653489372,0.847450484855245,103731
3731,2,0.749703412786968,0.0812967478090813,0.83100016059605,203731
3731,3,0.734650364076446,0.093071911178486,0.827722275254932,303731
3731,4,0.74534483267984,0.0851120923668149,0.830456925046655,403731
3731,5,0.814623094019292,0.0371320999243396,0.851755193943632,503731
3731,6,0.828772404997243,0.0256022666339895,0.854374671631233,603731
3533,1,0.866188000656994,0.00263637294566489,0.868824373602659,103533
3533,2,0.836386842990455,0.0225434008899719,0.858930243880427,203533
3533,3,0.831801176944965,0.0288018167931844,0.860602993738149,303533
3533,4,0.83865989667206,0.02497324932449,0.86363314599655,403533
3533,5,0.873894327932956,0.00739500737104442,0.881289335304001,503533
3533,6,0.881528184908118,-0.00402294027034209,0.877505244637776,603533
3727,1,0.800834694648813,0.0445214292512385,0.845356123900052,103727
3727,2,0.741830433902938,0.08705076585251,0.828881199755447,203727
3727,3,0.725987986391861,0.0994393242021984,0.82542731059406,303727
3727,4,0.738062843098847,0.0903501521145802,0.828412995213427,403727
3727,5,0.810176771937194,0.0396816165536143,0.849858388490809,503727
3727,6,0.823510054397508,0.0288550641269868,0.852365118524495,603727
3729,1,0.847000695641152,0.013685115647828,0.86068581128898,103729
3729,2,0.804311662657876,0.0414572312524805,0.845768893910356,203729
3729,3,0.776596869388484,0.0615352393478792,0.838132108736364,303729
3729,4,0.762175275833309,0.0715127389212325,0.833688014754541,403729
3729,5,0.834114425748834,0.022083948100104,0.856198373848938,503729
3729,6,0.849861672272354,0.0114524847057412,0.861314156978095,603729
3728,1,0.843332349512984,0.0156308866040915,0.858963236117076,103728
3728,2,0.791239269647844,0.0502814364603784,0.841520706108222,203728
3728,3,0.775083519353067,0.0624933404119752,0.837576859765042,303728
3728,4,0.78585509750844,0.0547666095545257,0.840621707062966,403728
3728,5,0.848535463316547,0.0141789536834719,0.862714417000019,503728
3728,6,0.861547559178024,0.00455523452402577,0.86610279370205,603728
3534,1,0.865273615158122,0.00297890732872741,0.868252522486849,103534
3534,2,0.835386243699007,0.0229789750678668,0.858365218766874,203534
3534,3,0.829962124586748,0.0294654143051001,0.859427538891848,303534
3534,4,0.837552942186217,0.0251569970685435,0.862709939254761,403534
3534,5,0.87383483159111,0.00657555756211623,0.880410389153226,503534
3534,6,0.881324669490129,-0.0042216005505584,0.877103068939571,603534
3535,1,0.86032134248331,0.00553290144203325,0.865854243925344,103535
3535,2,0.828303188896923,0.0273147241685431,0.855617913065466,203535
3535,3,0.822621827497693,0.0335344228557571,0.85615625035345,303535
3535,4,0.830807517505804,0.028578202592034,0.859385720097838,403535
3535,5,0.870890997802047,0.00668957500819827,0.877580572810245,503535
3535,6,0.878092085138963,-0.00310182122764791,0.874990263911315,603535
3536,1,0.86408579742578,0.00319554596507467,0.867281343390855,103536
3536,2,0.832577065295321,0.0240296738323588,0.85660673912768,203536
3536,3,0.826261102487427,0.0304207367865868,0.856681839274014,303536
3536,4,0.834786949326281,0.0252597789448005,0.860046728271081,403536
3536,5,0.875071587274837,0.00330215028024097,0.878373737555078,503536
3536,6,0.881319255052599,-0.00508827338559088,0.876230981667008,603536
3537,1,0.865423171476123,0.00224709552820011,0.867670267004323,103537
3537,2,0.835335617679571,0.021557461050405,0.856893078729976,203537
3537,3,0.828635631015894,0.0277742886349164,0.85640991965081,303537
3537,4,0.83764088917776,0.0221678265096308,0.859808715687391,403537
3537,5,0.87913162817858,-0.00114399204255956,0.87798763613602,503537
3537,6,0.882885420699888,-0.00632771837289414,0.876557702326993,603537
3708,1,0.855309045723126,0.00855339018171252,0.863862435904839,103708
3708,2,0.805784896508948,0.0399869882222858,0.845771884731234,203708
3708,3,0.790377734341415,0.051476421111643,0.841854155453058,303708
3708,4,0.799700167588875,0.0450407361127838,0.844740903701659,403708
3708,5,0.85670134978585,0.00951270292769733,0.866214052713548,503708
3708,6,0.871151998662714,-4.06446851561835e-4,0.870745551811152,603708
3538,1,0.863169279265135,0.00341103725736144,0.866580316522497,103538
3538,2,0.831830683468615,0.0235589577796645,0.85538964124828,203538
3538,3,0.824951232196621,0.0297235482719974,0.854674780468618,303538
3538,4,0.834285039588777,0.0237498676132316,0.858034907202008,403538
3538,5,0.884168794751427,-0.00352519011746232,0.880643604633965,503538
3538,6,0.868536387707348,2.04194363646245e-4,0.868740582070994,603538
3539,1,0.863169279265135,0.00341103725736144,0.866580316522497,103539
3539,2,0.831830683468615,0.0235589577796645,0.85538964124828,203539
3539,3,0.824951232196621,0.0297235482719974,0.854674780468618,303539
3539,4,0.834285039588777,0.0237498676132316,0.858034907202008,403539
3539,5,0.884168794751427,-0.00352519011746232,0.880643604633965,503539
3539,6,0.868536387707348,2.04194363646245e-4,0.868740582070994,603539
3704,1,0.685163487432822,0.130563339327268,0.81572682676009,103704
3704,2,0.602477759952461,0.196832199135184,0.799309959087645,203704
3704,3,0.618418127486501,0.183479031892956,0.801897159379457,303704
3704,4,0.710219857034237,0.114929872301193,0.825149729335431,403704
3704,5,0.749808164008444,0.0827567944488883,0.832564958457332,503704
3704,6,0.766799384711586,0.0839823896576051,0.850781774369191,603704
3707,1,0.860761642143958,0.00469756380346106,0.865459205947419,103707
3707,2,0.811808170808192,0.0352303452317373,0.84703851603993,203707
3707,3,0.796442047109128,0.0465387422189675,0.842980789328096,303707
3707,4,0.805938024809589,0.0400938235251178,0.846031848334707,403707
3707,5,0.861186482690289,0.00555550575151072,0.8667419884418,503707
3707,6,0.87483733801631,-0.00246495518910929,0.872372382827201,603707
3705,1,0.853977365157903,0.00832076621800137,0.862298131375904,103705
3705,2,0.802267374641632,0.0417561432125807,0.844023517854213,203705
3705,3,0.785984811270269,0.0538838976697915,0.83986870894006,303705
3705,4,0.796516575372931,0.046565842165099,0.84308241753803,403705
3705,5,0.854403732863538,0.00882498998521404,0.863228722848752,503705
3705,6,0.868783899557334,3.87171176932261e-4,0.869171070734266,603705
3706,1,0.853977365157903,0.00832076621800137,0.862298131375904,103706
3706,2,0.802267374641632,0.0417561432125807,0.844023517854213,203706
3706,3,0.785984811270269,0.0538838976697915,0.83986870894006,303706
3706,4,0.796516575372931,0.046565842165099,0.84308241753803,403706
3706,5,0.854403732863538,0.00882498998521404,0.863228722848752,503706
3706,6,0.868783899557334,3.87171176932261e-4,0.869171070734266,603706
3540,1,0.860789806657026,0.00504971085720122,0.865839517514227,103540
3540,2,0.829585116636365,0.0245960375501696,0.854181154186534,203540
3540,3,0.821030913279761,0.0314597148965031,0.852490628176264,303540
3540,4,0.834214969966047,0.0230179745612378,0.857232944527285,403540
3540,5,0.879049716917821,-0.00314898904844092,0.87590072786938,503540
3540,6,0.880470106154552,-0.00487090561934022,0.875599200535211,603540
3541,1,0.860506481441376,0.00514648813387243,0.865652969575249,103541
3541,2,0.829370757047428,0.0244809611015862,0.853851718149014,203541
3541,3,0.820842476861411,0.031317711587981,0.852160188449392,303541
3541,4,0.823622111827275,0.0324928187949699,0.856114930622245,403541
3541,5,0.886033301046371,-0.00674703815606686,0.879286262890305,503541
3541,6,0.849875470544971,0.0109473863226639,0.860822856867635,603541
3697,1,0.837561413254282,0.0177921504470341,0.855353563701316,103697
3697,2,0.781504590545841,0.0564412946512483,0.837945885197089,203697
3697,3,0.761010463833948,0.0718821157228955,0.832892579556844,303697
3697,4,0.774741154370139,0.0617855799604234,0.836526734330562,403697
3697,5,0.841107340692244,0.0159886051689101,0.857095945861155,503697
3697,6,0.855467886090763,0.00729845228310365,0.862766338373867,603697
3698,1,0.868080796648168,9.07612923479026e-4,0.868988409571647,103698
3698,2,0.825256255259574,0.0254662239555104,0.850722479215084,203698
3698,3,0.808804499340685,0.0368926740932324,0.845697173433918,303698
3698,4,0.819025495574423,0.0299670452381741,0.848992540812597,403698
3698,5,0.868812194817283,4.39388768529502e-4,0.869251583585812,503698
3698,6,0.875591603686404,-5.69055409020767e-5,0.875534698145501,603698
3700,1,0.882191623039453,0.0120925873512492,0.894284210390702,103700
3700,2,0.878045738354962,0.00174916351451869,0.879794901869481,203700
3700,3,0.876580212492012,-9.1012524915899e-4,0.875670087242853,303700
3700,4,0.880232479645345,-0.00193697713699376,0.878295502508351,403700
3700,5,0.882177502909409,0.0111961874488827,0.893373690358292,503700
3700,6,0.870331844665197,0.0274184187285755,0.897750263393772,603700
3699,1,0.881395994098637,0.0102664121768043,0.891662406275441,103699
3699,2,0.873962939159213,0.00231370647607582,0.876276645635289,203699
3699,3,0.871041402500683,0.00107814863342534,0.872119551134108,303699
3699,4,0.875540618354777,-6.28858212835225e-4,0.874911760141941,403699
3699,5,0.881117708411664,0.00951196720799134,0.890629675619656,503699
3699,6,0.870566688778131,0.0249116478239611,0.895478336602092,603699
3701,1,0.886649767920118,-0.00566460675174275,0.880985161168375,103701
3701,2,0.85917720497225,0.00492565535060857,0.864102860322859,203701
3701,3,0.845886880735049,0.0127484563361774,0.858635337071226,303701
3701,4,0.852692448014323,0.00885378709041954,0.861546235104743,403701
3701,5,0.885736896510348,-0.00502199882725448,0.880714897683093,503701
3701,6,0.888561649069521,-0.00203012267219854,0.886531526397323,603701
3542,1,0.857056075266435,0.0071851767958105,0.864241252062246,103542
3542,2,0.823835512313799,0.0280904823904075,0.851925994704206,203542
3542,3,0.813548290196113,0.0360375053635891,0.849585795559702,303542
3542,4,0.798926350457732,0.0513381779113372,0.850264528369069,403542
3542,5,0.87535219551042,0.00167585963069011,0.87702805514111,503542
3542,6,0.808469544824234,0.0395322591879275,0.848001804012162,603542
3543,1,0.837924865395955,0.0182712733172772,0.856196138713232,103543
3543,2,0.819368323494732,0.0310352768544662,0.850403600349198,203543
3543,3,0.840704758206387,0.0179554139228669,0.858660172129254,303543
3543,4,0.763407841416595,0.0712467224804406,0.834654563897036,403543
3543,5,0.913243953985837,-0.00259490283832899,0.910649051147508,503543
3543,6,0.895014284490921,-0.00616761133909949,0.888846673151821,603543
3658,1,0.890716109949547,-0.00831993110928455,0.882396178840262,103658
3658,2,0.839861253866221,0.0194375892178116,0.859298843084033,203658
3658,3,0.842815541516643,0.0158064910998486,0.858622032616492,303658
3658,4,0.81066693795485,0.0388684655139502,0.8495354034688,403658
3658,5,0.906281031501153,-0.00421903157030583,0.902061999930847,503658
3658,6,0.894376993144917,0.00219059318997878,0.896567586334896,603658
3662,1,0.890716109949547,-0.00831993110928455,0.882396178840262,103662
3662,2,0.839861253866221,0.0194375892178116,0.859298843084033,203662
3662,3,0.842815541516643,0.0158064910998486,0.858622032616492,303662
3662,4,0.81066693795485,0.0388684655139502,0.8495354034688,403662
3662,5,0.906281031501153,-0.00421903157030583,0.902061999930847,503662
3662,6,0.894376993144917,0.00219059318997878,0.896567586334896,603662
3659,1,0.884094385229758,0.0119552406101338,0.896049625839892,103659
