WP4,campaign,alpha,beta,gamma,pu
3862,2,0.818820642052416,0.0419539889269059,0.860774630979322,203862
3862,3,0.810611317556561,0.0489258549167425,0.859537172473304,303862
3862,4,0.804514830644693,0.0641759189478813,0.868690749592574,403862
3862,5,0.844676486821409,0.0496963736461975,0.894372860467606,503862
3862,6,0.863457758996452,0.0188428191083461,0.882300578104798,603862
3864,1,0.827097676231998,0.0322670590260937,0.859364735258091,103864
3864,2,0.71958301109447,0.108034953620915,0.827617964715384,203864
3864,3,0.690210321534183,0.128937326594955,0.819147648129138,303864
3864,4,0.789035645923948,0.0566846592467017,0.84572030517065,403864
3864,5,0.853948784693535,0.0285251669413782,0.882473951634913,503864
3864,6,0.880537045470952,0.0152343486128416,0.895771394083794,603864
3866,1,0.753496444197056,0.079999793388067,0.833496237585122,103866
3866,2,0.687643033229887,0.128409165977641,0.816052199207528,203866
3866,3,0.675070222255989,0.138320643480586,0.813390865736575,303866
3866,4,0.74041662285433,0.102634734412488,0.843051357266818,403866
3866,5,0.834250726936903,0.0371717294375698,0.871422456374472,503866
3866,6,0.815013662330464,0.037396361784405,0.852410024114869,603866
3867,1,0.811343197487416,0.043906044149246,0.855249241636662,103867
3867,2,0.733666692834069,0.0952181085931539,0.828884801427223,203867
3867,3,0.716242558793369,0.10810875233766,0.824351311131029,303867
3867,4,0.739858449270988,0.0938286707435465,0.833687120014534,403867
3867,5,0.821866193627964,0.0389570811040007,0.860823274731965,503867
3867,6,0.8372631705171,0.0254286070582229,0.862691777575323,603867
3880,1,0.78636229098566,0.0590964563292556,0.845458747314915,103880
3880,2,0.694913293136042,0.123534477516972,0.818447770653014,203880
3880,3,0.681926706387656,0.133648524396239,0.815575230783894,303880
3880,4,0.693708931294129,0.124358405928957,0.818067337223087,403880
3880,5,0.822779040823299,0.0392775721580802,0.862056612981379,503880
3880,6,0.81178393023255,0.0397005205786794,0.851484450811229,603880
3870,1,0.826567544560496,0.0379530169917549,0.864520561552251,103870
3870,2,0.738930684941676,0.0910123036904708,0.829942988632147,203870
3870,3,0.728712090825336,0.0991876591420769,0.827899749967413,303870
3870,4,0.740335951521372,0.0906988008430206,0.831034752364393,403870
3870,5,0.822336450282209,0.0405342285862696,0.862870678868478,503870
3870,6,0.822339188001922,0.0544657075895508,0.876804895591473,603870
3871,1,0.826567544560496,0.0379530169917549,0.864520561552251,103871
3871,2,0.738930684941676,0.0910123036904708,0.829942988632147,203871
3871,3,0.728712090825336,0.0991876591420769,0.827899749967413,303871
3871,4,0.740335951521372,0.0906988008430206,0.831034752364393,403871
3871,5,0.822336450282209,0.0405342285862696,0.862870678868478,503871
3871,6,0.822339188001922,0.0544657075895508,0.876804895591473,603871
3872,1,0.838991550470744,0.0305463537539265,0.86953790422467,103872
3872,2,0.760494290114638,0.0754889415008005,0.835983231615439,203872
3872,3,0.749057423769996,0.0843903611846555,0.833447784954652,303872
3872,4,0.750969093988217,0.0825487439398353,0.833517837928053,403872
3872,5,0.83026894541904706,0.0368222147126589,0.867091160131706,503872
3872,6,0.772255368291202,0.113327698160169,0.885583066451371,603872
3878,1,0.774923207285521,0.0666508743843585,0.84157408166988,103878
3878,2,0.718257933872178,0.105876943443911,0.824134877316089,203878
3878,3,0.711767167746742,0.111344623393275,0.823111791140017,303878
3878,4,0.746104740503736,0.0890836561942466,0.835188396697983,403878
3878,5,0.827346188468055,0.042831219580055,0.87017740804811,503878
3878,6,0.827747178856927,0.0304916570441163,0.858238835901043,603878
3873,1,0.828182827548872,0.0339600170138435,0.862142844562716,103873
3873,2,0.734604933479256,0.0937934606250495,0.828398394104306,203873
3873,3,0.720839492119315,0.10432784917307,0.825167341292385,303873
3873,4,0.731797701610333,0.0960098443423488,0.827807545952681,403873
3873,5,0.822933289912689,0.0387557783642324,0.861689068276921,503873
3873,6,0.77518157347987,0.106587608954046,0.881769182433916,603873
3874,1,0.809760370880837,0.0440121958556871,0.853772566736524,103874
3874,2,0.726575550639978,0.0997335061694446,0.826309056809423,203874
3874,3,0.712595041729301,0.110481526882443,0.823076568611744,303874
3874,4,0.767077044031514,0.0718409699634737,0.838918013994988,403874
3874,5,0.836270979136306,0.0344013659963735,0.870672345132679,503874
3874,6,0.858816664259887,0.0180715787286047,0.876888242988492,603874
3875,1,0.809760370880837,0.0440121958556871,0.853772566736524,103875
3875,2,0.726575550639978,0.0997335061694446,0.826309056809423,203875
3875,3,0.712595041729301,0.110481526882443,0.823076568611744,303875
3875,4,0.767077044031514,0.0718409699634737,0.838918013994988,403875
3875,5,0.836270979136306,0.0344013659963735,0.870672345132679,503875
3875,6,0.858816664259887,0.0180715787286047,0.876888242988492,603875
3876,1,0.76349481151589,0.0729468927149645,0.836441704230854,103876
3876,2,0.657982995338579,0.151503584863047,0.809486580201626,203876
3876,3,0.644961608490893,0.161857064889075,0.806818673379968,303876
3876,4,0.655738783079804,0.153202763262515,0.808941546342319,403876
3876,5,0.81157903917418,0.043952294039097,0.855531333213277,503876
3876,6,0.815502564543159,0.0366919666621068,0.852194531205266,603876
3877,1,0.76349481151589,0.0729468927149645,0.836441704230854,103877
3877,2,0.657982995338579,0.151503584863047,0.809486580201626,203877
3877,3,0.644961608490893,0.161857064889075,0.806818673379968,303877
3877,4,0.655738783079804,0.153202763262515,0.808941546342319,403877
3877,5,0.81157903917418,0.043952294039097,0.855531333213277,503877
3877,6,0.815502564543159,0.0366919666621068,0.852194531205266,603877
3879,1,0.752922115099085,0.0802909649889069,0.833213080087992,103879
3879,2,0.684619569774829,0.130709456196835,0.815329025971664,203879
3879,3,0.673711447712191,0.139366074808176,0.813077522520367,303879
3879,4,0.734326785506445,0.0972527745955386,0.831579560101984,403879
3879,5,0.838034701500766,0.0345157222575941,0.87255042375836,503879
3879,6,0.817105766451442,0.0360340853270233,0.853139851778466,603879
3508,1,0.885177548734357,0.0543918245124867,0.939569373246843,103508
3508,2,0.907204886855005,0.0109853949327285,0.918190281787734,203508
3508,3,0.840876030948802,0.0784094497471612,0.919285480695963,303508
3508,4,0.854299122139456,0.0690515992336712,0.923350721373127,403508
3508,5,0.778087698504859,0.151610035641334,0.92969773414619294,503508
3508,6,0.912330173447848,0.00855906028039693,0.920889233728244,603508
3509,1,0.885177548734357,0.0543918245124867,0.939569373246843,103509
3509,2,0.907204886855005,0.0109853949327285,0.918190281787734,203509
3509,3,0.840876030948802,0.0784094497471612,0.919285480695963,303509
3509,4,0.854299122139456,0.0690515992336712,0.923350721373127,403509
3509,5,0.778087698504859,0.151610035641334,0.92969773414619294,503509
3509,6,0.912330173447848,0.00855906028039693,0.920889233728244,603509
3836,1,0.777473634742715,0.0644638703713755,0.841937505114091,103836
3836,2,0.680520746858604,0.134147726430096,0.8146684732887,203836
3836,3,0.666814476085098,0.144921553213313,0.811736029298411,303836
3836,4,0.682386018223177,0.132773434639428,0.815159452862605,403836
3836,5,0.815510371889793,0.0428842811013143,0.858394652991108,503836
3836,6,0.820647372151414,0.0339046173233806,0.854551989474795,603836
3837,1,0.777473634742715,0.0644638703713755,0.841937505114091,103837
3837,2,0.680520746858604,0.134147726430096,0.8146684732887,203837
3837,3,0.666814476085098,0.144921553213313,0.811736029298411,303837
3837,4,0.682386018223177,0.132773434639428,0.815159452862605,403837
3837,5,0.815510371889793,0.0428842811013143,0.858394652991108,503837
3837,6,0.820647372151414,0.0339046173233806,0.854551989474795,603837
3510,1,0.894571722902683,0.0394387945961545,0.934010517498837,103510
3510,2,0.906042950606198,0.00659534056313506,0.912638291169333,203510
3510,3,0.839858653776922,0.0756586417393912,0.915517295516313,303510
3510,4,0.85431489933397,0.061932791437733,0.916247690771703,403510
3510,5,0.769256009584544,0.156311354933269,0.925567364517813,503510
3510,6,0.911497917744415,0.00461664304008836,0.916114560784503,603510
3835,1,0.746500891106301,0.106384519293053,0.852885410399355,103835
3835,2,0.642062557654447,0.167627237831976,0.809689795486423,203835
3835,3,0.588179292753351,0.211238498390684,0.799417791144035,303835
3835,4,0.518749779617994,0.26808869807901,0.786838477697005,403835
3835,5,0.783068552317212,0.0758678952540352,0.858936447571247,503835
3835,6,0.836915958118181,0.0440395208512016,0.880955478969382,603835
3511,1,0.899439769210741,0.0304774146619147,0.929917183872656,103511
3511,2,0.902596404315815,0.0131517069399921,0.915748111255807,203511
3511,3,0.841877317485615,0.0711462979491706,0.913023615434786,303511
3511,4,0.855323709594266,0.0564844103303078,0.911808119924574,403511
3511,5,0.767281213302078,0.156278105373192,0.92355931867527,503511
3511,6,0.911352745641261,0.00186010154024801,0.913212847181509,603511
3512,1,0.899439769210741,0.0304774146619147,0.929917183872656,103512
3512,2,0.902596404315815,0.0131517069399921,0.915748111255807,203512
3512,3,0.841877317485615,0.0711462979491706,0.913023615434786,303512
3512,4,0.855323709594266,0.0564844103303078,0.911808119924574,403512
3512,5,0.767281213302078,0.156278105373192,0.92355931867527,503512
3512,6,0.911352745641261,0.00186010154024801,0.913212847181509,603512
3513,1,0.907263707712207,-0.00303385826785042,0.904229849444357,103513
3513,2,0.89823444889141,-0.0028772368396115,0.895357212051799,203513
3513,3,0.81595468701321,0.0877338690612885,0.903688556074499,303513
3513,4,0.868520814827122,0.0390648574572984,0.90758567228442,403513
3513,5,0.761088874474017,0.155625869255882,0.916714743729899,503513
3513,6,0.910984657280449,-0.00534774783959308,0.905636909440856,603513
3822,1,0.798847181099506,0.0492039522183912,0.848051133317897,103822
3822,2,0.718498811678907,0.10548284993264,0.823981661611547,203822
3822,3,0.706003723338908,0.115369415967915,0.821373139306823,303822
3822,4,0.718508421419767,0.105982097287868,0.824490518707635,403822
3822,5,0.790271176060525,0.0559659725801214,0.846237148640646,503822
3822,6,0.835969588601648,0.0269074588180672,0.862877047419716,603822
3514,1,0.907505280434809,0.0109718311755323,0.918477111610341,103514
3514,2,0.878246823027982,0.0261351217935253,0.904381944821508,203514
3514,3,0.810907499252337,0.0942299756056781,0.905137474858015,303514
3514,4,0.844294766839396,0.0602835888514023,0.904578355690799,403514
3514,5,0.881067113646493,0.0421060006863866,0.923173114332879,503514
3514,6,0.90187321363624,-2.97095810252567e-4,0.901576117825988,603514
3515,1,0.909161991439762,0.00344721173487716,0.912609203174639,103515
3515,2,0.88645806715467,0.00991102748526866,0.896369094639939,203515
3515,3,0.837634778665746,0.0609735357245765,0.898608314390322,303515
3515,4,0.831812081001736,0.068946962391333,0.900759043393069,403515
3515,5,0.883471014232122,0.0395164056241864,0.922987419856308,503515
3515,6,0.900955414965717,-0.00321559531210174,0.897739819653615,603515
3819,1,0.781065672733935,0.0601849946969599,0.841250667430895,103819
3819,2,0.721963380308182,0.102994705324872,0.824958085633054,203819
3819,3,0.711599879714997,0.111492331445793,0.82309221116079,303819
3819,4,0.723123056640534,0.102815049120021,0.825938105760555,403819
3819,5,0.792219218877003,0.0545017180460257,0.846720936923028,503819
3819,6,0.80182955187869,0.0451621984281351,0.846991750306825,603819
3820,1,0.781065672733935,0.0601849946969599,0.841250667430895,103820
3820,2,0.721963380308182,0.102994705324872,0.824958085633054,203820
3820,3,0.711599879714997,0.111492331445793,0.82309221116079,303820
3820,4,0.723123056640534,0.102815049120021,0.825938105760555,403820
3820,5,0.792219218877003,0.0545017180460257,0.846720936923028,503820
3820,6,0.80182955187869,0.0451621984281351,0.846991750306825,603820
3516,1,0.906800016105342,0.00282710199544774,0.90962711810079,103516
3516,2,0.879436623323549,0.0187573018656019,0.898193925189151,203516
3516,3,0.830463967507554,0.0744889297395782,0.904952897247132,303516
3516,4,0.831612903825678,0.0706742711512916,0.902287174976969,403516
3516,5,0.881853560932962,0.0391633589742912,0.921016919907253,503516
3516,6,0.903307881282215,9.87167372736167e-4,0.904295048654952,603516
3818,1,0.793842219504437,0.0514181337185576,0.845260353222995,103818
3818,2,0.738374127853027,0.0907374301920828,0.82911155804511,203818
3818,3,0.725397727307782,0.100991735882856,0.826389463190638,303818
3818,4,0.736056222125641,0.0930688266179496,0.829125048743591,403818
3818,5,0.802513284749505,0.047654049780318,0.850167334529823,503818
3818,6,0.815673735900943,0.0360086090290218,0.851682344929965,603818
3517,1,0.896602036959563,-0.0068760189525153,0.889726018007048,103517
3517,2,0.868714385123086,0.00554157164077281,0.874255956763859,203517
3517,3,0.857631955053919,0.023358449810657,0.880990404864576,303517
3517,4,0.836678236188968,0.0586247048495898,0.895302941038558,403517
3517,5,0.885795840791769,0.0263673515082538,0.912163192300023,503517
3517,6,0.903992431556924,3.05985210527561e-4,0.904298416767452,603517
3518,1,0.88860450308548,-0.00463510873921886,0.883969394346261,103518
3518,2,0.857294711635601,0.0110345375577351,0.868329249193336,203518
3518,3,0.851163956115231,0.0232866910259873,0.874450647141219,303518
3518,4,0.777258192527479,0.118921600413816,0.896179792941296,403518
3518,5,0.895242495561617,0.0158174756850847,0.911059971246702,503518
3518,6,0.902307829556434,-0.007159591899282,0.895148237657152,603518
3519,1,0.898094849645328,-0.00439300642774149,0.89370184321758706,103519
3519,2,0.869863498520702,0.0120496926985848,0.881913191219287,203519
3519,3,0.841032606441801,0.0481338826773284,0.889166489119129,303519
3519,4,0.838867752399391,0.0474566607024273,0.886324413101819,403519
3519,5,0.88894517224178,0.0222441691839567,0.911189341425736,503519
3519,6,0.898327086180484,-0.00637720051882452,0.891949885661659,603519
3521,1,0.902368716289396,-0.00377967284688397,0.898589043442512,103521
3521,2,0.881390016540302,4.87949091757651e-4,0.88187796563206,203521
3521,3,0.864571361644883,0.0191091652512686,0.883680526896151,303521
3521,4,0.86604455562017,0.0198291483157318,0.885873703935902,403521
3521,5,0.881672823532387,0.0158272855674449,0.897500109099832,503521
3521,6,0.897048372632767,-0.00539143435017635,0.891656938282591,603521
3805,1,0.827361096965599,0.0301267181901917,0.857487815155791,103805
3805,2,0.775717628533819,0.0643719483343007,0.84008957686812,203805
3805,3,0.755052530912784,0.0818617816965639,0.836914312609348,303805
3805,4,0.747222890784714,0.0917323122890157,0.83895520307373,403805
3805,5,0.833369918476217,0.0468736706682836,0.8802435891445,503805
3805,6,0.857004387289912,0.0160415604910435,0.873045947780956,603805
3522,1,0.89782738537112,-0.00408295034374815,0.893744435027372,103522
3522,2,0.874833282970788,0.00254070457071159,0.877373987541499,203522
3522,3,0.861372846968104,0.0175846360522088,0.878957483020313,303522
3522,4,0.864067981398939,0.0176232752672042,0.881691256666143,403522
3522,5,0.883111527686015,0.0107318222952204,0.893843349981235,503522
3522,6,0.894853923822587,-0.00689459447978661,0.8879593293428,603522
3523,1,0.892474018907391,-0.00701465017534453,0.885459368732046,103523
3523,2,0.867860790524272,0.00597959204510184,0.873840382569374,203523
3523,3,0.857579167259174,0.0193894407295952,0.87696860798877,303523
3523,4,0.860604642981976,0.0192678909968308,0.879872533978807,403523
3523,5,0.879979576415475,0.0129641225084851,0.89294369892396,503523
3523,6,0.893379205733346,-0.00547083907245019,0.887908366660896,603523
3524,1,0.892474018907391,-0.00701465017534453,0.885459368732046,103524
3524,2,0.867860790524272,0.00597959204510184,0.873840382569374,203524
3524,3,0.857579167259174,0.0193894407295952,0.87696860798877,303524
3524,4,0.860604642981976,0.0192678909968308,0.879872533978807,403524
3524,5,0.879979576415475,0.0129641225084851,0.89294369892396,503524
3524,6,0.893379205733346,-0.00547083907245019,0.887908366660896,603524
3771,1,0.79736065215161,0.0475544561471772,0.844915108298788,103771
3771,2,0.749324224811578,0.0820538837957368,0.831378108607314,203771
3771,3,0.720133720619205,0.104226493297442,0.824360213916647,303771
3771,4,0.70483346671434,0.115496981734563,0.820330448448903,403771
3771,5,0.784796050924799,0.0567775497989828,0.841573600723782,503771
3771,6,0.797558271326814,0.0468314361260364,0.84438970745285,603771
3772,1,0.79736065215161,0.0475544561471772,0.844915108298788,103772
3772,2,0.749324224811578,0.0820538837957368,0.831378108607314,203772
3772,3,0.720133720619205,0.104226493297442,0.824360213916647,303772
3772,4,0.70483346671434,0.115496981734563,0.820330448448903,403772
3772,5,0.784796050924799,0.0567775497989828,0.841573600723782,503772
3772,6,0.797558271326814,0.0468314361260364,0.84438970745285,603772
3773,1,0.79736065215161,0.0475544561471772,0.844915108298788,103773
3773,2,0.749324224811578,0.0820538837957368,0.831378108607314,203773
3773,3,0.720133720619205,0.104226493297442,0.824360213916647,303773
3773,4,0.70483346671434,0.115496981734563,0.820330448448903,403773
3773,5,0.784796050924799,0.0567775497989828,0.841573600723782,503773
3773,6,0.797558271326814,0.0468314361260364,0.84438970745285,603773
3525,1,0.890523778002015,-0.00658131276180729,0.883942465240207,103525
3525,2,0.865976298354732,0.00665943716470102,0.872635735519433,203525
3525,3,0.856384302701248,0.0192231566075501,0.875607459308799,303525
3525,4,0.859850041820935,0.0187294870971596,0.878579528918095,403525
3525,5,0.880196782215444,0.0118009788955325,0.891997761110977,503525
