FID;ID;AREA_SQKM;MNANPRC_M;MEANANNCMS;WIDTH_M;DEPTH_M;BFD0;BFD0_up;BFD0_down;BFD0_local;BFD1;BFD1_up;BFD1_down;BFD1_local;BFD2;BFD2_up;BFD2_down;BFD2_local;BFD3;BFD3_up;BFD3_down;BFD3_local;BFD4;BFD4_up;BFD4_down;BFD4_local;BFD5;BFD5_up;BFD5_down;BFD5_local
1391;1392,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519791,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;75236656,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;159536352,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;272819744,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;422120160,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;605325184,000000000000000;0,000000000000000
1392;1393,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519791,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;75236656,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;159536352,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;272819744,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;422120160,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;605325184,000000000000000;0,000000000000000
1393;1394,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519791,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;75236656,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;159536352,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;272819744,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;422120160,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;605325184,000000000000000;0,000000000000000
1394;1395,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519791,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;75236656,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;159536352,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;272819744,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;422120160,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;605325184,000000000000000;0,000000000000000
1395;1396,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519771,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;73734928,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;156532896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;268312640,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;416105568,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;597796992,000000000000000;0,000000000000000
1396;1397,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1397;1398,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1398;1399,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1399;1400,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1400;1401,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1401;1402,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1402;1403,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1403;1404,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1404;1405,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1405;1406,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1406;1407,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519747,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72135840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;153334720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;263514064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;409696512,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;589764288,000000000000000;0,000000000000000
1407;1408,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519734,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71412296,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;151887632,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;261343408,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;406798976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586136000,000000000000000;0,000000000000000
1408;1409,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519734,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71373480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;151810000,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;261226944,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;406642336,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;585939136,000000000000000;0,000000000000000
1409;1410,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519734,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71373480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;151810000,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;261226944,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;406642336,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;585939136,000000000000000;0,000000000000000
1410;1411,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519734,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71373480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;151810000,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;261226944,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;406642336,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;585939136,000000000000000;0,000000000000000
1411;1412,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519734,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71373480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;151810000,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;261226944,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;406642336,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;585939136,000000000000000;0,000000000000000
1412;1413,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10519734,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71373480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;151810000,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;261226944,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;406642336,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;585939136,000000000000000;0,000000000000000
1413;1414,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10095435,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;68863952,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;147215168,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;254545264,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;397865216,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;575048896,000000000000000;0,000000000000000
1414;1415,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1415;1416,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1416;1417,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1417;1418,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1418;1419,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1419;1420,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1420;1421,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1421;1422,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;10090803,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;67618576,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144729008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;250816896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392891200,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;568819968,000000000000000;0,000000000000000
1422;1423,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;3,810400000000000;13875658,000000000000000;9872467,000000000000000;0,021260000000000;240566,500000000000000;59382200,000000000000000;65872192,000000000000000;1342,161129999999957;481132,031250000000000;108989656,000000000000000;141454576,000000000000000;2684,316890000000058;721697,625000000000000;162677856,000000000000000;246013200,000000000000000;4026,473140000000058;963500,125000000000000;220644224,000000000000000;386551488,000000000000000;5375,530270000000201;1205456,250000000000000;282510912,000000000000000;560932864,000000000000000;6725,444340000000011
1423;1424,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9872465,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;65740092,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;141190368,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245616896,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;386023072,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;560272384,000000000000000;0,000000000000000
1424;1425,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9822887,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;64009092,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;137777936,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240521120,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;379234208,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;551779328,000000000000000;0,000000000000000
1425;1426,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9822886,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;63566772,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;136893328,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239193664,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;377460192,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;549553920,000000000000000;0,000000000000000
1426;1427,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9822884,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62932304,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;135624400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237290256,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374920640,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;546371072,000000000000000;0,000000000000000
1427;1428,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9740495,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62676812,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;135188464,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;236663296,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374096704,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;545348608,000000000000000;0,000000000000000
1428;1429,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1429;1430,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1430;1431,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1431;1432,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1432;1433,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1433;1434,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1434;1435,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1435;1436,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1436;1437,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1437;1438,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9606374,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62181420,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;134299152,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;235366400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372367968,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;543163392,000000000000000;0,000000000000000
1438;1439,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9589585,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62015136,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;133895264,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;234682864,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;371371136,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;541827584,000000000000000;0,000000000000000
1439;1440,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9324966,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61355728,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;132806656,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;233143136,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;369363104,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;539326720,000000000000000;0,000000000000000
1440;1441,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;9302949,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61250384,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;132615720,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;232861792,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368988672,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;538858688,000000000000000;0,000000000000000
1441;1442,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;8876206,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;60482064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;131496848,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;231386240,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;367151840,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;536655072,000000000000000;0,000000000000000
