FID;ID;AREA_SQKM;MNANPRC_M;MEANANNCMS;WIDTH_M;DEPTH_M;BFD0;BFD0_up;BFD0_down;BFD0_local;BFD1;BFD1_up;BFD1_down;BFD1_local;BFD2;BFD2_up;BFD2_down;BFD2_local;BFD3;BFD3_up;BFD3_down;BFD3_local;BFD4;BFD4_up;BFD4_down;BFD4_local;BFD5;BFD5_up;BFD5_down;BFD5_local
351;352,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
352;353,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
353;354,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
354;355,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
355;356,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
356;357,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
357;358,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
358;359,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;18169604,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116997616,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239013008,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;393684096,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;588224064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;820155584,000000000000000;0,000000000000000
359;360,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
360;361,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
361;362,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
362;363,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
363;364,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
364;365,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
365;366,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
366;367,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
367;368,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
368;369,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
369;370,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
370;371,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
371;372,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
372;373,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
373;374,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
374;375,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
375;376,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
376;377,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
377;378,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
378;379,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
379;380,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
380;381,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
381;382,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
382;383,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
383;384,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
384;385,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
385;386,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
386;387,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
387;388,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
388;389,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
389;390,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
390;391,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
391;392,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
392;393,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
393;394,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
394;395,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
395;396,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
396;397,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
397;398,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
398;399,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
399;400,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
400;401,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
401;402,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
402;403,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;17648006,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;116155904,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;237784960,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;392013504,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;586060992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;817452672,000000000000000;0,000000000000000
