WP4,campaign,er_sl,pu
3516,2,0.0055933121750182105,203516
3517,2,0.17969896823487014,203517
3518,2,0.13849985822452393,203518
3519,2,0,203519
3520,2,0,203520
3521,2,0.09191755710558921,203521
3522,2,0.23481538813554328,203522
3523,2,8.57192600252586e-5,203523
3524,2,0.03825171227240335,203524
3525,2,0.11312137246400732,203525
3526,2,0.028192696485468946,203526
3527,2,0.6391272017278311,203527
3528,2,0.07448688284370855,203528
3529,2,0.0978719137438325,203529
3530,2,0.038517895804562594,203530
3531,2,0.011262409242790107,203531
3532,2,0.19943423489916742,203532
3533,2,0.032223417116996805,203533
3534,2,0.4513067679098266,203534
3535,2,0.11660530162660074,203535
3536,2,0.49310203056835444,203536
3537,2,0.6350460647807902,203537
3538,2,0.9428582085707318,203538
3539,2,0.5352092271620964,203539
3540,2,0.012023791318896571,203540
3541,2,0.7420767059228168,203541
3542,2,0.1135941456117373,203542
3543,2,0.37534975696020617,203543
3544,2,0.49374902364110296,203544
3545,2,0,203545
3546,2,6.953858294002746e-4,203546
3547,2,0,203547
3548,2,5.276350121225564e-4,203548
3549,2,0,203549
3550,2,0,203550
3551,2,0.00854781628888696,203551
3552,2,0.03971723161068416,203552
3553,2,0,203553
3554,2,2.1713368638972262e-4,203554
3555,2,0,203555
3556,2,0,203556
3557,2,0,203557
3558,2,0,203558
3559,2,2.6150088497764874e-4,203559
3560,2,0,203560
3561,2,0,203561
3562,2,0,203562
3563,2,0,203563
3564,2,9.861923319260025e-5,203564
3565,2,0.012062049824078921,203565
3566,2,0.028397759591249527,203566
3567,2,0.061115207577520717,203567
3568,2,0.12406978231053507,203568
3569,2,0.048601560617416856,203569
3570,2,0.0010071167316011002,203570
3571,2,0.012888904194641886,203571
3572,2,0.0022574088505126957,203572
3573,2,0.009478072104431648,203573
3574,2,8.612699598806071e-4,203574
3575,2,0,203575
3576,2,0,203576
3577,2,2.8359205034262047e-4,203577
3578,2,0.0019668417094013783,203578
3579,2,0.02131642360770581,203579
3580,2,0.01264716110447941,203580
3581,2,0.003943614103655996,203581
3582,2,0.011027751099541697,203582
3583,2,0,203583
3584,2,0.005434850803965165,203584
3585,2,0.002146446305358636,203585
3586,2,7.421395827623873e-4,203586
3587,2,0,203587
3588,2,0,203588
3589,2,0.0022214130890235214,203589
3590,2,0.005117260414879383,203590
3592,2,0.0060587301069792675,203592
3593,2,0,203593
3594,2,0.00247682533917469,203594
3595,2,0.012015547351907057,203595
3596,2,0,203596
3597,2,0.0012419582747486527,203597
3598,2,0,203598
3599,2,0.005234055358601748,203599
3600,2,0.001145671411839036,203600
3601,2,0.012108660808437942,203601
3602,2,1.6915962657024087e-4,203602
3603,2,0,203603
3604,2,0,203604
3605,2,0,203605
3606,2,0.0014749463562410262,203606
3607,2,1.8051939399206647e-5,203607
3608,2,0.006885670928486948,203608
3609,2,4.690086506759062e-5,203609
3610,2,8.970296644967615e-4,203610
3611,2,0.005567843618500454,203611
3612,2,0,203612
3613,2,0,203613
3614,2,0.00330677545276588,203614
3615,2,0.00275378879960414,203615
3616,2,0.04147713139531136,203616
3617,2,6.787003626086576e-4,203617
3618,2,0.0011337117755844833,203618
3619,2,0.02269119982779753,203619
3620,2,0.009810767528386133,203620
3621,2,0.015861745431612784,203621
3622,2,0.0017642859615887502,203622
3623,2,0.013193399699753265,203623
3624,2,0.013106986562301552,203624
3625,2,0,203625
3626,2,0.008806952621068126,203626
3627,2,0.0011662968723707787,203627
3628,2,8.88784392691663e-6,203628
3629,2,0,203629
3630,2,0.008335282709141748,203630
3631,2,0.05236919119923493,203631
3632,2,0.0016725475434024625,203632
3633,2,0,203633
3634,2,0.01301137125788084,203634
3635,2,0,203635
3636,2,2.357350182522032e-4,203636
3637,2,0.0022245689598705256,203637
3638,2,0,203638
3639,2,0,203639
3640,2,0,203640
3641,2,0.0038274148340789313,203641
3642,2,0.01008276980314549,203642
3643,2,0.0014901708960606433,203643
3644,2,0.0013012178353092362,203644
3645,2,0.0038051489725424536,203645
3646,2,7.394383446943775e-4,203646
3647,2,0,203647
3648,2,0.021456321463341754,203648
3649,2,0.025979750924114645,203649
3650,2,0.1527308890856096,203650
3651,2,0.030346933890899538,203651
3652,2,0.05219102588055566,203652
3653,2,0,203653
3654,2,0.18164683341126545,203654
3655,2,0.09392115826482623,203655
3656,2,0.09367360379238386,203656
3657,2,0.007055693629225581,203657
3658,2,0.037975501321170134,203658
3659,2,5.505674235434694e-4,203659
3660,2,5.580128232744514e-4,203660
3661,2,0.0014265344261256642,203661
3662,2,0.024872645176370337,203662
3663,2,0.5195049994164601,203663
3664,2,0.11316227236283742,203664
3665,2,0.02916000091854508,203665
3666,2,0.007019297057434354,203666
3667,2,7.907113728168992e-4,203667
3668,2,3.8998527254901836e-5,203668
3669,2,7.025844513631873e-4,203669
3670,2,0.01436795773741646,203670
3671,2,0,203671
3672,2,1.0692064702438847e-5,203672
3673,2,0,203673
3674,2,0.003268574101076382,203674
3675,2,8.474961894099546e-5,203675
3676,2,7.305233345694579e-6,203676
3677,2,0.0010605302365970532,203677
3678,2,0.002530200882133771,203678
3679,2,0.0022836649287965036,203679
3680,2,0.0017488223091637945,203680
3681,2,0.004217073179071016,203681
3682,2,0.004044380206161728,203682
3683,2,0,203683
3684,2,0,203684
3685,2,0.007257314887762847,203685
3686,2,0,203686
3687,2,0.01086038415739268,203687
3688,2,0.012140668387788805,203688
3689,2,0.004018802494651086,203689
3690,2,0.0019486989985701636,203690
3691,2,0.03605691946945596,203691
3692,2,0.034509154546970656,203692
3693,2,0.02139756949344761,203693
3694,2,0.04183483121621685,203694
3695,2,0.013352950030234685,203695
3696,2,0.04726367098015136,203696
3697,2,0.17441973277037567,203697
3698,2,0.5188795811159447,203698
3699,2,0.14430480757083539,203699
3700,2,0.0822615734183081,203700
3701,2,0.1222941708616204,203701
3702,2,0.36361865534823573,203702
3703,2,0.02942419635088125,203703
3704,2,0.0075100402754731364,203704
3705,2,0.6658051495671874,203705
3706,2,0.13351462940526063,203706
3707,2,0.980031489045822,203707
3708,2,0.3121716220916632,203708
3709,2,0.16683936979231537,203709
3710,2,0.11813052523541719,203710
3711,2,0.1809224932975618,203711
3712,2,0.2900558218709184,203712
3713,2,1.6081493024122838e-4,203713
3714,2,0.682727178325991,203714
3715,2,1,203715
3716,2,0.11765062554519114,203716
3717,2,0.09478264803129241,203717
3718,2,0.17252441760382267,203718
3719,2,0.12062298684264361,203719
3720,2,0,203720
3721,2,0.010442864912882838,203721
3722,2,0.021182025601413565,203722
3723,2,0,203723
3724,2,0.11925792116149776,203724
3725,2,0.02078668343586513,203725
3727,2,0.051114848924640625,203727
3728,2,0.11204878962968245,203728
3729,2,0.07694901464227216,203729
3730,2,0.12297002557746355,203730
3731,2,0.7658272748063599,203731
3733,2,0.008423402112015642,203733
3734,2,0.2603017407996775,203734
3735,2,0.03259218798751155,203735
3736,2,0.3207588771227299,203736
3737,2,0.5251510761542747,203737
3738,2,0.5247476556005025,203738
3739,2,0.6496869416910434,203739
3740,2,0.20122446080218123,203740
3741,2,0.05022789910449378,203741
3742,2,0.12536547342607549,203742
3743,2,0.04439568746685489,203743
3744,2,0.3845087649405676,203744
3745,2,0.26244761668016475,203745
3746,2,0.1895265731447305,203746
3747,2,0.17390042930265792,203747
3748,2,0.08743888191390825,203748
3749,2,0.06393303027449852,203749
3750,2,0.02134809765456622,203750
3751,2,0.29646376778782657,203751
3752,2,0.06999070789137873,203752
3753,2,0.41476862378580087,203753
3754,2,0.003002686189969734,203754
3755,2,0.0014946493184349876,203755
3756,2,0.013210375473012188,203756
3757,2,1.2538129674416858e-4,203757
3758,2,1.8474434138955934e-4,203758
3759,2,0.003200321871887305,203759
3760,2,0.0011442613389298357,203760
3761,2,0.4341607042028896,203761
3762,2,0.2582926227207969,203762
3763,2,0.031149482284466047,203763
3764,2,0.1555049502471167,203764
3765,2,0.06521845797504576,203765
3766,2,0.4137708524418176,203766
3767,2,0.02622239910710575,203767
3768,2,0.39102494664918414,203768
3769,2,0.17464879744788406,203769
3770,2,0.0676455025709811,203770
3771,2,0.025670784586847836,203771
3772,2,0.16319367922672173,203772
3773,2,0.1130238178544686,203773
3775,2,0.09865268956081512,203775
3776,2,0.0831588259954647,203776
3777,2,0.6304672213096645,203777
3778,2,0.24634346866725076,203778
3779,2,0.23469771130781886,203779
3780,2,6.173784594117387e-4,203780
3781,2,0.002875485401279159,203781
3782,2,0.01646174358505804,203782
3783,2,0.6056530165618802,203783
3784,2,0.39423375273157996,203784
3785,2,0.006677162498415015,203785
3786,2,0.4527903280877065,203786
3787,2,0.08834969275028462,203787
3788,2,0.03322515134651346,203788
3789,2,0.23493758004414853,203789
3790,2,0.14393389303192738,203790
3791,2,0.21009463595453182,203791
3792,2,0.43260448535369794,203792
3793,2,0.4511716946932509,203793
3794,2,0.5933973324127855,203794
3795,2,0.1215188356926974,203795
3796,2,9.458202968180818e-4,203796
3797,2,0.009297574796797931,203797
3798,2,0.19847461925408078,203798
3799,2,0.3101189669852726,203799
3800,2,0.005772303087254002,203800
3801,2,0.25657035170584697,203801
3802,2,0.13781703247552682,203802
3803,2,0.036405766283303144,203803
3804,2,0.129910295387599,203804
3805,2,0.029653623663389913,203805
3806,2,0.0868513078023027,203806
3807,2,0.07641440594040069,203807
3808,2,0.26288818777392375,203808
3809,2,0.0557882985506014,203809
3810,2,0.12159264661145466,203810
3811,2,0.3081832689576998,203811
3812,2,0.02093904660263627,203812
3813,2,0.033381745614997994,203813
3814,2,0.031329462091848254,203814
3815,2,0.013434594272139734,203815
3816,2,0.4723651261361214,203816
3817,2,0.003974138212890077,203817
3818,2,0.12790968157380356,203818
3819,2,0.004868119097952281,203819
3820,2,0.38196013200769396,203820
3821,2,8.535074757160645e-5,203821
3822,2,0,203822
3823,2,0.024951258083088707,203823
3824,2,0.035061487548956785,203824
3825,2,0.02851520130901481,203825
3826,2,0.07161237671943077,203826
3827,2,0.24017156536641127,203827
3828,2,0.540205335429036,203828
3829,2,0.1426051376589325,203829
3830,2,0.08530335133803059,203830
3831,2,0.005265284764923073,203831
3832,2,0.11260464739817046,203832
3833,2,0.0011535380571163782,203833
3834,2,0.0012186141249978181,203834
3835,2,0,203835
3836,2,0,203836
3837,2,0,203837
3838,2,0,203838
3839,2,0,203839
3840,2,0,203840
3841,2,0,203841
3842,2,0,203842
3843,2,0,203843
3844,2,0,203844
3845,2,0,203845
3846,2,0,203846
3847,2,0,203847
3848,2,0,203848
3849,2,1.5091301970188964e-4,203849
3850,2,0.01756187026755107,203850
3851,2,0.012204717354892,203851
3852,2,4.5918572409189563e-4,203852
3853,2,0,203853
3854,2,0,203854
3855,2,0,203855
3856,2,0,203856
3857,2,0,203857
3858,2,0,203858
3859,2,0,203859
3860,2,0,203860
3861,2,0,203861
3862,2,2.834388889341429e-6,203862
3863,2,0,203863
3864,2,0,203864
3865,2,0,203865
3866,2,0,203866
3867,2,0,203867
3868,2,0,203868
3869,2,0,203869
3870,2,0,203870
3871,2,0,203871
3872,2,0,203872
3873,2,0,203873
3874,2,0,203874
3875,2,0,203875
3876,2,0,203876
3877,2,0,203877
3878,2,0,203878
3879,2,0,203879
3880,2,0,203880
3947,2,0.9428582085707318,203947
3507,3,0,303507
3508,3,0,303508
3509,3,0,303509
3510,3,0,303510
3511,3,0,303511
3512,3,0,303512
3513,3,0.008085791221682338,303513
3514,3,2.957178133230347e-4,303514
3515,3,0,303515
3516,3,0.0055933121750182105,303516
3517,3,0.17969896823487014,303517
3518,3,0.13849985822452393,303518
3519,3,0,303519
3520,3,0,303520
3521,3,0.09191755710558921,303521
3522,3,0.23481538813554328,303522
3523,3,8.57192600252586e-5,303523
3524,3,0.03825171227240335,303524
3525,3,0.11312137246400732,303525
3526,3,0.028192696485468946,303526
3527,3,0.6391272017278311,303527
3528,3,0.07448688284370855,303528
3529,3,0.0978719137438325,303529
3530,3,0.038517895804562594,303530
3531,3,0.011262409242790107,303531
3532,3,0.19943423489916742,303532
3533,3,0.032223417116996805,303533
3534,3,0.4513067679098266,303534
3535,3,0.11660530162660074,303535
3536,3,0.49310203056835444,303536
3537,3,0.6350460647807902,303537
3538,3,0.9428582085707318,303538
3539,3,0.5352092271620964,303539
3540,3,0.012023791318896571,303540
3541,3,0.7420767059228168,303541
3542,3,0.1135941456117373,303542
3543,3,0.37534975696020617,303543
3544,3,0.49374902364110296,303544
3545,3,0,303545
3546,3,6.953858294002746e-4,303546
3547,3,0,303547
3548,3,5.276350121225564e-4,303548
3549,3,0,303549
3550,3,0,303550
3551,3,0.00854781628888696,303551
3552,3,0.03971723161068416,303552
3553,3,0,303553
3554,3,2.1713368638972262e-4,303554
3555,3,0,303555
3556,3,0,303556
3557,3,0,303557
3558,3,0,303558
3559,3,2.6150088497764874e-4,303559
3560,3,0,303560
3561,3,0,303561
3562,3,0,303562
3563,3,0,303563
3564,3,9.861923319260025e-5,303564
3565,3,0.012062049824078921,303565
3566,3,0.028397759591249527,303566
3567,3,0.061115207577520717,303567
3568,3,0.12406978231053507,303568
3569,3,0.048601560617416856,303569
3570,3,0.0010071167316011002,303570
3571,3,0.012888904194641886,303571
3572,3,0.0022574088505126957,303572
3573,3,0.009478072104431648,303573
3574,3,8.612699598806071e-4,303574
3575,3,0,303575
3576,3,0,303576
3577,3,2.8359205034262047e-4,303577
3578,3,0.0019668417094013783,303578
3579,3,0.02131642360770581,303579
3580,3,0.01264716110447941,303580
3581,3,0.003943614103655996,303581
3582,3,0.011027751099541697,303582
3583,3,0,303583
3584,3,0.005434850803965165,303584
3585,3,0.002146446305358636,303585
3586,3,7.421395827623873e-4,303586
3587,3,0,303587
3588,3,0,303588
3589,3,0.0022214130890235214,303589
3590,3,0.005117260414879383,303590
3592,3,0.0060587301069792675,303592
3593,3,0,303593
3594,3,0.00247682533917469,303594
3595,3,0.012015547351907057,303595
3596,3,0,303596
3597,3,0.0012419582747486527,303597
3598,3,0,303598
3599,3,0.005234055358601748,303599
3600,3,0.001145671411839036,303600
3601,3,0.012108660808437942,303601
3602,3,1.6915962657024087e-4,303602
3603,3,0,303603
3604,3,0,303604
3605,3,0,303605
3606,3,0.0014749463562410262,303606
3607,3,1.8051939399206647e-5,303607
3608,3,0.006885670928486948,303608
3609,3,4.690086506759062e-5,303609
3610,3,8.970296644967615e-4,303610
3611,3,0.005567843618500454,303611
3612,3,0,303612
3613,3,0,303613
3614,3,0.00330677545276588,303614
3615,3,0.00275378879960414,303615
3616,3,0.04147713139531136,303616
3617,3,6.787003626086576e-4,303617
3618,3,0.0011337117755844833,303618
3619,3,0.02269119982779753,303619
3620,3,0.009810767528386133,303620
3621,3,0.015861745431612784,303621
3622,3,0.0017642859615887502,303622
3623,3,0.013193399699753265,303623
3624,3,0.013106986562301552,303624
3625,3,0,303625
3626,3,0.008806952621068126,303626
3627,3,0.0011662968723707787,303627
3628,3,8.88784392691663e-6,303628
3629,3,0,303629
3630,3,0.008335282709141748,303630
3631,3,0.05236919119923493,303631
3632,3,0.0016725475434024625,303632
3633,3,0,303633
3634,3,0.01301137125788084,303634
3635,3,0,303635
3636,3,2.357350182522032e-4,303636
3637,3,0.0022245689598705256,303637
3638,3,0,303638
3639,3,0,303639
3640,3,0,303640
3641,3,0.0038274148340789313,303641
3642,3,0.01008276980314549,303642
3643,3,0.0014901708960606433,303643
3644,3,0.0013012178353092362,303644
3645,3,0.0038051489725424536,303645
3646,3,7.394383446943775e-4,303646
3647,3,0,303647
3648,3,0.021456321463341754,303648
3649,3,0.025979750924114645,303649
3650,3,0.1527308890856096,303650
3651,3,0.030346933890899538,303651
3652,3,0.05219102588055566,303652
3653,3,0,303653
3654,3,0.18164683341126545,303654
3655,3,0.09392115826482623,303655
3656,3,0.09367360379238386,303656
3657,3,0.007055693629225581,303657
3658,3,0.037975501321170134,303658
3659,3,5.505674235434694e-4,303659
3660,3,5.580128232744514e-4,303660
3661,3,0.0014265344261256642,303661
3662,3,0.024872645176370337,303662
3663,3,0.5195049994164601,303663
3664,3,0.11316227236283742,303664
3665,3,0.02916000091854508,303665
