WP4,campaign,er_sl,pu
3666,3,0.007019297057434354,303666
3667,3,7.907113728168992e-4,303667
3668,3,3.8998527254901836e-5,303668
3669,3,7.025844513631873e-4,303669
3670,3,0.01436795773741646,303670
3671,3,0,303671
3672,3,1.0692064702438847e-5,303672
3673,3,0,303673
3674,3,0.003268574101076382,303674
3675,3,8.474961894099546e-5,303675
3676,3,7.305233345694579e-6,303676
3677,3,0.0010605302365970532,303677
3678,3,0.002530200882133771,303678
3679,3,0.0022836649287965036,303679
3680,3,0.0017488223091637945,303680
3681,3,0.004217073179071016,303681
3682,3,0.004044380206161728,303682
3683,3,0,303683
3684,3,0,303684
3685,3,0.007257314887762847,303685
3686,3,0,303686
3687,3,0.01086038415739268,303687
3688,3,0.012140668387788805,303688
3689,3,0.004018802494651086,303689
3690,3,0.0019486989985701636,303690
3691,3,0.03605691946945596,303691
3692,3,0.034509154546970656,303692
3693,3,0.02139756949344761,303693
3694,3,0.04183483121621685,303694
3695,3,0.013352950030234685,303695
3696,3,0.04726367098015136,303696
3697,3,0.17441973277037567,303697
3698,3,0.5188795811159447,303698
3699,3,0.14430480757083539,303699
3700,3,0.0822615734183081,303700
3701,3,0.1222941708616204,303701
3702,3,0.36361865534823573,303702
3703,3,0.02942419635088125,303703
3704,3,0.0075100402754731364,303704
3705,3,0.6658051495671874,303705
3706,3,0.13351462940526063,303706
3707,3,0.980031489045822,303707
3708,3,0.3121716220916632,303708
3709,3,0.16683936979231537,303709
3710,3,0.11813052523541719,303710
3711,3,0.1809224932975618,303711
3712,3,0.2900558218709184,303712
3713,3,1.6081493024122838e-4,303713
3714,3,0.682727178325991,303714
3715,3,1,303715
3716,3,0.11765062554519114,303716
3717,3,0.09478264803129241,303717
3718,3,0.17252441760382267,303718
3719,3,0.12062298684264361,303719
3720,3,0,303720
3721,3,0.010442864912882838,303721
3722,3,0.021182025601413565,303722
3723,3,0,303723
3724,3,0.11925792116149776,303724
3725,3,0.02078668343586513,303725
3727,3,0.051114848924640625,303727
3728,3,0.11204878962968245,303728
3729,3,0.07694901464227216,303729
3730,3,0.12297002557746355,303730
3731,3,0.7658272748063599,303731
3733,3,0.008423402112015642,303733
3734,3,0.2603017407996775,303734
3735,3,0.03259218798751155,303735
3736,3,0.3207588771227299,303736
3737,3,0.5251510761542747,303737
3738,3,0.5247476556005025,303738
3739,3,0.6496869416910434,303739
3740,3,0.20122446080218123,303740
3741,3,0.05022789910449378,303741
3742,3,0.12536547342607549,303742
3743,3,0.04439568746685489,303743
3744,3,0.3845087649405676,303744
3745,3,0.26244761668016475,303745
3746,3,0.1895265731447305,303746
3747,3,0.17390042930265792,303747
3748,3,0.08743888191390825,303748
3749,3,0.06393303027449852,303749
3750,3,0.02134809765456622,303750
3751,3,0.29646376778782657,303751
3752,3,0.06999070789137873,303752
3753,3,0.41476862378580087,303753
3754,3,0.003002686189969734,303754
3755,3,0.0014946493184349876,303755
3756,3,0.013210375473012188,303756
3757,3,1.2538129674416858e-4,303757
3758,3,1.8474434138955934e-4,303758
3759,3,0.003200321871887305,303759
3760,3,0.0011442613389298357,303760
3761,3,0.4341607042028896,303761
3762,3,0.2582926227207969,303762
3763,3,0.031149482284466047,303763
3764,3,0.1555049502471167,303764
3765,3,0.06521845797504576,303765
3766,3,0.4137708524418176,303766
3767,3,0.02622239910710575,303767
3768,3,0.39102494664918414,303768
3769,3,0.17464879744788406,303769
3770,3,0.0676455025709811,303770
3771,3,0.025670784586847836,303771
3772,3,0.16319367922672173,303772
3773,3,0.1130238178544686,303773
3775,3,0.09865268956081512,303775
3776,3,0.0831588259954647,303776
3777,3,0.6304672213096645,303777
3778,3,0.24634346866725076,303778
3779,3,0.23469771130781886,303779
3780,3,6.173784594117387e-4,303780
3781,3,0.002875485401279159,303781
3782,3,0.01646174358505804,303782
3783,3,0.6056530165618802,303783
3784,3,0.39423375273157996,303784
3785,3,0.006677162498415015,303785
3786,3,0.4527903280877065,303786
3787,3,0.08834969275028462,303787
3788,3,0.03322515134651346,303788
3789,3,0.23493758004414853,303789
3790,3,0.14393389303192738,303790
3791,3,0.21009463595453182,303791
3792,3,0.43260448535369794,303792
3793,3,0.4511716946932509,303793
3794,3,0.5933973324127855,303794
3795,3,0.1215188356926974,303795
3796,3,9.458202968180818e-4,303796
3797,3,0.009297574796797931,303797
3798,3,0.19847461925408078,303798
3799,3,0.3101189669852726,303799
3800,3,0.005772303087254002,303800
3801,3,0.25657035170584697,303801
3802,3,0.13781703247552682,303802
3803,3,0.036405766283303144,303803
3804,3,0.129910295387599,303804
3805,3,0.029653623663389913,303805
3806,3,0.0868513078023027,303806
3807,3,0.07641440594040069,303807
3808,3,0.26288818777392375,303808
3809,3,0.0557882985506014,303809
3810,3,0.12159264661145466,303810
3811,3,0.3081832689576998,303811
3812,3,0.02093904660263627,303812
3813,3,0.033381745614997994,303813
3814,3,0.031329462091848254,303814
3815,3,0.013434594272139734,303815
3816,3,0.4723651261361214,303816
3817,3,0.003974138212890077,303817
3818,3,0.12790968157380356,303818
3819,3,0.004868119097952281,303819
3820,3,0.38196013200769396,303820
3821,3,8.535074757160645e-5,303821
3822,3,0,303822
3823,3,0.024951258083088707,303823
3824,3,0.035061487548956785,303824
3825,3,0.02851520130901481,303825
3826,3,0.07161237671943077,303826
3827,3,0.24017156536641127,303827
3828,3,0.540205335429036,303828
3829,3,0.1426051376589325,303829
3830,3,0.08530335133803059,303830
3831,3,0.005265284764923073,303831
3832,3,0.11260464739817046,303832
3833,3,0.0011535380571163782,303833
3834,3,0.0012186141249978181,303834
3835,3,0,303835
3836,3,0,303836
3837,3,0,303837
3838,3,0,303838
3839,3,0,303839
3840,3,0,303840
3841,3,0,303841
3842,3,0,303842
3843,3,0,303843
3844,3,0,303844
3845,3,0,303845
3846,3,0,303846
3847,3,0,303847
3848,3,0,303848
3849,3,1.5091301970188964e-4,303849
3850,3,0.01756187026755107,303850
3851,3,0.012204717354892,303851
3852,3,4.5918572409189563e-4,303852
3853,3,0,303853
3854,3,0,303854
3855,3,0,303855
3856,3,0,303856
3857,3,0,303857
3858,3,0,303858
3859,3,0,303859
3860,3,0,303860
3861,3,0,303861
3862,3,2.834388889341429e-6,303862
3863,3,0,303863
3864,3,0,303864
3865,3,0,303865
3866,3,0,303866
3867,3,0,303867
3868,3,0,303868
3869,3,0,303869
3870,3,0,303870
3871,3,0,303871
3872,3,0,303872
3873,3,0,303873
3874,3,0,303874
3875,3,0,303875
3876,3,0,303876
3877,3,0,303877
3878,3,0,303878
3879,3,0,303879
3880,3,0,303880
3947,3,0.9428582085707318,303947
3507,4,0,403507
3508,4,0,403508
3509,4,0,403509
3510,4,0,403510
3511,4,0,403511
3512,4,0,403512
3513,4,0.008085791221682338,403513
3514,4,2.957178133230347e-4,403514
3515,4,0,403515
3516,4,0.0055933121750182105,403516
3517,4,0.17969896823487014,403517
3518,4,0.13849985822452393,403518
3519,4,0,403519
3520,4,0,403520
3521,4,0.09191755710558921,403521
3522,4,0.23481538813554328,403522
3523,4,8.57192600252586e-5,403523
3524,4,0.03825171227240335,403524
3525,4,0.11312137246400732,403525
3526,4,0.028192696485468946,403526
3527,4,0.6391272017278311,403527
3528,4,0.07448688284370855,403528
3529,4,0.0978719137438325,403529
3530,4,0.038517895804562594,403530
3531,4,0.011262409242790107,403531
3532,4,0.19943423489916742,403532
3533,4,0.032223417116996805,403533
3534,4,0.4513067679098266,403534
3535,4,0.11660530162660074,403535
3536,4,0.49310203056835444,403536
3537,4,0.6350460647807902,403537
3538,4,0.9428582085707318,403538
3539,4,0.5352092271620964,403539
3540,4,0.012023791318896571,403540
3541,4,0.7420767059228168,403541
3542,4,0.1135941456117373,403542
3543,4,0.37534975696020617,403543
3544,4,0.49374902364110296,403544
3545,4,0,403545
3546,4,6.953858294002746e-4,403546
3547,4,0,403547
3548,4,5.276350121225564e-4,403548
3549,4,0,403549
3550,4,0,403550
3551,4,0.00854781628888696,403551
3552,4,0.03971723161068416,403552
3553,4,0,403553
3554,4,2.1713368638972262e-4,403554
3555,4,0,403555
3556,4,0,403556
3557,4,0,403557
3558,4,0,403558
3559,4,2.6150088497764874e-4,403559
3560,4,0,403560
3561,4,0,403561
3562,4,0,403562
3563,4,0,403563
3564,4,9.861923319260025e-5,403564
3565,4,0.012062049824078921,403565
3566,4,0.028397759591249527,403566
3567,4,0.061115207577520717,403567
3568,4,0.12406978231053507,403568
3569,4,0.048601560617416856,403569
3570,4,0.0010071167316011002,403570
3571,4,0.012888904194641886,403571
3572,4,0.0022574088505126957,403572
3573,4,0.009478072104431648,403573
3574,4,8.612699598806071e-4,403574
3575,4,0,403575
3576,4,0,403576
3577,4,2.8359205034262047e-4,403577
3578,4,0.0019668417094013783,403578
3579,4,0.02131642360770581,403579
3580,4,0.01264716110447941,403580
3581,4,0.003943614103655996,403581
3582,4,0.011027751099541697,403582
3583,4,0,403583
3584,4,0.005434850803965165,403584
3585,4,0.002146446305358636,403585
3586,4,7.421395827623873e-4,403586
3587,4,0,403587
3588,4,0,403588
3589,4,0.0022214130890235214,403589
3590,4,0.005117260414879383,403590
3592,4,0.0060587301069792675,403592
3593,4,0,403593
3594,4,0.00247682533917469,403594
3595,4,0.012015547351907057,403595
3596,4,0,403596
3597,4,0.0012419582747486527,403597
3598,4,0,403598
3599,4,0.005234055358601748,403599
3600,4,0.001145671411839036,403600
3601,4,0.012108660808437942,403601
3602,4,1.6915962657024087e-4,403602
3603,4,0,403603
3604,4,0,403604
3605,4,0,403605
3606,4,0.0014749463562410262,403606
3607,4,1.8051939399206647e-5,403607
3608,4,0.006885670928486948,403608
3609,4,4.690086506759062e-5,403609
3610,4,8.970296644967615e-4,403610
3611,4,0.005567843618500454,403611
3612,4,0,403612
3613,4,0,403613
3614,4,0.00330677545276588,403614
3615,4,0.00275378879960414,403615
3616,4,0.04147713139531136,403616
3617,4,6.787003626086576e-4,403617
3618,4,0.0011337117755844833,403618
3619,4,0.02269119982779753,403619
3620,4,0.009810767528386133,403620
3621,4,0.015861745431612784,403621
3622,4,0.0017642859615887502,403622
3623,4,0.013193399699753265,403623
3624,4,0.013106986562301552,403624
3625,4,0,403625
3626,4,0.008806952621068126,403626
3627,4,0.0011662968723707787,403627
3628,4,8.88784392691663e-6,403628
3629,4,0,403629
3630,4,0.008335282709141748,403630
3631,4,0.05236919119923493,403631
3632,4,0.0016725475434024625,403632
3633,4,0,403633
3634,4,0.01301137125788084,403634
3635,4,0,403635
3636,4,2.357350182522032e-4,403636
3637,4,0.0022245689598705256,403637
3638,4,0,403638
3639,4,0,403639
3640,4,0,403640
3641,4,0.0038274148340789313,403641
3642,4,0.01008276980314549,403642
3643,4,0.0014901708960606433,403643
3644,4,0.0013012178353092362,403644
3645,4,0.0038051489725424536,403645
3646,4,7.394383446943775e-4,403646
3647,4,0,403647
3648,4,0.021456321463341754,403648
3649,4,0.025979750924114645,403649
3650,4,0.1527308890856096,403650
3651,4,0.030346933890899538,403651
3652,4,0.05219102588055566,403652
3653,4,0,403653
3654,4,0.18164683341126545,403654
3655,4,0.09392115826482623,403655
3656,4,0.09367360379238386,403656
3657,4,0.007055693629225581,403657
3658,4,0.037975501321170134,403658
3659,4,5.505674235434694e-4,403659
3660,4,5.580128232744514e-4,403660
3661,4,0.0014265344261256642,403661
3662,4,0.024872645176370337,403662
3663,4,0.5195049994164601,403663
3664,4,0.11316227236283742,403664
3665,4,0.02916000091854508,403665
3666,4,0.007019297057434354,403666
3667,4,7.907113728168992e-4,403667
3668,4,3.8998527254901836e-5,403668
3669,4,7.025844513631873e-4,403669
3670,4,0.01436795773741646,403670
3671,4,0,403671
3672,4,1.0692064702438847e-5,403672
3673,4,0,403673
3674,4,0.003268574101076382,403674
3675,4,8.474961894099546e-5,403675
3676,4,7.305233345694579e-6,403676
3677,4,0.0010605302365970532,403677
3678,4,0.002530200882133771,403678
3679,4,0.0022836649287965036,403679
3680,4,0.0017488223091637945,403680
3681,4,0.004217073179071016,403681
3682,4,0.004044380206161728,403682
3683,4,0,403683
3684,4,0,403684
3685,4,0.007257314887762847,403685
3686,4,0,403686
3687,4,0.01086038415739268,403687
3688,4,0.012140668387788805,403688
3689,4,0.004018802494651086,403689
3690,4,0.0019486989985701636,403690
3691,4,0.03605691946945596,403691
3692,4,0.034509154546970656,403692
3693,4,0.02139756949344761,403693
3694,4,0.04183483121621685,403694
3695,4,0.013352950030234685,403695
3696,4,0.04726367098015136,403696
3697,4,0.17441973277037567,403697
3698,4,0.5188795811159447,403698
3699,4,0.14430480757083539,403699
3700,4,0.0822615734183081,403700
3701,4,0.1222941708616204,403701
3702,4,0.36361865534823573,403702
3703,4,0.02942419635088125,403703
3704,4,0.0075100402754731364,403704
3705,4,0.6658051495671874,403705
3706,4,0.13351462940526063,403706
3707,4,0.980031489045822,403707
3708,4,0.3121716220916632,403708
3709,4,0.16683936979231537,403709
3710,4,0.11813052523541719,403710
3711,4,0.1809224932975618,403711
3712,4,0.2900558218709184,403712
3713,4,1.6081493024122838e-4,403713
3714,4,0.682727178325991,403714
3715,4,1,403715
3716,4,0.11765062554519114,403716
3717,4,0.09478264803129241,403717
3718,4,0.17252441760382267,403718
3719,4,0.12062298684264361,403719
3720,4,0,403720
3721,4,0.010442864912882838,403721
3722,4,0.021182025601413565,403722
3723,4,0,403723
3724,4,0.11925792116149776,403724
3725,4,0.02078668343586513,403725
3727,4,0.051114848924640625,403727
3728,4,0.11204878962968245,403728
3729,4,0.07694901464227216,403729
3730,4,0.12297002557746355,403730
3731,4,0.7658272748063599,403731
3733,4,0.008423402112015642,403733
3734,4,0.2603017407996775,403734
3735,4,0.03259218798751155,403735
3736,4,0.3207588771227299,403736
3737,4,0.5251510761542747,403737
3738,4,0.5247476556005025,403738
3739,4,0.6496869416910434,403739
3740,4,0.20122446080218123,403740
3741,4,0.05022789910449378,403741
3742,4,0.12536547342607549,403742
3743,4,0.04439568746685489,403743
3744,4,0.3845087649405676,403744
3745,4,0.26244761668016475,403745
3746,4,0.1895265731447305,403746
3747,4,0.17390042930265792,403747
3748,4,0.08743888191390825,403748
3749,4,0.06393303027449852,403749
3750,4,0.02134809765456622,403750
3751,4,0.29646376778782657,403751
3752,4,0.06999070789137873,403752
3753,4,0.41476862378580087,403753
3754,4,0.003002686189969734,403754
3755,4,0.0014946493184349876,403755
3756,4,0.013210375473012188,403756
3757,4,1.2538129674416858e-4,403757
3758,4,1.8474434138955934e-4,403758
3759,4,0.003200321871887305,403759
3760,4,0.0011442613389298357,403760
3761,4,0.4341607042028896,403761
3762,4,0.2582926227207969,403762
3763,4,0.031149482284466047,403763
3764,4,0.1555049502471167,403764
3765,4,0.06521845797504576,403765
3766,4,0.4137708524418176,403766
3767,4,0.02622239910710575,403767
3768,4,0.39102494664918414,403768
3769,4,0.17464879744788406,403769
3770,4,0.0676455025709811,403770
3771,4,0.025670784586847836,403771
3772,4,0.16319367922672173,403772
3773,4,0.1130238178544686,403773
3775,4,0.09865268956081512,403775
3776,4,0.0831588259954647,403776
3777,4,0.6304672213096645,403777
3778,4,0.24634346866725076,403778
3779,4,0.23469771130781886,403779
3780,4,6.173784594117387e-4,403780
3781,4,0.002875485401279159,403781
3782,4,0.01646174358505804,403782
3783,4,0.6056530165618802,403783
3784,4,0.39423375273157996,403784
3785,4,0.006677162498415015,403785
3786,4,0.4527903280877065,403786
3787,4,0.08834969275028462,403787
3788,4,0.03322515134651346,403788
3789,4,0.23493758004414853,403789
3790,4,0.14393389303192738,403790
3791,4,0.21009463595453182,403791
3792,4,0.43260448535369794,403792
3793,4,0.4511716946932509,403793
3794,4,0.5933973324127855,403794
3795,4,0.1215188356926974,403795
3796,4,9.458202968180818e-4,403796
3797,4,0.009297574796797931,403797
3798,4,0.19847461925408078,403798
3799,4,0.3101189669852726,403799
3800,4,0.005772303087254002,403800
3801,4,0.25657035170584697,403801
3802,4,0.13781703247552682,403802
3803,4,0.036405766283303144,403803
3804,4,0.129910295387599,403804
3805,4,0.029653623663389913,403805
3806,4,0.0868513078023027,403806
3807,4,0.07641440594040069,403807
3808,4,0.26288818777392375,403808
3809,4,0.0557882985506014,403809
3810,4,0.12159264661145466,403810
3811,4,0.3081832689576998,403811
3812,4,0.02093904660263627,403812
3813,4,0.033381745614997994,403813
3814,4,0.031329462091848254,403814
3815,4,0.013434594272139734,403815
3816,4,0.4723651261361214,403816
3817,4,0.003974138212890077,403817
3818,4,0.12790968157380356,403818
3819,4,0.004868119097952281,403819
3820,4,0.38196013200769396,403820
3821,4,8.535074757160645e-5,403821
3822,4,0,403822
3823,4,0.024951258083088707,403823
3824,4,0.035061487548956785,403824
3825,4,0.02851520130901481,403825
3826,4,0.07161237671943077,403826
3827,4,0.24017156536641127,403827
3828,4,0.540205335429036,403828
3829,4,0.1426051376589325,403829
3830,4,0.08530335133803059,403830
3831,4,0.005265284764923073,403831
3832,4,0.11260464739817046,403832
3833,4,0.0011535380571163782,403833
3834,4,0.0012186141249978181,403834
3835,4,0,403835
3836,4,0,403836
3837,4,0,403837
3838,4,0,403838
3839,4,0,403839
3840,4,0,403840
3841,4,0,403841
3842,4,0,403842
3843,4,0,403843
3844,4,0,403844
3845,4,0,403845
3846,4,0,403846
3847,4,0,403847
3848,4,0,403848
3849,4,1.5091301970188964e-4,403849
3850,4,0.01756187026755107,403850
3851,4,0.012204717354892,403851
3852,4,4.5918572409189563e-4,403852
3853,4,0,403853
3854,4,0,403854
3855,4,0,403855
3856,4,0,403856
3857,4,0,403857
3858,4,0,403858
3859,4,0,403859
3860,4,0,403860
3861,4,0,403861
3862,4,2.834388889341429e-6,403862
3863,4,0,403863
3864,4,0,403864
3865,4,0,403865
3866,4,0,403866
3867,4,0,403867
3868,4,0,403868
3869,4,0,403869
3870,4,0,403870
3871,4,0,403871
3872,4,0,403872
3873,4,0,403873
3874,4,0,403874
3875,4,0,403875
3876,4,0,403876
3877,4,0,403877
3878,4,0,403878
3879,4,0,403879
3880,4,0,403880
3947,4,0.9428582085707318,403947
3507,5,0,503507
3508,5,0,503508
3509,5,0,503509
3510,5,0,503510
3511,5,0,503511
3512,5,0,503512
3513,5,0.008085791221682338,503513
3514,5,2.957178133230347e-4,503514
3515,5,0,503515
3516,5,0.0055933121750182105,503516
3517,5,0.17969896823487014,503517
3518,5,0.13849985822452393,503518
3519,5,0,503519
3520,5,0,503520
3521,5,0.09191755710558921,503521
3522,5,0.23481538813554328,503522
3523,5,8.57192600252586e-5,503523
3524,5,0.03825171227240335,503524
3525,5,0.11312137246400732,503525
3526,5,0.028192696485468946,503526
3527,5,0.6391272017278311,503527
3528,5,0.07448688284370855,503528
3529,5,0.0978719137438325,503529
3530,5,0.038517895804562594,503530
3531,5,0.011262409242790107,503531
3532,5,0.19943423489916742,503532
3533,5,0.032223417116996805,503533
3534,5,0.4513067679098266,503534
3535,5,0.11660530162660074,503535
3536,5,0.49310203056835444,503536
3537,5,0.6350460647807902,503537
3538,5,0.9428582085707318,503538
3539,5,0.5352092271620964,503539
3540,5,0.012023791318896571,503540
3541,5,0.7420767059228168,503541
3542,5,0.1135941456117373,503542
3543,5,0.37534975696020617,503543
3544,5,0.49374902364110296,503544
3545,5,0,503545
3546,5,6.953858294002746e-4,503546
3547,5,0,503547
3548,5,5.276350121225564e-4,503548
3549,5,0,503549
3550,5,0,503550
3551,5,0.00854781628888696,503551
3552,5,0.03971723161068416,503552
3553,5,0,503553
3554,5,2.1713368638972262e-4,503554
3555,5,0,503555
3556,5,0,503556
3557,5,0,503557
3558,5,0,503558
3559,5,2.6150088497764874e-4,503559
3560,5,0,503560
3561,5,0,503561
3562,5,0,503562
3563,5,0,503563
3564,5,9.861923319260025e-5,503564
3565,5,0.012062049824078921,503565
3566,5,0.028397759591249527,503566
3567,5,0.061115207577520717,503567
3568,5,0.12406978231053507,503568
3569,5,0.048601560617416856,503569
3570,5,0.0010071167316011002,503570
3571,5,0.012888904194641886,503571
3572,5,0.0022574088505126957,503572
3573,5,0.009478072104431648,503573
3574,5,8.612699598806071e-4,503574
3575,5,0,503575
3576,5,0,503576
3577,5,2.8359205034262047e-4,503577
3578,5,0.0019668417094013783,503578
3579,5,0.02131642360770581,503579
3580,5,0.01264716110447941,503580
3581,5,0.003943614103655996,503581
3582,5,0.011027751099541697,503582
3583,5,0,503583
3584,5,0.005434850803965165,503584
3585,5,0.002146446305358636,503585
3586,5,7.421395827623873e-4,503586
3587,5,0,503587
3588,5,0,503588
3589,5,0.0022214130890235214,503589
3590,5,0.005117260414879383,503590
3592,5,0.0060587301069792675,503592
3593,5,0,503593
3594,5,0.00247682533917469,503594
3595,5,0.012015547351907057,503595
3596,5,0,503596
3597,5,0.0012419582747486527,503597
3598,5,0,503598
3599,5,0.005234055358601748,503599
3600,5,0.001145671411839036,503600
3601,5,0.012108660808437942,503601
3602,5,1.6915962657024087e-4,503602
3603,5,0,503603
3604,5,0,503604
3605,5,0,503605
3606,5,0.0014749463562410262,503606
3607,5,1.8051939399206647e-5,503607
3608,5,0.006885670928486948,503608
3609,5,4.690086506759062e-5,503609
3610,5,8.970296644967615e-4,503610
3611,5,0.005567843618500454,503611
3612,5,0,503612
3613,5,0,503613
3614,5,0.00330677545276588,503614
3615,5,0.00275378879960414,503615
3616,5,0.04147713139531136,503616
3617,5,6.787003626086576e-4,503617
3618,5,0.0011337117755844833,503618
3619,5,0.02269119982779753,503619
3620,5,0.009810767528386133,503620
3621,5,0.015861745431612784,503621
3622,5,0.0017642859615887502,503622
3623,5,0.013193399699753265,503623
3624,5,0.013106986562301552,503624
3625,5,0,503625
3626,5,0.008806952621068126,503626
3627,5,0.0011662968723707787,503627
3628,5,8.88784392691663e-6,503628
3629,5,0,503629
3630,5,0.008335282709141748,503630
3631,5,0.05236919119923493,503631
3632,5,0.0016725475434024625,503632
3633,5,0,503633
3634,5,0.01301137125788084,503634
3635,5,0,503635
3636,5,2.357350182522032e-4,503636
3637,5,0.0022245689598705256,503637
3638,5,0,503638
3639,5,0,503639
3640,5,0,503640
3641,5,0.0038274148340789313,503641
3642,5,0.01008276980314549,503642
3643,5,0.0014901708960606433,503643
3644,5,0.0013012178353092362,503644
3645,5,0.0038051489725424536,503645
3646,5,7.394383446943775e-4,503646
3647,5,0,503647
3648,5,0.021456321463341754,503648
3649,5,0.025979750924114645,503649
3650,5,0.1527308890856096,503650
3651,5,0.030346933890899538,503651
3652,5,0.05219102588055566,503652
3653,5,0,503653
3654,5,0.18164683341126545,503654
3655,5,0.09392115826482623,503655
3656,5,0.09367360379238386,503656
3657,5,0.007055693629225581,503657
3658,5,0.037975501321170134,503658
3659,5,5.505674235434694e-4,503659
3660,5,5.580128232744514e-4,503660
3661,5,0.0014265344261256642,503661
3662,5,0.024872645176370337,503662
3663,5,0.5195049994164601,503663
3664,5,0.11316227236283742,503664
3665,5,0.02916000091854508,503665
3666,5,0.007019297057434354,503666
3667,5,7.907113728168992e-4,503667
3668,5,3.8998527254901836e-5,503668
3669,5,7.025844513631873e-4,503669
3670,5,0.01436795773741646,503670
3671,5,0,503671
3672,5,1.0692064702438847e-5,503672
3673,5,0,503673
3674,5,0.003268574101076382,503674
3675,5,8.474961894099546e-5,503675
3676,5,7.305233345694579e-6,503676
3677,5,0.0010605302365970532,503677
3678,5,0.002530200882133771,503678
3679,5,0.0022836649287965036,503679
3680,5,0.0017488223091637945,503680
3681,5,0.004217073179071016,503681
3682,5,0.004044380206161728,503682
3683,5,0,503683
3684,5,0,503684
3685,5,0.007257314887762847,503685
3686,5,0,503686
3687,5,0.01086038415739268,503687
3688,5,0.012140668387788805,503688
3689,5,0.004018802494651086,503689
3690,5,0.0019486989985701636,503690
3691,5,0.03605691946945596,503691
3692,5,0.034509154546970656,503692
3693,5,0.02139756949344761,503693
3694,5,0.04183483121621685,503694
3695,5,0.013352950030234685,503695
3696,5,0.04726367098015136,503696
3697,5,0.17441973277037567,503697
3698,5,0.5188795811159447,503698
3699,5,0.14430480757083539,503699
3700,5,0.0822615734183081,503700
3701,5,0.1222941708616204,503701
3702,5,0.36361865534823573,503702
3703,5,0.02942419635088125,503703
3704,5,0.0075100402754731364,503704
3705,5,0.6658051495671874,503705
3706,5,0.13351462940526063,503706
3707,5,0.980031489045822,503707
3708,5,0.3121716220916632,503708
3709,5,0.16683936979231537,503709
3710,5,0.11813052523541719,503710
3711,5,0.1809224932975618,503711
3712,5,0.2900558218709184,503712
3713,5,1.6081493024122838e-4,503713
3714,5,0.682727178325991,503714
3715,5,1,503715
3716,5,0.11765062554519114,503716
3717,5,0.09478264803129241,503717
3718,5,0.17252441760382267,503718
3719,5,0.12062298684264361,503719
3720,5,0,503720
3721,5,0.010442864912882838,503721
3722,5,0.021182025601413565,503722
3723,5,0,503723
3724,5,0.11925792116149776,503724
3725,5,0.02078668343586513,503725
3727,5,0.051114848924640625,503727
3728,5,0.11204878962968245,503728
3729,5,0.07694901464227216,503729
3730,5,0.12297002557746355,503730
3731,5,0.7658272748063599,503731
3733,5,0.008423402112015642,503733
3734,5,0.2603017407996775,503734
3735,5,0.03259218798751155,503735
3736,5,0.3207588771227299,503736
3737,5,0.5251510761542747,503737
3738,5,0.5247476556005025,503738
3739,5,0.6496869416910434,503739
3740,5,0.20122446080218123,503740
3741,5,0.05022789910449378,503741
3742,5,0.12536547342607549,503742
3743,5,0.04439568746685489,503743
3744,5,0.3845087649405676,503744
3745,5,0.26244761668016475,503745
3746,5,0.1895265731447305,503746
3747,5,0.17390042930265792,503747
3748,5,0.08743888191390825,503748
3749,5,0.06393303027449852,503749
3750,5,0.02134809765456622,503750
3751,5,0.29646376778782657,503751
3752,5,0.06999070789137873,503752
3753,5,0.41476862378580087,503753
3754,5,0.003002686189969734,503754
3755,5,0.0014946493184349876,503755
3756,5,0.013210375473012188,503756
3757,5,1.2538129674416858e-4,503757
3758,5,1.8474434138955934e-4,503758
3759,5,0.003200321871887305,503759
3760,5,0.0011442613389298357,503760
3761,5,0.4341607042028896,503761
3762,5,0.2582926227207969,503762
3763,5,0.031149482284466047,503763
3764,5,0.1555049502471167,503764
3765,5,0.06521845797504576,503765
3766,5,0.4137708524418176,503766
3767,5,0.02622239910710575,503767
3768,5,0.39102494664918414,503768
3769,5,0.17464879744788406,503769
3770,5,0.0676455025709811,503770
3771,5,0.025670784586847836,503771
3772,5,0.16319367922672173,503772
3773,5,0.1130238178544686,503773
3775,5,0.09865268956081512,503775
3776,5,0.0831588259954647,503776
3777,5,0.6304672213096645,503777
3778,5,0.24634346866725076,503778
3779,5,0.23469771130781886,503779
3780,5,6.173784594117387e-4,503780
3781,5,0.002875485401279159,503781
3782,5,0.01646174358505804,503782
3783,5,0.6056530165618802,503783
3784,5,0.39423375273157996,503784
3785,5,0.006677162498415015,503785
3786,5,0.4527903280877065,503786
3787,5,0.08834969275028462,503787
3788,5,0.03322515134651346,503788
3789,5,0.23493758004414853,503789
3790,5,0.14393389303192738,503790
3791,5,0.21009463595453182,503791
3792,5,0.43260448535369794,503792
3793,5,0.4511716946932509,503793
3794,5,0.5933973324127855,503794
3795,5,0.1215188356926974,503795
3796,5,9.458202968180818e-4,503796
3797,5,0.009297574796797931,503797
3798,5,0.19847461925408078,503798
3799,5,0.3101189669852726,503799
3800,5,0.005772303087254002,503800
3801,5,0.25657035170584697,503801
3802,5,0.13781703247552682,503802
3803,5,0.036405766283303144,503803
3804,5,0.129910295387599,503804
3805,5,0.029653623663389913,503805
3806,5,0.0868513078023027,503806
3807,5,0.07641440594040069,503807
3808,5,0.26288818777392375,503808
3809,5,0.0557882985506014,503809
3810,5,0.12159264661145466,503810
3811,5,0.3081832689576998,503811
3812,5,0.02093904660263627,503812
3813,5,0.033381745614997994,503813
3814,5,0.031329462091848254,503814
3815,5,0.013434594272139734,503815
