WP4,campaign,flo_rip,pu
3589,1,0.09765625,103589
3590,1,0.09765625,103590
3592,1,0.09765625,103592
3593,1,0.03515625,103593
3594,1,0.09765625,103594
3595,1,0.03515625,103595
3596,1,0,103596
3597,1,0.0478515625,103597
3598,1,0.03515625,103598
3599,1,0.03515625,103599
3600,1,0.03515625,103600
3601,1,0.03515625,103601
3602,1,0.0244140625,103602
3603,1,0.03515625,103603
3604,1,0.03515625,103604
3605,1,0.0478515625,103605
3606,1,0.0478515625,103606
3607,1,0.03515625,103607
3608,1,0.03515625,103608
3609,1,0.03515625,103609
3610,1,0.03515625,103610
3611,1,0.03515625,103611
3612,1,0.0244140625,103612
3613,1,0.03515625,103613
3614,1,0.03515625,103614
3615,1,0.03515625,103615
3616,1,0.03515625,103616
3617,1,0.03515625,103617
3618,1,0.03515625,103618
3619,1,0.03515625,103619
3620,1,0.0478515625,103620
3621,1,0.03515625,103621
3622,1,0.015625,103622
3623,1,0.0244140625,103623
3624,1,0.03515625,103624
3625,1,0.0244140625,103625
3626,1,0.0244140625,103626
3627,1,0.0244140625,103627
3628,1,0.0244140625,103628
3629,1,0.03515625,103629
3630,1,0.03515625,103630
3631,1,0.03515625,103631
3632,1,0.0478515625,103632
3633,1,0.0244140625,103633
3634,1,0.0244140625,103634
3635,1,0.0244140625,103635
3636,1,0.0244140625,103636
3637,1,0.0244140625,103637
3638,1,0.0244140625,103638
3639,1,0.0478515625,103639
3640,1,0.09765625,103640
3641,1,0.09765625,103641
3642,1,0.19140625,103642
3643,1,0.2197265625,103643
3644,1,0.2197265625,103644
3645,1,0.2197265625,103645
3646,1,0.19140625,103646
3647,1,0.19140625,103647
3648,1,0.25,103648
3649,1,0.2197265625,103649
3650,1,0.140625,103650
3651,1,0.03515625,103651
3652,1,0,103652
3653,1,0.03515625,103653
3654,1,0.03515625,103654
3655,1,0.03515625,103655
3656,1,0.03515625,103656
3657,1,0.03515625,103657
3658,1,0.0244140625,103658
3659,1,0.0244140625,103659
3660,1,0.03515625,103660
3661,1,0.0244140625,103661
3662,1,0.0244140625,103662
3663,1,0.1181640625,103663
3664,1,0.1181640625,103664
3665,1,0.1181640625,103665
3666,1,0.140625,103666
3667,1,0.140625,103667
3668,1,0.140625,103668
3669,1,0.140625,103669
3670,1,0.1181640625,103670
3671,1,0.1181640625,103671
3672,1,0.140625,103672
3673,1,0.140625,103673
3674,1,0.1181640625,103674
3675,1,0.1181640625,103675
3676,1,0.1181640625,103676
3677,1,0.1650390625,103677
3678,1,0.09765625,103678
3679,1,0.1181640625,103679
3680,1,0.19140625,103680
3681,1,0.140625,103681
3682,1,0.1181640625,103682
3683,1,0.140625,103683
3684,1,0.0791015625,103684
3685,1,0.09765625,103685
3686,1,0.0791015625,103686
3687,1,0.1650390625,103687
3688,1,0.19140625,103688
3689,1,0.1650390625,103689
3690,1,0.1181640625,103690
3691,1,0.1181640625,103691
3692,1,0.1650390625,103692
3693,1,0.3525390625,103693
3694,1,0.390625,103694
3695,1,0.25,103695
3696,1,0.140625,103696
3697,1,0.2197265625,103697
3698,1,0.25,103698
3699,1,0.2822265625,103699
3700,1,0.2822265625,103700
3701,1,0.25,103701
3702,1,0.2197265625,103702
3703,1,0.2197265625,103703
3704,1,0.2822265625,103704
3705,1,0.31640625,103705
3706,1,0.31640625,103706
3707,1,0.2822265625,103707
3708,1,0.4306640625,103708
3709,1,0.2197265625,103709
3710,1,0.2197265625,103710
3711,1,0.25,103711
3712,1,0.2197265625,103712
3713,1,0.25,103713
3714,1,0.2197265625,103714
3715,1,0.2822265625,103715
3716,1,0.0791015625,103716
3717,1,0.2822265625,103717
3718,1,0.25,103718
3719,1,0.47265625,103719
3720,1,0.5625,103720
3721,1,0.6103515625,103721
3722,1,0.6103515625,103722
3723,1,0.4306640625,103723
3724,1,0.25,103724
3725,1,0.25,103725
3727,1,0.25,103727
3728,1,0.25,103728
3729,1,0.2197265625,103729
3730,1,0.2822265625,103730
3731,1,0.2822265625,103731
3733,1,0.1181640625,103733
3734,1,0.31640625,103734
3735,1,0.47265625,103735
3736,1,0.31640625,103736
3737,1,0.2822265625,103737
3738,1,0.2822265625,103738
3739,1,0.2822265625,103739
3740,1,0.25,103740
3741,1,0.2822265625,103741
3742,1,0.2822265625,103742
3743,1,0.2822265625,103743
3744,1,0.2822265625,103744
3745,1,0.2822265625,103745
3746,1,0.2822265625,103746
3747,1,0.2822265625,103747
3748,1,0.25,103748
3749,1,0.140625,103749
3750,1,0.140625,103750
3751,1,0.31640625,103751
3752,1,0.25,103752
3753,1,0.19140625,103753
3754,1,0.19140625,103754
3755,1,0.25,103755
3756,1,0.2197265625,103756
3757,1,0.3525390625,103757
3758,1,0.2822265625,103758
3759,1,0.25,103759
3760,1,0.1181640625,103760
3761,1,0.19140625,103761
3762,1,0.25,103762
3763,1,0.31640625,103763
3764,1,0.31640625,103764
3765,1,0.31640625,103765
3766,1,0.25,103766
3767,1,0.31640625,103767
3768,1,0.3525390625,103768
3769,1,0.2822265625,103769
3770,1,0.2822265625,103770
3771,1,0.3525390625,103771
3772,1,0.3525390625,103772
3773,1,0.3525390625,103773
3775,1,0.2822265625,103775
3776,1,0.31640625,103776
3777,1,0.2822265625,103777
3778,1,0.2822265625,103778
3779,1,0.2822265625,103779
3780,1,0.25,103780
3781,1,0.25,103781
3782,1,0.25,103782
3783,1,0.2197265625,103783
3784,1,0.25,103784
3785,1,0.2822265625,103785
3786,1,0.2822265625,103786
3787,1,0.4306640625,103787
3788,1,0.2197265625,103788
3789,1,0.1650390625,103789
3790,1,0.3525390625,103790
3791,1,0.47265625,103791
3792,1,0.4306640625,103792
3793,1,0.4306640625,103793
3794,1,0.2822265625,103794
3795,1,0.66015625,103795
3796,1,0,103796
3797,1,0.25,103797
3798,1,0.25,103798
3799,1,0.25,103799
3800,1,0.25,103800
3801,1,0.25,103801
3802,1,0.25,103802
3803,1,0.19140625,103803
3804,1,0.25,103804
3805,1,0.31640625,103805
3806,1,0,103806
3807,1,0.4306640625,103807
3808,1,0.4306640625,103808
3809,1,0.4306640625,103809
3810,1,0.47265625,103810
3811,1,0.47265625,103811
3812,1,0.47265625,103812
3813,1,0.3525390625,103813
3814,1,0.3525390625,103814
3815,1,0.25,103815
3816,1,0.390625,103816
3817,1,0,103817
3818,1,0.5166015625,103818
3819,1,0.6103515625,103819
3820,1,0.6103515625,103820
3821,1,0,103821
3822,1,0,103822
3823,1,0.4306640625,103823
3824,1,0.390625,103824
3825,1,0.390625,103825
3826,1,0.390625,103826
3827,1,0.390625,103827
3828,1,0.4306640625,103828
3829,1,0.47265625,103829
3830,1,0.4306640625,103830
3831,1,0.5625,103831
3832,1,0.390625,103832
3833,1,1,103833
3834,1,0.2197265625,103834
3835,1,0,103835
3836,1,0.140625,103836
3837,1,0.140625,103837
3838,1,0.2822265625,103838
3839,1,0.31640625,103839
3840,1,0.31640625,103840
3841,1,0.31640625,103841
3842,1,0.2822265625,103842
3843,1,0.390625,103843
3844,1,0.5166015625,103844
3845,1,0.4306640625,103845
3846,1,0.4306640625,103846
3847,1,0.390625,103847
3848,1,0.3525390625,103848
3849,1,0.3525390625,103849
3850,1,0.3525390625,103850
3851,1,0.390625,103851
3852,1,0.25,103852
3853,1,0.3525390625,103853
3854,1,0.390625,103854
3855,1,0.140625,103855
3856,1,0.140625,103856
3857,1,0.140625,103857
3858,1,0.31640625,103858
3859,1,0.765625,103859
3860,1,0.765625,103860
3861,1,0.87890625,103861
3862,1,0.87890625,103862
3863,1,0.0625,103863
3864,1,0.31640625,103864
3865,1,0.2197265625,103865
3866,1,0.140625,103866
3867,1,0.0244140625,103867
3868,1,0.1650390625,103868
3869,1,0.140625,103869
3870,1,0.140625,103870
3871,1,0.140625,103871
3872,1,0.1650390625,103872
3873,1,0.1650390625,103873
3874,1,0.2822265625,103874
3875,1,0.2822265625,103875
3876,1,0.1650390625,103876
3877,1,0.1650390625,103877
3878,1,0.3525390625,103878
3879,1,0.1650390625,103879
3880,1,0.140625,103880
3947,1,0.09765625,103947
3507,2,0.2822265625,203507
3508,2,0.2822265625,203508
3509,2,0.2822265625,203509
3510,2,0.25,203510
3511,2,0.2197265625,203511
3512,2,0.2197265625,203512
3513,2,0.2197265625,203513
3514,2,0.19140625,203514
3515,2,0.2197265625,203515
3516,2,0.2197265625,203516
3517,2,0.19140625,203517
3518,2,0.1650390625,203518
3519,2,0.140625,203519
3520,2,0.4306640625,203520
3521,2,0.140625,203521
3522,2,0.140625,203522
3523,2,0.140625,203523
3524,2,0.140625,203524
3525,2,0.140625,203525
3526,2,0.140625,203526
3527,2,0.140625,203527
3528,2,0.140625,203528
3529,2,0.140625,203529
3530,2,0.140625,203530
3531,2,0.140625,203531
3532,2,0.140625,203532
3533,2,0.140625,203533
3534,2,0.140625,203534
3535,2,0.1181640625,203535
3536,2,0.1181640625,203536
3537,2,0.1181640625,203537
3538,2,0.09765625,203538
3539,2,0.09765625,203539
3540,2,0.09765625,203540
3541,2,0.09765625,203541
3542,2,0.0791015625,203542
3543,2,0.0478515625,203543
3544,2,0.0478515625,203544
3545,2,0.0478515625,203545
3546,2,0.0625,203546
3547,2,0.0478515625,203547
3548,2,0.0478515625,203548
3549,2,0.0478515625,203549
3550,2,0.0478515625,203550
3551,2,0.0478515625,203551
3552,2,0.0478515625,203552
3553,2,0.03515625,203553
3554,2,0.03515625,203554
3555,2,0.03515625,203555
3556,2,0.03515625,203556
3557,2,0.03515625,203557
3558,2,0.03515625,203558
3559,2,0.0478515625,203559
3560,2,0.0478515625,203560
3561,2,0.0478515625,203561
3562,2,0.0625,203562
3563,2,0.0478515625,203563
3564,2,0.0478515625,203564
3565,2,0.0478515625,203565
3566,2,0.0478515625,203566
3567,2,0.0625,203567
3568,2,0.09765625,203568
3569,2,0.09765625,203569
3570,2,0.09765625,203570
3571,2,0.09765625,203571
3572,2,0.0478515625,203572
3573,2,0.0791015625,203573
3574,2,0.03515625,203574
3575,2,0.0478515625,203575
3576,2,0.0478515625,203576
3577,2,0.0478515625,203577
3578,2,0.03515625,203578
3579,2,0.0478515625,203579
3580,2,0.09765625,203580
3581,2,0.09765625,203581
3582,2,0.0478515625,203582
3583,2,0.0478515625,203583
3584,2,0.0625,203584
3585,2,0.0791015625,203585
3586,2,0.09765625,203586
3587,2,0.09765625,203587
3588,2,0.09765625,203588
3589,2,0.09765625,203589
3590,2,0.09765625,203590
3592,2,0.09765625,203592
3593,2,0.03515625,203593
3594,2,0.09765625,203594
3595,2,0.03515625,203595
3596,2,0,203596
3597,2,0.0478515625,203597
3598,2,0.03515625,203598
3599,2,0.03515625,203599
3600,2,0.03515625,203600
3601,2,0.03515625,203601
3602,2,0.0244140625,203602
3603,2,0.03515625,203603
3604,2,0.03515625,203604
3605,2,0.0478515625,203605
3606,2,0.0478515625,203606
3607,2,0.03515625,203607
3608,2,0.03515625,203608
3609,2,0.03515625,203609
3610,2,0.03515625,203610
3611,2,0.03515625,203611
3612,2,0.0244140625,203612
3613,2,0.03515625,203613
3614,2,0.03515625,203614
3615,2,0.03515625,203615
3616,2,0.03515625,203616
3617,2,0.03515625,203617
3618,2,0.03515625,203618
3619,2,0.03515625,203619
3620,2,0.0478515625,203620
3621,2,0.03515625,203621
3622,2,0.015625,203622
3623,2,0.0244140625,203623
3624,2,0.03515625,203624
3625,2,0.0244140625,203625
3626,2,0.0244140625,203626
3627,2,0.0244140625,203627
3628,2,0.0244140625,203628
3629,2,0.03515625,203629
3630,2,0.03515625,203630
3631,2,0.03515625,203631
3632,2,0.0478515625,203632
3633,2,0.0244140625,203633
3634,2,0.0244140625,203634
3635,2,0.0244140625,203635
3636,2,0.0244140625,203636
3637,2,0.0244140625,203637
3638,2,0.0244140625,203638
3639,2,0.0478515625,203639
3640,2,0.09765625,203640
3641,2,0.09765625,203641
3642,2,0.19140625,203642
3643,2,0.2197265625,203643
3644,2,0.2197265625,203644
3645,2,0.2197265625,203645
3646,2,0.19140625,203646
3647,2,0.19140625,203647
3648,2,0.25,203648
3649,2,0.2197265625,203649
3650,2,0.140625,203650
3651,2,0.03515625,203651
3652,2,0,203652
3653,2,0.03515625,203653
3654,2,0.03515625,203654
3655,2,0.03515625,203655
3656,2,0.03515625,203656
3657,2,0.03515625,203657
3658,2,0.0244140625,203658
3659,2,0.0244140625,203659
3660,2,0.03515625,203660
3661,2,0.0244140625,203661
3662,2,0.0244140625,203662
3663,2,0.1181640625,203663
3664,2,0.1181640625,203664
3665,2,0.1181640625,203665
3666,2,0.140625,203666
3667,2,0.140625,203667
3668,2,0.140625,203668
3669,2,0.140625,203669
3670,2,0.1181640625,203670
3671,2,0.1181640625,203671
3672,2,0.140625,203672
3673,2,0.140625,203673
3674,2,0.1181640625,203674
3675,2,0.1181640625,203675
3676,2,0.1181640625,203676
3677,2,0.1650390625,203677
3678,2,0.09765625,203678
3679,2,0.1181640625,203679
3680,2,0.19140625,203680
3681,2,0.140625,203681
3682,2,0.1181640625,203682
3683,2,0.140625,203683
3684,2,0.0791015625,203684
3685,2,0.09765625,203685
3686,2,0.0791015625,203686
3687,2,0.1650390625,203687
3688,2,0.19140625,203688
3689,2,0.1650390625,203689
3690,2,0.1181640625,203690
3691,2,0.1181640625,203691
3692,2,0.1650390625,203692
3693,2,0.3525390625,203693
3694,2,0.390625,203694
3695,2,0.25,203695
3696,2,0.140625,203696
3697,2,0.2197265625,203697
3698,2,0.25,203698
3699,2,0.2822265625,203699
3700,2,0.2822265625,203700
3701,2,0.25,203701
3702,2,0.2197265625,203702
3703,2,0.2197265625,203703
3704,2,0.2822265625,203704
3705,2,0.31640625,203705
3706,2,0.31640625,203706
3707,2,0.2822265625,203707
3708,2,0.4306640625,203708
3709,2,0.2197265625,203709
3710,2,0.2197265625,203710
3711,2,0.25,203711
3712,2,0.2197265625,203712
3713,2,0.25,203713
3714,2,0.2197265625,203714
3715,2,0.2822265625,203715
3716,2,0.0791015625,203716
3717,2,0.2822265625,203717
3718,2,0.25,203718
3719,2,0.47265625,203719
3720,2,0.5625,203720
3721,2,0.6103515625,203721
3722,2,0.6103515625,203722
3723,2,0.4306640625,203723
3724,2,0.25,203724
3725,2,0.25,203725
3727,2,0.25,203727
3728,2,0.25,203728
3729,2,0.2197265625,203729
3730,2,0.2822265625,203730
3731,2,0.2822265625,203731
3733,2,0.1181640625,203733
3734,2,0.31640625,203734
3735,2,0.47265625,203735
3736,2,0.31640625,203736
3737,2,0.2822265625,203737
3738,2,0.2822265625,203738
3739,2,0.2822265625,203739
3740,2,0.25,203740
3741,2,0.2822265625,203741
3742,2,0.2822265625,203742
3743,2,0.2822265625,203743
3744,2,0.2822265625,203744
3745,2,0.2822265625,203745
3746,2,0.2822265625,203746
3747,2,0.2822265625,203747
3748,2,0.25,203748
3749,2,0.140625,203749
3750,2,0.140625,203750
3751,2,0.31640625,203751
3752,2,0.25,203752
3753,2,0.19140625,203753
3754,2,0.19140625,203754
3755,2,0.25,203755
3756,2,0.2197265625,203756
3757,2,0.3525390625,203757
3758,2,0.2822265625,203758
3759,2,0.25,203759
3760,2,0.1181640625,203760
3761,2,0.19140625,203761
3762,2,0.25,203762
3763,2,0.31640625,203763
3764,2,0.31640625,203764
3765,2,0.31640625,203765
3766,2,0.25,203766
3767,2,0.31640625,203767
3768,2,0.3525390625,203768
3769,2,0.2822265625,203769
3770,2,0.2822265625,203770
3771,2,0.3525390625,203771
3772,2,0.3525390625,203772
3773,2,0.3525390625,203773
3775,2,0.2822265625,203775
3776,2,0.31640625,203776
3777,2,0.2822265625,203777
3778,2,0.2822265625,203778
3779,2,0.2822265625,203779
3780,2,0.25,203780
3781,2,0.25,203781
3782,2,0.25,203782
3783,2,0.2197265625,203783
3784,2,0.25,203784
3785,2,0.2822265625,203785
3786,2,0.2822265625,203786
3787,2,0.4306640625,203787
3788,2,0.2197265625,203788
3789,2,0.1650390625,203789
3790,2,0.3525390625,203790
3791,2,0.47265625,203791
3792,2,0.4306640625,203792
3793,2,0.4306640625,203793
3794,2,0.2822265625,203794
3795,2,0.66015625,203795
3796,2,0,203796
3797,2,0.25,203797
3798,2,0.25,203798
3799,2,0.25,203799
3800,2,0.25,203800
3801,2,0.25,203801
3802,2,0.25,203802
3803,2,0.19140625,203803
3804,2,0.25,203804
3805,2,0.31640625,203805
3806,2,0,203806
3807,2,0.4306640625,203807
3808,2,0.4306640625,203808
3809,2,0.4306640625,203809
3810,2,0.47265625,203810
3811,2,0.47265625,203811
3812,2,0.47265625,203812
3813,2,0.3525390625,203813
3814,2,0.3525390625,203814
3815,2,0.25,203815
3816,2,0.390625,203816
3817,2,0,203817
3818,2,0.5166015625,203818
3819,2,0.6103515625,203819
3820,2,0.6103515625,203820
3821,2,0,203821
3822,2,0,203822
3823,2,0.4306640625,203823
3824,2,0.390625,203824
3825,2,0.390625,203825
3826,2,0.390625,203826
3827,2,0.390625,203827
3828,2,0.4306640625,203828
3829,2,0.47265625,203829
3830,2,0.4306640625,203830
3831,2,0.5625,203831
3832,2,0.390625,203832
3833,2,1,203833
3834,2,0.2197265625,203834
3835,2,0,203835
3836,2,0.140625,203836
3837,2,0.140625,203837
3838,2,0.2822265625,203838
3839,2,0.31640625,203839
3840,2,0.31640625,203840
3841,2,0.31640625,203841
3842,2,0.2822265625,203842
3843,2,0.390625,203843
3844,2,0.5166015625,203844
3845,2,0.4306640625,203845
3846,2,0.4306640625,203846
3847,2,0.390625,203847
3848,2,0.3525390625,203848
3849,2,0.3525390625,203849
3850,2,0.3525390625,203850
3851,2,0.390625,203851
3852,2,0.25,203852
3853,2,0.3525390625,203853
3854,2,0.390625,203854
3855,2,0.140625,203855
3856,2,0.140625,203856
3857,2,0.140625,203857
3858,2,0.31640625,203858
3859,2,0.765625,203859
3860,2,0.765625,203860
3861,2,0.87890625,203861
3862,2,0.87890625,203862
3863,2,0.0625,203863
3864,2,0.31640625,203864
3865,2,0.2197265625,203865
3866,2,0.140625,203866
3867,2,0.0244140625,203867
3868,2,0.1650390625,203868
3869,2,0.140625,203869
3870,2,0.140625,203870
3871,2,0.140625,203871
3872,2,0.1650390625,203872
3873,2,0.1650390625,203873
3874,2,0.2822265625,203874
3875,2,0.2822265625,203875
3876,2,0.1650390625,203876
3877,2,0.1650390625,203877
3878,2,0.3525390625,203878
3879,2,0.1650390625,203879
3880,2,0.140625,203880
3947,2,0.09765625,203947
3507,3,0.2822265625,303507
3508,3,0.2822265625,303508
3509,3,0.2822265625,303509
3510,3,0.25,303510
3511,3,0.2197265625,303511
3512,3,0.2197265625,303512
3513,3,0.2197265625,303513
3514,3,0.19140625,303514
3515,3,0.2197265625,303515
3516,3,0.2197265625,303516
3517,3,0.19140625,303517
3518,3,0.1650390625,303518
3519,3,0.140625,303519
3520,3,0.4306640625,303520
3521,3,0.140625,303521
3522,3,0.140625,303522
3523,3,0.140625,303523
3524,3,0.140625,303524
3525,3,0.140625,303525
3526,3,0.140625,303526
3527,3,0.140625,303527
3528,3,0.140625,303528
3529,3,0.140625,303529
3530,3,0.140625,303530
3531,3,0.140625,303531
3532,3,0.140625,303532
3533,3,0.140625,303533
3534,3,0.140625,303534
3535,3,0.1181640625,303535
3536,3,0.1181640625,303536
3537,3,0.1181640625,303537
3538,3,0.09765625,303538
3539,3,0.09765625,303539
3540,3,0.09765625,303540
3541,3,0.09765625,303541
3542,3,0.0791015625,303542
3543,3,0.0478515625,303543
3544,3,0.0478515625,303544
3545,3,0.0478515625,303545
3546,3,0.0625,303546
3547,3,0.0478515625,303547
3548,3,0.0478515625,303548
3549,3,0.0478515625,303549
3550,3,0.0478515625,303550
3551,3,0.0478515625,303551
3552,3,0.0478515625,303552
3553,3,0.03515625,303553
3554,3,0.03515625,303554
3555,3,0.03515625,303555
3556,3,0.03515625,303556
3557,3,0.03515625,303557
3558,3,0.03515625,303558
3559,3,0.0478515625,303559
3560,3,0.0478515625,303560
3561,3,0.0478515625,303561
3562,3,0.0625,303562
3563,3,0.0478515625,303563
3564,3,0.0478515625,303564
3565,3,0.0478515625,303565
3566,3,0.0478515625,303566
3567,3,0.0625,303567
3568,3,0.09765625,303568
3569,3,0.09765625,303569
3570,3,0.09765625,303570
3571,3,0.09765625,303571
3572,3,0.0478515625,303572
3573,3,0.0791015625,303573
3574,3,0.03515625,303574
3575,3,0.0478515625,303575
3576,3,0.0478515625,303576
3577,3,0.0478515625,303577
3578,3,0.03515625,303578
3579,3,0.0478515625,303579
3580,3,0.09765625,303580
3581,3,0.09765625,303581
3582,3,0.0478515625,303582
3583,3,0.0478515625,303583
3584,3,0.0625,303584
3585,3,0.0791015625,303585
3586,3,0.09765625,303586
3587,3,0.09765625,303587
3588,3,0.09765625,303588
3589,3,0.09765625,303589
3590,3,0.09765625,303590
3592,3,0.09765625,303592
3593,3,0.03515625,303593
3594,3,0.09765625,303594
3595,3,0.03515625,303595
3596,3,0,303596
3597,3,0.0478515625,303597
3598,3,0.03515625,303598
3599,3,0.03515625,303599
3600,3,0.03515625,303600
3601,3,0.03515625,303601
3602,3,0.0244140625,303602
3603,3,0.03515625,303603
3604,3,0.03515625,303604
3605,3,0.0478515625,303605
3606,3,0.0478515625,303606
3607,3,0.03515625,303607
3608,3,0.03515625,303608
3609,3,0.03515625,303609
3610,3,0.03515625,303610
3611,3,0.03515625,303611
3612,3,0.0244140625,303612
3613,3,0.03515625,303613
3614,3,0.03515625,303614
3615,3,0.03515625,303615
3616,3,0.03515625,303616
3617,3,0.03515625,303617
3618,3,0.03515625,303618
3619,3,0.03515625,303619
3620,3,0.0478515625,303620
3621,3,0.03515625,303621
3622,3,0.015625,303622
3623,3,0.0244140625,303623
3624,3,0.03515625,303624
3625,3,0.0244140625,303625
3626,3,0.0244140625,303626
3627,3,0.0244140625,303627
3628,3,0.0244140625,303628
3629,3,0.03515625,303629
3630,3,0.03515625,303630
3631,3,0.03515625,303631
3632,3,0.0478515625,303632
3633,3,0.0244140625,303633
3634,3,0.0244140625,303634
3635,3,0.0244140625,303635
3636,3,0.0244140625,303636
3637,3,0.0244140625,303637
3638,3,0.0244140625,303638
3639,3,0.0478515625,303639
3640,3,0.09765625,303640
3641,3,0.09765625,303641
3642,3,0.19140625,303642
3643,3,0.2197265625,303643
3644,3,0.2197265625,303644
3645,3,0.2197265625,303645
3646,3,0.19140625,303646
3647,3,0.19140625,303647
3648,3,0.25,303648
3649,3,0.2197265625,303649
3650,3,0.140625,303650
3651,3,0.03515625,303651
3652,3,0,303652
3653,3,0.03515625,303653
3654,3,0.03515625,303654
3655,3,0.03515625,303655
3656,3,0.03515625,303656
3657,3,0.03515625,303657
3658,3,0.0244140625,303658
3659,3,0.0244140625,303659
3660,3,0.03515625,303660
3661,3,0.0244140625,303661
3662,3,0.0244140625,303662
3663,3,0.1181640625,303663
3664,3,0.1181640625,303664
3665,3,0.1181640625,303665
3666,3,0.140625,303666
3667,3,0.140625,303667
3668,3,0.140625,303668
3669,3,0.140625,303669
3670,3,0.1181640625,303670
3671,3,0.1181640625,303671
3672,3,0.140625,303672
3673,3,0.140625,303673
3674,3,0.1181640625,303674
3675,3,0.1181640625,303675
3676,3,0.1181640625,303676
3677,3,0.1650390625,303677
3678,3,0.09765625,303678
3679,3,0.1181640625,303679
3680,3,0.19140625,303680
3681,3,0.140625,303681
3682,3,0.1181640625,303682
3683,3,0.140625,303683
3684,3,0.0791015625,303684
3685,3,0.09765625,303685
3686,3,0.0791015625,303686
3687,3,0.1650390625,303687
3688,3,0.19140625,303688
3689,3,0.1650390625,303689
3690,3,0.1181640625,303690
3691,3,0.1181640625,303691
3692,3,0.1650390625,303692
3693,3,0.3525390625,303693
3694,3,0.390625,303694
3695,3,0.25,303695
3696,3,0.140625,303696
3697,3,0.2197265625,303697
3698,3,0.25,303698
3699,3,0.2822265625,303699
3700,3,0.2822265625,303700
3701,3,0.25,303701
3702,3,0.2197265625,303702
3703,3,0.2197265625,303703
3704,3,0.2822265625,303704
3705,3,0.31640625,303705
3706,3,0.31640625,303706
3707,3,0.2822265625,303707
3708,3,0.4306640625,303708
3709,3,0.2197265625,303709
3710,3,0.2197265625,303710
3711,3,0.25,303711
3712,3,0.2197265625,303712
3713,3,0.25,303713
3714,3,0.2197265625,303714
3715,3,0.2822265625,303715
3716,3,0.0791015625,303716
3717,3,0.2822265625,303717
3718,3,0.25,303718
3719,3,0.47265625,303719
3720,3,0.5625,303720
3721,3,0.6103515625,303721
3722,3,0.6103515625,303722
3723,3,0.4306640625,303723
3724,3,0.25,303724
3725,3,0.25,303725
3727,3,0.25,303727
3728,3,0.25,303728
3729,3,0.2197265625,303729
3730,3,0.2822265625,303730
3731,3,0.2822265625,303731
3733,3,0.1181640625,303733
3734,3,0.31640625,303734
3735,3,0.47265625,303735
3736,3,0.31640625,303736
3737,3,0.2822265625,303737
3738,3,0.2822265625,303738
3739,3,0.2822265625,303739
3740,3,0.25,303740
3741,3,0.2822265625,303741
3742,3,0.2822265625,303742
3743,3,0.2822265625,303743
3744,3,0.2822265625,303744
3745,3,0.2822265625,303745
3746,3,0.2822265625,303746
3747,3,0.2822265625,303747
3748,3,0.25,303748
3749,3,0.140625,303749
3750,3,0.140625,303750
3751,3,0.31640625,303751
3752,3,0.25,303752
3753,3,0.19140625,303753
3754,3,0.19140625,303754
3755,3,0.25,303755
3756,3,0.2197265625,303756
3757,3,0.3525390625,303757
3758,3,0.2822265625,303758
3759,3,0.25,303759
